name,url,telephone,tax_num,street,locality,region,postcode,country
American Institute Of Postgradu Education,http://,,EIN 91-1039560,6326 Crestmount Drive,Salt Lake City,UT,84121,USA
United Church Of Religious Science,http://,,EIN 94-2402016,Po Box 9071,Ogden,UT,84409,USA
Utah Tamil Sangam,http://,,EIN 20-8069629,10653 S Poplar Grove Dr,South Jordan,UT,84095,USA
Clarendon Foundation,http://www.clarendon.tv,(801) 417-9599,EIN 54-1589699,9430 S Fairway View Dr,Sandy,UT,84070,USA
Standard Of Liberty Foundation Inc,http://,,EIN 20-2982883,4476 Wedgewood Dr,Pleasant Grv,UT,84062,USA
St Annes Center Inc,http://www.stannescenter.org,801-621-5036,EIN 87-0368808,137 W Binford St,Ogden,UT,84401,USA
Pearls With a Purpose,http://www.pearlswithapurpose.org,,EIN 83-0412227,380 East Main St #D,Lehi,UT,84043,USA
IMAGINE BALLET THEATRE INC,http://www.imagineballet.org,(801) 296-1372,EIN 20-3410912,245 S Moss Hill Dr,Bountiful,UT,84010,USA
Southwest Symphony Orchestra Inc,http://www.southwestsymphony.org,(435) 688-8183,EIN 87-0377182,Po Box 423,St George,UT,84771,USA
Hugh O'Brian Youth Foundation Utah Leadership Seminar,http://www.hobyutah.org,,EIN 94-2974614,660 N  380 W,Provo,UT,84601,USA
Light Of The Comforter,http://,,EIN 87-0316690,3790 S 2000 E,Salt Lake City,UT,84109,USA
Womens Council Of Provo,http://,,EIN 87-0290458,310 W 500 N,Provo,UT,84601,USA
First Samoan Assembly Of God,http://,,EIN 87-0557699,PO Box 701946,Salt Lake Cty,UT,84170,USA
Four Corners Community Behavioral Health Inc,http://www.fourcourners.ws/,(435) 637-7200,EIN 87-0293014,Po Box 867,Price,UT,84501,USA
Bahais Of Ogden,http://,,EIN 87-0473446,4957 S 1150 E,Ogden,UT,84403,USA
Ouelessebougou Alliance,http://www.ouelessebougou.org,(801) 983-6254,EIN 87-0659627,343 W 400 S,Salt Lake Cty,UT,84101,USA
National Odometer Enforcement Association Inc,http://www.notfea.org,,EIN 52-1389635,210 N 1950 W,Salt Lake Cty,UT,84134,USA
Healing Hands For Haiti Foundation Inc,http://www.healinghandsforhaiti.org,,EIN 04-3486458,Po Box 521800,Salt Lake Cty,UT,84152,USA
Trout Unlimited,http://,,EIN 52-1491875,Po Box 973,Vernal,UT,84078,USA
Wasatch Telemark Association,http://,,EIN 87-0561815,PO Box 520338,Salt Lake Cty,UT,84152,USA
D O V E Center Inc,http://www.dovecenter.org,,EIN 87-0529095,1240 E 100 S Ste 221,St George,UT,84790,USA
Jewish Family Service,http://www.jfsutah.org/,(801) 746-4334,EIN 87-0227089,1111 E Brickyard Rd Ste 218,Salt Lake Cty,UT,84106,USA
Performing Arts Coalition Inc,http://,,EIN 87-0467160,138 W 300 S,Salt Lake City,UT,84101,USA
CHILD AND FAMILY SUPPORT CENTER OF CACHE COUNTY INC,http://www.cachecfsc.org,(435) 752-8880,EIN 87-0398053,380 West 1400 North,North Logan,UT,84341,USA
Utah Bicycle Coalition,http://,(801) 440-3729,EIN 20-2804553,Po Box 58504,Salt Lake Cty,UT,84158,USA
Crown Colony Baseball Corporation,http://,,EIN 87-0554543,Po Box 17688,Salt Lake Cty,UT,84117,USA
KIDS HEROES FOUNDATION,http://www.kidsheroes.org,8015580570,EIN 46-2954860,612 Miller Way,Farmington,UT,84025,USA
Hurricane Valley Pioneer Heritage Park And Museum Foundation,http://,,EIN 87-0449434,Po Box 91,Hurricane,UT,84737,USA
Rural Water Association Of Utah,http://www.rwau.net,(801) 756-5123,EIN 94-2716320,76 Red Pine Dr,Alpine,UT,84004,USA
Piedmont Families Organization Inc,http://,,EIN 87-0351420,987 W 2200 N,Pleasant Grv,UT,84062,USA
Utah Law And Justice Center Inc,http://,,EIN 94-2949634,645 S 200 E,Salt Lake Cty,UT,84111,USA
Cambodian Buddhist Temple Of Utah Inc,http://,,EIN 87-0484980,3589 W 3965 S,W Valley City,UT,84119,USA
Opportunities For Independent Living,http://,,EIN 87-0453646,515 W 300 N Ste A,St. George,UT,84770,USA
"National League Of American Pen Women, Inc.",http://members.aol.com/penwomen/pen.htm,,EIN 51-0240012,4688 South 2025 West,Roy,UT,84067,USA
Psi Chi The National Honor Society In Psychology,http://www.psichi.org,,EIN 23-7429775,1299 Edvalson Street,Ogden,UT,84408,USA
International Assciation Of Assessing Officers,http://,,EIN 87-0577535,47 S Main St,Tooele,UT,84074,USA
Krishna Temple Corporation,http://,,EIN 74-2683775,8628 S State Rd,Spanish Fork,UT,84660,USA
Childrens Dance Theatre Univ Of Utah,http://,,EIN 87-0286954,1901 East South Campus Drive,Salt Lake City,UT,84112,USA
Utah Hockey An Amateur Association,http://,(801) 409-2401,EIN 87-0356292,571 Old Farm Cir,Centerville,UT,84014,USA
Deseret Trust Co Of California,http://,,EIN 95-2939314,PO Box 11558,Salt Lake Cty,UT,84147,USA
Thank A Hero Foundation,http://,,EIN 46-4898228,772 North Main Street 245,Tooele,UT,84074,USA
Boys & Girls Clubs Of Greater Salt Lake,http://www.bgcsv.org,(801) 284-4265,EIN 87-0304654,Po Box 57071,Murray,UT,84157,USA
HETEROTAXY CONNECTION,http://,,EIN 46-5498856,9183 S Jefferson Pl,Sandy,UT,84070,USA
Utah Partners For Health,http://www.upfh.com,(801) 417-0131,EIN 27-0021804,8211 W 3500 S,Magna,UT,84044,USA
Perihelion Inc,http://,,EIN 23-7378031,365 Parkview Dr,Park City,UT,84098,USA
The Liahona Childrens Nutrition And Education Foundation,http://,,EIN 95-3576538,274 N 500 E,Lindon,UT,84042,USA
Uintahbasin Lpn Rn Scholarship Fund,http://,,EIN 87-0418450,635 W 200 S,Vernal,UT,84078,USA
Wheeler Farm Friends Inc,http://,,EIN 94-2402208,6351 S 900 E,Salt Lake Cty,UT,84121,USA
Utah State University,http://,,EIN 87-6000528,8824 Old Main Hill,Logan,UT,84322,USA
Enterprise Valley Medical Clinic Inc,http://www.evmc.org,(435) 231-1649,EIN 87-0396036,Po Box 370,Enterprise,UT,84725,USA
Abundant Life Social Services,http://www.alssut.webs.com,(801) 436-4500,EIN 20-1810134,"2813 S 2400 W c/o Darwin P. Crosland, LP C",Syracuse,UT,84075,USA
Guild Of The Utah Shakespearean Festival,http://,,EIN 27-2793636,351 W Center St,Cedar City,UT,84720,USA
AMERICAN APITHERAPY SOCIETY INC,http://www.apitherapy.org,,EIN 22-3018497,14942 S Eagle Dr,Draper,UT,84020,USA
People Helping People Inc,http://www.phputah.org/,801-583-5300,EIN 84-1373515,205 N 400 W,Salt Lake Cty,UT,84103,USA
Cache Education Foundation,http://,,EIN 74-2540336,2063 N 1200 E,North Logan,UT,84341,USA
Predator Masters Inc,http://www.predatormasters.com,(435) 340-0303,EIN 20-8201150,376 E 400 S,Ephraim,UT,84627,USA
Head First Development,http://www.headfirstdevelopment.org,(801) 414-0989,EIN 20-2479901,4461 S Parkview Dr,Salt Lake Cty,UT,84124,USA
Pwa Coalition Of Utah,http://www.pwacu.org,,EIN 87-0461355,116 N 800 W,Salt Lake Cty,UT,84116,USA
"George Marshall Sullivant Genealogical Society, Inc.",http://,,EIN 87-0316798,10668 S 2000 E,Sandy,UT,84092,USA
United Way Community Services Inc,http://www.unitedwayuc.org,(801) 374-2588,EIN 87-0332098,148 N 100 W,Provo,UT,84601,USA
Montessori At Riverton,http://,,EIN 87-0669360,12765 S 1400 W,Riverton,UT,84065,USA
National Council On Family Relations,http://,,EIN 87-0391978,2705 Old Main Hl,Logan,UT,84322,USA
Nextlevel Family Foundation,http://,,EIN 87-0542363,1593 N 1400 E,Lehi,UT,84043,USA
Koins For Kenya Inc,http://www.koinsforkenya.org,(801) 602-0325,EIN 20-5053322,19 W 550 N,Farmington,UT,84025,USA
Park City Conservation Association,http://www.recycleutah.org,(435) 649-9698,EIN 87-0480848,1951 Woodbine Way,Park City,UT,84060,USA
All Aboard-The Training Junction Inc,http://,,EIN 87-0495178,580 E 2550 N,Provo,UT,84604,USA
Discovery Gateway,http://discoverygateway.org,801-456-5437,EIN 94-2562430,444 West 100 South,Salt Lake City,UT,84101,USA
Pachyonychia Congenita Fund,http://www.pachyonychia.org,(877) 628-7300,EIN 68-0567493,2386 East Heritage Way Suite B,Salt Lake City,UT,84109,USA
HEART & SOUL,http://www.heartsoul.org,(801) 467-5499,EIN 87-0528175,PO Box 526142,Salt Lake City,UT,84152,USA
Epilepsy Association of Utah,http://www.epilepsyut.org,801-566-5949,EIN 87-0304189,8539 South Redwood Rd #B,West Jordan,UT,84088,USA
"SERVE, Inc.",http://www.serveinc.org/,703-368-2979,EIN 51-0215304,10056 Dean Drive,Manssasas,VA,20110,USA
Navy-Marine Corps Relief Society,http://www.nmcrs.org,(800) 654-8364,EIN 53-0204618,875 N Randolph Street No 225,Arlington,VA,22203,USA
"Congressional District Programs, Inc.",http://cdprograms.org,,EIN 65-0970090,6201 Leesburg Pike Ste 403,Falls Church,VA,22044,USA
Blue Ridge Wildlife Center,http://www.blueridgewildlife.org,(540) 664-9494,EIN 54-1996991,P O Box 326,Millwood,VA,22646,USA
MILITARY FAMILY SUPPORT CENTERS INC,http://www.milfamily.org,(540) 983 - 1766,EIN 20-2821271,PO Box 1122,Salem,VA,24153,USA
GuideStar,http://www.guidestar.org,(757) 229-4631,EIN 54-1774039,4801 Courthouse Street Ste 220,Williamsburg,VA,23188,USA
Godparents For Tanzania,http://www.godparents4tz.org,(910) 398-2762,EIN 56-2352150,Po Box 20221,Roanoke,VA,24018,USA
Self Knowledge Base & Foundation,http://,,EIN 30-0559436,43803 Michener Dr,Ashburn,VA,20147,USA
Lost Fantasy Stables & Animal Rescue (Lost Fantasy Rescue),http://www.lostfantasystables.org/,276.613.1920,EIN 20-0425889,Private home/foster homes (email for directions),Ceres,VA,24318,USA
Aikido in Fredericksburg,http://www.aikidoforpeace.org,(540) 582-9600,EIN 20-1098960,6147 Hickory Ridge Rd,Spotsylvania,VA,22551,USA
Chesapeake Service Systems Inc,http://css-online.org,757-312-0456,EIN 54-1302211,1100 Executive Blvd,Chesapeake,VA,23320,USA
Society for the Prevention of Cruelty To Animals Martinsville,http://www.spcamhc.org,276-638-7297,EIN 23-7381113,132 Joseph Martin Highway,Martinsville,VA,24112,USA
Skyline Literacy,http://www.skylineliteracy.org,(540) 433-0505,EIN 54-1589682,975 S High St,Harrisonburg,VA,22801,USA
Oohs N Coos,http://www.oohsncoos.org,,EIN 47-2329988,16985 Islip Loop Suite 304,Dumfries,VA,22026,USA
Woodbridge Dance Company,http://www.WoodbridgeDanceCompany.com,703-583-2623,EIN 11-3717059,14000 Crown Cout #101,Woodbridge,VA,22193,USA
Roanoke Valley Horse Rescue Inc,http://www.rvhr.com,540-721-1910,EIN 02-0654488,1725 Edwardsville Rd,Hardy,VA,24101,USA
American Studies Center,http://,(703) 302-1000,EIN 51-0232804,1100 N Glebe Rd Ste 900,Arlington,VA,22201,USA
Child Foundation,http://,(434) 848-3329,EIN 62-1763721,12021 Robinson Ferry Rd,Brodnax,VA,23920,USA
Boys & Girls Clubs of the Virginia Peninsula,http://www.bagclub.com,757-223-7204,EIN 54-1568297,11825 Rock Landing Drive Chesapeake Building,Newport News,VA,23606,USA
SCORE Foundation,http://www.score.org,(800) 634-0245,EIN 52-1962712,1175 Herndon Parkway Suite 900,Herndon,VA,20170,USA
Operation Paws for Homes,https://ophrescue.org/,(703) 344-7320,EIN 45-2785962,P.O. Box 90813,Alexandria,VA,22309,USA
Humane Society of Fairfax County Inc,http://www.hsfc.org,703-385-7387,EIN 54-6064956,4057 Chain Bridge Rd,Fairfax,VA,22030,USA
US Naval Sea Cadet Corps,http://www.seacadets.org,(703) 243-6910,EIN 52-0808385,2300 Wilson Blvd Suite 200,Arlington,VA,22201,USA
Aadamiga Usa,http://,,EIN 41-2033090,4029 Justine Dr,Annandale,VA,22003,USA
Foodbank Of Southeastern Virginia,http://www.foodbankonline.org,(757) 627-6599,EIN 52-1219783,800 Tidewater Dr,Norfolk,VA,23504,USA
National Asociation Of Women Mbas,http://www.mbawomen.org,(888) 466-4622,EIN 20-3906991,Po Box 366,Ivy,VA,22945,USA
Community Health Charities,http://www.healthcharities.org,703-528-1007,EIN 13-6167225,1240 N Pitt Street 3rd Floor,Alexandria,VA,22314,USA
The Motherhood Collective,http://www.themotherhoodcollective.org,434-444-4482,EIN 45-5553159,4720 Doyle Ter,Lynchburg,VA,24503,USA
Rx Drug Access Partnership,http://www.rxpartnership.org,(804) 377-1057,EIN 57-1186937,2924 Emerywood Pkwy Ste 300,Richmond,VA,23294,USA
National Safe Boating Council Inc,http://www.safeboatingcouncil.org,(703) 361-4294,EIN 23-7424720,9500 Technology Drive Suite 104,Manassas,VA,20110,USA
"Offender Aid and Restoration of Arlington County (OARA), Inc.",http://www.OARonline.org,703-228-7030,EIN 54-1024562,1400 N Uhle St Ste 704,Arlington,VA,22201,USA
Our Military Kids Inc,http://www.ourmilitarykids.org,703-734-6654,EIN 56-2483648,6861 Elm St. Suite 2A,McLean,VA,22101,USA
One Voice Chorus Inc,http://onevoicechorus.org,(804) 898-9202,EIN 41-2132574,O E 4th St Studio 52,Richmond,VA,23224,USA
"Compassion Advocacy Network, Inc.",https://www.compassionadvocacynetwork.org,(757) 622-8226,EIN 11-3754548,3131 Azalea Garden Road Suite A,Norfolk,VA,23513,USA
Blue Star Families Inc,http://www.bluestarfam.org,(914) 672-7731,EIN 80-0369895,Po Box 6811,Alexandria,VA,22306,USA
Highland Food Pantry Inc,http://,(540) 533-0347,EIN 46-4661240,Po Box 1762,Winchester,VA,22604,USA
King Street Cats,http://www.kingstreetcats.org,703-231-7199,EIN 61-1440813,25 Dove St.,Alexandria,VA,22314,USA
Virginia Beach Society for the Prevention of Cruelty to Animals (VBSPCA),http://www.vbspca.com,(757) 427-6387,EIN 54-6061532,3040 Holland Road,Virginia Beach,VA,23453,USA
Youth Outreach Services,http://www.yciyos.com,571-314-7503,EIN 54-1528380,P.O. Box 1655,Woodbridge,VA,22195,USA
Amigos De Iracambi-U S Inc,http://,,EIN 52-2314396,1360 Beverly Rd Pmb 247,Mclean,VA,22101,USA
Cancer Schmancer Foundation,http://www.CancerSchmancer.org,888-621-2001,EIN 26-0489038,PO Box 2760,Reston,VA,20195,USA
Inspiring Thoughtful Students by Taking Initiative To Motivate Excellence,http://www.itstimedc.org,,EIN 26-1975517,PO Box 231074,Centreville,VA,20120,USA
The Save Lucy Campaign,http://www.saveLucytheBat.org,703-973-3157,EIN ,4512 Starr Jordan Dr,Annandale,VA,22003,USA
Access Partnership,http://www.accesspartnership.org,757-502-7400,EIN 20-1830252,Po Box 41093 P.O. Box 41093,Norfolk,VA,23541,USA
Partners International Foundation,http://www.partners-international.org,7578696770,EIN 06-1474214,214 Terrebonne Road,Yorktown,VA,23692,USA
"Arlington Free Clinic, Inc.",http://www.arlingtonfreeclinic.org,703-979-1425,EIN 54-1671883,2921 11th Street South,Arlington,VA,22204,USA
Romanian Children's Relief,http://www.RCR.org,5083036299,EIN 22-3087622,2005 Chadds Ford Dr,Reston,VA,20191,USA
Prevent Cancer Foundation,http://www.preventcancer.org,703-836-4412,EIN 52-1429544,1600 Duke Street Suite 500,Alexandria,VA,22314,USA
The Step Sisters,http://www.stepsisters.org/,,EIN 30-0783830,42395 Ryan Road 112-611,Ashburn,VA,20148,USA
"Shelter House, Inc.",http://www.shelterhouse.org,(703) 955-7876,EIN 52-1217106,PO Box 4081,Falls Church,VA,22044,USA
Mother Of Christ Julinoel,http://,(217) 474-9384,EIN 20-1018847,Po Box 5,Tazewell,VA,24651,USA
Keep Prince William Beautiful,http://www.kpwb.org,571.285.3772,EIN 52-1379942,4391 Ridgewood Center Drive  Suite F,Prince William,VA,22192,USA
Project Perry,http://www.projectperry.com,540-967-0447,EIN 20-0755481,P.O. Box 1208,Louisa,VA,23093,USA
Veterans Moving Forward Inc,http://www.vetsfwd.org,(703) 431-2212,EIN 27-3117964,44225 Mercure Cir Ste 130,Dulles,VA,20166,USA
Power of Pain Foundation,http://www.powerofpain.org,480-882-1342,EIN 65-1298571,3800 Farmfield Drive,Chester,VA,23831,USA
Aurora Foundation,http://www.aurora4vets.org,703-952-7682,EIN 26-3725172,12150 Monument Dr Ste 510 Suite 510,Fairfax,VA,22033,USA
Mercy Medical Angels,http://www.mercymedical.org,757-318-9174,EIN 52-1374161,4620 Haygood Rd Suite 1,Virginia Beach,VA,23455,USA
Hope for the Warriors,http://www.hopeforthewarriors.org,877.2HOPE4W,EIN 20-5182295,8003 Forbes Place Suite 201,Springfield,VA,22151,USA
Teens Opposing Poverty Inc,http://www.teensopposingpoverty.org,(540) 955-6260,EIN 06-1677837,Po Box 933,Berryville,VA,22611,USA
READING TUB INC,http://www.thereadingtub.com,,EIN 20-0916052,3585 Glasgow Ln,Keswick,VA,22947,USA
Operation Blessing International Relief & Development Corp.,http://www.operationblessing.org,(757) 226-3401,EIN 54-1382657,977 Centerville Tpke,Virginia Beach,VA,23463,USA
Take2 Inc,http://www.take2camp.org,(703) 282-2900,EIN 20-0829920,2602 Key Blvd,Arlington,VA,22201,USA
"SAFE (Substance Abuse Free Environment, Inc.)",http://www.chesterfieldsafe.org,804-796-7100,EIN 54-1936878,P.O. Box 35413,"North Chesterfield, VA 23235",VA,23235,USA
Share America / Neighbor To Nation,http://www.neighbortonation.org/,,EIN 54-1879282,44330 Premier Plaza Suite 220,Ashburn,VA,20147,USA
Spikenard Farm Honeybee Sanctuary,http://www.spikenardfarm.org,540-745-2153,EIN 20-5539746,445 Floyd Highway North,Floyd,VA,24091,USA
Hope House Foundation Inc,http://www.hope-house.org,(757) 625-6161,EIN 54-0804383,801 Boush St Ste 302,Norfolk,VA,23510,USA
National Association of Free Clinics Inc,http://www.nafcclinicsorg,703-647-7427,EIN 56-2273242,1800 Diagonal Rd Ste 600,Alexandria,VA,22314,USA
New Harvest Christian Worship Center,http://,,EIN 06-1684800,110 6th Ave,Galax,VA,24333,USA
Hampton Roads Chamber Players Inc,http://www.hrchamberplayers.org,(757) 537-9566,EIN 01-0717907,701 Town Center Dr Ste 900,Newport News,VA,23606,USA
Preemies Today,http://www.preemiestoday.org,(703) 266-9104,EIN 14-1911170,Po Box 523525,Springfield,VA,22152,USA
Longwood Industries Inc,http://,(540) 586-1430,EIN 54-0924145,Po Box 1025,Bedford,VA,24523,USA
Center for Pet Safety,http://www.CenterforPetSafety.org,800.324.2659,EIN 45-2914502,11921 Freedom Drive Suite 550,Reston,VA,20190,USA
Peta Investigations and Rescue Foundation,http://,,EIN 20-1419959,501 Front St,Norfolk,VA,23510,USA
"Soho Center for Arts and Education, Inc.",http://www.child2000.org/,,EIN 13-2943318,1564 West Hoover Rd,Madison,VA,22727,USA
HANDS OF RESCUE MOTORCYCLE CLUB INC.,https://www.facebook.com/HandsOfRescue,,EIN 46-4223301,Po Box 72761,North Chesterfld,VA,23235,USA
World Pediatric Project,http://www.worldpediatricproject.org,804.282.8830,EIN 54-1953305,7201 Glen Forest Drive Ste 304,Richmond,VA,23226,USA
International Neighbors,http://,,EIN 47-4084246,2949 Riggory Ridge Rd,Charlottesvle,VA,22911,USA
Conservation International Foundation,http://www.conservation.org,(703) 341-2400,EIN 52-1497470,2011 Crystal Drive Ste 500,Arlington,VA,22202,USA
U Designate Me,http://,,EIN 27-0941376,1559 13TH St S,Arlington,VA,22204,USA
Volunteer Alexandria,http://www.volunteeralexandria.org,7038362176,EIN 51-0255333,123 N Alfred Street,Alexandria,VA,22314,USA
Maximum All-Star Xplosion Cheer Inc,http://,,EIN 20-4351764,PO Box 127,White Marsh,VA,23183,USA
Honor And Remember,http://www.HonorandRemember.org,(757) 504-4722 ,EIN 41-2277283,PO Box 16834,Chesapeake,VA,23328,USA
Arlington Academy of Hope Inc,http://www.aahuganda.org,(703) 528-1951,EIN 20-2089837,P.O. Box 7694,Arlington,VA,22207,USA
National Association For Gun Rights Inc,http://www.nationalgunrights.org,(888) 874-3006,EIN 54-2015951,Po Box 7002,Fredericksbrg,VA,22404,USA
"Arlington Street People's Assistance Network, Inc.",http://www.a-span.org,703-842-0154,EIN 54-1615993,PO Box 100731,Arlington,VA,22210,USA
International Tibet Network,http://www.tibetnetwork.org,(703) 424-0015,EIN 81-0663477,"Tenzin Jigme,  9929 Longford Court",Vienna,VA,22181,USA
Cindys Legacy,http://www.cindyslegacy.org,703-996-9103,EIN 45-2498549,11654 Plaza America Drive 354,Reston,VA,20190,USA
The Buckley Foundation,http://,(757) 724-2460,EIN 20-3609232,3808 Virginia Beach Blvd Ste C,Virginia Bch,VA,23452,USA
Volunteer Hampton Roads,http://www.volunteerhr.org,(757) 624-2400,EIN 54-1072533,150 W Main Street Suite 1801,Norfolk,VA,23510,USA
Hope Africa Ministries Inc.,http://www.HopeAfricaMinistries.org,,EIN 27-0587741,9355 Davis Dr,Lorton,VA,22079,USA
Fairfax County Law Enforcement Foundation,http://www.fairfaxfoundation.org,,EIN 20-4376293,4823 Piney Branch Road,Fairfax,VA,22030,USA
Friends of Valley Charities,http://fvconline.org,540 246 8174,EIN 27-2390909,4245 Lucy Long Drive,Harrisonburg,VA,22801,USA
The Nature Generation,http://www.NatGen.org,703-284-6059,EIN 20-1670424,3434 Washington Blvd. 2nd Floor,Arlington,VA,22101,USA
"Media Research Center, Inc.",http://www.mediaresearch.org,(571) 267-3500,EIN 54-1429009,1900 Campus Commons Drive Suite 600,Reston,VA,20191,USA
National Rifle Association Of America,http://www.nra.org,(703) 267-1000,EIN 53-0116130,11250 Waples Mill Road,Fairfax,VA,22030,USA
"United Community Ministries, Inc.",http://www.ucmagency.org,(703) 768-7106,EIN 54-0850780,7511 Fordson Rd,Alexandria,VA,22306,USA
WORLD FOUNDATION FOR CHILDREN INC,http://www.volunteerfarm.org,540-459-3478,EIN 20-1007533,277 Crider Ln,Woodstock,VA,22664,USA
"Nature Conservancy, Inc.",http://www.nature.org,(703) 841-5300,EIN 53-0242652,4245 N Fairfax Dr Ste 100,Arlington,VA,22203,USA
Sunflower Initiative Inc,http://,,EIN 27-1428254,Po Box 378,Bedford,VA,24523,USA
Vision on Africa (VoA),http://www.visiononafrica.org,+1 7033890811,EIN 65-1208500,"3800 Powell Lane, Ste # 614",Falls Church,VA,22041,USA
National Council for Adoption,http://www.adoptioncouncil.org,(703) 299-6633,EIN 75-1721671,225 N Washington St,Alexandria,VA,22314,USA
Rainforest Trust,http://rainforesttrust.org/,800-456-4930,EIN 13-3500609,7078 Airlie Road,Warrenton,VA,20187,USA
Eangus We Care For America Foundation Inc,http://www.eangus.org,(703) 519-3846,EIN 54-1614300,3133 Mount Vernon Ave,Alexandria,VA,22305,USA
Sails Angels Richmond Inc,http://www.sailsangels.com,804 334 8877,EIN 46-4116340,18 South Thompson Street Ste 181,Richmond,VA,23221,USA
QUALITY OF LIFE FOUNDATION INC,http://www.qolfoundation.org,703 496 9050,EIN 26-1820245,3421 Commission Ct Ste 101,Woodbridge,VA,22192,USA
Christian Broadcasting Network Inc,http://www.cbn.com,(757) 226-7000,EIN 54-0678752,977 Centerville Tpke,Virginia Bch,VA,23463,USA
"A Forever-Home Rescue Foundation, Inc.",http://www.aforeverhome.org,703 961 8690,EIN 43-1977921,PO Box 222801,Chantilly,VA,20153,USA
Comfort For America's Uniformed Services,http://www.cause-usa.org,703-591-4965,EIN 43-2037202,4114 Legato Road Suite B,Fairfax,VA,22033,USA
Islamic Relief USA,http://www.irusa.org,(888) 479-4968,EIN 95-4453134,3655 Wheeler Avenue,Alexandria,VA,22304,USA
Semper K9 Assistance Dogs,http://www.semperk9.org,571-494-5144,EIN 47-2671624,14867 Prestige Dr,Woodbridge,VA,22193,USA
Douglas J Green Memorial Foundation,http://Www.djgmf.org,,EIN 45-3671557,Po Box 370061,Sterling,VA,20165,USA
Operation Catnip Of Richmond Inc A Virginia Corporation,http://,,EIN 54-1985204,Po Box 268,Quinton,VA,23141,USA
Run7on7 Foundation DBA Runwell The Linda Quirk Foundation,http://runwell.com,904-613-3338,EIN 27-5165001,14286-19 Beach Blvd. #361,Jacksonville,FL,23350,USA
Barrett Haven Inc,http://groups.hamptonroads.com/BTH/,(757) 624-6990,EIN 31-1483263,2129 Vincent Ave,Norfolk,VA,23504,USA
"Operation Smile, Inc.",http://www.operationsmile.org,757-321-7645,EIN 54-1460147,6435 Tidewater Dr,Norfolk,VA,23509,USA
Balafon West African Dance Ensemble Inc,http://www.balafon.org/,(724) 934-4600,EIN 52-2286472,4985 Cleveland St,Virginia Bch,VA,23462,USA
Recyclelife.org,http://recyclelife.org,703-786-8195,EIN 46-2463624,,Leesburg,VA,20176,USA
Micah Ecumenical Ministries Inc,http://www.dolovewalk.net,(540) 479-4116,EIN 20-4044884,1013 Princess Anne St,Fredericksbrg,VA,22401,USA
B L I S S Of Lunenburg Llc,http://,(434) 696-1425,EIN 45-4929645,Po Box 340,Victoria,VA,23974,USA
Federation Of Responsible Citizens Inc,http://,,EIN 52-1662991,1800 Diagonal Rd Ste 600 Pmb 33,Alexandria,VA,22314,USA
The Conservation Fund,http://www.conservationfund.org,703-525-6300,EIN 52-1388917,1655 N. Fort Myer Drive Ste 1300,Arlington,VA,22209,USA
Links Africa,http://,,EIN 75-3164356,1002 S Quebec St Apt 9,Arlington,VA,22204,USA
The Rivanna Conservation Society Inc,http://www.rivannariver.org,434 97-RIVER ,EIN 52-0194008,PO Box 1501,Charlottesville,VA,22902,USA
WEI-HWA CHINESE SCHOOL,http://www.weihwa.org,,EIN 54-1175617,PO Box 1266,Annandale,VA,22003,USA
Equine Rescue League Foundation,http://equinerescueleague.org,,EIN 54-1541993,Po Box 4366,Leesburg,VA,20177,USA
"Miriams House Lynchburg, VA",http://miriamshouseprogram.org/,434-847-1101,EIN 54-1606543,409 Magnolia St,Lynchburg,VA,24503,USA
Us Christian International Observatory Of Human Rights & Dev,http://,,EIN 03-0601853,PO Box 15,Gordonsville,VA,22942,USA
Global Animal Partnership,http://www.globalanimalpartnership.org,(202) 540-9880,EIN 20-2234609,"107 S West Street, PMB #771",Alexandria,VA,22314,USA
Eagle Hill Farm Equine Rescue,http://www.EagleHillEquineRescue.org,,EIN 05-0618946,31584 Eleys Ford Rd,Fredericksbrg,VA,22407,USA
Operation First Response,http://www.operationfirstresponse.org,888-289-0280,EIN 20-1622436,20037 Dove Hill Rd.,Culpeper,VA,22701,USA
Lost Dog and Cat Rescue Foundation,http://www.lostdogandcatrescue.org,703-295-DOGS,EIN 31-1789600,P.O. Box 50037,Arlington,VA,22205,USA
Friends of the Elderly,http://www.fote.webs.com,757-431-0052,EIN 54-1614710,P.O. Box 10007,Virginia Beach,VA,23450,USA
The Child & Family Network Centers,http://cfnc-online.org,703-836-0214,EIN 54-1589809,3700 Wheeler Avenue,Alexandria,VA,22304,USA
"Beds for Kids, Inc",http://www.bedsforkidsinc.com,1-888-613-0066,EIN 26-3290524,7400 Beaufont Springs Drive suite 300,Richmond,VA,23225,USA
HOMEAID Northern Virginia INC,http://www.homeaidnova.org/,571-283-6300,EIN 30-0089379,3684 Centerview Dr. Suite 110B,Chantilly,VA,20151,USA
Environmental Support Center Inc,http://envsc.org/,(202 ) 331-9700,EIN 13-3563949,Po Box 1816,Alexandria,VA,22313,USA
Volunteers Of America Inc,http://www.volunteersofamerica.org,(703) 341-5000,EIN 13-1692595,1660 Duke Street,Alexandia,VA,22314,USA
Virginia Theatre Association,http://www.vtasite.org,(434) 845-7529,EIN 52-1422844,1111 Church Street,Lynchburg,VA,24504,USA
Best Kept Secret-Stop The Violence,http://www.thestoptheviolencemovement.org,,EIN 26-1928930,1419 Sierra Dr,Suffolk,VA,23434,USA
