name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Variety Freedom Program	Variety Future Kids Program	Chatter Matters! Communication Camp
WINDS RECOVERY HOUSE, INC	http://www.windsrecovery.org	414-640-5800	EIN 46-3881195	Po Box 212	Grafton	WI	53024	USA	Homeless & Housing, Temporary Housing	WINDS provides a safe and sober home for women recovering from substance abuse, as well as a home for recovering mothers and their young children.  We demonstrate alternative coping skills while offering a nurturing, residential environment that addresses the Body, Mind, & Spirit.								
Einstein Project, Inc.	http://www.einsteinproject.org	920-884-8800	EIN 39-1702546	1255 Einstein Way	Green Bay	WI	54311	USA	Education, Physical & Earth Sciences, Primary & Elementary Schools, Technology				85,000	Wisconsin	Kids using Einstein science units learn the principles of science by practicing them. The Einstein Project has been providing these nationally developed hands-on science courses for more than 16 years. Each year, 85,000 student participations in 41 subject areas are made possible through The Einstein Project.			
Peace Learning Center of Milwaukeeinc	http://www.peacelearningcentermilwaukee.org	414-350-4721	EIN 26-0220722	3224 N. Gordon Place	Milwaukee	WI	53212	USA	Children & Youth, Crime & Law, Crime Prevention, Human Service Organizations, Youth Development - Citizenship, Youth Development Programs	Our mission is to be a catalyst in our community for non-violent conflict management and respect for self, others and the environment.	In 2002, PLC Milwaukee launched its pilot project serving one school.  Today, it serves 1000 students each year, and has worked with more than 50 Milwaukee area schools providing workshops and professional support.  Through collaboration with numerous professionals in education, social work, counseling, violence prevention, restorative justice, and youth & family development, PLC of Milwaukee is an integral community resource for nonviolence.				Peacemakers' Workshop, Circles of Peace Middle School Workshop, Train the Trainer			
Girl Scouts Of Birch Trails Council Wi Inc	http://		EIN 39-0982339	3511 Camp Phillips Rd	Schofield	WI	54476	USA	Children & Youth, Girl Scouts of the U.S.A.									
Kinnickinnic River Land Trust Inc	http://www.kinniriver.org	(715) 425-5738	EIN 39-6593121	Po Box 87	River Falls	WI	54022	USA	Environment, Land Resources Conservation, Natural Resources Conservation & Protection, Water, Water Resources, Wetlands Conservation & Management	We work with the community to conserve and protect the health and beauty of the kinnickinnic river and its watershed.					The kinnickinnic river land trust is a nationally accredited land trust that has now protected 2,843 acres of land in the kinnickinnic river watershed. It owns and manages 3 nature preserves and monitors 33 conservation easements. This year it monitored all conservation easements and preserves and provided recreational opportunities to the public on many of these lands consistent with their protection. The land trust also continued a watershed strategic planning process to focus future conservation efforts, conservation program activities and land protection. Working with family farmers and other landowners to purchase or accept donated land for long-term conservation purposes. Collaboration with numerous public agencies and private landowners to cost share in the improvement and restoration of the land.			
Wisconsin History Foundation Inc	http://www.wisconsinhistory.org/whf	(608) 264-6460	EIN 39-0921093	816 State St	Madison	WI	53706	USA	Arts & Culture, Single Organization Support	To support the wisconsin historical society's mission to help connect people to the past by collecting, preserving, and sharing stories.					In november 2014, the wisconsin historical foundation entered into an agreement with the wisconsin historical society to operate the society's marketing department. The purpose of the marketing department is to increase the impact of society programs by increasing the engagement with existing audiences and expanding the society's impact to new audiences.   funding provided by the wisconsin historical foundation to the wisconsin historical society supports all areas of the society including historic sites and museums, its library and archives, public history, and historic preservation, and the whs press. Through those program areas the society was able to put on over 400 statewide programs and host thousands of visitors to the 11 historic sites and museums located across the state. Each year the society impacts over 3 million users between the sites, library, website, and archives.   in march 2013, the wisconsin historical foundation entered into a joint campaign agreement with the wisconsin veterans museum foundation. The purpose of the joint campaign is to raise funds from private sources and to disburse them as and when necessary to develop, construct, equip, and operate the wisconsin history center.			
Friends Of Horicon International Education Center Inc	http://		EIN 39-1807809	N7725 State Road 28	Horicon	WI	53032	USA	Environment	Public education about the horicon marsh					Gift shop-public education about the horicon marsh. Approximately 10,000 visitors served, and 55,000 publications distributed.   movies at the marsh-public education about the horicon marsh. Approximately 10,000 visitors served, and 55,000 publications distributed.   auto/bike tour-public education about the horicon marsh. Approximately 10,000 visitor served, and 55,000 publications distributed.			
The Womens Center Inc	http://www.twcwaukesha.org	(262) 547-4600	EIN 39-1269698	505 N East Ave	Waukesha	WI	53186	USA	Centers to Support the Independence of Specific Populations, Counseling, Domestic Violence, Family Violence Shelters, Homeless & Housing, Hot Lines & Crisis Intervention, Mental Health	To provide safety and support to women and their families and to facilitate their development.					Shelter - provides safe, confidential, short-term housing and support to women and their children in imminent danger of domestic abuse. During 2014, the shelter helped 281 women and children and took 5,897 crisis calls on the hot line.   transitional living - this programs helps women and children transition from an abusive environment to independent living by providing safe, affordable housing and support services. After clients leave the shelter they can spend up to two years in the transitional living program. During 2014, the agency provided services to 65 women and their children.   counseling - provides short-term individual or group counseling to women and children survivors of abuse. During 2014, the agency provided counseling services to 285 women and children.   child abuse prevention - offers parenting classes and short-term family counseling to teach positive ways to deal with stress. Employment - outreach service to enable women to return or enter the workforce. Education - provides a community educator who presents programs to local schools, community groups and others.			
The Order Of The Christ Sophia Inc	http://		EIN 39-1960182	1123 N Water St Ste 305	Milwaukee	WI	53202	USA	Arms Control & Peace, Christianity, International, Religion, Religion-Related	We teach how to attain inner peace through prayer and meditation. Without inner peace, how will there ever be world peace? So we address this, one person at a time. We are also building a Peace Temple at our retreat center in Dolores, Colorado where people of all faiths can gather to pray for world peace. In bringing people together who are of different faiths, having them join in prayer for peace, we create peace between religions and faiths, toward the goal of world peace. We also recognize that many of the people who work to make the world a better place through many different means are employed for little money and long hours by non-profits who do not have the funds to hold retreats. These people need retreats more than most, to revision their contributions, reinspire their workers, volunteers and board members, to continue contributin as they do. We offer free or reduced rate beautiful retreat facilities on a sliding scale or free basis to non-profits. We thereby contribute to world peace by supporting those who work in the trenches making the world a better place throug social services, environmental work, health care, political activism and spiritual development.								
The Teachers' Closet Inc.	http://		EIN 46-1215603	240 W 9th Avenue	Oshkosh	WI	54902	USA				low income students and their teachers	500 teachers in 3 cities	Oshkosh, Omro and Winneconne WI	free school and classroom supplies to any teacher from preschool through high school, both public and parochial,  /we have an average of 500 teacher visits for supplies every school year.			
Food Pantry Of Waukesha County Inc	http://waukeshafoodpantry.org	(262) 542-5300	EIN 39-1502732	1301 Sentry Dr	Waukesha	WI	53186	USA		To provide emergency food for distribution to needy people in waukesha county					Food distribution to needy people in waukesha county			
Wisconsin Alliance For Fire Safety Inc	http://www.wafs.org	(262) 245-5315	EIN 39-1703736	321 E Main Street No 200	Madison	WI	53703	USA	Disaster Aid, Disaster Preparedness & Relief Services	Encourage fire safety and sponsor a summer burn camp					Sponsor summer burn camp for burn victims  promote and encourage fire safety through programs such as newspapers in education and brecker bunny  to provide scholarships to burn injured youth			
APS Foundation of America, Inc.	http://www.apsfa.org	608-782-2626	EIN 20-3085295	Post Office Box 801	La Crosse	WI	54602	USA	Health, Specifically Named Diseases, Specifically Named Diseases Research	Founded in 2005, the APS Foundation of America, Inc. is the only United States nonprofit health agency dedicated to bringing national awareness to Antiphospholipid Antibody Syndrome (APS), the major cause of multiple miscarriages, thrombosis, young strokes and heart attacks.   We are a volunteer run, community based 501(c)3 non-profit Public Charity organization and is dedicated to fostering and facilitating joint efforts in the areas of education, support, public awareness, research and patient services.    The APSFA's Medical Advisory Team includes nationally & internationally recognized experts on Antiphospholipid Antibody Syndrome.	2010 Year in Review (These are in no particular order.)  *	Maintained 501(c)3 Non Profit Status granted under Section 170, 2055, 2106, 2522.  We also were granted an advanced ruling as a Public Charity. *	Filed Taxes. *	Registered to solicit in the states we were required to do so. *	Updated APSFA Booklet and reprinted it. *	Updated APS Foundation of America, Inc brochure and reprinted it. *	Made all brochure & booklets that have bibliographies available  available online. *	Published quarterly newsletters that are available free to the public on our website  benefited at least 400,000 people.  *	Donated & Mailed Brochures & Booklets benefited at least 20,000 people. *	Donated Printed Publications to Public Libraries  Unknown number of people benefited. *	Invited to several large professional medical conferences. *	Attended 13th International Congress on Antiphospholipid Antibodies. *	Bronze Sponsor for the 13th International Congress on Antiphospholipid Antibodies. *	Sponsored & provided the prize for the winner of the Young Investigators Award presented at the 13th International Congress on Antiphospholipid Antibodies. *	Sponsored the Autoimmune Diseases Summit: The Global State of Autoimmunity Today. *	Attended the What Every American Needs to Know about Autoimmune Disease sponsored by the AARDA in both MA & MO. *	Represented at the Annual Venous Disease Coalition Meeting. *	Represented at the UCDavis Health System: Update on the Management of Thromboembolic Disorders. *	Represented at the American College of Rheumatology Annual Meeting *	Represented at the Lupus Foundation of America, Philadelphia Tri-State Chapter Living Well With Lupus Symposium. *	Represented at the AARDA Global Summit: The Global State of Autoimmunity Today at the Church Center for the United Nations in New York. *	Became members of the Coalition to Prevent Deep Vein Thrombosis. *	Networking with other Non-Profit Organizations and medical professionals. *	Maintained our Webpage benefiting 142,143 people based on the index page. *	Maintained the forum to make it more user friendly  benefiting 189,281 people. *	Maintained HONCode Certification on APS Foundation of America, Inc. *	Maintained HONCode Certification on APS Friends & Support Forum. *	Earned the GuideStar Exchange Seal: Partner in Trust. *	Awarded The Hope Reward.  Our website now joins a select group of health websites that adheres to the highest standards of health information quality, ethical behavior, and respect for consumer privacy. *	Working on obtaining the Better Business Bureau Accredited Charity Status. *	Maintained several blogs & pages on various social networking sites on various servers to get awareness out  benefited at least 500,000 people. *	Launched June 9th as World APS Awareness Day. *	Continued June as APS Awareness Month. *	Launched press releases  benefited at least 50,000 people. *	Launched Radio Public Service Announcements  benefited at least 1,000,000. *	Fundraisers: o	Caf Press  approx 370 items sold o	World APS Day Items  approx 30 items sold o	APSFAs 5 Year Birthday Party  17 participated o	Holiday Related:        *	Giving Tree  32 participated        *	Caf Press Collectors Edition  34 participated *	Made Press in 3 different media venues that we are aware of  at least 100,000,000 people benefited o	House, MD  Instant Karma (original air date: 10/15/09)  benefited at least 16,000,000 people. o	Mystery Diagnosis  Falling Through the Cracks (re- aired several times, original air date: 3/6/2006) - unknown how many people benefited  o	The Beatles Network (APS Awareness month world wide awareness.)  *	Forum Information: o	Average Number of Visitors: 3,971/month - High: 4,460 - Low: 3,560 o	Average Number of Visits: 10,493/month  High: 12,183  Low: 8,683 o	Average Max Online: 17/month  High: 28  Low: 10 o	Average Page Views: 33,502  High: 41,595  Low: 27,073 o	Average Number Posts: 583/month  High: 970  Low: 228 o	Average Number of Private Messages: 143  High: 241  Low: 83 o	Number of Participants: 1,962  Recommendations: *	Continue to find more avenues for fundraising. *	Continue to collaborate with more organizations (both lay & professional). *	Attend or have materials available for more conferences. *	Apply for more grants. *	Continue to search for more medical advisers. *	Continue to attempt getting APS mentioned in more publications, including magazines. *	Continue to making more videos and learn how to make podcasts. *	Consider tapping in more social networking sites. *	Consider going to a Board of Directors of 5, including one medical adviser & one public non-APS person. *	Consider making June 9th World APS Awareness Day formally via a bill through Congress. *	Consider making June APS Awareness Month formally via a bill through Congress. *	Consider making a Scholarship fund for those going into the Medical Field. *	Consider making a formal Scholarship fund for APS Research.			USA	To provide information and education on antiphospholipid antibody syndrome  to support research regarding antiphosholipid antibody syndrome			
Isaiah 61 Ministries	http://		EIN 65-1257219	1130 E Colonial Dr	Racine	WI	53405	USA	Religion, Religion-Related									
Midwest Center For Environmental Science And Public Policy	http://		EIN 36-2715372	1845 N Farwell Ave Ste 100	Milwaukee	WI	53202	USA	Environment									
Literacy Green Bay Inc	http://www.literacygreenbay.org	920-435-2474	EIN 39-1383597	424 S Monroe Ave Room 5	Green Bay	WI	54301	USA	Adult Education, Education, Ethnic &  Immigrant Centers, Human Services, Immigration, Literacy, Remedial Reading & Encouragement	To help adults and families acquire the reading, writing, math, English language, computer, and workforce skills they need to function effectively as workers and community members.		adult learners (ages 16 and above)  with low literacy skills, undereducated or needing a high school credential (GED),  and/or those adults with limited proficiency in English along with their immediate familes	785 individuals (adults and families)	Greater Green Bay area; Brown County, WI	One-on-One Tutoring, English Language Learner Classes, the Children First Family Literacy program (GED classes), Citizenship and Computer assisted and Skills Instruction for adult learners and Child Tutoring and Early Childhood instruction for their children			
Fox Valley Technical College Foundation Inc	http://www.fvtc.edu/foundation	(920) 735-5608	EIN 39-1264389	1825 N Bluemound Dr	Appleton	WI	54914	USA		To be the college's partner in securing and providing various resources to promote lifelong learning and workforce development throughout the communities we serve.					In order to help fox valley technical college maintain current technology, the foundation continuously seeks monetary gifts and in-kind donations of state-of-the-art industry technology, as well as providing other support.   administer and award 1,175 scholarships to students attending fox valley technical college to subsidize the cost of tuition and books.			
Valley Academy For The Arts Inc	http://		EIN 03-0458003	139 N Lake St	Neenah	WI	54956	USA	Education, Vocational & Technical Schools									
Toastmasters International	http://www.toastmasters.org		EIN 36-6159480	3827 89th St Apt 5	Kenosha	WI	53142	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.								
Sunbear Squad Inc	http://		EIN 14-1932593	W1385 Ramrod Coulee Ln	Geona	WI	54632	USA	Animal Protection & Welfare, Animals									
Sigma Theta Tau Inc	http://		EIN 62-1092108	3400 S 43rd St	Milwaukee	WI	53219	USA										
Milwaukee Kollel Inc	http://www.milwaukeekollel.org	(414) 447-7999	EIN 39-1643640	5007 W Keefe Ave	Milwaukee	WI	53216	USA	Religion, Religion-Related	Advanced torah studies.					Promotion of advanced jewish religious education through intensive study of the torah with exceptional torah scholars.			
Nami Waukesha Inc	http://		EIN 39-1485627	217 Wisconsin Ave Ste 411	Waukesha	WI	53186	USA										
Blueprint Student-Athlete Services	http://www.blueprintsas.com		EIN 20-2398854	46 South Meadow Ln	Madison	WI	53705	USA	Children & Youth, Education, Educational Services, Recreation & Sports, Scholarships, Scholarships & Student Financial Aid, Sports, Youth Development Programs	Blueprint Student-Athlete Services is dedicated to helping student-athletes throughout the state of Wisconsin by providing assistance and guidance in obtaining a college education through an athletic scholarship. Our mission is to help student-athletes prepare academically, physically and mentally to reach their goal of continuing their athletics while accomplishing their goal of a college degree. Blueprint Student-Athlete Services is dedicated to serving all student-athletes regardless of sex, ethnicity, religion or economic status								
Freedom House Ministries, Inc.	http://freedomhouseministries.org	920-432-4646	EIN 39-1721843	2997 St Anthony Dr	Green Bay	WI	54311	USA	Children & Youth, Homeless & Housing, Homeless Shelters, Human Services, Neighborhood Centers, Youth Development	:  Freedom House Ministries is a nondenominational ministry that helps to serve the needs of the homeless and hopeless families, focusing on the needs of the community where Freedom House is located, in fulfillment of Matthew 25:32-46  For I was hungry and you gave me food; I was thirsty and you gave me drink; I was a stranger and you took me in.	Over our 21 year history, fully 92% of families that completed our program NEVER returned to homelessness, a miraculous success rate.	All types of homeless families with children	Over 100 families with more than 300 children	Brown County, Wisconsin	Far more than "3 hots and a cot" shelter -- yes, we provide food & shelter, but we also provide programming that zeroes in on the root cause the family became homeless, then custom design a plan to teach them what they need to know to overcome and become self-sustaining members of our community, giving back in droves to help other less fortunate than themselves			
People Care Inc	http://www.childrensdaycenter.com	(608) 356-4116	EIN 39-1221163	525 Madison Ave	Baraboo	WI	53913	USA	Child Day Care, Children & Youth	Our goal is to have a significant and positive influence on each in our care.					Licensed daycare center that fosters each child's social, emotional, intellectual and physical needs. We incorporate activities and educational materials that are age appropriate and based on the developmental stage of each child. All children learn differently and at their own pace; our balanced curriculum allows for all children to be successful.			
Wisconsin Ovarian Cancer Alliance Inc	http://www.wisconsinovariancancer.com	(262) 797-7804	EIN 39-2028938	13825 W National Ave	New Berlin	WI	53151	USA	Cancer	Education, awareness and advocacy					Awareness - the turn september teal campaign was expanded through the purchase of radio and media. The turn miller park teal event was held for the 7th annual year. The 9th annual nancy's run, rock, and stroll was held in greenfield park. Sale of several teal (ovarian cancer awareness color) products and merchandise. Also, the purchase of teal pins and bracelets to give away as ovarian cancer awareness.   advocacy - every ovarian survivor that we know of was invited to the 8th annual survivor brunch. We sponsored various events including "sparkle of hope" for gynecologic cancer research. We continue to reach out to newly diagnosed patients thought "comfort totes" program via hospitals and clinics in the area.   education - we participated in a national program, survivors teaching students, saving women's lives. Scholarships were provided to 4 survivors and 2 staff personnel, who were sent to the national ovarian cancer conference in washington, d. C. We also participated in multiple health fairs, and partnered with major hospitals through our ambassador program. We continued to educate about ovarian cancer through several social media campaigns.			
CJ Lomas Recovery Foundation U A	http://www.cjlomasrecoveryfoundation.org	(414) 254-9199	EIN 36-4729463	12212 W. Whitaker Avenue	Greenfield	WI	53228	USA				lend financial support to individuals who choose to attend a comprehensive treatment program. Also, we have formed a Family & Friends Support Group to support & educate parents not to cross the line of enabling and the proper support of a loved one.	6 addicts who took the first step in regaining their lives by attending a comperhensive treatment facility.	our local communities	financial support to a intense inpatient treatment facility followed by a sober living facility typically for a minimum of 90 days. We also hold support group meetings where family members and significant others can interact & share with others who may be experiencing some of the same concerns or be in similar situations. Individuals struggling with addiction need positive support in their recovery program.			
PRINGLE NATURE CENTER	http://www.pringlenc.org	262-857-8008	EIN 30-0293828	9800 160TH Ave	Bristol	WI	53104	USA	Environment, Environmental Education	Pringle Nature Center is a regional resource where people of all ages can experience nature, environmental education, conservation and stewardship. We do this by: Putting People in Touch with Nature			2,200 students with environmental education school programs, 400 people of all ages who participated in nature center programs, and worked to clear invasive plant species off the land.	Lower Racine County, Kenosha County, and Northern Lake County Illinois	 Our public programs vary by the season.  Invasive species workdays - forth Saturday of the month April through October/November.  Children's Birthday Parties.  Scouting and 4-H programs.  Nature Story Time Hike - first Saturday of the month.  Educational Programs for grades K-5; KUSD and Wisconsin State Standards linked as well as FOSS linked  Mighty Acorns Educational Program for grades 4-6 which teaches students the value of stewardship			
State Environmental Leadership Program Inc	http://www.selp.org	(608) 268-1440	EIN 02-0695647	Po Box 631	Madison	WI	53701	USA	Environment, Natural Resources Conservation & Protection	The state environmental leadership program (selp) is a staff-supported network of independent environmental activist organizations that focus on state level policy to preserve, protect, and enhance the natural and human environment and the health and quality of life for all people.					Selp encourages the passage of strong and effective state-level environmental policy while also building the capacity of participant groups through its multi-state issue campaigns. In 2012 selp's multi-state issue campaigns focused on strengthening energy efficiency policies and shining the light on cuts to the federal discretionary budget.   in 2012 selp held its annual conference where the leaders of selp member organizations meet with experts and others to share information and develop strategies on how to affect environmental state policy and to participate in organizational capacity building sessions.   through its networking and capacity building selp provides in-person and virtual trainings and facilitates information exchange in addition to providing networking support to ensure that state-level environmental advocacy groups are smart, powerful, and well run.			
Doberman Rescue Alliance Of Wisconsin Inc	http://		EIN 45-1018950	1383 31st St	Houlton	WI	54082	USA	Animal Protection & Welfare, Animals									
PONY TALES REFUGE AND REHAB INC	http://www.ponytalesrefugeandrehab.org	715-271-7567	EIN 47-1658095	4398 130th Ave	Colfax	WI	54730	USA	Animal Protection & Welfare, Animals	Pony Tales Refuge & Rehab, Inc. is a non-profit 501(c)(3) organization dedicated to rescuing horses and nurse mare foals from abuse, neglect, abandonment and slaughter.  Pony Tales Refuge & Rehab, Inc. provides the rescues with a safe, loving home to recover and rehabilitate while providing food, shelter, medical care, nurturing and training.  Pony Tales Refuge & Rehab, Inc. also provides a sanctuary for those that are too physically or mentally traumatized to be adoptable horses and for the elderly horses to live out their final days in a loving, peaceful home.								
Lakeshore Communications Inc	http://q90fm.com	(920) 494-9010	EIN 36-3386532	1253 Scheuring Road	De Pere	WI	54115	USA		Christian programming radio broadcast.					Twenty-four hour broadcast of public interest and christian programs including music, news, youth programming,and interviews.			
Freedom From Religion, Inc.	http://www.ffrf.org	(608) 256-8900	EIN 39-1302520	Po Box 750	Madison	WI	53701	USA	Censorship, Freedom of Speech & Press, Civil Liberties, Civil Rights, Religion	To keep church and state separateand to educate the public about nontheism					Lawsuits challenging entanglement of religion and government,government endorsement or promotion of religion. Ffrf had 10 ongoing lawsuits at the close of 2014, including 2 new lawsuits filed in 2014, and successfully settled three lawsuits. Ffrf maintained 5 staff attorneys, 1 legal fellow, 1 legal publicist and a total of 7 legal interns. Staff attorneys wrote 1,054 formal letters of complaint, ending over 210 state/church violations without going to court, which is ffrf's goal. They researched and responded to more than 3,000 requests for information or help about first amendment violations.   educational events, convention, meetings, media appearances, speeches, debates, travel, and awards. Ffrf recognized achievements in promoting freethought and state/church separation at national convention with more than 500 participants, as well as a raleigh regional convention with about 200. Offered freethought programming with noted speakers without cost and spoke at more than 50 public events in about 25 states and 2 foreign countries, including more than 30 campus appearances, including 6 debates. Was interviewed for more than 1,100 news articles, tv, and radio. Sent out 57 alerts related to freethought or state/church separation and 162 news releases about ffrf activities. Gave $31,350 in cash scholarships to 48 students in 3 separate essay competitions(college-bound high school seniors; ongoing college; grad students) plus $11,000 in 9 other youth activist awards, and several other awards for special achievement.   publishing, broadcasting, and educational outreach. Published 10 issues of 24-page newspaper; 2 issues of private line membership newsletter; broadcast 52 weekly editions of freethought radio, plus podcasts reaching 700,000 annually including ffrf activism reports and prominent guests; maintained major educational website with news updates, daily calendar, legal and freethought faqs and resources, forum, facebook, and twitter; distributed ffrf-published books and educational products promoting its missions; undertook several major educational advertising campaigns , personalized "out of the closet" billboards featuring ffrf members, and other billboard campaigns. Placed several full-page ads in the new york times, a monthly one-third page educational ad in scientific american, and debuted a 30-second tv spot by ron reagan on primetime tv.   operation of freethought hall in madison, wi and lake hypatia, al,maintenance of library for members' use, and chapter rebates			
United Way Blackhawk Region Inc	http://www.uwnrc.org	(608) 757-3040	EIN 39-6006734	205 N Main St Ste 101	Janesville	WI	53545	USA	Federated Giving Programs, Philanthropy, Philanthropy, Charity & Voluntarism Promotion, Philanthropy, Voluntarism & Grantmaking Foundations	Mobilizing our communities, improving lives. We focus on education, income, health and families because these are the building blocks for a good quality of life.					Community impact - united way of north rock county is an organization focused on improving the lives of people in the areas of education, income, health and families. United way can have the greatest impact on our communities by being strategic and deliberate in how we work. Community impact work includes all activities associated with identifying community needs and ways to meet those needs; working with community partners by serving on local task forces and coalitions; facilitating a grant process that is results oriented and based on meeting community needs; and partnering with the university of wisconsin rock county to bring program outcome evaluation workshops to local non profit organizations in rock county. In 2011, united way continued to respond to changing economic times in rock county by increasing the capacity of programs that focus on credit counseling, foreclosure prevention, and access to information and referral. Community involvement has been critical in 2011 through participation and involvement in local task forces and collaborations: cord (collaborative organizations responding to dislocation), diversity action team, heat (homeless education action team), hitf (homeless intervention task force), project 1649 - services to homeless youth, rock county community partnership for older adults, university of wisconsin rock county campus - program outcomes evaluation workshops for rock county non-profit organizations, volunteer coordinators network of rock county, yes (youth emotional stability) in rock county  first call - is a free and confidential comprehensive information and referral program for rock county and the stateline area. First call is a joint program of stateline united way and united way of north rock county. First call provides easy access to individuals looking for essential human services. In 2011, first call responded to 3,692 calls, identified 5,130, made 9,149 program referrals and tracked 117,549 website hits. First call produces a variety of specialized directories such as the food resource guide; support manual; help for hard times; hispanic directory; youth yellow pages; services available by city; and military guide. In an effort to reduce unmet needs, first call operates rock responds - an email list serve that connects service providers and businesses to meet unmet needs of low income individuals and families in rock county. In 2011, rock responds posted 113 community service announcements; 133 items to be given away of which 73% were claimed; and posted 498 needs from service provides of which 68% were met. Items exchanged include furniture, appliances, clothing, household goods, etc. In 2011 first call tracked 3,280 volunteer hours.   volunteer network - strengthens our communities by partnering with agencies to meet community needs. We recruit volunteers, promote and recognize volunteerism and provide assistance to agencies, businesses, school and organizations with their volunteer programs. In 2011 the volunteer network tracked 923 total volunteer contacts, linking them with over 90 agencies in rock county. The volunteer network worked with 448 youth volunteers and 465 adult volunteers. Volunteer network also facilitated global youth service day, helping hand awards, celebration of caring, provided networking and training opportunities to volunteer managers through the bi-monthly volunteer coordinator networking lunches, held a faith based volunteer management training for local churches on working with their volunteers, and assisted the postal workers union with their annual postal food drive. In addition, the volunteer network coordinated the school flyers with the janesville school district and kandu industries. Leadership was provided to a variety of statewide and other coalitions such as the volunteer center association of wi and the rock county voad.   designations			
Milwaukee Community Sailing Center Inc	http://www.sailingcenter.org	414-277-9094	EIN 39-1284450	1450 N Lincoln Memorial Dr	Milwaukee	WI	53202	USA	Sports, Swimming & Other Water Recreation	To promote sailing and to make Lake Michigan accessible to evreyone in the Milwaukee area through quality programs.	In 2010 we opened a new educational building (with no debt) that allows us to expand our program offerings.  We will host the 2013 US Disabled Sailing Championship.	Anyone in the greater Milwaukee area who wants to learn to sail.	over 150 adults to learn to sail, 350 to improve their skills, over 230 children took lessons and almost 600 disabled adults got to sail.	Greater Milwaukee, Wisconsin	Prams in the Park (ages 8-11), Youth Sailing (ages 9-17), Adult Sailing, Adpative Sail Program (for emotionally and physically disabled of all ages ).  Our members actively help maintain the fleet, volunteering over 2,500 hours every year.			
Westby Norse Scholarship Fund	http://	(608) 632-5069	EIN 39-1599653	505 W State St	Westby	WI	54667	USA	Education, Scholarships, Scholarships & Student Financial Aid	Granting scholarships for higher education					Granting of scholarships to westby area high school graduates to further educational goals.			
The Time Is Now to Help	http://www.timeisnowtohelp.org	262-249-7000	EIN 36-3641124	PO Box 1	Lake Geneva	WI	53147-0001	USA	Emergency Assistance, Human Services	The Time Is Now exists solely for the purpose of alleviating the suffering of those who find themselves facing economic hardship.	Due to the CNN Heroes event in December 2011 and the CBS News feature we have been very busy with requests from all over the United States. We have successfully offered assistance to families, seniors, and the disabled in 14 states. Shelter assistance alone has been provided for over 600 fellow Americans. We have assisted many struggling with high gas costs, car repairs and also have provided many reliable vehicles for the working poor. Over $80,000 in utility assistance has been provided to restore electric, gas, water and sewer service. Over $45,000 in emergency food supplies and support to our W.C. Food Pantry. We provided toiletries, household necessities, clothing and furniture for many. Wheel chairs, ramps, and other specialized services for the handicapped were given. This has been a very busy year of helping the poverty stricken in America.	Poverty stricken children, senior citizens, working poor families, the handicapped, disabled veterans.	Over 500	Southeast Wisconsin, Illinois	shelter assistance, utility assistance, food, automobile assistance, household necessities, toiletries, beds, dental assistance, clothing, etc.			
Rock River Cancer Research Foundation Inc	http://www.rrcrf.org	(262) 501-8651	EIN 20-3624554	1288 N Summit Ave Ste 107	Oconomowoc	WI	53066	USA	Cancer, Cancer Research, Health	Supporting the research of new treatments, diagnoses, and/or support innovative concepts or therapies for breast cancer.					Supporting the research of new treatments, diagnoses, and/or support innovative concepts or therapies for breast cancer.			
Pennies-4-Paws Inc	http://pennies-4-paws.org	(920) 253-6212	EIN 45-1657213	Po Box 16	Neosho	WI	53059	USA	Animal Protection & Welfare, Animals	Dedicated to improving the lives of animals.					Education and teaching ways to help animals. Promotion of the humane treatment of animals through temporary foster care, tnr (trap, neuter, release), and transportation to shelters.   donations to charitable animal shelters; helping shelters care for animals.			
Eagle River Historical Society Inc	http://		EIN 39-1626867	PO Box 2011	Eagle River	WI	54521	USA	Arts & Culture, Museums, Professional Societies & Associations									
SAINT TERESA OF CALCUTTA PARISH	http://www.stteresaofcalcuta.org	262-966-2191	EIN 20-5036530	PO Box 68 W314N7462 State Rd 83	North Lake	WI	53064	USA	Congregate Meals, Food, Food Banks & Pantries, Philanthropy, Religion, Roman Catholic, Voluntarism Promotion	To continue the mission of Jesus Christ through Word, Worship, Service and Community building.	Our small parish is growing with the expansion of our North Lake church. Our Food Pantry serves the school districts, and families are comfortable enough to call for help. The Christian Concerns Committee adopted another Kenyan orphanage of the Little Sisters of St. Francis as one of their concerns and the Missionaries of Charity in the Chicago area.	persons in the local, state, and world community, with collections of food, clothing and other resources.	50 local families thru the Food Pantry. Helping hearts with yardwork and winter maintenance. Free family movie nights. Shoes for Soles collection. School supplies for local and Red Cloud school.	North Lake Food Pantry; Saint Teresa St. Vincent de Paul Conference; Mission Workcamp trips; Helping Hearts; Christian Concerns Committee; Pine Ridge Clothing & Food collections; Christmas giving	North Lake Food Pantry, support of the Kenyan orphanages, Red Cloud Indian School, Pine Ridge Reservation, the meal program at the Cathedral of St. John, Milwaukee, Waukesha Loaves & Fishes meal - Hope Center, Blood Drives biannually, holiday food baskets, etc.			
