name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Causes	Results
Destiny School Of Kingdom Expansion Inc	http://		EIN 81-2974853	28168 Us Highway 98	Daphne	AL	36526	USA						Christianity, Religion	
Henry County Veterans Memorial Park	http://www.henrycountyveteranspark.com		EIN 20-1991965	Po Box 115	Shorterville	AL	36373	USA	The mission of the park is to remember and honor our nation's veterans, bothing living and dead				To provide to the general public a lighted park honoring united states veterans. The park includes multiple granite monuments engraved with names of united states veterans.	Arts & Culture, Historical Organizations	
H Fred Williams Gospel Ministries Inc	http://		EIN 59-3100092	Po Box 8872	Dothan	AL	36304	USA						Protestant, Religion	
Fellowship Of Christian Firefighters	http://		EIN 93-0937799	6500 Airport Blvd	Mobile	AL	36608	USA							
Pleasant View Presbyterian Church	http://		EIN 63-0870984	36 Sid Bush Rd	Clayton	AL	36016	USA							
Fairhope Single Tax Corporation	http://www.fairhopesingletax.com	(251) 928-8162	EIN 63-0243535	336 Fairhope Ave	Fairhope	AL	36532	USA						Community Improvement & Capacity Building	
The Way 2 Serve Inc	http://www.theway2serve.org	(334) 741-8432	EIN 26-2154971	Po Box 1665	Opelika	AL	36803	USA	The organization accepts donations to recruit volunteers to assist with the following activities: repair homes for citizens in need, provide an after-school program for at-risk children, and provide the elderly, homeless, and families in need with food, education, clothing, and job assistance.				The organization accepts donations to recruit volunteers to assist with the following activities: repair homes for citizens in need, provide an after-school program for at-risk children, and provide the elderly, homeless, and families in need with food, education, clothing, and job assistance	Centers to Support the Independence of Specific Populations	
Mobile Police Department Mounted Auxiliary	http://		EIN 72-1396163	1251 Virginia St	Mobile	AL	36604	USA						Crime & Law, Crime Prevention	
Heals Inc	http://www.healsinc.org	(256) 428-7560	EIN 63-1210889	1100 Meridian Street	Huntsville	AL	35801	USA	HEALS provides FREE school-based comprehensive medical and dental services, and social services to children. HEALS clinics are presently located in four Title I schools in Madison County with an additional clinic opening in 2006.  We positively affect school attendance and academic performance.  We are strong advocates for accessible health care.    As of November 2006, HEALS has provided services to over 7,100 children and has provided 52,000 encounters and over $1,100,000 in dental services. We recently received the National Johnson & Johnson Community Health Care Award in Washington DC for the services we provide to our communities.    Medical Clinics  Opening in January 1999, The Rachelle L. Cassity Memorial clinic made health care available for all Lincoln School students and their families.   A second HEALS medical clinic opened at Terry Heights Elementary School in August 2001. According to SAT scores, after four years of being on the State's Academic Alert status, Terry Heights School is now off Alert.   The death of a kindergartener due to undiagnosed Meningitis prompted the school principal at West Huntsville Elementary School to approach HEALS about opening a clinic at her school. The school serves students from two public housing developments, a downtown homeless shelter, and a battered women's shelter.   In October 2005, our fourth medical clinic opened at New Hope Elementary School, providing access to health care for approximately 2,400 children in the surrounding area.   Shortly after, our fifth medical clinic opened at Martin Luther King Elementary School, in April 2006.    HEALS provides the following services to all students in our host schools and their siblings, as well as children referred from other schools in Madison County:  HEALS provides free medical care: -Well-child check ups (EDSDTs), immunizations, school sports physicals, acute care for illness and injury, lab work and prescription medications -Onsite specialist care: ENT, Dermatologist, Pediatric Pulmonologist, etc. (volunteer physicians come to the schools) -Local referral for other specialty care: Orthopedic, Neurology, etc. (usually pro bono if they have no insurance)  HEALS provides free dental care: -Preventive care, including cleanings, x-rays, fluoride, sealants, and periodontal care -Restorative care, including fillings, root canals, pulpectomy, extractions, space maintenance, SS crowns, etc. -Dental hygiene education presentations at each HEALS school. -Currently working on collaborating with several orthodontists to provide their services.  HEALS Social Service Providers: -Offer crisis counseling with children and families -Enroll and keep children on health insurance -Help adults with medical and dental referrals, job counseling, family counseling, locating community resources -Work as a liaison between faculty and parents -Educate students with classes in Anger Management, Safety on the Streets/Home, Domestic Violence, HEALS LITE program (obesity program), bullying, self-esteem and Social Skills  Dental Clinic  The success of the HEALS dental clinic has shown that affordable, accessible dental care is not just a dream. Services have included: -Comprehensive exam and cleanings, Fluoride and sealants -Dental hygiene classes for students -Needed restorative work- fillings (amalgam and composite), root-canals, extractions, spacers, lingual arch, frenectomy and crowns -Othodontic evaluations and Periodontal care	provide accessible quality, school-based primary health care for children.	1,989 students	Huntsville, AL & Madison County	on-site medical and dental care, mental health counseling, and social services at our participating schools. HEALS, Inc. makes an immediate difference in the lives of many children.	Community Clinics, Health, Health Support, Mental Health, Mental Health & Crisis Intervention	
Policy Exchange Foundation	http://		EIN 63-0929436	2000 Crestmont Dr	Vestavia	AL	35226	USA							
Aide for Animals	http://aideforanimals.org	251-463-1688	EIN 77-0689021	PO Box 50204	Mobile	AL	36605	USA	Our mission is to provide life long shelter, medical treatment and loving care to healthy, unwanted animals, whether juvenile, geriatric or disabled, to promote a responsible and humane attitude toward all creatures, to encourage spay/neuter as population control, and to end animal neglect and cruelty in any form.	give these unfortunate animals a loving place to live out their lives if not adopted.	43 animals	Saving unwanted, juvenile, geriatric or disabled  cats and dogs	-	Animal Protection & Welfare, Animals	
BROTHER BRYAN MISSION	http://www.bbmission.com	205-322-0092	EIN 63-0322672	PO Box 11254	Birmingham	AL	35202	USA	Brother Bryan Mission seeks to minister to the economically, emotionally, and spiritually impoverished men in the Birmingham, AL area.	...serve the economically, emotionally, and spiritually impoverished men of the Birmingham area.		the Greater Birmingham area	the New Life Fellowship and Exodus Program	Human Services, Neighborhood Centers	
Covered Bridge Players	http://		EIN 46-3190631	413c 6th St S	Oneonta	AL	35121	USA						Arts & Culture, Theater	
Alabama Christian Youth Camp	http://		EIN 63-0875316	768 Camp Ney A Ti Rd	Guntersville	AL	35976	USA						Camps, Sports	
Sigma Theta Tau Inc	http://		EIN 93-0800171	301 Sparkman Drive Nursing Building	Huntsville	AL	35899	USA							
Slocomb High School Alumni Association	http://		EIN 63-1125960	Po Box 6965	Dothan	AL	36302	USA						Alumni Associations, Education	
Southwest Alabama Flight	http://		EIN 63-1106304	PO Box 202	Chatom	AL	36518	USA							
Montgomery Civic Ballet Inc	http://		EIN 63-6056687	2101 Eastern Blvd Ste 223	Montgomery	AL	36117	USA						Arts & Culture, Ballet	
Apostolic Overcoming Holy Church Of God Inc	http://		EIN 63-6093479	2257 Saint Stephens Rd	Mobile	AL	36617	USA							
Alabama Society For Crippled Children & Adults, Inc. Bibb County	http://		EIN 63-6053111	PO Box 113	Centreville	AL	35042	USA							
MONTGOMERY HUMANE SOCIETY	http://www.montgomeryhumane.com	334-409-0622	EIN 63-0351564	1150 John Overton Dr	Montgomery	AL	36110	USA	The Montgomery Humane Society prevents cruelty to animals by operating an animal shelter for homeless, abandoned, and unwanted animals, by operating an adoption center for healthy animals, by investigating cruelty and abuse cases, and by educating the public in animal owner responsibility	the homeless, abandoned and unwanted animals	8,600 homeless pets	Montgomery Alabama	Lost and Found, Humane Education, Volunteer, Pet Therapy, Foster Program and Pet Responsibility	Animal Protection & Welfare, Animal-Related, Animals	
Ministry Center At Green Springs	http://		EIN 20-1877581	2230 Green Springs Hwy S	Birmingham	AL	35205	USA						Emergency Assistance	
Blount County Childrens Center Inc	http://		EIN 63-0900348	Po Box 320189	Birmingham	AL	35232	USA						Child Abuse Prevention, Crime & Law, Domestic Violence	
Prodisee Pantry Inc	http://		EIN 20-3951245	6530 Spanish Fort Blvd	Spanish Fort	AL	36527	USA						Disaster Aid, Disaster Preparedness & Relief Services	
Southeast Alabama Rural Health Associates	http://	(800) 654-5451	EIN 63-1178135	1414 Elba Hwy	Troy	AL	36079	USA	We exist to provide quality, culturally competent primary and preventive health services to the residents of southeast alabama without regard to their ability to pay.				Provide primary and preventive medical services to the residents of southeast alabama. We offer a comprehensive range of services, including adult, infant, child & geriatric care; family planning & female health services; diagnostic testing & screening; immunizations; physicals; x-ray and laboratory services; and health education.   serve our patients by making medication available at a low cost in our clinics.	Ambulatory & Primary Health Care, Health	
PAWS OR Pet Awareness and Welfare Shelter	http://paws.love.com/		EIN 20-3066699	5617 Highland Rd	Lineville	AL	36266	USA	Rescue and place abandoned and abused animals in caring and loving homes.					Animal Protection & Welfare, Animals	
Tie And Doll Inc	http://		EIN 46-4924577	Po Box 241912	Montgomery	AL	36124	USA						Education, Scholarships, Scholarships & Student Financial Aid	
Weeks Bay Foundation Inc	http://		EIN 63-1021925	11401 Us Highway 98	Fairhope	AL	36532	USA						Environment, Natural Resources Conservation & Protection	
Shoals Earth Month Incorporated	http://		EIN 27-0782160	Po Box 3385	Florence	AL	35630	USA	Education- environmental issues				To provide communtity services by offering and promoting educational opportunities to learn about ecologicalenvi ronmental issues	Community & Neighborhood Development, Economic Development	
Mobile Mental Health Center	http://		EIN 63-6004739	2400 Gordon Smith Dr.	Mobile	AL	36617	USA						Mental Health, Mental Health Treatment	
United For Life Foundation	http://www.unitedforlifefoundation.org	(205) 969-0771	EIN 73-1731360	Po Box 43217	Birmingham	AL	35243	USA	To unify and empower people and organizations through culture changing projects in media, education and the arts.				To unify organizations friendly to conservative, christian, culture of life and natural law principles; to impact culture using media and the arts to educate and direct those in crisis situations to proper resources; to empower students, individuals and organizations with resources and technology to help make their missions more effective.	Civil Rights, Civil Rights, Social Action & Advocacy	
Black Warrior Riverkeeper Inc	http://www.blackwarriorriver.org	(205) 458-0095	EIN 72-1537394	712 37th St S	Birmingham	AL	35222	USA	To protect and restore the black warrior river and its tributaries.				Our river patrol staff patrolled the black warrior river watershed to look for potential illegal dumping of waste and has performed regular water testing and pollution permit reviews to monitor for pollution violations.   our education staff has mailed newsletters, has maintained a website, and has held events to educate the public about improving water quality, the wildlife habitat, recreational opportunities, and public health. Our newsletter and website also provide information concerning lawsuits against groups and entities who are believed to have water pollution violations. Our staff also recruited 524 volunteers who generously donated numerous community service hours on a wide variety of projects to help the black warrior river watershed.   our legal team has filed lawsuits against entities believed to be polluting the black warrior river watershed. The legal team has also continually filed public comment letters with government agencies who are considering the renewal of various pollution permits throughout the watershed.	Environment, Pollution Abatement & Control, Water, Water Resources, Wetlands Conservation & Management	
Shelby County Childrens Advocacy Center Inc	http://www.owenshousecac.org	(205) 669-3333	EIN 63-1096608	Po Box 1145	Columbiana	AL	35051	USA	Shelby county children's advocacy center, inc. Is a non-profit organization that is dedicated to ending child abuse through education, advocacy, counseling, family support, and the pursuit of justice.				Provide therapy services (individual, group and play therapy) for child victims. Support groups are also provided for children and adults.   services are offered for children in elementary and intermediate schools with age-appropriate intervention programs. Programs are also presented to civic, community and church groups about the services, including information and statistics about child abuse and neglect. Parenting classes are also provided to the community free of charge.   forensic/fact-finding interviews are conducted. The center coordinates the shelby county multidisciplinary team and the shelby county child death review team.	Child Abuse Prevention, Crime & Law, Domestic Violence	
Children's Dance Foundation	http://www.childrensdancefoundation.org	205-870-0073	EIN 63-0744601	1715 27th Court South	Birmingham	AL	35209	USA	Our mission is to provide comprehensive dance education to all, enriching the spirit, enlivening the imagination and celebrating community.	young children	6,000 children	Birmingham and the State of Alabama	Community Partnership Program and School Touring Program.  Both of these programs bring dance to children in need.	Arts & Culture, Arts Education, Dance, Education, Single Organization Support	
Marys Shelter	http://www.maryshelter.org	(251) 986-6200	EIN 31-1763841	Po Box 18	Elberta	AL	36530	USA	Mary's shelter exists to provide residential care in a supportive environment for pregnant women and new mothers who lack suitable housing or favorable familial relationships.				To provide residential care for pregnant women who lack suitable housing or favorable familial relationships.	Family Services for Adolescent Parents, Homeless & Housing, Homeless Shelters, Single Parent Agencies	
Mobile Baykeeper Inc	http://www.mobilebaykeeper.org	(251) 433-4229	EIN 63-1190615	450c Government St	Mobile	AL	36602	USA	Provide citizens a means to protect the beauty, health and heritage of the mobile bay watershed, alabama's waterways and coastal communities.				Outreach and education  oil response and restoration  local issues affecting mobile bay watershed community  statewide issues affecting the state of alabama	Environment	
Eternal Word Television Network Inc	http://www.ewtn.com	(205) 271-2900	EIN 63-0801391	5817 Old Leeds Rd	Irondale	AL	35210	USA	Ewtn's mission is to communicate the teachings and the beauty of the catholic church and to help people grow in their love and understanding of god and his infinite mercy.				Operation of religious television, radio, & internet media networks from a catholic perspective.	Religion, Religious Radio, Religious Television, Roman Catholic	
Vocational Resources Inc	http://		EIN 72-1385244	Po Box 26382	Birmingham	AL	35260	USA	Vocational Resources, Inc. serves individuals referred by the Alabama Department of Rehabilitation. This is done by giving job training, job placement, and continuing support					Employment Preparation & Procurement, Job Training	
K-9s 4 Kids	http://k-9s4kids.com	(334) 395-4489	EIN 45-2275259	5960 E Shirley Ln	Montgomery	AL	36117	USA	Dedicated to finding the right dog, for the right job, for the right child.	Special Needs Children.	11 Special Needs Children and 1 Children's Therapeutic Facility	Alabama	K-9s 4 Kids trains Service Dogs and awards them free of charge to children with disabilities.		- 30 Shelter/Rescue Dogs were adopted by K-9s 4 Kids - 11 Certified Service Dogs have been placed with an individual child with a disability - 1 Therapeutic Working Dog was placed with the Child Protect Childrens Advocacy Center - 1 Certified Service Dog was placed with a Disabled Veteran - 17 Dogs are presently in training
Inside Out Overcomers Outreach Inc	http://		EIN 90-0180645	309 S Ussery St	Dothan	AL	36301	USA						Protestant, Religion	
Basset Hound Rescue of Alabama	http://bhra.org	(205) 699-8571	EIN 63-1237915	Box 936	Northport	AL	35476	USA	Basset Hound Rescue of Alabama is dedicated to rescuing and finding loving homes for homeless or needy basset hounds throughout the state of Alabama.	Rescue, foster,  and find loving forever homes for our Basset Hounds.	Since 1999, BHRA as placed  over 1600 basset hounds in their furever homes	Throughout the state of Alabama, Basset Hound Rescue of Alabama is dedicated to rescuing and finding loving homes for homeless or needy basset hounds.	The basset hounds we rescue come from a number of places and situations including shelters, owner surrenders, or unclaimed strays. Every incoming basset is taken to one of our veterinarians who offer discounts for their services to BHRA. While at the vet, the basset receives a full check-up, vaccinations, and heartworm test. Individual hounds are treated for heartworm if they are positive, as well as other medical challenges that may arise during their examination. After complete medical evaluation and treatment, each dog is placed in a loving foster home until a forever home can be found. The financial survival of BHRA is due solely to adoption fees (which, typically, do not cover vetting costs) and donations from the public. All funds received go strictly to the care and vetting of these precious hounds; no administrative fees are claimed.	Animal Protection & Welfare, Animals	Celebrating our 15th year as a non-profit, Basset Hound Rescue of Alabama has found loving homes for over 1600 basset hounds,
Jefferson Avenue Church Of Christ	http://www.home.earthlink.net/~jacoc/id9.html		EIN 48-1298024	1633 Jefferson Ave Sw	Birmingham	AL	35211	USA	These toys/devices will enhance a child's cognitive skills and their psychomotor skills.					Birth Defects & Genetic Diseases, Christianity, Education, Health, Protestant, Religion, Special Education	
Southwestern Athletic Conference	http://www.swac.org	(205) 251-7573	EIN 64-0679979	2101 6th Ave N Ste 700	Birmingham	AL	35203	USA	To promote intercollegiate sports within the southwestern athletic conference which comprises the following universities alabama am , alabama state , alcorn state, grambling state, jackson state, mississippi valley state, prairie view am, southern, texas southern, and university of arkansas - pine bluff				Encouraging, promoting, advancing, and conducting intercollegiate sports activities and other recreational and non-profit activities among member schools		
Humane Society Of Shelby County	http://www.shelbyhumane.org	(205) 669-3916	EIN 63-0817987	381 Mcdow Rd	Columbiana	AL	35051	USA	To care for homeless, abused, neglected and abandoned animals and to educate the community to instill an increased awareness and commitment to the responsibiltiy of animal ownership and protection.				Animal control - shelby humane society acts as a contractual agent for shelby county by receiving, housing and providing care and disposition for all animals brought to the county shelter. Shelby county and the municipalities provide all other animal control services.   kennel operations - shelby humane society provides housing, shelter, food and medical care to approximately 5,000 animals each year that are either prepared for adoption or for transport via the shelter partners program. The medical care includes, but is not limited to, spay/neuter surgery, vaccinations and microchipping.   quick fix - in 2014, the society spayed and neutered over 1,600 publicly owned animals via the quick fix progam. The quick fix program is a low-cost spay and neuter transport program established in february 2008. The program subsidizes surgeries for low-income residents who qualify for public assistance at only $18 per pet and sometimes at no cost. In a span of four years, the society has spayed and neutered over 11,180 publicly owned cats and dogs.	Animal Protection & Welfare, Animals	
Hospice of West Alabama Inc	http://www.hospiceofwestalabama.com	205-523-0101	EIN 63-0799225	3851 Loop Rd	Tuscaloosa	AL	35404	USA	Hospice of West Alabama (HOWA) provides support and care for persons in the last phases of incurable disease so that they may live as fully and as comfortable as possible. HOWA recognizes dying as part of the normal process of living and focuses on maintaining the quality of life. Hospice affirms life, and neither hastens nor postpones death. It is a coordinator program of palliative and supportive services provided in both home and inpatient settings, which provides for a physical, psychological, social and spiritual care for dying persons and their families.				Hospice provides a mulit-disciplinary program of care in the final stages of a terminally ill patients' life and support for the family. The organization offers both in-patient and out-patient services. Approximately 70-80 patients receive care per day. Expenses include direct medical care costs including; drugs, medical supples, nursing care, social workers and chaplains.	Hospices, Human Services	
San Inc	http://www.turningpointservices.org	(205) 758-0808	EIN 63-0780961	2110 Mcfarland Bvld E Stge G And	Tuscaloosa	AL	35404	USA	Safe shelter for violence victims				Safe shelter for victims of domestic violence, sexual assault and elder abuse.		
Feed My Sheep Church	http://		EIN 63-1109088	360 Blue Eye Springs Rd	Lincoln	AL	35096	USA							
Cyber Workforce Corp	http://		EIN 46-1277601	2319 Colony Dr Sw	Huntsville	AL	35802	USA						Adult Education, Education	
First Baptist Foundation Of	http://	(205) 345-8440	EIN 63-6050495	721 Greensboro Ave	Tuscaloosa	AL	35401	USA	To assist with missions, scholarships and other religious activities and to benefit first baptist church activities.				To assist with missions, scholarships and other religious activities and to benefit first baptist church activities.	Protestant, Religion	
Arc Of Alabama	http://www.TheArcofAlabama.com		EIN 63-0483374	557 S Lawrence St	Montgomery	AL	36104	USA	The Arc of Alabama is an association formed in 1957 by family members and friends of individualswith intellectual disabilities. Today there are over 4,600 members servingin 29 local chapters in Alabama. The primary objective of The Arc of Alabama, Inc. is to secure for all people withintellectual, and developmental disabilities the opportunity to choose and realize their goals of where and how they learn, live, work,play, and worship. The Arc of Alabama, Inc. is further committed to reducing the incidence and limiting the consequence ofintellectual and developmental disabilities through education, research, advocacy, and the support of families, friends, and the community.				Information and Referral; Annual Convention; Quarterly Newsletter; Local Chapter Support;  New Chapter Organization.	Civil Rights, Disabilities, Disabled Persons Rights, Human Services	
Cancer Awareness Network for Children Inc	http://www.cancerawarenessnetwork.com	2055931302	EIN 87-0714256	209 Lakewood Cir	Adamsville	AL	35005	USA	Our mission is to provide informative information, serve as a support group to help eliminate some of the fears associated with cancer.  We offer financial support for patients that meets the requirements.					Adult Education, Education	Making great progress in serving all who attends workshop. Also filling the needs as a support group to ensure vital information is distributed.
Alabama Veterans Museum & Archives	http://	(256) 771-7578	EIN 31-1624974	Po Box 549	Athens	AL	35612	USA	Education-military history				Display of artifacts representing military history in the united states lecture series explaining military history in the united states	Arts & Culture, History Museums	
WILLOW FARMS ALL BREED CANINE EQUINE RESCUE INC	http://www.willowfarms.org	251-978-4565	EIN 20-8103113	26149 County Road 49	Loxley	AL	36551	USA	Please take a look at our website to see some of our before and after pictures. Each year we work on improving the lives of horses and dogs.  Our goal is to find each and every one of them a forever home.	We help horses and dogs in need find their forever home.	over 100 horses and 60 dogs.	Loxley, Alabama in Baldwin County	We provide shelter, care and rehabilitation.	Animal Protection & Welfare, Animals	In 2014 we rescued over 100 dogs and over 60 horses.
Friends Of Bryce Hospital	http://		EIN 63-0907908	Po Box 1459	Tuscaloosa	AL	35403	USA							
Humane Society Pet Rescue and Adoption Center	http://www.hsprac.com	(256) 442-1347	EIN 63-0676560	4200 Brooke Avenue	Gadsden	AL	35904	USA	Engage hearts, hands and minds to save lives through compassionate education and community outreach. We will lead our community with passion and create a humane world for all animals.	Serve as a center for pet adoptions and also to provide animal control sheltering services for the cities of Gadsden and Attalla. The Society houses animals brought in by the public, strays, and all animals brought in by animal control officers in the contracted municipalities, including animals involved in cruelty cases. The staff of the Society is actively involved in assisting with area cruelty investigations. The HSPRAC employs an Executive Director and staff, and is governed by a volunteer board of directors. The HSPRAC also relies on hundreds of volunteers throughout the community who assist with programs and fund-raising.		Gadsden, Alabama	Educational outreach through school programs, and youth volunteer programs. Community outreach programs including low-income spay and neuter programs, bite prevention education, and rabies clinics, and pet health care education; community awareness events including Pawsapalooza Benefit Concert, Howloweenie Parade and the Reindeer Run. Fundraising events include Paws for St. Patty auction gala, Howloween Costume Bash, and Roadblocks to name a few.		
Huffman Church Of Christ	http://		EIN 63-6045455	525 Roebuck Dr	Birmingham	AL	35215	USA						Christianity, Religion	
Casa Association Of Alabama	http://		EIN 63-1180415	250 S Broad St	Scottsboro	AL	35768	USA						Centers to Support the Independence of Specific Populations, Human Services	
New Beginning Ministries International Incorporated	http://		EIN 63-1185059	2932 Ross Clark Cir Pmb 439	Dothan	AL	36301	USA						Christianity, Religion	
New Rising Star Community Support Corporation	http://	(205) 833-3676	EIN 11-3760490	7400 London Ave	Birmingham	AL	35206	USA	It is the mission of this coprporation to show love to our neighbors by enhancing the quailty of life in three birmingham, alabama, east lake community neighborhoods - brown springs, east lake and gate city by developing a community of choice through excellence in education, afforable housing and other supportive service.				Educaiton and affordable housing	Homeless & Housing, Housing Rehabilitation	
United Cerebral Palsy Of Greater Birmingham Foundation Inc	http://	(205) 944-3900	EIN 63-1173851	100 Oslo Cir	Birmingham	AL	35211	USA	As one of the largest health non-profits in America, United Cerebral Palsy's mission is to advance the independence, productivity and full citizenship of people with cerebral palsy and other disabilities.					Birth Defects & Genetic Diseases, Health, Health (General & Financing), Health Support	
Redeemed Christian Church Of God Jesus House Inc	http://		EIN 26-1352354	407 A Jordan Lane	Huntsville	AL	35805	USA						Christianity, Religion	
Grace Bible Church Of Huntsville Alabama Inc	http://		EIN 59-2021640	3317 Hastings Rd Sw	Huntsville	AL	35801	USA							
Positive Choices	http://	(205) 836-0550	EIN 63-1030129	1120 Gadsden Hwy	Birmingham	AL	35235	USA	A safe christ-centered place				Counseling - during 2013 we counseled approximately 400 young women with potential problem pregnancies. The counseling consisted of discussions of the pros and cons of abortion, adoption, keeping the child, as well as other alternatives. Additionally, in 2013 we had over 600 individuals attend parenting classes to help them become better parents.   limited ultrasound - in march, 2012 we began offering limited ultrasound services for our clients. In 2013, we performed successful ultrasound readings on about 150 young women.	Family Planning, Health, Reproductive Rights	
Blacks In Government	http://www.bignet.org/		EIN 91-1752323	931D Valley Ave	Birmingham	AL	35209	USA	Blacks in Government is mandated to promote equity, excellence and opportunity through employee advocacy, professional development and empowerment of African-Americans and others dedicated to justice and equity at all levels of government.					Civil Rights, Government & Public Administration	
Easter Seals Alabama Inc	http://		EIN 63-0435761	2125 E South Blvd	Montgomery	AL	36116	USA							
Alabama North District Church Of The Nazarene	http://		EIN 63-0856944	Po Box 574	Boaz	AL	35957	USA							
Dannon Project	http://www.dannonproject.org	(205) 202-4072	EIN 14-1891112	2324 5th Ave N	Birmingham	AL	35203	USA	To provide reentry and other transitional supportive services to several at-risk populations including non-violent previously incarcerated persons reintegrating into communities and their families by reducing barriers such as housing, employment, discrimination, job training, education, substance abuse and mental health treatment, and a number of emergency supportive services.				Awarded funds by the department of labor employment training agency to provide reentry services to adult non-violent previously incarcerated persons reintegrating into their communities from prison and/or jail for the training to work initiative. This initiative also provides reentry and diversion services to juvenile offenders under face forward. Outcomes include 3% recidivism (performance measure desired no more than 20%); earnings topped at average $10. 13 p/hour (performance measure required $9. 14 p/h); 90% mentoring rate (performance measure required 60%); 94% employment entered rate (performance measure required 70%); 96% employment retention rate (performance measure required 60%). We provided case management, education, housing assistance, job placement, job readiness, financial literacy, life skills, career counseling, mentoring, career training and certifications, and wraparound supportive services exceeding the number required. All eligible participants were referred for the following services healthcare, substance abuse treatment, mental health treatment. The rexo report includes revenue and expenses for rexo generation 5, training to work 2, training to work 3, and face forward 1.   the youth opportunities careers program, funded by the jefferson county office of workforce development, provided funds for 75 at-risk out of school (osy) wia eligible students for occupational training and certifications leading to careers in the allied health fields and green jobs construction industry. Overall, had 94% job placement rate, 91% program completion rate and certification attainment. Services provided are recruitment, outreach, case management, job training, job readiness, occupational training, occupational certifications, coordination of substance abuse and mental health services, mentoring, and job placement.   the department of health and human services provided funds under the picci (partnership to increase community coordination partnership) for the benefit of education and enrollment services into the affordable care act program. It also allowed expanded services including free medical screenings, dna medical mapping, and exercise management. These services were provided across jefferson, calhoun and clarke counties in alabama. Outcomes include enrolling 750 individuals (500 required) and outreach and educational opportunities to over 5,000 unduplicated individuals.	Community Service Clubs, Crime & Law, Crime Prevention, Financial Counseling, Human Services, Inmate Support	
Victory Life Ministries Inc	http://		EIN 58-2062884	125 Saint Andrews Dr	Selma	AL	36703	USA							
Jimmy James D Bulger Enterprises Inc	http://		EIN 27-0989661	PO Box 230785	Montgomery	AL	36123	USA						Children & Youth	
John M Will Journalism Scholarship Foundation 1255000839	http://		EIN 63-6053159	Po Box 2886	Mobile	AL	36652	USA							
Alabama Childhood Food Solutions	http://www.alabamachildhoodfoodsolutions.com	256-245-6115	EIN 45-4817150	205 Old Home Place	Alpine	AL	35150	USA	Alabama Childhood Food shall develop solutions for food insecurity that can be applies in a community, tested for effeciveness and duplicated in other communities.	elementary children, starving seniors and extreme food insecure families	with over 5000 back packs filled with food and seven mobile pantries to poor families.	Central Alabama	a food support back pack program in thirteen school, senior weekend food bags and a monthly food distribution to extreme food insecure families in a three county area of Alabama.		IN 2013 Alabama Childhood Food continues to serve 1700 backpacks of food per month and once monthly provides a mobile pantry for 250 or more food insecure families in a three county area of Alabama
Faith Broadcasting Inc	http://www.faithbroadcasting.org	(334) 271-8900	EIN 63-0818257	Po Box 210789	Montgomery	AL	36121	USA	To serve the christian community and strengthen the family unit and the local church as we provide spiritual encouragement and personal challenge with a christ-centered focus, through biblical teaching, relevant information and uplifting music to the glory of god.				The organization operates radio stations in central and south alabama. They broadcast religious and educational programming. No fees are charged for air time, rather, the station is supported by contributions from the general public.	Arts & Culture, Radio	
Eastern Shore Choral Society Inc	http://		EIN 63-1084111	Po Box 267	Fairhope	AL	36533	USA						Arts & Culture, Bands & Ensembles	
United Daughters Of The Confederacy	http://		EIN 91-1919267	133 Cedar Bend Cir	Remlap	AL	35133	USA							
Alabama Spay Neuter Clinicincorporated	http://www.alspay.org	(205) 956-0012	EIN 20-8709714	2721 Crestwood Blvd	Irondale	AL	35210	USA	Animal support services				Provide low cost serilization of companion and feral animals and to provide educational and informational services consistent with the humane care of companion and feral animals and decreasing the overpopulation of these animals in targeted areas of alabama	Animal Protection & Welfare, Animals	
Sav-A-Life Shelby Inc	http://www.savalifeshelby.org	(205) 664-1667	EIN 63-1249465	3156 Pelham Parkway Suite 1	Pelham	AL	35124	USA	Sav-A-Life Shelby, Inc. exists to glorify God through sharing the love, hope, healing and gospel of Jesus Christ with women in crisis while upholding the sanctity of human life.	families	more than 1,000 men and women make life-affirming decisions for themselves and their unborn children	Shelby County, Alabama	pregnancy tests, ultrasounds, peer counseling, prenatal and parenting classes, material assistance, and referrals.	Christianity, Religion	
Kiddie Kastle Inc	http://	(334) 774-6376	EIN 63-0865248	1114 Highland Ave	Selma	AL	36703	USA	Childcare				Providing secure and safe childcare learning services and mental health housing	Child Day Care, Children & Youth	
Montgomery Area Nontraditional Equestrians Inc	http://www.maneweb.org	(334) 213-0909	EIN 58-2213532	2660 Eastchase Ln Ste 100	Montgomery	AL	36117	USA	To provide therapeutic horseback riding opportunities for children and adults with emotional, physical, cognitive, and developmental disabilities.				The organization provided 618 lessons using volunteers who donated over 10,000 hours of service to children and adults with emotional, physical, cognitive and developmental disabilities.	Health, Patient & Family Support	
Kerusso Foundation Inc	http://kerussofoundation.dreamhosters.com/	(817) 846-7455	EIN 26-1968833	2315 Owens Rd	Opelika	AL	36804	USA	Kerusso Foundation exists to train spiritual leaders in the developing world to lead Christ centered organizations that impact their community in the name of Jesus Christ.	indigenous missions leaders who work with the lost, the poor, the orphaned and the exploited.		Asia - Cambodia, Hong Kong, China, India	http://kerussofoundation.org/our-projects/	Religion, Religion-Related	To expand to 10 countries serving 25 organizations while developing over 200 strategic leaders that are directly influencing over 500,000 people for the gospel. See "Our Projects" on our website for details on individual projects.
