name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Geographic areas served	Programs	Results	Target demographics	Direct beneficiaries per year
Indianapolis Neighborhood Housing Partnership Inc	http://inhp.org	(317) 610-4606	EIN 35-1742559	3550 Washington Blvd	Indianapolis	IN	46205	USA	Homeless & Housing, Housing Support	The mission of inhp is to increase affordable and sustainable housing opportunities for individuals and families and serve as a catalyst for the development and revitalization of neighborhoods.		Affordable lending - after clients have completed the mortgage counseling program and the required classes to become lender-ready, inhp assists many clients in finding affordable home mortgages at local lending institutions. Inhp also administers a direct lending program to help clients who do not have a credit profile that is acceptable to traditional lending institutions. The direct lending program provides loans to two types of clients: home purchase clients and home repair clients. See schedule o.   homeowner development - inhp's homeownership advisors work with each individual client for up to 24 months to provide individualized guidance and education regarding money management so that potential homeowners can accumulate savings for a loan downpayment and qualify for mortgage financing. See schedule o.   education - the education department a) develops and offers a variety of homeownership curriculum through effective community collaborations, relationships and outreach; and b) teaches families how to plan for homeownership and then maintain and sustain homeownership.			
St John Universal Temple Inc	http://		EIN 31-1195068	111 S Fields	Hammond	IN	46320	USA							
Spirit Of Jesus Mission Incorporated	http://		EIN 31-1133940	1730 Yandes St	Indianapolis	IN	46202	USA							
Indiana Parkinson Foundation	http://www.indianaparkinson.org	(317) 690-0315	EIN 26-4263801	9669 East 146th Street, Suite 180	Noblesville	IN	46060	USA	Health, Specifically Named Diseases	To improve the daily lives of people with parkinson's disease physically, mentally, and spiritually. We provide a unique exercise and support system through the climb by providing medical advice and guidance, physical therapy and exercise, motivational support and spiritual guidance.	Noblesville, IN	Our mission is to improve the daily lives and well being of people with Parkinson's disease. Our program, The Climb, provides a research-based exercise program and support system that is geared towards common symptoms and deficits of the disease. Join us as we help Hoosiers affected by Parkinson's disease.		People with Parkinson's disease	
God Water Inc	http://		EIN 45-5420824	10124 Northcote Ct	St John	IN	46373	USA	International, International Relief						
Central Christian Church	http://		EIN 35-6006864	311 E Main St	Lebanon	IN	46052	USA							
Hendricks County Community Foundation Inc	http://www.hendrickscountycf.org	(317) 268-6240	EIN 35-1878973	6319 E Us Highway 36 Ste 211	Avon	IN	46123	USA	Community Foundations, Philanthropy	The hendricks county community foundation improves the quality of life in hendricks county by: helping donors match their passions with community needs; awarding grants to nonprofit organizations and projects; and collaborating to address community issues.		The foundation distributed grants to various charitable organizations within hendricks county through the deedee daniel opportunity fund and other unrestricted funds.   the foundation distributed scholarships to graduating seniors from hendricks county high schools and provided grants per an approved application process for various funds established for various charitable causes for individuals and families in need. Payments are made directly to vendors to fulfill the need. No payments are made directly to the applicants.   the foundation distributed funds according to the terms of various community-established funds.			
Indiana Police Officers Association	http://		EIN 35-2127366	Po Box 19598	Indianapolis	IN	46219	USA	Labor Unions						
Hope House Inc	http://www.hopehouseinc.us	(260) 424-2471	EIN 35-1537053	1115 Garden St	Fort Wayne	IN	46802	USA	Mental Health, Mental Health Treatment	Since 1981, Hope House has provided homeless, chemically dependent women with  supportive services in a transitional residential setting to help them find employment and maintain recovery so they can become self-sufficient.		Hope house, inc. Provided 72 homeless, chemically dependent women with supportive services to help them maintain recovery and become self-sufficient. Those supportive services include case management, counseling, peer recovery support, employment training and job placement assistance, financial management, parenting, housing placement and many others. During the most recent fiscal year, 85% of the women who remained in the program at least 60 days discharged with employment in place and 80% moved into permanent housing. The beads of hope employment training program has helped women prepare for jobs as well as earn some income through the sales of their jewelry products.			
YMCA of Clay County, Inc.	http://www.claycountyymca.org	812-442-6761	EIN 35-0868207	225 East Kruzan Street	Brazil	IN	47834	USA	Young Mens or Womens Associations	Founded in 1883, YMCAs collectively make up the largest nonprofit community service organization in America. YMCAs are at the heart of community life in neighborhoods and towns across the nation. They work to meet the health and social service needs of 16.9 million men, women and children. Ys help people develop values and behavior that are consistent with Christian principles. Ys are for people of all faiths, races, abilities, ages and incomes. No one is turned away for inability to pay. YMCAs' strength is in the people they bring together. In the average Y, a volunteer board sets policy for its executive, who manages the operation with full-time and part-time staff and volunteer leaders. Ys meet local community needs through organized activities called programs. In its own way, every Y nurtures the healthy development of children and teens; strengthens families; and makes its community a healthier, safer, better place to live. YMCA programs are tools for building the values of caring, honesty, respect and responsibility. Longtime leaders in community-based health and fitness and aquatics, Ys teach kids to swim, offer exercise classes for people with disabilities and lead adult aerobics. They also offer hundreds of other programs in response to community needs, including camping, child care (the Y movement is the nation's largest not-for-profit provider), teen clubs, environmental programs, substance abuse prevention, youth sports, family nights, job training, international exchange and many more. Organization: Each YMCA is a charitable nonprofit, qualifying under Section 501(c)(3) of the U.S. Tax Code. Each is independent. YMCAs are required by the national constitution to pay annual dues, to refrain from discrimination and to support the YMCA mission. All other decisions are local choices, including programs offered, staffing and style of operation. The national office, called the YMCA of the USA, is in Chicago, with Field offices in California, Pennsylvania, Georgia, Ohio, Indiana, Minnesota and Texas. It is staffed by 241 employees. Its purpose is to serve member associations. International: YMCAs are at work in more than 120 countries around the world, serving more than 30 million people. Some 230 local US Ys maintain more than 370 relationships with Ys in other countries, operate international programs and contribute to YMCA work worldwide through the YMCA World Service campaign. Like other national YMCA movements, the YMCA of the USA is a member of the World Alliance of YMCAs, headquartered in Geneva, Switzerland. History: The YMCA was founded in London, England, in 1844 by George Williams and about a dozen friends who lived and worked as clerks in a draperya forerunner of dry-goods and department stores. Their goal was to help young men like themselves find God. The first members were evangelical Protestants who prayed and studied the Bible as an alternative to vice. The Y movement has always been nonsectarian and today accepts those of all faiths at all levels of the organization, despite its unchanging name, the Young Men's Christian Association.		The ymca is a leader in nurturing the potential of every child and teen. Every day, the ymca helps young people deepen positive values, their commitment to service, and their motivation to learn. Our ymca programs, such as after school care, summer camp, childwatch, and youth dances offer a range of experiences that enrich cognitive, social, physical, and emotional growth.   ymcas focus on healthy living by advocating health and well-being from the inside out - the spirit, mind, and body. The ymca provides people with the supportive relationships and enviroments they need for their successful pursuit of health and well-being. This is particularly important as our nation struggles with an obesity crisis, families striggle with work/life balance, and individuals search for personal fulfillment. We bring families together and offer sport, recreational, and social networks that build relationships and strengthen bonds. Our programs are accessible, affordable, and open to all faiths, backgrounds, abilities, and income levels.   our ymca provides a variety of programs to enrich the local community. Our ymca stives to set an example of a healthy lifestyle to build the foundation for future generations to thrive. Annual memberships and fund drives are an intregral part of our dedication to social responsibility.		All Ages and Demographics in our service area.	
Central Indiana Land Trust Incorporated	http://www.cilti.org		EIN 35-1816493	1500 N Delaware St	Indianapolis	IN	46202	USA	Environment, Land Resources Conservation, Natural Resources Conservation & Protection	Through land protection, stewardship and education, the Central Indiana Land Trust Incorporated (CILTI) preserves biological diversity and natural areas and enhances life in our community for present and future generations.					
Fort Wayne Civic Theatre Inc	http://		EIN 35-6001476	303 E Main St	Fort Wayne	IN	46802	USA	Arts & Culture, Theater						
Mississinewa Battlefield Society	http://		EIN 35-1728092	Po Box 182	Marion	IN	46952	USA							
Youth Service Bureau Of Porter County Inc	http://fysb.org	(219) 464-9585	EIN 35-1350178	253 Lincolnway	Valparaiso	IN	46383	USA		To support children and families		Asssist young people who experience varying degrees of difficulty in effectively coping with life tasks so that they may become healthy, happy, responsible, contributing members of society.			
Rock-It To A Cure, Inc.	http://www.ritac.org		EIN 46-2058410	10349 Butler Drive	Brownsburg	IN	46112	USA		We are a 501(c)(3) corporation organized for the purpose of supporting our partner charities through annual fundraising events and our Rock-It To A Cure Concert. Our partners are fellow 501(c)(3) organizations primarily involved in the research and cure of childhood diseases and improving the quality of life of special needs children. Our mission is "Changing Children's Lives Through Music".			In our first year as a non profit (2013) we raised $1500 for the Juvenile Diabetes Research Foundation. In 2014 we raised $5000 for GiGi's Playhouse Indianapolis, a Down syndrome achievement center.		
Rawstorne Revival Ministries, Inc.	http://		EIN 31-1237368	2500 Margaret Ave	Terre Haute	IN	47802	USA							
HUMANE SOCIETY OF INDIANAPOLIS INC	http://www.indyhumane.org	(317) 872-5650	EIN 35-0876385	7929 North Michigan Road	Indianapolis	IN	46268	USA	Animal Protection & Welfare, Animals	The Humane Society of Indianapolis is the leading voice for the welfare of animals and improving their quality of life. IndyHumane is the first choice in providing direct services for shelter cats and dogs, including adoption, foster home placement, behavior training, appropriate medical care, and affordable spay/neuter services. As the voice for the animals, IndyHumane brings together like-minded animal-focused individuals and groups to educate the public about animal welfare issues and concerns. For more than 100 years, it's all about the animals.	Central Indiana and across the Midwest	medical intervention, love, and shelter for lost, owner-surrendered, and homeless dogs and cats.		homeless and unwanted pets find a second chance	3,044 pets find forever, loving homes, and touched the lives of 10,044 more through our low-cost clinics.
Restore The Clipper, Inc.	http://		EIN 35-1817276	5900 Hohman Ave	Hammond	IN	46320	USA							
Irvington Sports Association Inc	http://		EIN 35-6203616	Po Box 39717	Indianapolis	IN	46239	USA	Amateur Sports Competitions, Baseball & Softball, Recreation & Sports, Sports, Sports Associations & Training Facilities	YOUTH SPORTS ORGANIZATION					
Gary Literacy Coalition Inc	http://		EIN 20-1323689	650 Grant St Ste 8	Gary	IN	46404	USA	Education, Educational Services						
United In Spirit For Kids Inc	http://		EIN 47-3173831	729 N East St	Ingalls	IN	46048	USA	Children & Youth, Youth Development Programs						
Terre Haute Humane Society	http://		EIN 35-0884686	Po Box 3307-0307	Terre Haute	IN	47803	USA	Animal Protection & Welfare, Animals	HUMANE TREATMENT OF ANIMALS					
Chemo Buddies	http://		EIN 45-3043243	6521 Greencove Ave	Evansville	IN	47715	USA	Health, Patient & Family Support						
The Jack & Shirley Lubeznik Center For The Arts Inc	http://www.lubeznikcenter.org		EIN 31-0922379	101 W Second Street	Michigan City	IN	46360	USA	Art Museums, Arts & Culture, Visual Arts	The Lubeznik Center for the Arts is a dynamic, contemporary arts center whose mission is to creatively interweave art exhibitions, the performing arts, educational programming and collaborative community outreach in order to enrich the arts experience within the region.					
Shirley Heinze Land Trust, Inc	http://www.heinzetrust.org	219-242-8558	EIN 35-2153969	109 W. 700 North	Valparaiso	IN	46385	USA	Environment, Environmental Beautification, Land Resources Conservation, Recycling, Water, Water Resources, Wetlands Conservation & Management	The mission of Shirley Heinze Land Trust is twofold:  - To protect habitats and ecosystems of Northwest Indiana through acquiring, restoring, and protecting environmentally significant landscapes for present and future generations and  - To inspire and educate people of all ages about the value of land conservation to protect our natural world and enrich our lives.	Lake, Porter, LaPorte, and St. Joseph Counties in Northwest Indiana		In the past 35 years, Shirley Heinze Land Trust has permanently protected over 2000 acres of precious natural habitat in Northwest Indiana, and through partnerships has contributed to the protection of hundreds more acres managed by public and private partners. The Northwest Indiana Mighty Acorns Partnership, a partnership between The Field Museum, Dunes Learning Center, and Shirley Heinze Land Trust, has has delivered high quality environmental education to over 12,000 local students from elementary school to high school. Shirley Heinze Land Trust's stewardship program has restored hundreds of acres of habitat including the largest reforestation project of its kind in Porter County.		
Medals4mettle Incorporated	http://		EIN 35-2260007	1400 N Ritter Ave Ste 221	Indianapolis	IN	46219	USA	Philanthropy						
United Ostomy Association	http://		EIN 51-0149124	5600 Spring Corner Rd	Newburgh	IN	47630	USA							
Military with PTSD Inc.	http://www.militarywithptsd.org	(812) 448-7873	EIN 45-4836531	713 N. 2nd Ave	Evansville	IN	47710	USA	Military & Veterans Organizations, Veterans	Helping families connect despite PTSD.	United States	peer-to-peer support, warmline, and suicide crisis intervention. Firework Signs.	Worked with over 85,000 veteran and military families to understand and learn to live with PTSD.	Veterans and their families	over 5,000 veterans with Firework signs
Nicaragua Resource Network Inc	http://		EIN 42-1748310	16162 Carey Rd	Westfield	IN	46074	USA	International, International Development	MISSION TRIP GROUP SUPPORT AND MISSIONS					
Outreach Inc	http://www.outreachindiana.org	(317) 951-8886	EIN 35-1989358	2822 E New York St	Indianapolis	IN	46201	USA	Children & Youth, Children & Youth Services, Christianity, Family Services, Homeless & Housing, Homeless Centers, Religion	We believe in the redemptive power of christ to help homeless youth find home: by offering the hospitality of christ; by journeying with them to provide transformational guidance; by instilling hope to exit the streets toward a more stable lifestyle. (cont'd on sch o)outreach, inc. Is a christian ministry in indianapolis reaching out to homeless and at-risk young adults with the compassion of jesus christ. Outreach accomplishes this by providing street outreach, a youth drop-in center, holistic social services, emergency/referral services and case management; operated in an environment of god's love.		Street outreach:our street outreach takes us to hidden places where homeless and runaway youth live: the streets, wooded areas, bridge underpasses, parks, and abandoned houses. As we meet the youth on the street, we provide a listening ear and address their immediate physical needs of food, clothing, first aid, and safety. For those who desire to come off the streets immediately, we take them to a shelter. Through this combination of listening and meeting physical needs, we establish relationships built on trust. The relationship is foundational because it allows us to work with the youth, empowering them to make the choices which are necessary to come off the street.   case management (cont'd on sch o):life changes can begin with very specific needs such as assistance in obtaining id's, birth certificates, social security cards, transportation, passes, receiving leads for jobs or housing, and referrals for medical prenatal programs. Through these initial services, the social worker and vocational/educational resource manager of outreach, inc. Start to build a relationship with the youth. Working through emotional and spiritual struggles they help to develop a more comprehensive, long-term service plan with goals and objectives. Time is also spent on life and social skills that most of us take for granted such as money management, employability, and home economics. Connecting with ged completion assistance, vocational training programs, and postsecondary educational opportunities are important steps in these life changes. The outreach inc. Staff also helps youth reunify with their families when that is appropriate, connect with churches, and network with other service providers and community resources. The youth we assist are usually afraid to access other mainline social services or have little access to them because they are not in school, do not have a phone, or do not have an id. Outreach, inc. Serves in the gap to walk along side them as they connect with needed resources and rebuild their lives. Street youth in crisis are able to access us 24 hours a day via our toll free hotline number. As a result of this availability and reestablished trust, they call us in their most desperate times, including even while contemplating suicide, allowing us to support them through their pain.   g. O. A. L. Program (cont'd on sch o):our g. O. A. L. Program (graduation, occupation, address, and lifestyle) supports at-risk high-school students in marion county, by assigning a case manager whose focus is on offering specific needs unique to each student. Walking with students through their high-school journey, our case managers offer relational and spiritual support to normalize their high school experience and support student's retention through high school. Homeless students who are provided with positive supports are significantly more likely to graduate high school and rise above the cycle of homelessness. Outreach has developed a program to help homeless students graduate, engage in post-secondary educational opportunities, get a job and change their life. We provide resources such as advocacy, bus passes for transportation to school and employment opportunities, assistance in obtaining identification, offering primary support for medical needs and insurance gaps, even caps and gowns - everything necessary for students to earn their diploma. As we empower students to become self-sufficient by offering assistance to meet their basic needs, we also allow them to develop life-skills necessary to navigate the pathways of life. By assisting them to develop and maintain healthy relationships with our staff, we offer an example of setting boundaries and healthy relational development. Our main focus is on developing and emphasizing educational opportunities; as a result 90% of our students who graduate go on to post-secondary education including college, vocational school and military service.   drop program:our drop-in center includes a clothing and hygiene product pantry, a food pantry, laundry facilities, shower facilities, and meals. The youth can come to the drop-in center to access services, have a safe place to hang out, and to work with staff and volunteers on the issues that will help them remove themselves from street life. Many youth come just to talk. Our bible study group provides a casual forum for kids who are asking questions about god, christianity, and their own personal spiritual beliefs. When someone seeks our help, we provide all our services regardless of their personal beliefs, lifestyle, or practices.			
Hvaf Of Indiana Inc	http://	(317) 951-0688	EIN 35-1890547	Po Box 441761	Indianapolis	IN	46244	USA	Homeless & Housing, Homeless Shelters	Provide housing and reintegration services to veterans experiencing homelessness; and administer programs and services to prevent at risk veterans from becoming homeless.		Provides supported and structured transitional housing and employment related support and services to indiana veterans and their families; including providing veterans with food, clothing, furniture, supportive housing, employment, transportation assistance and case management.			
Muira Village Health Center Project Inc	http://		EIN 30-0415758	6023 Clearview Dr	Carmel	IN	46033	USA	Community Clinics, Health						
Church In Mission Inc	http://	(317) 831-3987	EIN 31-1237725	27 S Indiana St	Mooresville	IN	46158	USA				Grant for food assistance			
Make-A-Wish Foundation Of In, Inc.	http://www.makeawishindiana.org		EIN 35-1577955	6325 Digital Way Suite 150	Indianapolis	IN	46278	USA	Health, Patient & Family Support	The Make-A-Wish Foundation of Indiana grants wishes to children with life-threatening illnesses to enrich the human experience with hope, strength and joy.					
Helping Hands Unlimited	http://	(765) 730-3618	EIN 26-3663902	Po Box 111	Albany	IN	47320	USA	International, International Development	Work with helping people in need blding and church		Work with helping people in need blding and church			
Trinity United Methodist Endowment Trust	http://		EIN 31-1149912	832 E Center St	Warsaw	IN	46580	USA							
Every Child Ministries	http://www.ecmafrica.org	219-996-4201	EIN 31-1162331	Box 810 875 S State Rd. 2	Hebron	IN	46341	USA	Children & Youth, Christianity, International, International Human Rights, International Relief, Religion, Youth Development	The lives of millions of African children have been devastated by war, disease, poverty and injustice.  Every Child Ministries seeks to accomplish its purpose by providing direct compassionate aid to abandoned and needy children, working for the release and rehabilitation of child slaves, providing training and teaching materials to African churches, enabling them to establish and strengthen Sunday schools and other youth ministries, offering Bible teaching in the schools, and providing assistance to war-affected children.  At the discretion of the local churches who know the needs of their community best, the Sunday schools may teach practical subjects like health, nutrition and literacy in addition to character building stories from the Bible.  Our goal, as God enables us, is to help every village or neighborhood in Africa that desires to start or strengthen such a ministry.	DR Congo, Ghana, Benin, Uganda	Haven of Hope Home for Children & Academy Street Children Initiatives vs. Child Trafficking, Child Slavery, Child Prostitution, Ritual Sacrifice Child sponsorship for education of vulnerable children Vocational training for street youth & former slaves Character Building from the Bible lessons for schools Training of national leadership for children & youth Child prisoners ministry Ministry to war-displaced children Ministry to African children with albinism The Way Home--forever families for orphans, aid to grandmothers single-handedly raising orphans Afayo--community development, educational support & sponsorships	In 2015, 347 children were supported by sponsors; a very large sea container full of supplies was shipped to Uganda; 76, 604 meals were provided to children; two new sponsorship projects were started in Uganda; a discipleship & training center was completed; 5 homes for grandmothers raising their orphaned grandchildren were completed; four classrooms and a toilet facility were completed; a shift toward sustainability projects took place with the first project, a poultry farm, being started; and over 3,000 volunteer hours were donated to the work of Every Child Ministries.	Orphans and vulnerable children and youth (birth to 20 years) in Africa, especially in Ghana, Benin, DR Congo, and Uganda.  Some of our programs encompass families.  We seek to help outcast children who are rejected, forgotten or neglected by society at large.	221.901
Apostolic House Of Prayer Inc	http://		EIN 35-1843476	Po Box 531913	Indianapolis	IN	46253	USA							
Happy Hollow Children's Camp, Inc.	http://www.happyhollowcamp.net	317-638-3849	EIN 35-0942648	615 N Alabama Street Ground Floor, Ste. C	Indianapolis	IN	46204	USA	Camps, Children & Youth, Children & Youth Services, Sports, Youth Development Programs	Creating outdoor learning experiences that inspire Indiana youth to reach their full potential as active, responsible and caring members of our community.	Central Indiana	residential camping activities to encourage the social, mental and physical growth of children through the challenges of outdoor living and learning.  Happy Hollow serves school age economically disadvantaged children  from the Indianapolis area. Happy Hollow has 822 acres of pristine  forestry with a 20-acre lake in Nashville, Indiana. The camp is located 11 miles east of Brown County State Park.	Since 1951, over 40,000 children have attended our summer camp in Nashville, Indiana.	economically disadvantaged children	over 750 children
Hendricks Symphonic Society Inc	http://www.hendrickssymphonic.org	(317) 501-6217	EIN 26-1637697	8103 E Us Hwy 36 Box 104	Avon	IN	46123	USA	Arts & Culture, Symphony Orchestras	Fine arts - music		The hendricks symphonic society presented 12 paid orchestra/choir concerts, 5 free talent show concerts, and 1 free july 4 concert. Audiences for paid concerts was 250 per concert. July 4 concert audience was estimated at 25,000.			
Fay Biccard Glick Neighborhood Center At Crooked Creek	http://www.fbgcrookedcreek.org	(317) 293-2600	EIN 35-1738809	2990 W 71st St	Indianapolis	IN	46268	USA		To promote civic, social and personal responsibility in the crooked creek service area by providing quality service that enhance the lives of individuals and families.		Provide emergency services for low to moderate income individuals and families;(eviction prevention, gas & light assistance, food and holiday assistance;  provides seniors with diverse programming which includes wellness education sessions, socialization, food pantry, transportation, camping trips, arts, and crafts.   provide youth programs for youth at risk, mostly low to moderate income youth under 21 years of age;(summer camp, early childhood development, teen opportunity events, college tours, ged/esl)  other program services in order to carry out the organization's primary exempt purpose.			
Kej Foundation Inc	http://	(317) 783-5461	EIN 35-2123727	6900 Gray Rd	Indianapolis	IN	46237	USA	Philanthropy, Private Independent Foundations						
Kid Kare Project Inc	http://www.kidkareproject.org		EIN 35-2091244	Po Box 424	Clinton	IN	47842	USA	Education	Identify and assist children from financially burdened families, as defined by the indiana poverty guidelines, by helping their essential needs such as clothing, hygiene products, school supplies, and financial assistance for field trips and extracurricular activities.		Provide clothing, hygiene products, school supplies and financial assistance for field trips and extracurricular activities for approximately 450 children in the community and surrounding areas of western indiana. (vermillion, parke and vigo counties of the state of indiana)  provide tutoring services to children whose parents and/or teachers have identified as needing assistance with math or reading skills. 16 students received tutoring during 2014.			
Pop Warner Little Scholars Inc	http://		EIN 35-1841172	Po Box 112	Schererville	IN	46375	USA	Football, Recreation & Sports, Sports	Pop Warner Little Scholars' mission is to inspire youth, regardless of race, creed, religion or national origin, and to practice the ideals of sportsmanship, scholarship, and physical fitness, as reflected in the life of the late Glenn Scobie "Pop" Warner.					
Helping Our People Excel Inc	http://		EIN 35-1830568	PO Box 164	Michigan City	IN	46361	USA	Mental Health, Mental Health & Crisis Intervention						
Marion-Grant Co Humane Society Inc	http://		EIN 35-1068333	Po Box 1921	Marion	IN	46952	USA	Animal Protection & Welfare, Animals	ANIMAL CONTROL; PREVENTION OF CRUELTY TO ANIMALS					
Independent Cat Society Inc.	http://www.catsociety.org	219-785-4936	EIN 31-0902953	4061 County Line Road PO Box 735	Westville	IN	46391	USA		Since 1976, the Independent Cat Society (ICS) has successfully operated a non-profit, cage-less, no-kill cat shelter.  Its mission is to promote the welfare of all animals, especially cats, by:  	Preventing cruelty to animals and promoting responsible pet ownership 	Reducing pet over-population and educating the community on animal welfare issues 	Providing low-cost Spay/Neuter and Trap/Neuter/Release Programs 	Sheltering cats and kittens while they await adoption	Northwest Indiana	rescue, spay/neuter, humane education, foster families, and adoption.	Since just January 2012, we have adopted out 1360+ cats or kittens, helped spay or neuter 2500 cats or kittens, fostered and helped families, especially no or low income families, with hard to  place cats or kittens	rescue, shelter, spay/neuter, and adopt out cats and kittens.	500+ cats/kittens with rescue, adoption, spay/neuter, TNR.
Indiana Association Of Area Vocational Districts Inc	http://		EIN 31-1149900	Po Box 2058	Columbus	IN	47202	USA							
Pike Industry Housing Corporation	http://		EIN 31-1210560	4004 E Morgan Ave Ste 200	Evansville	IN	47715	USA	Human Services, Senior Centers, Seniors						
Indiana Water Ski Association Inc	http://		EIN 35-1841844	1652 E Greyhawk Way	Greenfield	IN	46140	USA							
Lifes Transitions Inc	http://		EIN 35-2022352	2615 Cressmoor Cir	Indianapolis	IN	46234	USA	Homeless & Housing, Homeowners & Tenants Associations						
General Council Of The Assemblies Of God	http://		EIN 35-1835532	1813 N West Shafer Dr	Monticello	IN	47960	USA							
Lakota Language Consortium Inc	http://lakhota.org		EIN 20-1158601	2620 N Walnut St Ste 1280	Bloomington	IN	47404	USA	Arts & Culture, Civil Rights, Cultural & Ethnic Awareness, Education, Printing & Publishing	Provides critical infrastructure support for the lakota language by developing reference tools; producing pedagogical materials for schools and language learners; training language teachers; and educating public about the importance of language revitalization.		Develop and produce lakota language text books and curriculum materials for schools serving lakota children			
Girls On The Run International	https://www.girlsontherun.org/		EIN 46-5476608	557 University Dr	Jasper	IN	47546	USA	Children & Youth, Youth Development Programs	To inspire girls to be joyful, healthy and confident using a fun, experience-based curriculum which creatively integrates running.					
Rainbow Serenity, Ltd.	http://rainbowserenity.org	2195952321	EIN 45-3668315	P.O. Box 9221	Highland	IN	46322	USA	Civil Rights, Lesbian & Gay Rights, LGBTQ, Neighborhood Centers	Rainbow Serenity is an organization that is provided to the public that shall provide all people, with emphasis in the LGBT community with a safe, educational, and label free atmosphere. This Organization will be an active role in creating an educational venue by providing for all diversified and open minded individuals in every culture and lifestyle. Rainbow Serenity and the governing board will provide resources in order to educate and unify all people regardless of any uniqueness. Rainbow Serenity is a foundation to build a hate free environment. The agenda of Rainbow Serenity is not to identify with any social class or status, but to rather learn from each others individuality, doing its best at removing labels and stereotypes.	Northwest Indiana & surrounding areas	LGBT all ages Programs. LGBT Youth Programs (ages 10-24) Community Outreach/Education; Health & Wellness Education; Leadership Development & Life Skills; Recreational & Social Activities; Support; Vocational. LGBT Older Adults Programs (ages 55 and over) Education; Health and Wellness; Intergenerational Programs. Arts/Culture Programs, Community Meeting Space; Film Festivals/Screenings or Discussions; Organizing Local Pride Celebrations. Legal Services Hate Crimes Reporting; LGBT Friendly Legal Referrals. Information/Education Services, Business and Professional Networks; Employment Counseling/Training; Newspapers/Publications; Recreational Programs; Referrals to Local LGBT-Friendly Businesses. Physical Health Programs Discussion or Support Groups; Domestic Abuse Counseling; Fitness Programs; Health Promotion and Education; LGBT Friendly Referrals; STD/HIV Outreach and Education; STD/HIV Prevention. Mental Health Programs, Peer Led Services and Groups; Referral Services.	We spent a lot of time this year fundraising to file our 501c3 Application. We have had public outreach events, provided support over the phone and in person, making our name known everywhere. We presented at Equality Forum 2012 in Philly. And are now filing for our 501c3 and plan on acquiring a building shortly after.  UPDATE: July 2013  We are an official 501(c)(3) organization!	the Lesbian, Gay, Bisexual, Transgender, Questioning, and Ally (Straight Supporter) Community	
Global Banjara Baptist Ministries International Inc	http://		EIN 26-2493387	Po Box 248	Leo	IN	46765	USA	Religion, Religious Media & Communications						
Northeast Indiana Poets Of Every Type Society	http://		EIN 35-1863994	718 S Bennett St	Bluffton	IN	46714	USA							
Innermission Inc	http://	(219) 933-7013	EIN 35-2032474	5670 Sohl Ave	Hammond	IN	46320	USA	Human Service Organizations, Human Services	Social services organization engaged in the following activities: (a) drug addiction rehabilitation; (b) counseling and provision of services to unwed mothers: (c) youth crisis intervention; (d) pregnancy crisis intervention; and (e) decent and affordable housing to persons of low and moderate incomes.		Caring hands soup kitchen - is a program that provides food and fellowship to people in need. Our soup kitchen is open every saturday for the past 20 plus years. We serve a hot meal to a diverse group of people (60-80 per week), including homeless, unemployed, working poor, public assistance recipients, elderly and many with health problems and disabilities. In 2014 we served 2,755 individuals, prepared 6,427 meals and fed people 52 saturdays and sundays.   claude street shelter - provides short-term housing (90 days maximum) for individuals and families in need of emergency shelter. This program also includes assistance in locating housing and assistance with food and clothing (through our soup kitchen and dream center) the program housed 33 individuals, representing 12 families during 2014  compassion (back to school fest) - is a one day event in which we reach out to the hammond community as well as some from the calumet region. We provided free backpacks with school supplies, books, clothing, dental hygiene products, children's books,finger printing identification, job and college fair, as well as games and hourly entertainment for the children. We served 350 families and an estimate of 2300 people.			
Indy Convergence Inc	http://		EIN 80-0253483	Po Box 55641	Indianapolis	IN	46205	USA	Arts & Culture, Visual Arts						
Gerald P Murphy Cancer Foundation	http://		EIN 91-1397558	3000 Kent Avenue Ste E2-400	West Lafayette	IN	47906	USA	Birth Defects & Genetic Diseases Research, Cancer, Health	CANCER EDUCATION, TRAINING, RESEARCH AND TREATMENT					
