name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Programs	Target demographics	Direct beneficiaries per year	Geographic areas served
Theo Art School	http://www.highprairiecomplex/com/theo	701-222-6452	EIN 45-0372046	1810 Schafer Street	Bismarck	ND	58501	USA	Art Museums, Arts & Culture, Visual Arts	SHARING THE LOVE OF ART  WELCOME TO THEO ART SCHOOL     Theo Art School [THEO, Inc.] was founded in 1992 as a private, 501(c)(3) art school to offer Art Classes from professional instructors for students from the ages of 3 years old to adult.  The school was named after Theo Van Gogh, the brother of Vincent Van Gogh, because Theo encouraged Vincent to pursue his dream of art, and supported him financially through his years as an artist.   Theo Art School also encourages students to pursue their dreams of art and offers financial help to those in need. We believe every child should have the advantage of a quality fine art education. We keep our tuition as low as possible and we offer full scholarships. There are no additional charges to tuition, and all art supplies are included.   Whether you're interested in Art Classes for Kids, Art Classes for Adults, Summer Art Camps, or just looking for a new hobby, Theo is the place for you. We are open all-year around. Our studios are located at Frances Leach High Prairie Arts and Science Complex. With ample parking lot and a very safe environment, parents and students get a great Art experience.  Theo Art School enjoys an educational partnership with many local elementary schools offering after-school classes at schools in both Bismarck and Mandan for the last 11 years.  After school art programs are a great way for children to further their artistic expression outside of public/private school. Children who learn to work with their hands are more likely to do better in other academic programs by achieving problem solving skills applicable to other areas of their education.   Recent registrations for our classes and camps showed that a quite number of students that attended our classes and camps this year have the ability to speak a foreign language. Because art programs involve communication, interpretation and understanding of complex symbols similar to mathematics and foreign languages, our programs often help children with these subjects. Learning these skills helps to develop high order analytical skills as well as skills of evaluation and synthesis. Over 560 Kids attended our Summer Camps this Summer!   Fall is here and at this time, we are offering after school art classes at seven Bismarck's public schools, and now Saint Anne Grade School as well. We are in the process of creating our after school art classes at our studios. No other fine arts organization offers year-round arts classes. No other fine arts organization offers free classes and full scholarships. We are part of the Community, and we are very humble to be able to Share the Love of Art.   ~Liliana~  Please visit our website, and do not hesitate to stop by Theo anytime. Where you will always find me Sharing My Love for Art. I am very grateful to my family for allowing me to continue this journey!  Our studios are always open!	SHARING THE LOVE OF ART  WELCOME TO THEO ART SCHOOL     Theo Art School [THEO, Inc.] was founded in 1992 as a private, 501(c)(3) art school to offer Art Classes from professional instructors for students from the ages of 3 years old to adult.  The school was named after Theo Van Gogh, the brother of Vincent Van Gogh, because Theo encouraged Vincent to pursue his dream of art, and supported him financially through his years as an artist.   Theo Art School also encourages students to pursue their dreams of art and offers financial help to those in need. We believe every child should have the advantage of a quality fine art education. We keep our tuition as low as possible and we offer full scholarships. There are no additional charges to tuition, and all art supplies are included.   Whether you're interested in Art Classes for Kids, Art Classes for Adults, Summer Art Camps, or just looking for a new hobby, Theo is the place for you. We are open all-year around. Our studios are located at Frances Leach High Prairie Arts and Science Complex. With ample parking lot and a very safe environment, parents and students get a great Art experience.  Theo Art School enjoys an educational partnership with many local elementary schools offering after-school classes at schools in both Bismarck and Mandan for the last 11 years.  After school art programs are a great way for children to further their artistic expression outside of public/private school. Children who learn to work with their hands are more likely to do better in other academic programs by achieving problem solving skills applicable to other areas of their education.   Recent registrations for our classes and camps showed that a quite number of students that attended our classes and camps this year have the ability to speak a foreign language. Because art programs involve communication, interpretation and understanding of complex symbols similar to mathematics and foreign languages, our programs often help children with these subjects. Learning these skills helps to develop high order analytical skills as well as skills of evaluation and synthesis. Over 560 Kids attended our Summer Camps this Summer!   Fall is here and at this time, we are offering after school art classes at seven Bismarck's public schools, and now Saint Anne Grade School as well. We are in the process of creating our after school art classes at our studios. No other fine arts organization offers year-round arts classes. No other fine arts organization offers free classes and full scholarships. We are part of the Community, and we are very humble to be able to Share the Love of Art.   ~Liliana~  Please visit our website, and do not hesitate to stop by Theo anytime. Where you will always find me Sharing My Love for Art. I am very grateful to my family for allowing me to continue this journey!  Our studios are always open!	SHARING THE LOVE OF ART  WELCOME TO THEO ART SCHOOL     Theo Art School [THEO, Inc.] was founded in 1992 as a private, 501(c)(3) art school to offer Art Classes from professional instructors for students from the ages of 3 years old to adult.  The school was named after Theo Van Gogh, the brother of Vincent Van Gogh, because Theo encouraged Vincent to pursue his dream of art, and supported him financially through his years as an artist.   Theo Art School also encourages students to pursue their dreams of art and offers financial help to those in need. We believe every child should have the advantage of a quality fine art education. We keep our tuition as low as possible and we offer full scholarships. There are no additional charges to tuition, and all art supplies are included.   Whether you're interested in Art Classes for Kids, Art Classes for Adults, Summer Art Camps, or just looking for a new hobby, Theo is the place for you. We are open all-year around. Our studios are located at Frances Leach High Prairie Arts and Science Complex. With ample parking lot and a very safe environment, parents and students get a great Art experience.  Theo Art School enjoys an educational partnership with many local elementary schools offering after-school classes at schools in both Bismarck and Mandan for the last 11 years.  After school art programs are a great way for children to further their artistic expression outside of public/private school. Children who learn to work with their hands are more likely to do better in other academic programs by achieving problem solving skills applicable to other areas of their education.   Recent registrations for our classes and camps showed that a quite number of students that attended our classes and camps this year have the ability to speak a foreign language. Because art programs involve communication, interpretation and understanding of complex symbols similar to mathematics and foreign languages, our programs often help children with these subjects. Learning these skills helps to develop high order analytical skills as well as skills of evaluation and synthesis. Over 560 Kids attended our Summer Camps this Summer!   Fall is here and at this time, we are offering after school art classes at seven Bismarck's public schools, and now Saint Anne Grade School as well. We are in the process of creating our after school art classes at our studios. No other fine arts organization offers year-round arts classes. No other fine arts organization offers free classes and full scholarships. We are part of the Community, and we are very humble to be able to Share the Love of Art.   ~Liliana~  Please visit our website, and do not hesitate to stop by Theo anytime. Where you will always find me Sharing My Love for Art. I am very grateful to my family for allowing me to continue this journey!  Our studios are always open!	Children 6  and up	Children	Bismarck Mandan Area
Sunflake Pre-School Inc	http://www.sunflakepreschool.com	(701) 772-8287	EIN 45-0336419	1001 24th Ave S	Grand Forks	ND	58201	USA		Provide a learning environment where each child's individual needs are addressed through utilization of a variety of gross motor, find motor, socialization, cognitive and creative educational activities.		The organization served 145 children helping them to prepare to learn in the school system they will attend in the following year.			
Grace City Community Betterment	http://		EIN 45-0354731	Po Box 31	Grace City	ND	58445	USA							
Phi Upsilon Omicron Inc	http://		EIN 93-0821303	North Dakota State University	Fargo	ND	58108	USA							
Senior Meals And Services Inc	http://		EIN 45-0368338	202 4th Ave Ne	Devils Lake	ND	58301	USA		TO PROVIDE PROGRAMS AND SERVICES FOR THE ELDERLY					
Red River Valley Skating Club	http://	(218) 233-4980	EIN 45-0363444	Po Box 2901	Fargo	ND	58108	USA	Amateur Sports, Sports	Services to area youth		Red river valley skating club provided skating instruction, training, and competitions for area youth			
Traill County Council On Aging	http://		EIN 51-0172811	710 Parke Ave	Portland	ND	58274	USA							
Grand Forks County Council On Aging Inc	http://		EIN 45-0411936	620 4TH Ave S	Grand Forks	ND	58201	USA	Human Services, Senior Centers, Seniors						
Golden Age Club Of Napoleon Inc	http://		EIN 36-3535056	619 Main Ave	Napoleon	ND	58561	USA							
Stutsman County Wildlife Federation	http://		EIN 45-0338025	Po Box 796	Jamestown	ND	58402	USA	Animals, Wildlife Preservation & Protection						
Country Bunch 4-H Club	http://		EIN 45-0437903	Hcr 5 Box 220	Hettinger	ND	58639	USA							
Williston Council For The Aging Inc	http://		EIN 45-0321515	18 Main St	Williston	ND	58801	USA		Provide congregate meals, home delivered meals, and outreach for the elderly. Public transportation services including handicap.		Provide transportation services for the elderly, handicap, and public.   provide congregate meals for the elderly  provide home delevered meals to the elderly and handicap individuals  elderly social activities			
St Francis Thrift Store	http://		EIN 45-0335856	Po Box 245	Fargo	ND	58107	USA	Human Services, Thrift Shops	To help the needy					
P J W Productions	http://		EIN 36-3740075	PO Box 385	Dickinson	ND	58602	USA	Education						
Renville Bottineau Memorial Hospital	http://		EIN 45-0223164	Po Box 834	Mohall	ND	58761	USA		HOSPITAL BUILDING SERVICES					
Young Womens Christian Association Of Minot North Dakota	http://	(701) 838-1812	EIN 45-0227018	205 3rd Ave Se	Minot	ND	58701	USA	Homeless & Housing, Homeless Shelters, Human Services, Young Mens or Womens Associations	The ywca's primary focus is to empower women and girls and to eliminate racism, by creating opportunities for women's growth, leadership and power in order to attain a common vision of peace, justice, freedom and dignity for all people.		Emergency shelter for women & children  apartments			
Lutheran Church Of The Cross	http://		EIN 45-0360370	1402 16th St E	West Fargo	ND	58078	USA							
Pisek Senior Citizens	http://		EIN 45-0353615	Local	Pisek	ND	58273	USA							
Silver And Gold Senior Citizen Club	http://		EIN 45-0336288	2427 92nd St Box 85	Selfridge	ND	58568	USA							
Alzheimers Disease And Related Disorders Association	http://		EIN 45-0418655	345 Schnell Dr	Oxbow	ND	58047	USA							
Lake Region Community College Foundation Of Devils Lake	http://	(701) 662-1505	EIN 51-0242987	1801 College Dr N	Devils Lake	ND	58301	USA	Education, Two-Year Colleges	Provide support to further the educational mission of lake region state college.		General and athletic scholarship support at the lake region state college  public relations and publications at the lake region state college  other special projects at the lake region state college			
Mandan Band Boosters	http://		EIN 45-0437568	Po Box 544	Mandan	ND	58554	USA	Education, Educational Services						
International Association Of Lions Clubs	http://		EIN 45-6013476	Po Box 561	Bismarck	ND	58502	USA							
Enderlin Alumni Association	http://		EIN 45-0418559	Po Box 31	Enderlin	ND	58027	USA							
Ransom Sargent Senior Services Council Inc	http://		EIN 45-0392628	PO Box 387	Lisbon	ND	58054	USA	Human Services, Senior Centers, Seniors						
Golden Valley County Historical Society Inc	http://		EIN 45-0346330	Po Box 384	Beach	ND	58621	USA							
Argusville Community Development Corporation	http://		EIN 45-0434578	105 Northern Drive	Argusville	ND	58005	USA							
West River Health Clinics Network	http://		EIN 45-0423311	Rte 2 Box 124	Hettinger	ND	58639	USA	Ambulatory & Primary Health Care, Health						
Dakota Science Center Inc	http://		EIN 45-0431027	Po Box 5023	Grand Forks	ND	58206	USA	Arts & Culture, Children's Museums						
Geographical Center Historical Society	http://		EIN 23-7090883	Po Box 232	Rugby	ND	58368	USA		Historical society		To preserve historical material for the benefit of the general public			
Childrens Museum At Yunker Farm	http://		EIN 45-0413519	1201 28th Ave N	Fargo	ND	58102	USA	Arts & Culture, Children's Museums, Education, Preschools	TO PROVIDE UNIQUE, DYNAMIC, "HANDS-ON" LEARNING EXPERIENCES FOR CHILDREN AND FAMILIES TO THE FARGO-MOORHEAD COMMUNITY & SURROUNDING REGION.					
Affordable Housing Developers Incorporated	http://	(701) 483-4432	EIN 45-0448222	135 Sims St Ste 212-a	Dickinson	ND	58601	USA	Homeless & Housing, Housing Support	Affordable housing developers, inc. Is a nonprofit organization serving western north dakota designed to acquire, construct, rehabilitate, develop, manage, own, sponsor and provide decent, safe and sanitary housing for low-income persons and families.		The organization owns two low-income housing apartment units in rugby and williston, north dakota.   the organization provides support and funding to developers of low-income housing in western north dakota in the form of a grant or notes receivable. The organization also develops low-income housing on land it owns in western north dakota, which it sells to low-income individuals.			
Three Rivers Crisis Center	http://		EIN 45-0430548	509 Dakota Ave Ste B	Wahpeton	ND	58075	USA	Women, Women's Centers	THREE RIVERS CRISIS CENTER EXISTS TO ELIMINATE THE DOMESTIC VIOLENCE AND SEXUAL ABUSE THAT IS PREVAL IN OUR SOCIETY. WE ARE COMMITTED TO PROVIDING CRISIS INTERVENTION AND COUNSELING SERVICES TO VICTIM PERSONAL VIOLENCE AND TO PROMOTING EDUCATION AND PREVENTION PROGRAMS THAT ARE CATALYSTS FOR CH IN SOCIETAL ATTITUDES AND BEHAVIORS.					
Camp Courage	http://www.campcourage.biz	5039199845	EIN 46-0737935	5001 Amber Valley Pkwy 205	Fargo	ND	58104	USA	Emergency Assistance, Human Services	Camp Courage was born in March of 2012, with one project to touch a few Marines at Camp Pendleton, CA in the SAC rehab unit.  That initial project consisted of 8 care packages. We were so thrilled when that project was shipped and we started getting responses from our recipients.  We collectively decided to continue doing care packages.  Camp Courage has a wonderful network of members who continue to support our efforts.    We have shipped to Japan, Afghanistan, Kuwait, Spain, Hawaii, California, 29 Palms, North Carolina, South Carolina in addition to several other stateside locations. We are proud to announce that we are preparing to ship our 43rd project.    We are honored for the opportunity to reach out to Marines and other service members through care packages in an effort to express our sincerest appreciation for their selfless choice to serve our great nation!   We are proud to be a charity that is completely operated by volunteers, there is no paid staff. There are 10 volunteers that share the same passion for those who serve our country. It is an honor to have the privilege we do, to support those who give so much for us	These projects have become something very near and dear to our hearts and the hearts of so many families and service members worldwide.  We are currently shipping to all branches of our military as the needs are presented to us.  As of recent we have shipped a total of 3296 care packages worldwide!	Care packages - all expenses are incurred solely to create and mail care packages. Funds spent on office supplies, banking fees etc are for process to generate income for the care packages. Approximately 1,000 care packages were sent.			
RIVERVIEW PLACE INC	http://		EIN 45-0398542	5300 12th St S	Fargo	ND	58104	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors						
Hope Evangelical Covenant Church Grand Forks Nd	http://		EIN 51-0247942	1601 17th Ave S	Grand Forks	ND	58201	USA							
By Our Boot Straps Inc	http://		EIN 38-3043871	2213 15th St S	Fargo	ND	58103	USA	Children & Youth, Crime & Law, Youth Violence Prevention						
Prairie Tumbleweed 4-H Club	http://		EIN 45-0443640	Rt 1 Box 80	Douglas	ND	58735	USA							
American Water Works Association	http://		EIN 45-0420756	918 E Divide Ave	Bismarck	ND	58501	USA							
American Red Cross	http://		EIN 45-0280066	2602 12TH St N	Fargo	ND	58102	USA							
Toastmasters International	http://		EIN 45-0435850	2612 5TH St Nw	Minot	ND	58703	USA							
Oakes Golden Age Club	http://		EIN 45-0353987	207 S 5th St	Oakes	ND	58474	USA							
Hill Top Home Of Comfort Inc	http://www.hthc.org	(701) 764-5682	EIN 45-0390300	Po Box 780	Killdeer	ND	58640	USA	Human Services, Seniors, Supportive Housing for Older Adults	Our mission at hill top is to provide an atmosphere of warmth and caring to the people that call it home. It has been said that home is where the heart is and we are proud that hill top has earned the reputation of being known as "the home with heart. "		Hill top home of comfort, inc. Is a 52-bed nursing facility. Providing care for the elderly is the fundamental purpose of the organization. Services provided include nursing, dietary, and basic living needs.			
Minot Matwrat Wrestling Club	http://www.matwrats.org		EIN 27-2180348	1780 64th St. NW c/o Kevin White	Minot	ND	58703	USA	Amateur Sports, Sports, Sports Associations & Training Facilities	The Vision of the MMWC is  To Develop a Fun and Well-Respected Wrestling Club  The Mission and Purpose of the MMWC is  To Foster and Improve the Sport of Youth USA Wrestling.  MMWC is designed as a nonprofit club used to inst ruct youth in the art of wrestling. Everyone is welcome to membership (participate) regardless of ability, race, color, handicap, sex, financial status, age (per USAW guide lines) or any other discriminatory actions un less listed below. We follow EOE guidelines.		Free training in the sport of wrestling for 11 weeks, 33 practices	Boys and Girls of all ages to grow and learn	150 student athletes	Youth Recreation - USA Wrestling Chartered Club
Protestant Episcopal Church In N Dakota Bishop Chancellor Standing	http://		EIN 45-6014268	809 8th Ave S	Fargo	ND	58103	USA							
Tioga Senior Citizens Club	http://	(701) 664-2702	EIN 45-0351972	Po Box 153	Tioga	ND	58852	USA		Providing meals & services to the elderly in the area of tioga, north dakota		Providing meals & services to the elderly			
Cass County Council On Aging	http://		EIN 45-0322679	620 9th Ave	Oriska	ND	58063	USA							
Caws North Dakota	http://	(701) 255-6240	EIN 45-0367596	525 N 4th St	Bismarck	ND	58501	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	The primary mission of the council is to coordinate abused women's programs including domestic violence and sexual assault by establishing a communication network, grant coordination, legislative efforts and statewide public education.		Coordinate abused women's programs, including domestic violence and sexual assault, by establishing a communication network, through fundraising, through legislative efforts, and statewide public education.			
American College Of Physicians	http://		EIN 45-0357420	1919 Elm St N	Fargo	ND	58102	USA	Adult Education, Education						
Dickey County Historial Society	http://	(701) 742-3034	EIN 51-0172030	9225 104th Ave Se	Oakes	ND	58474	USA		To preserve historical artifacts and history in dickey county, nd.		Maintain dickey county historical society building located in oakes, nd.   restore and maintain historical park located in oakes, nd.   provide assistance in maintaining other historical buildings in dickey county.			
Missouri Valley Family Young Mens Christian Association	http://www.bismarckymca.org	(701) 255-1525	EIN 45-0305520	1608 N Washington St	Bismarck	ND	58501	USA	Human Services, Physical Fitness & Community Recreational Facilities, Sports, Young Mens or Womens Associations	To put christian principles into practices through programs that build healthy spirit, mind and body for all.		Youth developmentour ymca is committed to nurturing the potential of every child and teen. We believe that all kids deserve the opportunity to discover who they are and what they can achieve. That's why we help young people cultivate the values, skills, and relationships that lead to positive behaviors, better health, and educational achievement. Our ymca programs, such as: child care for 0 to 12 years of age, pre-school, child watch, youth sports and swimming, offer a range of experiences that enrich cognitive, social, physical, and emotional growth. Expenses include subsidies and direct financial assistance that make participation possible for 15 percent of the young people we engage.   healthy livingthe y is a leading voice on health and well-being. We bring families closer together, encourage good health, and foster connections through fitness, sports, fun, and shared interests. As a result, 16,866 people in our community are receiving the support, guidance, and resources they need to achieve greater health in spirit, mind, and body. This is particularly important as our nation struggles with an obesity crisis, families struggle with work/life balance, and individuals search for personal fulfillment. Our programs are accessible, affordable, and open to all faiths, backgrounds, abilities, and income levels. In 2015, we provided $149,920 in financial assistance to people who otherwise would have faced economic barriers to participation.   social responsibilityour ymca believes in giving back and supporting our neighbors. We have been listening and responding to our community's most critical social needs for more than 40 years. Y programs, such as splash, annual support campaign, parkinson's and cancer survivor, are examples of how we deliver training, resources, and support that empower our neighbors to effect change, bridge gaps, and overcome obstacles. In 2015, we engaged 1,836 ymca members, participants, and volunteers in activities that strengthen our community and pave the way for future generations to thrive.			
Service Corps Of Retired Executives Association	http://www.score.org		EIN 52-1891942	PO Box 5509 700 E Main Ave, 2nd Fl	Bismarck	ND	58506	USA	Business & Industry, Microfinance, Small Business Development	The SCORE Association (Service Corps of Retired Executives) is a nonprofit association comprised of 11,400 volunteer business counselors throughout the U.S. and its territories. There are 389 SCORE chapters in urban, suburban and rural communities. SCORE members are trained to serve as counselors, advisors and mentors to aspiring entrepreneurs and business owners. These services are offered at no fee, as a community service. SCORE was formed in 1964 and nearly 4 million Americans have utilized SCORE services.					
American String Teachers Association Incorporated	http://		EIN 45-6016762	405 19th Ave W	West Fargo	ND	58078	USA							
Napoleon Care Center	http://	(701) 754-2381	EIN 45-0281662	311 4th St E	Napoleon	ND	58561	USA	Health, Nursing Facilities, Seniors	The mission of napoleon care center is to serve a need of napoleon and the surrounding area by providing a home for those residents who require long-term care enabling them to live at their highest individual levels of physical, mental, and psychosocial functioning, and by providing this care in a loving, caring, and safe environment that acknowledges the rights and safety of all the residents.		Napoleon care center operates a 44-bed nursing facility and an attached 10-bed assisted living facility located in napoleon, north dakota. As a non-profit organization, napoleon care center/napoleon congregate/assisted living, we strive to offer services that are beneficial to our residents and tenants and the entire community. We provide meals, nursing, laundry, housekeeping, and transport services, cable tv, etc. To all residents and contract services needed for the assisted living tenants. For the community, napoleon care center/napoleon congregate/assisted living provides shelter for communities without electricity during power outages. The organization also provides entertainment through activities and scheduled events, as well as gathering space for meetings, family gatherings, birthday parties, funerals, etc.			
Williston State College Foundation	http://www.wscfoundation.com	(701) 572-9275	EIN 45-6012226	Po Box 1286	Williston	ND	58802	USA	Education	The foundation partners with the college by building relationships with alumni, donors and surrounding communities; generating financial support; funding student and faculty development scholarships and leading capital expansion to develop a thriving, state-of-the-art campus.		The organization provides scholarships for higher education at williston state college (wsc), grants for continuing education, and wsc staff grants for the support of college and community programs and projects.   the foundation provides support for the william shemorry library for the nd state historical society, owns property and equipment that is rented by williston state college and produces a quarterly publication - teton thunder news. Housing is provided though williston state college housing llc to williston state college employees and other essential service workers.   contributions to other charities that support the williston north dakota area.			
Grafton Blueline Club Inc	http://		EIN 45-0365026	1553 Lessard Ave	Grafton	ND	58237	USA		REDUCE BURDEN OF GOVERNMENT					
Devils Lake Rural Fire Department Inc	http://	(701) 662-4818	EIN 45-0380220	Po Box 363	Devils Lake	ND	58301	USA		Fire department		Devils lake rural fire department provides fire protection for all rural residents.			
4-H Clubs & Affiliated 4-H Organizations	http://		EIN 45-0433702	104 1ST St Nw Ste 7	Bowman	ND	58623	USA							
Word Of Faith Church And Outreach Center	http://		EIN 45-0362208	1503 E Divide Ave	Bismarck	ND	58501	USA							
Recycle For Trees Inc	http://		EIN 36-3501503	619 Memorial Hwy	Bismarck	ND	58504	USA							
Delta Sigma Rho-Tau Kappa Alpha National Honorary Forensic Society	http://		EIN 45-6022439	North Dakota University	Grand Forks	ND	58201	USA							
God's Child Project	http://www.GodsChild.org	701-255-7956	EIN 45-0422423	PO Box 1843	Bismarck	ND	58502	USA	Community Health Systems, Crime & Law, Domestic Violence, Education, Elementary & Secondary Schools, Health, International, International Relief, Literacy, Protection Against Abuse	THE GOD'S CHILD PROJECT COMMUNITY ARE BENEFACTORS, FRIENDS, VOLUNTEERS, AND CHILDREN JOINED TOGETHER TO ASSIST GOD'S POOREST CHILDREN IN THEIR EDUCATIONAL, SOCIAL, PHYSICAL, AND SPIRITUAL GROWTH. WE VIEW EDUCATION AS A PRACTICAL WAY TO HELP POOR CHILDREN ESCAPE FROM AN OTHERWISE PAINFUL LIFE.		The care and education of poor, orphaned, and abandoned children in guatemala, el salvador, india, africa, and the united states. Also, to provide health care, health care education and general education to impoverished families, children and babies suffering from malnutrition. The single largest expense was for the care and education of poor, orphaned, and abandoned children in guatemala.   built homes for families living in extremely poor conditions.			
Friends Of The Leonard Firefighters	http://		EIN 45-0442416	Po Box 342	Leonard	ND	58052	USA	Disaster Aid, Fire Prevention						
Gwinner Arts Council	http://		EIN 45-0400488	511 5th St Nw	Gwinner	ND	58040	USA							
Friends Of The Fargo Public Library	http://		EIN 45-0440375	Po Box 1365	Fargo	ND	58107	USA	Education, Libraries						
Enable Inc	http://enablend.org	(701) 255-2851	EIN 45-0369586	1836 Raven Dr	Bismarck	ND	58501	USA	Group Homes, Human Services	Enrichment through respect, empowerment, and the pursuit of dreams.		Enable, inc. Is a private, non-profit agency that was founded in 1982 to serve people with disabilities in the bismarck/mandan area. Approximately 160-170 people ages 5 to 91 are served in residential and day support settings. Enable's residential group homes are certified as intermediate care facilities for people with developmental disabilities. They operate five homes in bismarck and mandan. Six to eight people reside in each home and a comprehensive array of supports is available to meet each person's unique needs.   the individualized supported living arrangements program provides a flexible level of supports to approximately 75 people who live in their own home or apartment. The level of support is determined by the needs and wishes of the person served and can be as little as six to eight hours a month to twenty-four hours a day. Services are typically provided in individual apartments, duplexes or four-plexes scattered throughout the community.   enable provides two day service supports for approximately 50 people. The first, the seniors program, serves people who no longer wish to pursue vocational interests and instead are pursuing recreational and leisure interests. Community and in-house activities are offered to provide an enriching day to each participant. Secondly, the basin ave program offers participants a variety of activities and supports designed to identify their interests and develop their skills in preparation for employment. Opportunities for self-employment, part-time employment and volunteering are explored and pursued. A variety of supports are available to people who have physical or sensory needs.   the family support program provides support to families who have a family member with a disability living in their home. Other programs include supported living arrangements, home and community based services, qualified support professionals, private pay isla and rented living arrangements.			
Silver Dollar S O S Society Inc Of Fargo	http://		EIN 45-6017122	Po Box 1991	Fargo	ND	58107	USA	Mental Health, Substance Abuse Treatment						
Peace Lutheran Church	http://		EIN 23-7194192	505 2nd St Nw	Garrison	ND	58540	USA							
National Society Of The Daughters Of The American Revolution	http://www.dar.org		EIN 45-0423792	3180 24th Ave S	Grand Forks	ND	58201	USA	Arts & Culture, Education, Historical Organizations, History Museums, Libraries	The objectives of the National Society Daughters of the American Revolution are historic preservation, promotion of education and patriotic endeavor.					
T H E O Inc	http://	(701) 222-6452	EIN 45-0423660	1810 Schafer Street	Bismarck	ND	58501	USA	Education	Art education		Art classes provided for children grade through high school			
Fargo Town Hall	http://		EIN 23-7129607	Po Box 327	Fargo	ND	58107	USA	Public & Societal Benefit						
Guardian Fiduciary & Advocacy Services Inc	http://www.gfaservices.org/	(701) 297-8988	EIN 27-1359470	112 University Dr N Ste 260	Fargo	ND	58102	USA	Crime & Law, Legal Services	We provide guardianship/conservatorship services, payee services, powers of attorney for health care and/or finances, and trustee services to more than 300 vulnerable elderly, disabled, and chronically mentally ill adults. Our services range from budget development, bill payments and balancing checkbooks to making end-of-life decisions and protecting individuals from physical harm and financial exploitation.		We provide guardianship/conservatorship services, payee services, powers of attorney for health care and/or finances, and trustee services to more than 300 vulnerable elderly, disabled, and chronically mentally ill adults. Our services range from budget development, bill payments and balancing checkbooks to making end-of-life decisions and protecting individuals from physical harm and financial exploitation.			
North Dakota Neurosciences Foundation	http://		EIN 45-0351108	1919 Elm St N	Fargo	ND	58102	USA	Health, Neurology & Neuroscience						
Bethel Lutheran Church	http://		EIN 45-0376212	202 4TH St Se	Rugby	ND	58368	USA							
Creative Clovers	http://		EIN 45-0444515	1405 E Avenue C	Bismarck	ND	58501	USA							
Nort Dakota Congress Of Parents And Teachers	http://		EIN 35-0409127	1215 36th Ave Nw	Minot	ND	58703	USA	Education						
La Leche League Of Mn-Dakotas	http://www.lalecheleague.org/		EIN 45-0448330	4802 Meadow Creek Dr Sw	Fargo	ND	58104	USA	Health, Health Care	To help mothers worldwide to breastfeed through mother-to-mother support, encouragement, information and education, and to promote a better understanding of breastfeeding as an important element in the healthy development of the baby and the mother.					
North Dakota Special Olympics Inc	http://www.specialolympicsnorthdakota.org	(701) 746-0331	EIN 45-0355704	2616 S 26th St	Grand Forks	ND	58201	USA	Olympics, Special Olympics, Sports	To provide year-round sports training and competition in a variety of olympic-type sports for children and adults with intellectual disabilities by giving them continuing opportunities to develop physical fitness, demonstrate courage, experience joy, and participate in a sharing of gifts, talents, and friendship with their families, other special olympics athletes, and the community.		Sond is a 501(c)(3) organization incorporated in the state of north dakota to enable children and adults with intellectual disabilities to become a more accepted and integral part of the communities in which they reside. The programs that are offered by sond create an environment in which persons with intellectual disabilities will be prepared to participate in the community at large through activities that will (1) better enable them to be independent, productive members of society; (2) assist them in improving their overall health and safety through healthy athlete initiatives and volunteer training/education; (3) eliminate barriers to support and other assistance through community education; (4) enhance individual, family and citizen participation and involvement; and (5) increase economic opportunities to more people with intellectual disabilities. Additionally sond does not, nor cannot, assess any fees to the participants or their families for the programs provided; therefore, financial support from foundations, businesses and individuals is critical to sustaining programs for the people in nd. Education and youth leadership is what supports the year round mission of special olympics and is a large part of the more than 4,920 volunteers that were involved with the program. The resources that were put into these activities were a critical strategy for creating enlightened and activated youth who can lead today and in the future who can help build stronger civil societies. Targeted training insured that volunteers were provided the resources and direction to participating in providing opportunities for, and changing attitudes towards people with intellectual disabilities. Most widely recognized was the "spread the word to end the word" campaign.   competition and training is the vehicle widely used to provide people with intellectual disabilities opportunities for fitness, inclusion, acceptance and leadership. 1,464 people in north dakota participated in either a sanctioned training or competition event sponsored by sond and supported by 317 volunteer coaches. The power of sport shifts focus to what our participants can do, not what they cant. Attention to disabilities fades away. Instead, we see our athletes talents and abilities. Our sports and competition events, 59 held in 2014, brought together a large and inclusive community of athletes, supporters and families, coaches, volunteers and many others. At each of these events, the experiences demonstrate purity of sports and real athletic pursuits all based upon true olympic ideals. Sond provides year-round training and competition in 15 official sports. A total of 2,368 athletes participated in sports such as: 220 in soccer, 193 in bocce, 593 in bowling, 400 in basketball, 4 in down-hill and cross-country skiing, figure and speed skating, 19 in snow shoeing, 66 in swimming, gymnastics, 31 in power lifting, 231 in volleyball and 296 in track and field. Unified competition was offered in the sports of bocce, soccer and volleyball. Unified sports combine people with and without intellectual disabilities on the same team. Special olympics north dakota set a delegation of 44 athletes and partner volunteers to represent north dakota at the special olympics usa (national) games in new jersey. The team took home 9 gold medals, 4 silver medals and 7 bronze medals.   sond offers healthy athlete initiatives dedicated to providing health services and education to special olympics athletes, and changing the way health systems interact with people with intellectual disabilities. Through free health screenings, training for healthcare professionals, and evaluation of the health status of people with intellectual disabilities, healthy athletes has become a powerful public health organization. Since 2003, 975 athletes have been screened in opening eyes, special smiles, and fun fitness and health promotion.			
Twin Town Artist Series	http://		EIN 45-0396636	1469 16th Ave N	Wahpeton	ND	58075	USA	Arts & Culture, Performing Arts						
