name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	In-Home Respite Care
4-H Clubs & Affiliated 4-H Organizations	http://		EIN 99-0322112	875 Komohana St	Hilo	HI	96720	USA								
Friends Of Mokuula Inc	http://		EIN 99-0330551	505 Front St Ste 221	Lahaina	HI	96761	USA	Arts & Culture, Single Organization Support							
Gentle World Inc	http://gentleworld.org		EIN 59-1999433		Kapaau	HI	96755	USA	Christianity, Religion	Gentle Worlds core purpose is to help build a more peaceful society, by educating the public about the reasons for being vegan, the benefits of vegan living, and how to go about making such a transition. All our members volunteer their time, as we believe that embracing the vegan ideal is nothing less than humanitys next evolutionary step and our greatest hope for real peace on earth.	Through our online educational resources, cooking classes, live in visitor program, seminars and individual consultations we have been able to help thousands of people become vegan and ultimately inspire thousands more to take this important step on the path to a sustainable and more peaceful existence.				welcoming guests to participate in our live-in visitor program, and creating high-quality content for our educational website, our volunteers provide seminars, private consultations, cooking classes, and wholesome meals for interested participants and those in need.	
Hawaiian Reforestation Program Foundation	http://		EIN 99-0318925	11-2560 Omeka	Mountain View	HI	96771	USA	Environment, Forest Conservation							
Oahu Inline Hockey League	http://		EIN 99-0335280	935 Noio St	Honolulu	HI	96816	USA	Amateur Sports, Sports							
Police Activities League	http://		EIN 99-6012563	3029 Ala Puaala Pl	Honolulu	HI	96818	USA								
Good Shepherd Lutheran Church	http://		EIN 99-0142284	638 N Kuakini St	Honolulu	HI	96817	USA								
Hawaii Wellness Institute	http://www.hawaiiwellnessinstitute.org	800-501-3179	EIN 02-0624235	3670 Kalihi Street	Honolulu	HI	96819	USA	Adult Education, Education, Health, Health Care, Human Services, Mental Health, Mental Health & Crisis Intervention	HWI offers affordable and convenient learning experiences that encourage people to cultivate healthy and balanced perspectives that reflect the traditional Asian-Pacific approach of living in harmonious alignment with ones values, with nature, and with one another. HWIs programs promote: fulfillment of personal potential; professional skill enhancement; increased productivity; introspection; rejuvenation; creativity; peace of mind. HWI offers a counselor training program, individual counseling, and programs for organizations.		Women of all ages		Hawaii and Beyond		
Peace Action Childrens Team	http://		EIN 20-2798028	Po Box 3	Kailua	HI	96734	USA	International, International Relief							
Akamai University	http://www.akamaiuniversity.us	1 (808) 934-8793	EIN 75-3066786	187Kinoole Stree	Hilo	HI	96720	USA	Education, Graduate & Professional Schools	The founding mission of Akamai University is founded upon the premise that amelioration of major world problems and the creation of sustainable lifestyles and global practices are the hallmarks of responsible individual and corporate world citizenship. As generators of new knowledge and developers of new systems, our sole mission as an institution is the advancement of the human condition and sustainability of the planet.  The primary academic mission of the University is to provide mature adults with the opportunity to pursue life-long learning in an environment that supports flexible and individualized studies. Akamai University is committed to the design and use of appropriate cutting edge information, models, textual materials, and technological applications for delivery of quality degree programs, research, training, and distance-learning experiences.  Akamai University understands and supports the need for research on all fronts of the human experience, from the arts and humanities, religious and spiritual arenas of ideas, to the concrete world of hard political and business decisions. The scope of research should reach from the realm of public health and disease control to the recognition of the whole person in the healing process and from the study of the depth of human psyche to the community as an incubator of social and psychological health. Our research scope also spans the essential areas of environmental and life science. Through quality in research, Akamai hopes to encourage the development of new systems addressing the need for each world citizen to acquire the knowledge and empowerment to foster change in their world. Akamais research mission and philosophy is to create and organize new knowledge and systems toward the amelioration of major world problems, improvement of the human community, and sustainability of our planet.  he Akamai University mission for community service is to strive for a world filled with greater peace, balance, cooperation, and the promise of an evolved human fellowship. These are noble foundation stones upon which to establish the fundamentals of sustainable human culture. They are spiritual principles that demand a worthy mission, and although the tasks and goals before us seem immense, they are attainable with adequate understanding of the problems and solutions, and the full commitment and participation of the global community. While this is no small aspiration, the mission for community service is derived directly and in support of the founding mission of the institution.	Akamai now has more than 3,000 alumni and 25 affiliated schools with whom we carry out collaborative educational activities , training, colloquium, quality assurance ventures, and research.  Our students are residents of forty-six nations, including  USA, Canada, Mexico, China, Taiwan, South Korea, Japan, Hong Kong, Vietnam, Cambodia, Laos, Myanmar, Thailand, Malaysia, Indonesia, Philippines, Singapore, India, Pakistan, Bangladesh, Sri Lanka, Macedonia, Switzerland,  Germany, Greece, Lebanon, Australia, New Zealand, Gabon, Congo, Ivory Coast, Burkina Faso, Benin, Togo, Cameroon, Niger, Nigeria, Ghana, Equatorial Guinea, Guinea, Chad, Central Africa, Malia, Liberia, and Senegal.	with the betterment of the human condition and sustainability of the planet	250 adult students and seven affiliated schools	across the international community by cross-border programs and guided distance education.	Education and training for leaders, journal and research ventures  and community service projects in the areas of business and economic development, education and literacy, environmental and ecological studies, health and wellness, complementary and alternative medicine, sustainability studies, peace, diplomacy and international relations,  and  applied, integrative and transpersonal  psychology	
Hawaii Ballroom Dance Association	http://		EIN 99-6008531	98-019 Kamehameha Hwy Ste 211	Aiea	HI	96701	USA	Arts & Culture, Dance	Ball room dance instruction and recreation						
Pta Hawaii Congress	http://		EIN 99-0217883	94-1091 Oli Loop	Waipahu	HI	96797	USA								
Association Of Chinese From Vietnam Cambodia And Laos	http://		EIN 99-0209892	900 Maunakea St	Honolulu	HI	96817	USA	Human Services, Senior Centers, Seniors	THIS IS A MEMBERSHIP ORGANIZATION, ORGANIZATION PURCHASED A COMMERCIAL BLDG TO HEDGE ITSELF - LEAFING OUT LEFT OVER SPACE ANNUAL SPRING AND MOON FESTIVALS BANQUET PROVIDE FUND TO SUPPORT INDIRECTLY THE ASSN. PURPOSE.						
Legal Aid Society Of Hawaii	http://legalaidhawaii.org	(808) 536-4302	EIN 99-0076020	924 Bethel St	Honolulu	HI	96813	USA	Crime & Law, Legal Services	To provide civil legal assistance to those unable to afford such assistance in hawaii.					Civil legal assistance to those unable to afford such assistance in hawaii. Legal aid society of hawaii provided legal assistance to 8,022 clients during its fiscal year.	
Na Kama Kai	http://nakamakai.org/	(808) 864-9164	EIN 26-2034996	PO Box 240039	Honolulu	HI	96824	USA	Environment, Environmental Education	Na kama kai's (children of the sea) mission is to empower youth by creating, conducting and supporting ocean-based programs, specifically targeting ocean safety and conservation awareness in order to increase the capacity of youth in the community through hawaiian values, culture and environmental education.		keiki		the Hawaiian Islands	one-on-one interactions with professional surfers, watermen and waterwomen, lifeguards, firefighters, marine scientists, Hawaiian cultural practitioners, and ocean rescue instructors. The clinics provide a positive, nurturing, and controlled environment enabling keiki to become confident in the ocean through a personally guided experience. Participants learn Hawaiian stories related to the event location, help shape traditional wooden boards, and learn about traditional Hawaiian ocean culture through the contemporary perspective of ocean professionals. N Kama Kai programs target all youth from 2 to 18 years of age in many different cultural settings. Currently most of the programs occur on the Island of Oahu, and to a lesser extent on the other neighbor islands of Hawaii. Also, ocean clinics have been held at Papeete, Tahiti, Dana Point CA, and Japan and have demonstrated that the programs provided by N Kama Kai can serve as a model for other coastal communities.	
American Institute Of Graphic Arts	http://		EIN 99-0226379	1128 Nuuanu Ave Ste 203	Honolulu	HI	96817	USA								
Kamaaina Care Inc	http://www.kamaainakids.com	(808) 262-4538	EIN 99-0261935	156 Hamakua Dr Ste C	Kailua	HI	96734	USA	Education, Preschools	To serve children, families and our communities by providing ongoing quality education and enrichment programs to help build a sense of self, community and environment.					The preschool programs help children develop into caring, creative, thinking people, concerned about others and the world around them. It helps children develop a positive self image, the foundation on which social and academic success are built and guides children to develop confidence and independence by learning self-help skills. The preschool programs prepare every child to enter school, ready to succeed. The preschool programs consists of the infant & toddler, two year old, three & four year old, and first to work programs. These programs served approximately 1,450 children per month.   the school age programs provide children a safe environment during out-of-school times. The programs offered consists of a+, after school care, before school care, holiday care, intersession, summer plus, after summer school, day camps, spirit adventures, and counselors in training. These programs served approximately 8,500 school aged children per month.   recognizing childcare needs outside the typical school environment, our hotel & convention programs continue to offer excellence in childcare services. With a unique blend that integrates hawaii's culture and world famous vistas, the programs can be tailored to suit every need. The programs consist of on property childcare, hawaiian arts & crafts, aquatics, excursions to "must see" attractions, and convention childcare, where every program is customized for each location and the children being served. The programs served approximately 605 children per month.   the other program services consists of environmental & community services, commissary, start, and other.	
Waikoloa Community Church	http://		EIN 99-0222587	Po Box 383382	Waikoloa	HI	96738	USA								
Ku Aloha Ola Mau	http://www.kualoha.org	(808) 538-0704	EIN 99-0165675	1130 N Nimitz Hwy Rm C302	Honolulu	HI	96817	USA	Mental Health, Substance Abuse Treatment	Ku aloha ola mau restores meaningful, healthy lives for all hawai'i communities through responsive and responsible action toward present and future needs in the prevention and treatment of addiction.					Provided comprehensive services for a continuum of care for outreach, early intervention and treatment services for addicted population with an average of 353 patients at any given time.	
Filipino Assemblies Of The Firstborn Inc	http://	(808) 847-6106	EIN 95-2597400	2464 N School St	Honolulu	HI	96819	USA		To serve god with excellence by equipping and developing our churches so we can impact the world with the gospel of jesus christ with one purpose and one mission.					Full gospel temple holds weekly services and ministers to men, women and youth.	
Lokahi Christian Church	http://		EIN 94-3279083	852 10th Ave	Honolulu	HI	96816	USA	Christianity, Religion							
Waianae Coast Culture &	http://		EIN 99-0148596	89 188 Farrington Hwy	Waianae	HI	96792	USA	Arts & Culture, Cultural & Ethnic Awareness	to perpetuate the diverse cultures of HAWAII NEI						
WAIKIKI HEALTH CENTER	http://www.waikikihc.org	808-922-4787	EIN 99-0159253	277 Ohua  Avenue	Honolulu	HI	96815	USA	Centers to Support the Independence of Specific Populations, Community Clinics, Community Health Systems, Health, Human Services	The mission of Waikiki Health Center is to provide quality medical and social services that are accessible and affordable for everyone, regardless of ability to pay.		Waikiki Health Center provides quality medical and social services to everyone, regardless of ability to pay. We place special emphasis on reaching at-risk, hard to reach populations, such as:  - Waikikis homeless youths  - older seniors who are aging in place  - disadvantaged children who needimmunizations and physical exams to enroll in school  - the working poor, who work but lack insurance  - the underinsured, who are not covered for the medical services they need  - homeless individuals and families  - people infected with or affected by HIV/ AIDS		Hawaii	Primary care clinics in Waikiki and Haleiwa (North Shore satellite clinic); Care-A-Van Program: drop-in center and clinic; Youth Outreach Program: drop-in center and clinic; Friendly Neighbors Program; Traditional Hawaiian Healing services;  HIV Early Intervention services	
Wailuku Union Church	http://		EIN 99-0110448	327 S High St	Wailuku	HI	96793	USA								
Hawaii Lion Dance Association	http://		EIN 30-0036931	1164 Bishop St Ste 1006	Honolulu	HI	96813	USA	Arts & Culture							
Kamalii Elementary School Pta Kihei Hawaii	http://		EIN 94-3260820	180 Alanui Kealii Dr	Kihei	HI	96753	USA	Education, Parent & Teacher Groups							
United Ostomy Association	http://		EIN 99-0233687	95 Mahalani	Wailuku	HI	96793	USA								
Farrington Alumni And Community Foundation	http://	(808) 227-1858	EIN 99-0171947	Po Box 4261	Honolulu	HI	96812	USA		To provide educational					Educational scholarships for graduating seniors of farrington high school  financial assistance for student related projects	
Neighborhood Place of Puna	http://npphawaii.org		EIN 99-0326669	15-3039 Pahoa Village Rd	Pahoa	HI	96778	USA	Environment, Natural Resources Conservation & Protection	.Neighborhood Place of Puna is one of the very few programs that East Hawaii families can turn to for support when things begin to get out of control and they recognize they need help as parents and as a family.  NPP provides consistent, ongoing, in-home, family strengthening services that may include: financial literacy training, basic parenting skills, age appropriate discipline, basic hygiene and life skills, connecting parents to available resources, advocacy, helping parents understand their childrens developmental stages, and the importance of structure and routine in the home, etc.		low income, struggling families		East Hawaii County	Intensive, consistant, in home care.	
Friends Of The Panaewa Zoo	http://www.hilozoo.com	(808) 959-9233	EIN 99-0248039	Po Box 738	Keaau	HI	96749	USA	Animals	Promote the pana'ewa rainforest zoo to the community and contribute to the well-being of the resident animals. The goals include education, enrichment for the animals, fostering concern and support for conservation of endangered animals and their environment, and to help the county zoo with new animals and exhibits.					The friends of the pana'ewa zoo are grateful for an annonymous contribution that provided for the construction of a pond in the tiger enclosure; the care of namaste, the zoo's white bengal tiger, prior to his death in january,2014; the construction of namaste's memorial; and the search for an adoptable white bengal tiger.   the friends strive to provide the best possible living conditions for the animal residents of the zoo as well as enhancing the experience of the visitors who come to appreciate pana'ewa zoo's ohana of animals. In the current year, the friends donated the following to the zoo: 1) continuing construction of the snake house ($15,222); 2) supplies to enrich the living experience of the zoo's animal residents ($11,623); 3) acquisition of a male hyacinth macaw for the parrots in paradise sanctuary ($6,500); 4) cuddle cars to enhance the zoo experience for small children ($5,477); and other supplies and services ($5,261) which include a scholarship and science fair awards.	
Chinese Community Action Coalition	http://		EIN 99-0268523	Po Box 75100	Honolulu	HI	96836	USA	Education							
Kohala Hospital Charitable Foundation Inc	http://kohalahospitalcharity.com	(808) 987-6762	EIN 68-0512759	Po Box 430	Kapaau	HI	96755	USA	Community Health Systems, Emergency Medical Services & Transport, General Hospitals, Health	Preservation of kohala hospital					The contractor professional fee for the emergency room constructon at kohala hospital. This is a direct purchase by the hospital and funded by kohala hospital charitable foundation.   the plumbing, electrical and medical gas infrastracture purchase for kohala hospital emergency room. This is a direct purchase by the hospital and funded by kohala hospital charitable foundation.	
Montessori Community School	http://www.montessorihawaii.org	(808) 522-0244	EIN 99-0150503	1239 Nehoa St	Honolulu	HI	96822	USA		Montessori community school is					Toddler care programs (age 2 yrs), preschool programs (ages 3-6) and full day care on a year round basis, elementary programs (grades 1-6) and elementary summer programs, approximately 186 students.	
Christ Church Uniting Disciples And Presbyterians	http://		EIN 99-0228755	1300 Kailua Rd	Kailua	HI	96734	USA								
Hawaii Education Matters	http://www.hawaiieducationmatters.org	808-888-6922	EIN 27-1558430	930 Kainui Dr	Kailua	HI	96734	USA		We are a grassroots group driven by public school parents and families.  Our mission is to support excellence in public education by creating, sustaining and leveraging the energy and resources of families and communities to improve student success.	In our short history, HEM volunteers have logged thousands of hours affecting change in local government in an arena many believed impenetrable.  Efforts during our first year (2009) were aimed at furlough resolution.  To accomplish this goal we focused on developing collaborative relationships with key stakeholders in education, including the DOE, BOE, legislators and union officials, to ensure that the parent voice would become a strong and constant presence in critical issues impacting public education. These key partnerships serve as the foundation of and future catalyst for change in our public education system.  With our first major milestone of furlough resolution (May 2010), we promised the community that our organization would remain as a voice for parent and families. As such, we formed a Board of Directors comprised of our organizations co-founders and education experts. In addition, we filed and received 501(c)3.  As a natural extension of our efforts, to keep more parents, families and the community abreast of developing education issues, we created an interactive Website where parents can share their stories, a Facebook page which is updated daily, and a quarterly newsletter.  Since organizing in fall of 2009, HEM has emerged as the go to voice for a parent perspective on education issues; has developed into a credible and sought after partner for parent engagement; and, has been active in schools and public policy.    Since the furlough resolution we have sought ways to continue to engage parents in education through various community outreach efforts, including: 1) organizing Open House events at various public schools to educate families about HEM (recruited over 100 new HEM friends, Fall 2010);  2) participating in planning and formation of Oahus first education coalition, Hui for Excellence in Education (HEE) , Summer 2010; 3) hosting a community screening of the education documentary Waiting for Superman for families and educators (recruited over 200 new HEM friends , Fall 2010); 4) collaborating with Our Public School, Kanu Hawaii, and HEE to organize an education Town Hall meeting entitled New Beginnings: Community Engagement in Public Education, attended by over 300 parents, educators, legislators and community members funded by Participant Media (Spring 2011); and 5) receiving funds from Participant Media to follow up with participants after the Town Hall event to host education talk story events (Spring 2011).  We have also worked to educate families about education policy by tracking & disseminating information on legislation related to mandatory instructional hours, and providing comprehensive, non-partisan information on all BOE, Gubernatorial candidates, and appointed v. elected BOE referendum (for 2010 election) to families and the community.  At the end of the 2011 Legislative session HEM was named, along with HEE and the Hawaii State Parent Teacher Association (HSPTSA), in a Concurrent Senate Resolution (SCR 145).  HEM, HEE, and the HSPTSA will collaborate with the BOE and DOE to craft statewide policies for family engagement in Hawaii's public schools.  Findings and recommendations will be made to the Senate and House Education Committees at the beginning of the 2012 legislative session.	Parents and families are a target for us because we provide better tools for them to support their childrens education.			Since its inception, HEM has worked to establish networks with various stakeholders in the education community, from community organizations to policy makers.  Through our focus on developing these relationships, we have leveraged these relationships to formalize the following partnerships and potential future resources.  Healthy Families, Healthy Schools aims to help parents create the link between a healthy lifestyle and student success.  Using the five pillars of the First Ladys Lets Move! Initiative, HEM will provide resources to families to support them in their endeavor to eat healthy and be active. a.	 Zamzee. This program is a partnership with Hope Lab, Kaiser Permanente, and HEM.  The aim of this program is to introduce stakeholders to a new technology researched and developed by Hope Lab with support from Robert Wood Johnson Foundation, Zamzee. This device and its online reward program target the sedentary behavior of tweens, 11  14 years old.  The intent is to find innovative ways to leverage tweens fascination with technology to encourage healthier lifestyle choices.  At present, HEM is the fiscal agent for this demonstration grant.  HEMs role will expand as this program is rolled out to the community. b.	Kokua Hawaii Foundation. HEM will partner this fall with Kokua Hawaii Foundation to present Two Angry Moms.  This documentary film outlines two moms journey to bring healthy food choices to and make sustainable changes at their childrens school cafeteria. HEM and Kokua will host a gathering of parents at school cafeterias to discuss current DOE Food Service offerings, procurement procedures, and how parents can be instrumental in bringing change to their school cafeteria.  Segments of the film will be shown and a panel presentation will guide the discussion.  The expected outcome of these events is to engage parents who want to make change in their school cafeteria, and provide them necessary support and resources throughout the process. 2.	Education House Parties With a grant from Participant Media, HEM, Our Public School (OPS), Hui for Excellence in Education (HEE), and Kanu partnered to bring the community a Town Hall discussion (May 2011) that centered around community engagement in education.  Clips from the education documentary, Waiting for Superman, and short videos produced by Our Public School were shown and used to build on the power of the documentary by engaging key stakeholders in a critical conversation around education reform.  Specifically, local leaders, policymakers, educators, parents, students and other key stakeholders were engaged in a dynamic discussion on key issues impacting our current education system.  This Town Hall created a venue for interested citizens to learn and share information, and ultimately inspire action around public education in our communities.   HEM was awarded remaining grant funds from this event. These monies will be used to convene education house parties. Residents will connect with others in their neighborhood to continue the dialogue from the Town Hall event.  3.	Come with Me! is a partnership between the YMCA, Family Hui, KCC Applied Nutrition Program, and HEM.  Come with Me! seeks to provide targeted parenting classes for families with children 4-5 years old that will assist them in preparing their child for Kindergarten.   HEM will develop and implement curriculum for parents that focuses on preparing parents for entering the DOE system.  We will provide information and guidance on topics such as how to effectively communicate with your childs teachers, how to engage in your childs school, etc.  All materials developed (e.g. home to school curriculum alignment) will reside under the Parent Academy.   4.	Kailua/Kalaheo Complex Family Academy  The purpose of this program is to collaborate with the Kailua/Kalaheo Complex Area Superintendent (CAS), principals, teachers and family members in the development of a complex wide vision, protocols, and model for effective family engagement.	
Pacific Whale Foundation	http://		EIN 99-0207417	300 Maalaea Rd	Wailuku	HI	96793	USA	Environment, Water, Water Resources, Wetlands Conservation & Management	To promote appreciation, understanding and protection of whales dolphins, coral reefs and our planet's oceans by educating the						
H U G S For Hawaiis Seriously Ill Children And Their Families	http://www.hugslove.org	(808) 732-4846	EIN 99-0213594	3636 Kilauea Ave	Honolulu	HI	96816	USA	Health, Patient & Family Support	To provide a wide range of support services to families with children, birth to age 21, diagnosed with a life-threatening illness. Services are provided through programs including respite, hospital visitation, peer support, family resources and referrals.					To provide a wide range of support services to families with children, birth to age 21, diagnosed with a life threatening illness or a medically fragile condition. Served 238 families (1,189 individuals) in 2014.	
Consumer Credit Counseling Service Of Hawaii	http://www.cccsofhawaii.org	(808) 532-3225	EIN 99-0141636	1164 Bishop St Ste 1614	Honolulu	HI	96813	USA	Financial Counseling, Human Services	To help overburdened individuals and families regain control of their financial lives through individual counseling and to educate the community at large regarding the responsible and intelligent use of credit.					Consumer credit counseling service of hawaii provided direct financial education counseling to more than 1,053 financially distressed familiies. 328 pre-bankruptcy counseling certificates, as mandated by the bankruptcy abuse prevention act of 2005, were issued to individuals in need of bankruptcy protection. We established and maintained debt management plans for an average of 200 families and 441 families received foreclosure mitigation counseling and services. Conducted 50 community based workshops covering such topics as the wise use of credit, the fundamentals of credit and budgeting, the importance of communicating effectively with creditors and voiding identity theft. The curricula of these workshops also served to educate in areas such as coping with loss of income through unemployment or under employment and how to recognize, and more importantly, avoid potential mortgage rescue and debt relief scams. These workshops, done primarily in partnership with other human service provider organizations, state and county agencies, churches and union groups, reached more than 4,100 individuals and families.	
Pop Warner Little Scholars Inc	http://www.popwarner.com		EIN 99-0312120	Po Box 241	Hanapepe	HI	96716	USA	Football, Recreation & Sports, Sports	Pop Warner Little Scholars' mission is to inspire youth, regardless of race, creed, religion or national origin, and to practice the ideals of sportsmanship, scholarship, and physical fitness, as reflected in the life of the late Glenn Scobie "Pop" Warner.						
St Andrews Cathedral Music Associates Inc	http://		EIN 99-0295798	229 Queen Emma Square	Honolulu	HI	96813	USA	Arts & Culture, Singing & Choral Groups							
Love Of Christ Ministry	http://		EIN 99-0301414	Po Box 451	Mt View	HI	96771	USA								
Haiku Bible Church	http://		EIN 99-0309766	Po Box 719	Haiku	HI	96708	USA	Christianity, Religion							
University Of The Nations Kona Inc	http://www.uofnkona.edu	(808) 326-4453	EIN 99-0240539	75-5851 Kuakini Hwy Unit 433	Kailua Kona	HI	96740	USA	Education, Higher Education	To educate and equip young people from all nations in spirituality, integrity, personal life skills, and business skills to be multiplied around the world.					This is a university serving seven different areas of missionary and professional education including field work in countries around the world. There are 4 quarters per year of 250 plus students per quarter.	
Shinnyo-En Hawaii	http://		EIN 99-0146472	2348 S Beretania St	Honolulu	HI	96826	USA								
Family Programs Hawaii	http://familyprogramshawaii.org	(808) 521-9531	EIN 99-0280498	250 Vineyard St	Honolulu	HI	96813	USA	Children & Youth, Foster Care, Unknown	To strengthen youth and families through high quality preventative, support services and transition services.					The following services were provided in furtherance of the organization's mission: voluntary case management to prevent families from becoming involved in the child welfare system; services for foster youth transitioning to adulthood; resource family support services including a warm line, monthly support groups, training for resource families, respite; and enhancements for foster children that include education, athletics, sports, dance, special events, travel and special projects; hosted one large-scale annual event for foster children and their families (2,000 individuals) to honor children in foster care and serve as a thank you to families who welcome foster children into their homes; through use of community volunteers, coordinated visits between siblings who are separated in the foster care system; guided high school seniors in foster care in preparing for and entering post-secondary education or vocational training; provided safety to children removed from their parents for alleged abuse and neglect; provided recruitment of adoptive families for children in long-term foster care; recruited and trained volunteer mentors to assist youth transition out of foster care; provided group services to foster youth to help prevent substance abuse, hiv/aids, std's and other risky behavior; improved the quality of foster care by empowering families through information, skills and support utilizing a resource family organization. Provided prevention, support and transition services to children and families with an emphasis on children at risk. Served approximately 4,000 persons.	
Chinese Physical Culture Association	http://		EIN 99-0168539	Po Box 2538	Honolulu	HI	96804	USA								
Waimanalo Hawaiian Homes Association	http://	(808) 235-4835	EIN 99-0328584	Po Box 353	Waimanalo	HI	96795	USA	Community Recreational Centers, Sports	Community center					Buildings & grounds are constructed & maintained for community meetings and rental to private groups for a nominal fee.   scholarships and school awards are given to encourage member families to further their education. Members also receive financial help on the death of family members.   community celebrations are held to promote community cohesiveness and workshops presented to develop community leaders.	
Winners At Work Inc	http://abilitiesunlimitedhi.org/	(808) 532-2100	EIN 99-0267573	414 Kuwili St Ste 103	Honolulu	HI	96817	USA	Job Training, Vocational Rehabilitation	Building inclusive communities that empower individuals with disabilities.					Providing community-based training and supported employment service for individuals with disabilities and barriers to employment. Approximately 256 individuals benefited through our programs.	
Kapaa Foursquare Church	http://		EIN 99-0303946	Po Box 279	Kapaa	HI	96746	USA								
Waikoloa Fourquare Church	http://		EIN 99-0314074	PO Box 384449	Waikoloa	HI	96738	USA								
Center For Asia-Pacific Exchange	http://		EIN 99-0204131	1616 Makiki St	Honolulu	HI	96822	USA	International, International Exchange							
Ka Hale A Ke Ola Homeless Resource Centers Inc	http://www.khako.org	(808) 242-7600	EIN 99-0301740	670 Waiale Drive	Wailuku	HI	96793	USA	Unknown	To serve the needs of the homeless on maui by providing emergency shelter and transitional housing, to voice their concerns, to empower them to take responsibility for their own lives and to call on the community to assist in these actions.					Shelter operations - the program provides permanent, transitional, and emergency housing to homeless individuals and families on maui.   education, vocational training, and social services - the program provided a series of life-skills classes designed to break the pattern of homelessness: classes in budgeting, self-esteem, family dynamics, communication, and nutrition. Over 80% of the residents are working and contributing to the community.	
Pta Hawaii Cogress	http://		EIN 99-0187595	89-195 Farrington Hwy	Waianae	HI	96792	USA								
Hearts for Animals Inc	http://		EIN 27-3381069	Po Box 221	Hauula	HI	96717	USA	Animal Protection & Welfare, Animals							
Rainbow Friends Animal Sanctuary	http://		EIN 99-0353068	Po Box 1259	Kurtistown	HI	96760	USA	Animal Protection & Welfare, Animals							
United Self-Help	http://www.unitedselfhelp.org		EIN 99-0257124	277 Ohua Ave	Honolulu	HI	96815	USA		To promote mental health through education and mutual support.					Provide mental health education bridges classes and support groups to community	
Hui Malama Learning Center	http://www.huimalama.org	(808) 244-5911	EIN 99-0153863	375 Mahalani St	Wailuku	HI	96793	USA		To inspire, nurture, and empower students to pursue careers that bolster our islands' econey, increase self-reliance, and provide for future generations. Emphasizing project-based learning and youth engagement strategies that develop the whole person, hui malama cultivates students' unique talents, intelligences and character. Through a social- entrepreneurial approach and leveraging resources through partnerships, hui malama demonstrates a non-profit social impact model that is organizationally sound, fiscally responsible, and sustainable.					Hui malama's educational programs (academic, health/nutrition, character development, life skills and workforce preparation/ career development) serve maul's vulnerable youth (ages 12-24). Students come to hui malama with multiple risk factors including negative educational experiences (e. G. Poor attendance, peer bullying, degradation by teachers, suspension, unaddressed special educational needs), lack of close parental supervision, substance abuse, violence and criminal behavior, family violence or parents with health or mental health issues three interrelated themes emphasized throughout the program are: 1) identifying local career opportunities related to sustainability renewable energy/agriculture; 2) identifying jobs that contribute to the economic, social, and physical health of individuals and the whole of our community; and 3) ability to function effectively at work which requires dependability, accountability, initiative, and managing stress. We assist students to identify their unique talents while exploring a variety of fields that match their skills and interests. By participating in an integrated curriculum aimed at the whole person, students will be better prepared for the local labor market individual learning plans (ilp) serve to monitor individual student progress facilitating communication between teachers and parents. Ilps track academic performance, skills, and behaviors, and serve as the primary method of data collection along with collecting quantitative data. To assess effectiveness and make improvements, we are working with national and statewide experts to improve our program quality assessment and data reporting so that we may improve programs and demonstrate how funding dollars are used to ensure measureable performance toward reducing the existing achievement gap in hawaii.   individual learning plans (ilp) serve to monitor individual student progress facilitating communication between teachers and parents. Ilps track academic performance, skills, and behaviors, and serve as the primary method of data collection along with collecting quantitative data. To assess effectiveness and make improvements, we are working with national and statewide experts to improve our program quality assessment and data reporting so that we may improve programs and demonstrate how funding dollars are used to ensure measureable performance toward reducing the existing achievement gap in hawaii. Community school garden and whole foods nutrition program - students realize improved academic performance and increased work and life skills through participating in hui malama's meal program and community farming projects which are integrated throughout the core academic subjects. Students regularly interface with local food producers and locally owned busineses in order to analyze the importance of food security and to explore related careers. Building on our previous experience and knowledge, our whole foods nutrition program provides our students with free breakfast, snack and lunch each day to prepare them for a day of learning and high performance. Students participate in the planning, preparation and cleanup of their meals, practice table manners and etiquette, and reflect on learning. Simultaneously, students learn about nutrition, budgeting, and environmental sustainability, so that they can analyze the costs and benefits of locally grown food versus imported food from a financial, social, cultural, health, and environmental perspective. Students also plan, develop and maintain a garden to produce vegetables and fruits for meals. Students build on their school experiences by visiting local growers and identifying where locally grown food is sold. As a final project, students create and disseminate a community educational campaign about the connection between food, culture, health, and the environment, what foods are grown on maui, and where they can be purchased.   employer mentor program - the goal of the employer mentor program is to partner with maui business leaders and community members to create community venues to highlight hui malama learning center (hmlc) student learning in the areas of science, technology, engineering and math(stem) as they relate to sustainable living on maui. In addition, the program aims to share knowledge with maui's community about sustainable living and hui malama's programming, and to raise funds to convert hui malama learning center to a green, sustainable structure which also serves as a living classroom for stem subjects. Finally, the ultimate goal of our employer mentoring program is to recruit employer mentors who provide students with knowledge and insight into tomorrow's workforce.	
Upon This Rock Church	http://		EIN 99-0302614	94-510 Lumiaina St Apt S102	Waipahu	HI	96797	USA								
Bellini Foundation	http://	(510) 917-8062	EIN 94-2768903	131 Kualapa Pl	Lahaina	HI	96761	USA								
Ka Lima O Maui Ltd	http://		EIN 99-0105491	95 Mahalani St Rm 19b	Wailuku	HI	96793	USA		TO PROVIDE VOCATIONAL TRAINING FOR PHYSICALLY AND MENTALLY DISABLED INDIVIDUALS AND ECONOMICALY DISADVANTAGED INDIVIDUALS PRIMARILY IN THE COUNTY OF MAUI.						
