name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Target demographics	Geographic areas served	Results	Direct beneficiaries per year	 
Garfield County Health Center Inc	http://	(406) 557-2500	EIN 81-0422376	Po Box 389	Jordan	MT	59337	USA	General Hospitals, Health	Provide medical services to residents of garfield county and surrounding area.	Provide medical services to residents of garfield county and surrounding area.					
Meagher County Senior Citizens	http://	(406) 547-3651	EIN 88-0116830	Po Box 682	Wht Sphr Spgs	MT	59645	USA		Provide and maintain center for senior citizens.	To provide and maintain building for senior meals, activities, and other community functions such as public meetings and funeral gatherings. The center serves meals five days per week for 250 members and also provides several dinners during the year for the community. The center is open around 300 days per year in a city of approximately 1,000 residents and a county with a population of 1,900 people. The senior center is also instrumental in an ongoing housing project for seniors of the community.					
Flathead Spay & Neuter Task Force Inc	http://www.flatheadspayneuter.org		EIN 81-0539954	Po Box 2095	Whitefish	MT	59937	USA	Animal Protection & Welfare, Animals	Low cost spay and neuter clinic	The organization was formed in 2001 to assist low income pet owners and feral caretakers in getting their dogs and cats altered at a low cost. The task force is the only permanent spay/neuter clinic in montana serving a four county area. Four day clinics are held once a month and days are added as demand dictates. The organization is a high volume clinic, providing over 2500 surgeries per year, for a total of over 30,000 surgeries. The results have been a marked decrease in the intake numbers and euthanasia rates at the county animal shelter. Clinics are also made available to animal shelters and rescues in three neighboring counties. Long term goals are to continue to provide affordable altering of pets and feral cats, provide community outreach programs including free pet foods, emergency veterinary care and vaccine clinics.					
Mikal Kellner Foundation For Animals Trust Dba The Foundation For Animals	http://www.montanawildlife.org		EIN 81-6064330	PO Box 389	Helena	MT	59624	USA	Animal Protection & Welfare, Animals, Wildlife Preservation & Protection	The Mikal Kellner Foundation For Animals (MKFA) is a unique nonprofit foundation dedicated to addressing the critical needs of animals, both domestic and wild. The Foundation provides financial assistance to well-managed projects that promote animal welfare, prevent animal suffering and provide need improvement for animals. Established in 1989, the Foundation was named after Mikal Kellner, an advocate for both domestic and wild animals in Montana. That year Mikal was the recipient of the National American Veterinary Association Humane Award. The award recognizes a non-veterinarian who has demonstrated exceptional compassion for the welfare of animals. MKFA is proud to use her name as a symbol of the Foundation's ability to mobilize and employ resources on behalf of animals.						
Toastmasters International	http://www.toastmasters.org		EIN 94-2924208	PO Box 833	Hilger	MT	59451	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.						
Lords Church Ministries Inc	http://		EIN 68-0226236	807 13th Ave E	Polson	MT	59860	USA								
Eh Namani	http://		EIN 84-1362850	930 N 18th St	Billings	MT	59101	USA	Religion, Religion-Related							
Humane Society Of Western Montana	http://www.myhswm.org	(406) 549-3934	EIN 81-0290933	5930 Highway 93 South	Missoula	MT	59804	USA	Animal Protection & Welfare, Animals	Animal shelter - providing care, shelter and adoption for homeless and lost animals. Assisting pet owners in keeping pets by providing affordable training and care programs.	Care, shelter and adoption services for lost and homeless animals. Humane education serving missoula and western montana. Approximately 1,200 animals are handled annually.					
Child Life Safety Skills, Inc.	http://		EIN 84-1426331	PO Box 438	Great Falls	MT	59403	USA								
St Thomas Child And Family Center	http://www.stthomaskids.org	(406) 761-6538	EIN 81-0233495	1710 Benefis Ct	Great Falls	MT	59405	USA	Education, Elementary & Secondary Schools, Literacy	St. Thomas child and family center provides early childhood education, nurturing care and family support, which helps children thrive and build a quality future.	The goal of the organization is to provide quality childcare and learning opportunities to children age 6 weeks to 6 years, regardless of economic and cultural backgrounds. The childcare and educational needs of 131 children were met.					
All Mosta Ranch Montana	http://allmostaranch.org	(406) 270-7513	EIN 72-1543204	Po Box 937	Marion	MT	59925	USA	Animal Protection & Welfare, Animals, Food	Prevention cruelty children/animals, charitable & educational benefit to community	Animal rescue; adoption; rehabilitation; sanctuary; provide quality of life and fulfilling purpose; also provide emergency transportation, feed, hay, boarding to critters whose families are in need, numbers of resident critters vary and are dependent upon resources. Note expenses and grants accounted for does not include hay distributed for hay bank from inventory nor specific accounting for transportation provided on an as needed basis; hay 18,614. 00; feed 7,881. 91; vet/health 5,710. 80; 50% transportation 2,710. 38; 40% rent/utilities/maintenance 5630. 18; 75% independent contractor fees 8,797. 50; 50% printing/publication 386. 60; 50% website/advertising 269. 59; 1/3 goods 1,672. 65; 75% infrastructure 1,517. 47; 45% administration/office/visitors 411. 40; 85% equipment 18,093; does not include donations of food stuffs, clothing or hay that was distributed from inventory @ fmv of 1,600 plus . Total 71,695  community education and outreach: animal husbandry; inspire to learn; natural, healthy, recreational and social activities (through the critters); 'pet therapy'; crisis intervention & social interaction; place for individuals to accumulate volunteer hours toward academic, career or personal goals; public education in the prevention of abuse and cruelty; animal husbandry education. 50% printing/publication386. 60; 50% website/advertising 269. 59; 1/3 goods 1,672. 65; 25% infrastructure 505. 82; 10% rent/utilities/maintenance 1407. 55; 45% administration/office/visitors 411. 40; 25% transportation 1355. 19; 25% independent contractor fees 2,932. 50; 10% equipment 2,129 total 11,070  charitable benefit to individuals within community; provide bi-products to needy (food bank or directly); partnership assistance to other human resource or advocacy programs; at-cost housing for displaced families; recreational/educational programs for special needs individuals & groups/ and children 1 - 101 y/o; 50% rent/utilities/maintenance 7037. 74; benevolence grants (does not include donations of - and often comes in form of independent contractor fees above) 287. 11; 25% transportation 1355. 19; 1/3 goods 1672. 64; 10% administration/office/visitors 91. 42; 5% equipment 1064; donation of eggs, fresh vegetables, etc. Not included in value total 11,508					
National Indian School Board Association Inc	http://nisba.skc.edu/	(406) 883-3603	EIN 85-0308435	Po Box 1513	Polson	MT	59860	USA	Ethnic &  Immigrant Centers, Human Services, Immigration	To assist native american schools and school boards.	Empower school board members, parents, and other stakeholders in exercising effective stewardship of indian education in cooperation with tribal governments.					
Alternative Energy Resources Organization	http://www.aeromt.org	(406) 443-7272	EIN 81-0350698	Po Box 1558	Helena	MT	59624	USA	Energy Resources Conservation & Development, Environment	Aero is a grassroots nonprofit organization dedicated to solutions that promote resource conservation and local economic vitality. Aero nurtures individual and community self reliance through programs that support sustainable agriculture, renewable energy and environmental quality	Help citizens develop envirnomentally compatible technologies and practices that conserve energy, reduce fossil fuel dependency and foster community self-reliance.   provide a forum for the exchange of ideas and information through workshops, seminars and publications as well as online resources.   help promote sustainable agriculture in montana by supporting local producers and marketing local food to consumers.					
Gloria Dei Lutheran Church	http://		EIN 81-6018214	2300 Florence Ave	Butte	MT	59701	USA								
Montana Food Bank Network Inc.	http://www.montanafoodbanknetwork.org	(406) 721-3825	EIN 81-0421243	5625 Expressway	Missoula	MT	59808	USA	Food, Food Banks & Pantries, Food Programs	The Montana Food Bank Network is a non-profit organization that solicits, gleans, sorts, repackages, warehouses and transports donated food and distributes it to charitable programs throughout the state of Montana that directly serve needy families, children and seniors.  We also employ the only full time anti-hunger advocate in the state.	Support for our programs comes from a variety of sources. Gifts from individuals, grants from foundations, workplace giving campaigns, corporate sponsorship and cause-related marketing are all sources from which we receive generous financial support. These funds used to carry out our mission of feeding hungry people in Montana.					
Aglow International	http://		EIN 84-1389022	536-10th St	Havre	MT	59501	USA								
Montana Animal Care Association	http://		EIN 84-1409043	Po Box 153	Corvallis	MT	59828	USA	Animal Protection & Welfare, Animals							
Womens International Bowling Congress	http://		EIN 51-0222240	102 Oak St Hc	Glendive	MT	59330	USA								
Stillwater Youth Center Inc	http://www.stillwateryouthcenter.com	(406) 322-5440	EIN 81-0503004	Po Box 1148	Columbus	MT	59019	USA	Children & Youth, Youth Development	The stillwater youth ministry is to call kids to a life-long love relationship with christ; to reach and disciple youth; and to enhance relationships between adults and youth.	Weekly youth group - attended by local youths  youth summer camp  misc youth education  youth conferences & retreats - attended by local youths					
Animal Welfare League Of Montana	http://		EIN 81-0399059	910 6th Ave	Laurel	MT	59044	USA	Animal Protection & Welfare, Animals							
Bitterroot Valley Education Cooperative	http://		EIN 81-0405347	PO Box 187	Stevensville	MT	59870	USA								
River House Inc	http://		EIN 81-0399851	1315 Wyoming St	Missoula	MT	59801	USA								
HAMILTON PLAYERS INC	http://www.hamiltonplayers.com	406-375-9050	EIN 81-0500351	100 Ricketts Rd.	Hamilton	MT	59840	USA	Arts & Culture, Theater	Spotlighting education, inspiration, and community through the performing arts	K-12 and adult theater education; improv education; full stage musicals, dramas, and comedies; concerts and special performances; and reader's theaters	community members of all ages	The Bitterroot Valley, western Montana	Hamilton Players just celebrated its 20 year anniversary of the Hamilton Playhouse and will be celebrating its 40th anniversary as an organization in 2019. Hamilton Players have inspired community members to develop creative problem solving skills, to become compassionate and proactive global citizens, and to pursue their performance dreams.  Hamilton Playhouse is a place for the community to come together to share experiences, make memories, and celebrate the gifts and diversity in our community!	4500 participants, volunteers, and attendees.	
Big Horn County Historical Society	http://bighorncountymusuem.org	(406) 665-1671	EIN 81-6033295	1163 E 3rd St	Hardin	MT	59034	USA		The organization is dedicated to researching, collecting, restoring, protecting and exhibiting all historical items related to the culture and history of big horn county. The mission statement is preserving our past for the future	Operation of big horn county historical museum including collecting, perserving and exhibiting all items of significance to the areas history and culture. Volunteers and employees are working constantly to restore, repair or maintain items acquired by the organization. Community events are held to showcase the museums collections, including a kids history day for the area school children.					
Thrive Inc	http://www.allthrive.org	(406) 587-3840	EIN 36-3501185	Po Box 6637	Bozeman	MT	59771	USA	Adult & Child Matching Programs, Child Abuse Prevention, Children & Youth, Crime & Law, Domestic Violence, Family Services	Encourage healthy family and child development through community awareness, parent education and support to children and families ensuring positive outcomes for children.	Parent programs: parent place family resource centers (located in bozeman and belgrade, montana) provide education, information, support, and resources to all parents to support healthy child growth and development and help families thrive. The parent place was established in 1997. The partnership project, designed in 1994, nurtures young families so they can thrive. Through our home visiting program families receive parent education, life skills, assistance accessing community resources and encouragement to grow.   school based services: the child advancement project, established in 1989, matches nurturing community volunteers who provide support and encouragement to children grades k-12. These mentors work one-on-one with children to increase academic and social competency and to enhance opportunities for academic challenge. They help students establish meaningful goals and develop a belief in their individual uniqueness and their ability to shape their own futures. The parent liaison program, established in 1995, encourages a strong link between home and school so parents and teachers become partners to nurture children's success. Parent liaisons are professionals who work as part of a school team.					
Phillips County Hospital Assn	http://	(406) 654-1100	EIN 81-6016152	Po Box 640	Malta	MT	59538	USA	General Hospitals, Health	The organization's mission is to make a difference in healthcare, dedicated to providing quality essential medical services to people living in phillips county and the surrounding area (rural montana with great distances to other medical facilities).	Professional care & depreciation: provides medical treatment for patients who are either ill or injured.   housekeeping, laundry, plant: provides laundry services as well as upkeep in the hospital in order to provide patients with the best possible care  dietary: provides a balanced diet for patients as they stay at the hospital					
Gallatin Valley Literacy Council	http://		EIN 23-7355963	PO Box 6276	Bozeman	MT	59771	USA	Adult Education, Education							
St Vincent Healthcare Foundation	http://www.svfoundation.org	(406) 237-3600	EIN 81-0468034	Po Box 35200	Billings	MT	59107	USA	Community Health Systems, General Hospitals, Health, Specialty Hospitals	We reveal and foster god's healing love by improving the health of thepeople and communities we serve, especially those who are poor andvulnerable.	St vincent healthcare foundation works closely with st. Vincent healthcare to provide capital equipment to the hospital and update the hospital facilities. These items are needed but not currently budgeted by the hospital. The foundation is working with the hospital to establish the montana pediatrics project. The hospital has brought in pediatric specialists so that sick and injured children can remain in montana and not have to be sent to larger metropolitan hospitals away from their families. The foundation grants division applies for and administers federal and state grants that operate out of the hospital. The grants have helped with telemedicine, elder care, pediatrics, training and other programs. Missionthe mission of the st. Vincent healthcare foundation is to discover and advance inventive and effective ways of helping people help themselves and those around them lead healthy, productive and satisfying lives. The foundation advances this call to serve jesus christ through its work in benefiting the healing ministry of st. Vincent healthcare. The foundation is committed to:working to identify opportunities to improve healthcare and communicating those opportunities to those who may be able to respond. Sharing a special concern for those who lack healthcare and for those who are poor. Supporting basic healthcare programs to assure the well-being of community members of all ages. Helping build vibrant communities known for healthy living opportunities. Advancing and supporting medical practice, research, and outreach. Strengthening healthcare by recognizing and rewarding outstanding employees and associates, by expanding their professional leadership and policy influence, and by encouraging talented people to become healthcare professionals. Stimulating creativity and productivity among healthcare leaders. Fostering the involvement of the broad community in the ministry of st. Vincent healthcare. St. Vincent healthcare foundation hosts several annual fundraising events during the year: fortin memorial men's golf tournamentraises funds to support st. Vincent children's healthcare. Proceeds make it possible to care for critically ill and injured children. Marynell heringer women's golf tournamentraises funds to support st. Vincent children's neonatal intensive care unit. Messiah festivalthe messiah festival is a free community performance of handel's masterpiece. This uplifting holiday classic not only provides a message of joy and hope, but also allows us to show our support for the meadowlark house. Since 2004, meadowlark house has been providing free, temporary housing during treatment to traveling cancer patients and their families. This facility is a sanctuary for patients with cancer and all operating costs are raised from donations and sponsorships. Saints ballannual event supporting various improvements and expansions of the st. Vincent healthcare facility and grounds. The event draws nearly 1000 guests in support of the hospital. Scholarshipsin keeping with the mission, vision and core values of st. Vincent healthcare and funded by ralph nelles, judy wallinder, st. Vincent healthcare volunteers and other generous donors; st. Vincent healthcare foundation is honored to offer numerous scholarship opportunities to qualified students pursuing careers in healthcare: -the nelles nurse scholarship-thomas r. Johnson, m. D. Medical scholarship-the theresa burch memorial scholarship for advanced practice nursing-robert snider, m. D. Medical scholarship-healthcare career scholarships					
YWAM Mission Builders dba Mission Builders International	http://www.MissionBuilders.org	+1-406-844-2683	EIN 91-1734261	PO Box 406	Lakeside	MT	59922	USA	Christianity, Community Improvement & Capacity Building, Human Service Organizations, Human Services, Philanthropy, Religion, Voluntarism Promotion	Mission Builders assist long-term missionaries in practical ways from strategic planning, to facility and ministry development services.  MBI recruits and matches volunteers with the needs of those serving the poor and needy to bring about growth and positive change to the conditions affecting individuals, groups, communities and regions within a nation.	matching volunteers to the needs of some of the1200 operating locations.  We also provide training programs for mission builders aged 30 and up in a 3-month Crossroads Discipleship Training School  beginning each April.	YWAM ministries worldwide	recruiting and placing volunteers	Since 1996, thousands of mission builder volunteers have served in hundreds of YWAM operating locations in over 100 nations.  Each year, the number of volunteers and the number of locations served around the world grows.	over 120 YWAM locations in 32-nations by placing nearly 1,000 volunteers	
Women's Aglow Fellowship International, Inc.	http://www.aglow.org/		EIN 23-7306056	1520 Burlington Ave	Billings	MT	59102	USA	Christianity, Religion	Aglow International is an intercultural transdenominational organization of Christian women with more than 3,500 fellowships in more than 151 nations. Our mission is to lead women to Jesus Christ and provide opportunity for Christian women to grow in their faith and minister to others. Aglow's vision to impact the lives of women worldwide is expressed in the strategic focuses of: Prayer, Evangelism, Relationship, and Reconciliation.						
Central Christian Church	http://		EIN 81-0262236	1221 16th St W	Billings	MT	59102	USA								
Project WET Foundation	http://www.projectwet.org	(406) 585-2236	EIN 20-0281441	301 N. Willson Ave.	Bozeman	MT	59715	USA	Education, Environment, Water, Water Resources, Wetlands Conservation & Management	Project WETs mission is to reach children, parents, teachers and community members of the world with water education that promotes awareness of water and empowers community action to solve complex water issues.	Project WET is:* A publisher of materials and lesson plans for teachers and for children.* A source of leadership training and capacity building courses, seminars, and workshops for water education providers.* A global water education delivery network designed to reach children through educators.* A provider of information, support services, and consultation for people that have questions regarding water education for teachers and children.		Worldwide: All 50 U.S. states and more than 65 countries		reach 30,000 educators and more than one million students with action-oriented education enables every child to understandand value water, ensuring a sustainable future	
Fellowship Alliance Church	http://		EIN 23-7281540	Po Box 148	Columbia Fls	MT	59912	USA								
Christ Church Of The Open Door	http://		EIN 81-0359399	5150 N Montan 2	Helena	MT	59601	USA								
Human Resource Development Council Of District Ix Inc	http://www.thehrdc.org	(406) 587-4486	EIN 81-0350886	32 Stracy	Bozeman	MT	59715	USA	Human Service Organizations, Human Services	Hrdc is a private not-for-profit community action agency	Health, nutrition and senior citizens - see schedule o for complete description.   energy programs - see schedule o for complete description.   housing - see schedule o for complete description.					
Havre Day Activity Center Inc	http://www.havredaycenter.com	(406) 265-5506	EIN 81-0346788	Po Box 1847	Havre	MT	59501	USA	Developmentally Disabled Centers, Disabilities, Human Services	Havre day activity center, inc. Is a private non-profit organization using services and supports to promote individuality, choice, and a higher quality of life for people with developmental disabilities.	The center provided residential services to 38 developmentally disabled adults, day service and shelter work for 37 developmentally disabled adults, supported employment for 9 developmentally disabled adults and community support for 3 developmentally disabled adults. In 2014, the residential service was provided 365 days. Day/work services were opened 255 days in 2014. Case managers and hdac staff reviewed services provided for each client throughout year. Clients set personal goals and any changes in client needs are addressed at these meetings. Nursing services were also provided to monitor clients with special conditions and administer medication.					
Montana Economic Revitalization And Development Institute Inc	http://www.merdi.org	(406) 782-0463	EIN 81-0349571	65 E Broadway Street	Butte	MT	59701	USA		Conduct energy research, commercialization for technology transfer & support economic development.	Efforts to develop and commercialize energy and waste technology to increase jobs in the region and restore land  rehabilitate historic structure for commerical use & data center to support economic development					
Tibetan Language Institute	http://www.tibetanlanguage.org	(406) 961-5131	EIN 95-4594379	1246 Hollywayne Ln	Hamilton	MT	59840	USA	Arts & Culture, Humanities	Preserve tibetan culture and language	Contributes to the preservation of tibetan culture by translating text and teaching the tibetan language					
Ecology Project International	http://www.ecologyproject.org	406-721-8784	EIN 91-2163952	315 South 4th Street East	Missoula	MT	59801	USA	Animals, Environment, Environmental Education, Natural Resources Conservation & Protection, Protection of Endangered Species	Ecology Project International improves and inspires science education and conservation efforts worldwide through field-based student-scientist partnerships.	EPI inspires and improves science education efforts worldwide through field-based student-science partnerships. By engaging youth from Latin America and the U.S. in hands-on collaborative science and conservation projects that protect species and habitat in five countries, EPI bridges the gap between cultures and empowers the next generation of conservation leaders. We make a difference in the world one student at a time, fostering personal transformation of our students as they reconnect with the land and each other through our projects. EPI's vision is to create an ecologically literate society where the world's youth are empowered to take an active role in conservation.	High school students, ages 14-18, with special emphasis on youth that reside near our program sites.	Belize, Costa Rica, Ecuador, Mexico, and Montana	Over the last 16 years, EPI has involved more than 28,000 students and teachers worldwide in conservation and science education at our five field sites. Of these participants, more than 89% were local residents that live near our project sites and received scholarship funds to participate.	4,900	
Western Montana Fund Raisers Association	http://		EIN 81-0472644	Po Box 3155	Missoula	MT	59806	USA								
Bozeman Christian Reformed Church	http://		EIN 81-6035544	324 N 5th Ave	Bozeman	MT	59715	USA								
Marguerite L Overland Charitable Trust	http://	(406) 255-5000	EIN 81-6074482	First Interstate Bank Po Box 30918	Billings	MT	59116	USA	Named Trusts, Philanthropy	The sole purpose of this organization as a section 509(a)(3) supporting organization is to provide funds from investments for designated 501(c)(3) organizations.	Schedule of supported organizations and amounts of support provided during 2012 as designated by trust agreement:intermountain planned parenthood, inc $ 10,857family service, inc. $ 8,685sweet grass county high school for scholarship fund $ 6,948south central montana regional mental health center $ 2,171sweet grass county for pioneer nursing home $ 4,343montana rescue mission $ 4,343animal welfare league of mt $ 3,908mental health foundation, inc. $ 2,171					
Judith Basin Senior Citizens Center	http://		EIN 81-0407292	Po Box 127	Roundup	MT	59072	USA	Human Services, Senior Centers, Seniors							
Ryland K M Foote Memorial Trust	http://		EIN 81-6081048	3597 Hwy 284	Townsend	MT	59644	USA	Arts & Culture							
MONTANA NONPROFIT ASSOCIATION INC	http://www.mtnonprofit.org	406-449-3717	EIN 73-1654969	PO Box 1744 432 N. Last Chance Gulch	Helena	MT	59624	USA	Nonprofit Management	To promote a stronger nonprofit sector, supportive public climate, and the ability of nonprofits to accomplish their missions.	Advocacy and public policy, cost-saving business products for nonprofit organizations, training and other professional development resources,  research and information of value to the nonprofit industry, supporting connections and partnerships within and outside of the nonprofit sector, and promoting philanthropy.	strengthen Montana's nonprofit sector	Montana	More than 1,000 nonprofit leaders participate in our educational workshops and conference sessions each year. Our member organizations save more than $800,000 per year on administrative costs through our discount business products. MNA has emerged as the voice for Montana's nonprofit sector, and has been instrumental in significant public policy successes, including the renewal of Montana's charitable endowment tax credit.	more than 630 charitable nonprofit member organizations as well as the larger nonprofit industry in Montana.	
Nami-Billings	http://www.namibillings.org		EIN 81-0507324	3333 2nd Ave N Ste 150	Billings	MT	59101	USA	Mental Health, Mental Health Disorders	Nami - billings works to educate, advocate and support all those affected by mental illness	Nami-billings educates, advocates and supports all those affected by mental illness. Nami-billings offers support groups and educational programs for people with mental illness, their family members and the general public. We offer our services free of charge to our participants. For many people suffering with mental illness, nami-billings is a virtual life-line, offering tools and hope for a productive and happy life. We make positive changes to the public's perception of mental illness and provide accurate information about the personal, social and economic challenges faced by people living with mental illness. During 2014 nami-billings had 1127 support group attendees, had 4 graduates of our peer to peer class and 33 graduates of our family to family class, made 11 community presentations reaching 258 people and provided youth support through a teen peer group a total of 50 times.					
Montana Association Of Weavers And Spinners	http://		EIN 81-0400439	446 Tabriz Dr	Billings	MT	59105	USA								
Sweet Grass Community Hospital Inc	http://		EIN 81-0262644	P.O. Box 208	Big Timber	MT	59011	USA	Health, Hospitals							
FAMILY PROMISE OF GALLATIN VALLEY INC	http://www.familypromisegv.org	(406) 582-7388	EIN 11-3739588	PO Box 475	Bozeman	MT	59771	USA	Emergency Assistance	Provide shelter and opportunities to homeless families with children	shelter and case management services that help them get the skills they need to regain their independence, and stay independent.  We use an Interfaith Hospitality Network model that incorporates 21 faith-communities and over 1,500 trained volunteers.	homeless children and their families	the Gallatin Valley		65 individuals, 19 families with 38 kids under 18 years	
Calvary Chapel Of The Flathead Valley	http://		EIN 81-0412079	Po Box 1439	Bigfork	MT	59911	USA								
Bigfork Christian Church	http://		EIN 81-0368267	110 Shawnee Dr	Bigfork	MT	59911	USA								
Mt Powell Baptist Church	http://		EIN 81-0427883	509 W Milwaukee Ave	Deerlodge	MT	59722	USA								
Libby Community Interagencies Inc	http://		EIN 81-0431747	Po Box 390	Libby	MT	59923	USA								
Eagle Mount Great Falls	http://www.eaglemount.net	406-454-1449	EIN 81-0498964	P.O. Box 2866	Great Falls	MT	59403	USA	Human Services	The mission of Eagle Mount Great Falls is to provide therapeutic and recreational activities for children and adults with physical, developmental, behavioral and/or mental challenges, striving to improve the quality of life for them and their families.	Tippy Toes - Movement, Music, & Play Creative Movement for Children with Special Needs (ages 6 weeks - 4 years old)Tippy Toes is a physical session for both parent and child. By exploring our child's movement patterns we enrich our understanding of their world and develop new ideas of communicating and supporting them on their journey.  Tippy Toes program focuses on: Creative movement taught through rhyme and chanting games, musical instrument playing, exercising important movement patterns for brain growth, working with props, and just enjoying your child for who he or she is and who he or she is becoming.					
Trout Unlimited	http://		EIN 52-1269840	296 Joyland Rd	Lewistown	MT	59457	USA	Environment, Natural Resources Conservation & Protection, Pollution Abatement & Control, Water, Water Resources, Wetlands Conservation & Management	Founded in 1959, TU is the leading conservation organization dedicated to conserving, protecting, and restoring, North America's trout and salmon fisheries and their watersheds. Our 100,000 members are organized into 450 local chapters nationwide.  These volunteer chapters are the "watchdogs" of their local rivers and streams.  They conduct stream restoration projects, monitor legislation, and fight for "fish friendly" policies with state and local officials.  Through its Washington DC-based national headquarters, TU conducts valuable scientific and economic research to foster more enlightened trout and salmon management practices, lobbies to strengthen environmental legislation like the Clean Water Act and Endangered Species Act, and provides a voice for its 100,000 members.						
Stumptown Historical Society Of Flathead County Inc	http://stumptownhistoricalsociety.org		EIN 81-0406403	500 Depot St Ste 101	Whitefish	MT	59937	USA		The organization is committed to preserving the history of whitefish, mt and the flathead valley for the present and the future.	Renovation and maintenance of the historic railroad depot and maintaining an historical museum.					
Pondera Medical Center	http://		EIN 51-0188844	805 Sunset Boulevard	Conrad	MT	59425	USA	General Hospitals, Health							
Frances Mahon Deaconess Hospital Foundation Inc	http://fmdh.org	(406) 228-3500	EIN 81-0406872	621 3rd St S	Glasgow	MT	59230	USA		The mission of the frances mahon deaconess hospital foundation is to provide financial support to frances mahon deaconess hospital and other medically needed projects in valley county, ensuring that the medical services provided are of the highest quality.	Distributions were made to various organizations for the use in purchasingmedical equipment.   provide scholarships to promote education in the medical field.					
Montana School For The Deaf And Blind Foundation	http://msdb.mt.gov/foundation.html	(406) 771-6000	EIN 81-0405850	3911 Central Ave	Great Falls	MT	59405	USA	Children & Youth, Children & Youth Services, Education, Special Education	The foundation provides funds for programs that help prepare montana school for the deaf and blind students for independent lives.	The organization's purpose is to benefit children and youths with vision or hearing loss who are students of, or served by, the montana school for the deaf and blind. In order to accomplish this purpose, the corporation is authorized to accumulate and provide a fund, or funds, to be invested and reinvested, and to use the income and principal thereof to create a pleasant, homelike setting for students living away from home; provide programs and support to develop and enhance social skills; provide career training and preparation; encourage support and training of school graduates at the post-secondary level; encourage family involvement in student educational and social development; and provide other programs that enable students to take their rightful place as productive members of society.					
Church Of Christ Of Laurel Montana Inc	http://		EIN 81-0439595	419 Pennsylvania Ave	Laurel	MT	59044	USA								
Montana Wildlife Federation	http://www.montanawildlife.com	(406) 458-0227	EIN 81-0303948	Po Box 1175	Helena	MT	59624	USA	Animals	Montana wildlife federation is an organization of conservation minded people who share a mission to protect and enhance montana's public wildlife, lands, waters, and fair chase hunting and fishing heritage.	Member newsletter, membership meetings including board meetings & staff time to support programs, advocacy for wildlife habitat & wildlands through responses to state & federal agencies & public education					
Yellowstone Bluegrass Association Inc	http://		EIN 81-0517080	Po Box 23143	Billings	MT	59104	USA	Education, Student Services							
GALLATIN VALLEY LAND TRUST	http://www.gvlt.org	406-587-8404	EIN 81-0464513	212 S. Wallace Ave.	Bozeman	MT	59771	USA	Environment, Farmland Preservation, Food, Land Resources Conservation, Parks & Playgrounds	The Gallatin Valley Land Trust is a non-profit member organization dedicated to the conservation of open space, agricultural land, wildlife habitat and the creation of public trails in and around Gallatin County.	support for conservation of working farms and ranches, healthy rivers, and wildlife habitat, and the creation of trails in the Montana headwaters of the Missouri and Upper Yellowstone Rivers.	conserve open space and build trails	Gallatin Valley and surrounding communities	Since our founding in 1990 we have helped conserve over 67 square miles of land in Gallatin Valley and the surrounding communities through partnerships with private landowners, sustaining stewardship of family lands using voluntary conservation agreements. Through public and private partnerships GVLT has helped expand the Main Street to the Mountains trail system to over 80 miles in length, providing recreation, transportation and a connection to nature.	conserve land and build trails	
Psi Chi The National Honor Society In Psychology	http://www.psichi.org		EIN 81-6014134	32 Campus Drive 1584	Missoula	MT	59812	USA	Mental Health, Mental Health & Crisis Intervention	Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.						
The Parenting Place	http://www.parentingplace.net/		EIN 	1644 S. 8th St. W	Missoula	MT	59801	USA			Respite child care and children's programs, parenting classes, parent aide program, support and other resources.	prevent child abuse				
BITTERROOTERS FOR PLANNING	http://www.bitterrooters4planning.com		EIN 81-0512375	P.O. Box 505	Corvallis	MT	59828	USA	Homeless & Housing, Housing & Shelter	Responsible county planning	Bitterrooters for planning is dedicated to protecting our natural infrastructure and promoting land use planning that helps secure the quality of life in the bitterroot valley.					
Big Sandy Historical Society Inc	http://		EIN 81-0449351	Po Box 301	Big Sandy	MT	59520	USA								
Rocky Mountain Ski Race Officials Inc	http://		EIN 84-1114775	1305 Saint Johns Ave	Billings	MT	59102	USA	Sports, Winter Sports							
Bozeman Film Festival Inc	http://bozemanfilmsociety.org	(406) 585-8881	EIN 81-0420983	111 S Grand Ave Ste 112	Bozeman	MT	59715	USA		Bozeman film society's (bfs) purpose is to serve and enrich the bozeman, montana community by bringing the best independent films, documentaries and world cinema to an audience that would otherwise not have access to them on a big screen.	The bozeman film society (bfs) is the gallatin valley's premiere source for screenings of newly released independent, foreign language and documentary feature films. The bfs also offers special programming					
Cabinet Resource Group	http://		EIN 81-0451463	Po Box 238	Heron	MT	59844	USA	Environment, Natural Resources Conservation & Protection							
