name	url	telephone	tax_num	street	locality	region	postcode	country	Mission	Geographic areas served	Causes	Results	Target demographics	Direct beneficiaries per year	Programs
Fundacion Biblioteca Rafael Hernandez Colon Inc	http://www.rafaelhernandezcolon.org	(787) 259-0421	EIN 66-0490323	Po Box 332030	Ponce	PR	00733	USA	Provide access to the documents related to former governor rafael hernandez colon and former lady lila mayoral wirshing. Promote historical and scientific investigation regarding economic, social and political events of puerto rico. Draw up civic action proposals that may contribute to the betterment of our country. Develop ideas that will encourage innovations.						Gubernatorial library - serve as an archive for documents, records and all kind of objects, such as video and audio tapes related to the performance of former governor rafael hernandez colon as a public servant and former lady lila mayoral wirshing  n/a  n/a
Caribbean Food Bank	http://www.secondharvest.org		EIN 66-0444332	PO Box 2989	Bayamon		00960		America's Second Harvest is the nation's largest domestic hunger-relief organization. We are a national network of over 200 food banks and food-rescue programs that distribute donated food through 50,000 charitable agencies to hungry Americans. America's Second Harvest distributes food to 23.3 million hungry people each year.		Food, Food Banks & Pantries, Food Programs				
Iglesia Carismatica Dios Con Nosotros Inc	http://		EIN 66-0528536	Po Box 1453	Vega Alta	PR	00692	USA							
Evangelical School For The Deaf	http://www.esdluquillo.com	(787) 889-3488	EIN 66-0290926	Hc-01 Box 7111	Luquillo	PR	00773	USA	Education for deaf children		Education, Special Education				Classroom & library & educational instruction to 12 deaf/hard of hearing students ages 3-21. Community sign language courses. Family counseling and support. Asl interpretation as required.   each of our 4 workers are volunteers supported by donations from various individuals and organizations. Provide educational services on site as well as maintenance of the school grounds and buildings.   transportation of students on a daily and/or weekly basis. Transportation to field trips, classes, and outside activities. Maintain 3 vehicles in working order.
Abc Infantil Inc	http://		EIN 66-0514087	Urb Alturas De Aguada St D-24	Aguada	PR	00602	USA			Child Day Care, Children & Youth				
Escuela De Artes Plasticas Y Diseno De Puerto Rico	http://		EIN 66-0478120	Po Box 9021112	San Juan	PR	00902	USA			Education, Undergraduate Colleges				
Oficina Pro Ayuda A Personas Con Impedimentos Inc	http://		EIN 66-0582060	Po Box 1089	Rio Grande	PR	00745	USA	Local residents without econ/r		Centers to Support the Independence of Specific Populations				
Casa De Ninos Manuel Fernandez Juncos Inc	http://		EIN 66-0191935	Po Box 9020163	San Juan	PR	00902	USA							
VolNepal	http://www.volnepal.org	977-1-6613724	EIN 	Nayabazar Kathmandu Meiphi	Kathmandu		00977	Nepal	We work to assist and improve the welfare of the underprivileged in our society and work includes community rural sustainable development, education and capacity building, information communication, technology, literacy, economically self sustaining activities, women and children, and consultancy.	Kahtmandu valley, Chitwan					
Hpm Foundation Inc	http://		EIN 66-0437924	2016 Ave Borinquen	San Juan	PR	00915	USA			Community Clinics, Health				
