name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Direct beneficiaries per year	Target demographics	Geographic areas served	HandReach works at three levels:	Individuals:	Institutions:	Society:	TO	GirlsEyeView	Get Up Get Down	Video Vanguards
HOPE FOR LIMPOPO INC	http://www.hopeforlimpopo.org	413-529-2572	EIN 72-1614178	3 W Green Street	Easthampton	MA	01027	USA	International, International Relief	Hope for Limpopo, Inc. promotes women and children's safety, education and wellbeing through support of projects and capacity building programs dictated by the needs of the local community in and around Limpopo Province.	Vhutshilo Mountain School, Thohoyandou Victim Empowerment Program, Tshilidzini Special School		17	Women and Children affected by HIV/AIDS in the Limpopo Province of South Africa.	Limpopo Province, South Africa								
Vested Interest in K9s Inc	http://www.vik9s.org	(508) 824-6978	EIN 27-0872182	PO Box 9	East Taunton	MA	02718	USA	Animal Protection & Welfare, Animals	Vested interest in k-9s, inc. Is a 501c(3) non-profit fundraising organization dedicated to providing state of the art bullet and stab protective vests, made in the united states of america, and other assistance, to k-9's of law enforcement throughout the country.	In relation to the mission vested interest in k9s, inc. , in fy2014, has purchased 412 vests with the funds raised through contributions, grants and fundraising events.   in relation to the mission vested interest in k9s, inc. , in fy2014, has assisted k-9's with the funds raised through contributions, grants and fundraising events.			outfit law enforcement dogs with ballistic vests	the United States								
Feminists Against Academic Discrimination Inc	http://		EIN 36-4574836	6 Sachem Dr	Brewster	MA	02631	USA	Centers to Support the Independence of Specific Populations														
Facioscapulohumeral Society	http://www.fshsociety.org	781-301-6060	EIN 52-1762747	450 Bedford St.	Lexington	MA	02420	USA	Birth Defects & Genetic Diseases Research, Health, Nerve, Muscle & Bone Diseases Research	Be the premier catalyst for connecting all the stakeholders. Promote research focused on FSHD, through thought leadership, networking and funding.	grant funding for FSHD research; outreach, education and support for patients and families; advocacy for FSHD patients' interests with the federal government and funding organizations.	Thousands of FSHD patients and families served. Over $4.4 million in grants to fund scientific and medical research. Seed grants led to the discovery of the genetic mechanism of FSHD.	3,000 patients and funded over a dozen research studies.	patients, families, researchers and clinicians with an interest in FSH muscular dystrophy	all regions of the world								
Dress for Success Boston	http://www.dressforsuccess.org/boston	(617) 779-2177 	EIN 04-3554741	The Family Justice Center 989 Commonwealth Avenue	Boston	MA	02215	USA	Employment, Human Services, Job Training	To promote the ecomonic independence of disadvantaged women by providing professional attire, a network of support and the career development tools to help women thrive in work and in live.	WE PROVIDE interview appropriate suits and accessories free of charge to disadvantaged women who are entering or re-entering the job market. We work with a diverse population of women who come from many different backgrounds. However, they all share one important quality in common: they all are highly motivated to change their lives for the better and we exist to assist them in doing so.   WHEN  A WOMAN comes to us for interview clothing, we provide her with a suit and all the accessories necessary to create a professional image. As soon as she has found a job, each woman is welcome back for a follow-up appointment designed to assist her in building a professional wardrobe.   A PROFESSIONAL SHOPPER from our group of volunteers is assigned to work with each woman who comes in for an appointment. Between the nurturing and support that they receive from our volunteers and the knowledge of how good they look in their new outfits, the women invariably leave Dress for Success with a new-found faith and confidence in their ability to succeed in their aspirations.												
National Cfids Foundation Inc	http://www.ncf-net.org		EIN 04-3350621	103 Aletha Rd	Needham	MA	02492	USA	Health, Public Health, Voluntary Health Associations & Medical Disciplines	The National CFIDS Foundation, founded in 1997, grew out of the need of having an illness misunderstood due to the trivializing name.  We fund grassroots research and is, currently, the only national organization still funding private research continuously since our inception in this medical area of CFS/CFIDS/ME.													
The Greater Boston Food Bank, Inc.	http://www.gbfb.org	617.427.5200	EIN 04-2717782	70 South Bay Avenue	Boston	MA	02118	USA	Food, Food Banks & Pantries, Food Programs	To help end hunger in eastern Massachusetts.	The Greater Boston Food Bank plays a unique role in the fight to end hunger by efficiently sourcing and distributing more than 34 million pounds of food and grocery products to approximately 550 member hunger-relief agencies serving as many as 545,000 people every year. We provide life-changing sustenance for one in thirteen residents of the nine counties of eastern Massachusetts. We work tirelessly to ensure that the food we distribute is as nutritious as possible to enable those in need to lead healthy, productive lives. We also engage members of our community to find their role in the fight to end hunger, whether it be by giving money, food, time, or some combination of the three.		The Food Bank serves as many as 545,000 people annually.		9 counties - Barnstable, Bristol, Dukes, Essex, Middlesex, Nantucket, Norfolk, Plymouth, and Suffolk								
Flying Kites	http://www.flyingkites.org	5082129831	EIN 20-5946832	51 Melcher Street	Boston	MA	02210	USA	Children & Youth, Children & Youth Services	Flying Kitesignites the potential of vulnerable Kenyan children.	When you put exemplary care and a competitive education in the hands of critically-poor children, stories are rewritten. At Flying Kites, we are igniting the potential of vulnerable Kenyan children in our Home, School, and LaunchPad. Through our emphasis on health and development, academic achievement, social intelligence, and life skills, our students are empowered  to not only improve their own lives, but change the world.				Kenya								
Massachusetts Society For The Prevention Of Cruelty To Animals	http://www.mspca.org	(617) 522-7400	EIN 04-2103597	350 S Huntington Ave	Boston	MA	02130	USA	Animal Protection & Welfare, Animals, Veterinary Services	The mission of the mspca is to protect animals, relieve their suffering, advance their health and welfare, prevent cruelty and work for a just and compassionate society.	Our angell medical centers in boston and waltham treated 66,501 animals in 2014. Emergency care was provided to 16,665 patients at angell. There were 15,679 surgeries performed, 1,142 animals received advanced imaging, 4,247 ultrasounds were performed and 859 dental surgeries were performed. Eighty-five full-time vetenerians, many of them board certified in various specialities, provide clinincal excellance enhanced by state-of-the art technologies. Angell animal medical centers have earned the accredition of the american animal hospital association, and stand proudly among the best vetinary hopsitals in the country.   our three animal care and adoption centers take in and adopt out thousands of homeless animals every year - cats, dogs, rabbits, birds, turtles, and all kinds of small animals. In 2014, 7,601 animals were placed into loving homes; our network of 510 foster homes provided care for animals who were not quite ready for adoption; 1,450 volunteers donated their time to help with animal care, special events and office work; 2,354 people and their dogs attended training and agility classes; 566 people attended 20 training classes for equine and large animal rescue; our equine ambulance staff traveled to 7 sport horse events throughout the us and canada to provide support and medical care for horses; and our nevins summer camp provided an educational experience for about 348 school children. 702 preschoolers attended the "little bookworms" story hours in boston and at nevins farm. In addition to finding homes for homeless animals, our adoption centers strive to provide their surrounding communities with animal-related information and assistance in order to help create a more compassionate society.   our mspca law enforcement officers, fully commissioned by the commonwealth of massachusetts, meet a host of challenges every day in their quest to make this a better world for animals. During 2014, our law enforcement officers investigated 1,883 complaints about alleged abuse or neglect, resulting in 662 warnings; performed 2,895 case re-checks to ensure compliance; accepted the voluntary surrender of 1543 animals; participated in 724 educational or advisory sessions with animal owners and made 355 court appearances.   advocacy - our advocacy team works to improve animal protection laws and regulations. Their work is sustained through our volunteer animal action team members who write letters, make phone calls, attend lobby days at the state house, and meet with legislators to help improve the lives of animals. Snap - our spay/neuter assistance program (snap), as part of an effort to meet this challenge effectively, collaborates with the massachusetts veterinary medical association to offer reduced-cost pet sterilization to low-income pet owners by means of a discount certificate redeemable at participating veterinary practices.												
Nick Perry Memorial Foundation	http://		EIN 27-3737662	202 Prince Rd	Southbridge	MA	01550	USA	Philanthropy														
Country Dance & Song Society Inc	http://www.cdss.org		EIN 04-3031125	116 Pleasant St Ste 345	Easthampton	MA	01027	USA	Arts & Culture	Our mission is to provide programs and resources that support individuals and communities interested in participating in, preserving, and promoting English and Anglo-American traditional music, dance, and song.													
Tanzania School Foundation	http://www.tanzaniaschoolfoundation.org	781 718 4307	EIN 26-2523039	2 Canton Street, Ste 222	Stoughton	MA	02072	USA	Education, International, International Academic Exchange, International Relief, Primary & Elementary Schools	Fighting poverty through education in Tanzania.	The School of St. Nicholas, providing a free education to some of Northern Tanzania's poorest children and providing a market for creative and new hand made items	In 2015, 34 students were educated at our school; The school of St. Nicholas.  Our building project is underway. Our additional classrooms should be complete in 2016.  We anticipate over 45 students to be enrolled in the 2016!	100	fight poverty one classroom at a time	Tanzania - East Africa								
Project New Hope Inc.	http://www.projectnewhopema.org	774-243-7859	EIN 27-4555998	70 James Street, Suite 157	Worcester	MA	01603	USA		Project New Hope Inc provides free weekend retreats to Active duty, National Guard and Reserve soldiers and their families. Almost all of these heroes share one thing in common, returning home and adjusting to civilian life was, and is very challenging for both the Veteran and their families. Many of them return with injuries, both seen and unseen, which make the transition even more difficult. Some suffer from depression and turn to addiction or worse, suicide.	We are dedicated to helping all Veterans, and their families, with the transition from military life to civilian life with retreats for Women & Male Veterans, Married & Gold Star families. We have on hand VA, VET Center and private practice therapist to deal with Marital & family issues, PTSD, TBI, MST and other conditions related to military service.	Since starting in January 2011 we have provided free weekend retreats to include the first-ever weekend retreat in Massachusetts for Women & Male Veterans and Gold Star Families. In 2013 we will be hosting free weekend retreats in all 6 New England States.	Wounded Warriors, Active, National Guard,Reserve and veterans from all eras	Veterans and their families	New England								
Institute for International Cooperation and Development, Inc.	http://www.iicd-volunteer.org	(413) 458-9466	EIN 22-2778876	1117 Hancock Road PO Box 520	Williamstown	MA	01267	USA	Economic Development, Education, International, International Development, International Economic Development, Microfinance, Philanthropy, Voluntarism Promotion	The Institute for International Cooperation and Development was founded in 1986 by Eric Newman to address the issues of Third World poverty, education, health and environment, and the low awareness of Third World issues in the US.  IICD has sent almost 1400 volunteers overseas to work in community development projects in ten countries during the past ten years. IICD programs include: 1) an intensive/live-in 2-6 months training period for volunteers, including language, culture, technical skills, and fundraising, 2) 5-12 month international period working in a Third world community development project and 3) 2 month follow-up dedicated to public education projects in the United States.	IICD offers programs designed to provide a comprehensive introduction to global issues of developing countries, development, education and inter-cultural understanding.  IICD seeks to promote global understanding through involving volunteers in assistance to communities in developing countries. Currently IICD runs six global education programs: Central america (9 months) includes working in preschools and educational programs, health education, and improving the economy of families; Angola Zambia. Mozambique and South Africa (12 months) includes work in rural areas in a project position doing childcare, literacy training, tree planting, farm extension, latrine building etc...Mozambique (20 months) includes 12 months teaching in vocational schools, teacher training colleges or schools for street children; and Brazil (9 months) includes travel and work in rural and urban communities.												
Provincetown Art Association and Museum Inc	http://www.paam.org	508-487-1750	EIN 04-2210747	460 Commercial Street	Provincetown	MA	02657	USA	Art Museums, Arts & Culture	The objects and purposes of this association shall be to promote and cultivate the practice and appreciation of all branches of the fine arts, to assemble in Provincetown and environs a collection of works of art of merit, to hold exhibitions, and by forums, concerts and similar activities to promote education of the public in the arts and social intercourse between artists and laymen. To these ends, it shall operate strictly within its charter as a non-profit, educational, artistic and cultural organization.	PAAM offers nearly 200 events per year including 30+ exhibitions, classes, concerts, lectures, symposia, workshops, a film series, 2 consignment auctions, a silent auction, a secret garden tour and a benefit gala. The Museum School at PAAM offers studio art instruction for all ages:a nationally recognized student curating program for Cape Cod elementary and high school students; portfolio development courses accredited through Cape Cod Community College that lead to a four-year degree; 60+ weeklong summer classes.				Cape Cod								
Ellis Memorial and Eldredge House Inc	http://www.ellismemorial.org	617-695-9307	EIN 04-2104168	P.O. Box  170310	Boston	MA	02117	USA	Education, Neighborhood Centers, Preschools, Senior Centers, Seniors	Ellis Memorial, Bostons first settlement house, has been caring for children, disabled adults, elders, and families who live and work in the South End and adjacent neighborhoods since 1885. We offer high quality educational, social, and health support services to individuals and families in need within a safe, nurturing, diverse environment.	Adult day health program - serves frail, elderly, and disabled adults in a group setting using a medically based model providing nutritional, social and medical services as prevention for those at risk of otherwise being institutionalized. 93% of funding for this program was provided by third-party medicaid reimbursements. The program served 47 adults and their families for the fiscal year ending 6/30/14.   preschool - serves children between the ages of 2. 9 years and 5 years old providing early education in a classroom setting along with nutritional, social, emotional and family support services. 61% of funding for this program was provided by government contracts. The program served 86 children and 56 families for the fiscal year ending 6/30/14.   infants and toddlers - serves children under the age of 3 years providing early education along with nutritional, social, emotional and family support services. 61% of funding for this program was provided by private payers. The program served 89 children and 60 families for the fiscal year ending on 6/30/14.				boston area								
Community Resources For Justice Inc	http://www.crj.org	(617) 482-2520	EIN 04-3461434	500 Harrison Ave Ste 1f	Boston	MA	02118	USA	Crime & Law, Half-Way Houses for Offenders & Ex-Offenders, Inmate Support, Rehabilitation Services for Offenders	Crj supports our most challenged citizens. We work with individuals in, or at the risk of being in, the adult or juvenile justice systems; individuals transitioning out of these systems back to their communities; and people with developmental disabilities requiring intensive support to be part of the community. Our unique mix of innovative services, advocacy for system improvement, research and publications builds the capacity of people we care for to live safe, productive lives. Our communities enjoy increased safety and improved quality of life. Our workforce performs at the highest level, possessing the skills and knowledge that ensure a strong positive impact on our clients, our communities and our profession.	Community strategies - massachusetts (csma), a division of community resources for justice, provides comprehensive community based residential, vocational and clinical services in a highly supervised therapeutic environment to dually diagnosed individuals with behavioral challenges. Since its inception in 1993, the program has evolved into a specialized service provider with unique expertise in serving individuals with intellectual and developmental disabilities and psychiatric disorders, as well as those with past involvement in the criminal justice system. With an emphasis on positive behavior supports, the goal of csma is to provide these individuals with the opportunity to live happily and comfortably within the community while maintaining a safe, high quality and cost effective program. Csma operates thirty homes and 21 shared living arrangements in 24 communities. Presently, the program's primary funding source is the massachusetts department of developmental services. Funding is also provided by the department of mental health, the massachusetts rehabilitation commission, department of children and families and out-of-state agencies. Csma maintains the safety of our individuals and members of the community while teaching individuals the skills they need to function more independently. We are successful when individuals learn necessary social and life skills, have greater opportunities for inclusion in the community, secure meaningful employment and require less external structure. We provide a continuum of supports - ranging from group programs with 24/7 supervision, through shared living with a provider, to case management where the individual lives alone with minimal services. We have been successful in supporting individuals move into situations requiring less support. In the last two years, we have placed a dozen individual from programs into shared living situations, and have supported three other clients who require case management or only intermittent supervision. In the last two years, we have seen a marked increase in the number of individuals who have gotten or maintained jobs and/or who have required less job coaching to be successful. Our individuals increasingly attend community college, formally study for their ged, take vocational classes, and attend religious study classes. Many more of our individuals have developed quality personal relationships with members of the community. This increased community involvement has been accompanied by a high level of demonstrated proactive social skills, community awareness, and safe behavior.   social justice services (sjs) consists of adult correctional programs and a residential youth program. As with all of crj's programs, sjs services adhere to our treatment culture philosophy and guiding principles: we welcome change; we listen; we focus on behavior; and we offer choices. Crj's adult correctional programs provide services to men and women who are involved with federal, state, and county correctional system and parole and probation agencies. Our goal is to assist our clients to reenter their communities as productive and contributing citizens. Based on a comprehensive assessment, our programs provide assistance with transitional issues including employment, housing, addictions, family support, counseling and treatment. Working with over 1,000 residents per year, crj's adult programs offer a balance of accountability and service options. The intent is to enable these men and women to break out of the cycle of gangs, crime, and incarceration, and create a new cycle of personal responsibility and positive community engagement. Crj's residential youth program works with youth aging out of the supervision of the department of children and families. These are 18 to 22 year old young men who exhibit challenging behaviors due to trauma-based diagnoses, cognitive disabilities, and/or intellectual challenges. They may be eligible for dmh or dds services, but not until they turn 22 years of age. Our program appreciates all of our residents' unique qualities, strengths, and abilities. By building on those resident centered abilities, they will gain the potential to live healthy and productive lives, and achieve their full potential. Our education support and enrichment program works with all sjs programs. For clients, they provide a variety of life skills, educational and creative arts groups and classes. This includes coordinating interns and mentors from local colleges and universities to work with our residents. For staff, they coordinate and facilitate training opportunities: basic training for newly hired staff, core competency and new training for all.   the crime & justice institute (cji) at community resources for justice (crj) works with local, state and federal government agencies and criminal justice organizations to improve public safety and the delivery of justice throughout the country. With a reputation built over many decades for innovative thinking, unbiased issue analysis, and a client-centered approach, cji assists organizations achieve better, more cost-effective results for the communities they serve. Our team brings decades of experience developing evidence-based, data-driven policies, managing complex processes with diverse stakeholders, and driving systems-level organizational change. Cji's energetic staff and network of consultants come from a variety of backgrounds in the criminal justice, public administration and social science fields.												
The Jenney Grist Mill, Inc.	http://www.jenneygristmill.org	508-747-4544	EIN 90-0133398	48 Summer Street	Plymouth	MA	02360	USA	Arts & Culture, Historical Organizations, History Museums, Museums, Science & Technology Museums	Our mission is to educate the general public and students regarding the historic, agricultural, and economic significance of the 17th Century Mill and it's influence on our country today.	Discover Plymouth's History - A Historic Walking Tour Forefather's Monument Tour - A Story of Faith Pilgrim Economics - the Beginning of Industry and Free Trade	We have worked on raising awareness of who we are by using social media sites, travel sites, and our web site.  We are very pleased with the increase in the number of visitors who have come because of these sites.	10-12,000 people	We attract a number of families, students, adult groups, couples and individual travelers interested in learning US history.									
Youthbuild USA, Inc.	http://www.youthbuild.org	617-623-9900	EIN 22-3076454	58 Day St	Somerville	MA	02144	USA	Children & Youth, Youth Development Programs	To unleash the positive energy of low-income young people to rebuild their communities and their own lives with a commitment to work, education, responsibility, and family.	Incorporated in 1990, youthbuild usa has been since 1994 the federal government's primary contractor for training, technical assistance, and quality assurance for youthbuild grantees, first under the u. S. Department of housing and urban development, now under the u. S. Department of labor. In 2014, youthbuild usa provided technical assistance through site visits and telephone calls to dol youthbuild grantees, including new dol youthbuild grantees. Youthbuild usa conducted several webinars for dol youthbuild grantees; provided online reference materials, particularly for green building; and help-desk service for data management systems.   youthbuild usa raises public and private funds for local youthbuild affiliates which are regranted by youthbuild usa to enhance program capacity, provide operational funding, and support the development and implementation of additional innovative program initiatives, such as the career development, diploma-granting schools, green, mentoring, postsecondary education, and rural initiatives. In 2014, youthbuild usa made $10. 9 million in grants to 118 affiliated youthbuild programs in the united states that engaged over 3,500 students, who assisted in building or rehabbing 1,300 units of affordable, increasingly green housing in their communities and an estimated 1. 0 million hours of service were earned by 3,000 youthbuild americorps members. Youthbuild usa held 50 training events and webinars attended by more than 900 staff members to each of the local youthbuild programs receiving pass-through grants from youthbuild usa, as well as dol youthbuild grantees.   youthbuild international, a division of youthbuild usa, works with partners around the world to build a global network of programs dedicated to inspiring, preparing, and connecting the world's unemployed young people to viable livelihood opportunities for themselves and their families, including youth entrepreneurship. Young people in youthbuild international programs transform their communities by creating or upgrading community assets such as housing, schools, community centers, clinics, and playgrounds. Youthbuild international assists local and international ngos, governments, and private sector partners to adapt and replicate the youthbuild model to engage unemployed young people who confront numerous barriers, including limited formal education, health issues, violence, gang involvement, natural disasters, forced migration, homelessness, family poverty, and substance abuse. In 2014, 100 youthbuild international programs in 16 countries engaged over 7,000 young people.	Since 994, 100,000 YouthBuild students have built 20,000 units of affordable, increasingly green, housing.	10,000 students	We work with low-income young people ages 16-24.  There are now 273 YouthBuild programs in 45 states, Washington, DC, and the Virgin Islands.	National and International Programs								
Baypath Humane Society Of Hopkinton Inc	http://www.baypathhumane.org	(508) 435-6938	EIN 04-2625753	Po Box 23	Hopkinton	MA	01748	USA	Animal Protection & Welfare, Animals	Baypath humane society of hopkinton is dedicated to providing shelter, care, humane treatment and loving homes for stray or unwanted companion animals. They seek to serve their community by fostering relationships, promoting education, and making a positive impact on pet overpopulation.	Baypath humane society of hopkinton, inc. Prevents cruelty to animals by providing for the care and treatment and home placement of animals in need. In addition, the society promotes public education as to the proper care and treatment of animals and the problems of pet overpopulation.												
Nivasa Foundation	http://		EIN 71-1012660	PO Box 95	Merrimac	MA	01860	USA	Civil Rights, Human Service Organizations, International, International Human Rights														
Massachusetts Immigrant and Refugee Advocacy Coalition	http://miracoalition.org/	617-350-5480	EIN 22-3115048	105 Chauncy St Ste 901 c/o MIRA Coalition	Boston	MA	02111	USA	Civil Rights, Minority Rights	The Massachusetts Immigrant and Refugee Advocacy Coalition (MIRA) is the largest organization in New England promoting the rights and integration of immigrants and refugees. We serve the Commonwealth's one million foreign-born residents with policy analysis and advocacy, institutional organizing, training and leadership development, strategic communications, citizenship assistance, and AmeriCorps initiatives that that provide capacity-building for community-based organizations. The Coalition involves an active membership of over 130 organizations, including community-based groups, social service organizations, ethnic associations, schools, refugee resettlement agencies, health centers, hospitals, religious institutions, unions and law firms, as well as thousands of individual members, contributors, and allies. We also serve immigrants in New Hampshire through our affiliate, the New Hampshire Alliance for Immigrants and Refugees (NHAIR).	Policy analysis and advocacy, institutional organizing, training and leadership development, strategic communications, citizenship assistance, and AmeriCorps initiatives that that provide capacity-building for community-based organizations.	In the fall of 2011, MIRA launched the New American Integration Institute with the support of The Boston Foundation and an advisory board made up of key leaders in the public, private, and nonprofit sectors. The NAII combines research with on-the-ground projects that help immigrants and refugees find solid footing in their adopted country. MIRA has also implemented a comprehensive civic engagement program including a media campaign to encourage green-card holders to apply for citizenship and events to help them with the process. As part of the Greater Boston Citizenship Initiative, led by the Fish Family Foundation, and the statewide "Become a Citizen Now" campaign, supported by the Open Society Foundation, we work with members and volunteers at citizenship events that draw attendees from around the state and beyond.   MIRA has supported countless immigrants and refugees through political advocacy and also through direct services like citizenship clinics and voter registration drives. In 2015 alone, we have helped nearly 550 people complete their citizenship paperwork and have registered over 500 new voters.		Immigrants and refugees.	Massachusetts and the New England area.								
Beauty Without Borders Inc	http://www.beautywithoutborders.org		EIN 46-5570562	1 Courtney St.	Fall River	MA	02720	USA	Human Service Organizations	Our Mission: Beauty Without Borders, Inc. (BWB) is a 501(c)3 non-profit organization dedicating to become the prem- ier organization to foster confidence in girls and young women, to help them debunk beauty myths with common sense, increase self-confidence, intellectual growth, personal development, leadership develop- ment, independence and peer pressure.	At BWB, we believe that girls/young women are smart and fun, ambitious and caring, diverse, dy- namic, determined and loving. Beauty Without Borders was founded to give girls a voice to be freely themselves as they struggle and overcoming body image, self-esteem, intellectual growth, peer pressure and media messages. Our goals are to teach them tolerance of each other, allow them to be perfectly flawed and fabulous while fighting against societys elusive body and beauty standards.			A generation of women who value themselves.	Beauty Without Borders, Inc. (BWB) is a 501(c)3 non-profit organization dedicating to become the prem- ier organization to foster confidence in girls and young women, to help them debunk beauty myths with common sense, increase self-confidence, intellectual growth, personal development, leadership development, independence and peer pressure.								
Law Enforcement Against Prohibition Educational Fund Inc	http://www.leap.cc		EIN 16-1645758	121 Mystic Ave Ste 7	Medford	MA	02155	USA	Civil Rights, Crime & Law, Education	The mission of LEAP is (1) To educate the public, the media, and policy makers, to the failure of current drug policy by presenting a true picture of the history, causes and effects of drug abuse and the crimes related to drug prohibition; (2) To create a speakers bureau staffed with knowledgeable and articulate former drug-warriors who describe the impact of current drug policies on: police/community relations; the safety of law enforcement officers and suspects	1. LEAP speakers have given over 4,000 presentations to high schools, colleges, civic groups, service organizations, churches, city councils, etc. They also give hundreds of radio and television interviews on prohibition and drug policy as well as publishing hundreds of op-eds in newspapers throughout the world.2. LEAP representatives attended numerous conferences whose range included: Drug Policy, Harm Reduction, Media, College Conferences, and Law Enforcement. They set up booths with a video on prohibition and drug policy, talk to attendees and hand out fliers and other information.3. Training is conducted for potential speakers' bureau coordinators. There were 14 attendees at this year's session.												
Second Chance Animal Shelter Inc	http://www.secondchanceanimals.org	(508) 867-5525	EIN 04-3490671	111 Young Road P.O. Box 136	East Brookfield	MA	01515	USA	Animal Protection & Welfare, Animals		adoptions, low cost spay/neuter, veterinary care, vaccine clinics, and more.	We recently renovated our Adoption Center in East Brookfield.  We were able to do so because we opened our Wellness Center in 2010 which moved our spay/neuter, wellness and education programs out of the adoption center.	over 10,000 animals	animals in need	Massachusetts					provide temporary shelter to stray, abandoned, and surrendered animals for the purpose of finding permanent suitable new homes.TO provide assistance and information to others whose purposes are consistent with the purpose of Second Chance Animal Shelter, Inc.TO provide assistance and financial aid to prevent overpopulation through spaying and neutering programs.			
Walkboston Inc	http://www.walkboston.org	(617) 367-9255	EIN 22-3061699	45 School St	Boston	MA	02108	USA	Unknown	Walkboston makes walking safer and easier in massachusetts to encourage better health, a cleaner environment and vibrant communities.	Outreach and education:walkboston's outreach and education programs encompass the development of walking maps and walks, work with local grassroots organizations to teach neighborhood residents how to advocate for better sidewalks, street crossings and snow clearance, and the development and distribution of presentations about walking issues to a wide variety of audiences.   technical assistance:walkboston leads walking audits for municipal officials and local residents, teaches municipal staff about the elements of good walking conditions, reviews and reports on traffic signal timing, and helps communities develop programs to improve local walking conditions and encourage walking.   safe routes to schools ("srts"):walkboston works with state and local agencies to deliver safe routes to school safety education to students in many massachusetts municipalities, and to provide school personnel with the tools to carry out comprehensive safe routes to schools efforts that encourage more students to walk.   policy:walkboston works to educate decision makers about the importance of including walking in transportation and development projects, carries out research about walking conditions and the potential for increasing walking, and serves on state and national committees to improve safe routes to school programs.												
South Shore Natural Science Center Inc	http://www.ssnsc.org	(781) 659-2559	EIN 04-2324890	Po Box 429	Norwell	MA	02061	USA	Environment, Environmental Education	The south shore natural science center is a nonprofit organization dedicated to educating the public about the natural and cultural environments of the south shore. Our mission is to provide natural science experiences that educate, excite, and commit every generation to preserve the environment and to encourage responsible use, stewardship and enjoyment of our natural resources.	To operate a preschool that educates children about the natural and cultural environments of the south shore.   to provide natural science experiences that educate, excite and commit every generation.   to operate a summer camp where the younger generation can learn about the environment  to maintain an ecozone and other exhibits to showcase and demonstrate the natural and cultural environments of the south shore.												
Pavoh Inc.	http://www.pavoh.org	(617) 877-3798	EIN 45-5004904	14 Spring St.  First Floor	Waltham	MA	02451	USA	Arts & Culture, Music	Pavoh's mission is to provide young people with accessible music opportunities that drive artistic growth and empower self -expression.  We do this through: programs, partnerships and one-of-a-kind experiences.	modern music skills development and performance to drive artistic growth and build self confidence.		200+ young musicians perform and get their music heard. This year, we will increase our reach through new initiatives	young people	New England								
PetChance.org	http://www.petchance.org	855-441-2000	EIN 46-1642322	PO Box 448	Northborough	MA	01532	USA	Animals	We remove obstacles that deny pet owners the ability to provide proper medical care for their pets	Chances (donations to specific pet medical treatments) and Benefactors (donations to veterinary hospitals to subsidize Chances under their care)	Since we launched in September, 2012 we've helped hundreds of pets pay for needed medical treatment.	pets in 50 states (including DC) raise over $125,000 for veterinary expenses	pet owners pay for veterinary expenses when money is tight	all 50 US states								
The MINDS Foundation	http://www.mindsfoundation.org		EIN 27-3235419	231 Pine Hall Circle	Waltham	MA	02451	USA	Community Health Systems, Community Mental Health Centers, Health, Mental Health, Philanthropy, Philanthropy, Charity & Voluntarism Promotion	The MINDS Foundation has a persistentcommitment to educating and providing resources to patients and families suffering from mental illness and neurological disorders.	Our program addresses three major barriers preventing persons from receiving mental health care.  Transportation Barriers Economic Barriers Social Barriers  We begin by addressing the importance of mental health education in order to develop a supportive community for patients. Next, we provide transportation services for patients and their families to local clinics to receive consultation and treatment. We continue to work with patients throughout their treatment cycle and aid in reintegrating them into their communities through holistic treatment plans.  In order to effectively break down these barriers to care, MINDS stresses the importance of using existing resources. Through collaborative partnerships with local community leaders and institutions, we are able to use a higher portion of funding for direct programming and patient care..		Directly educated 947 individuals via educational awareness camps 	Currently treating 80+ patients free-of-cost 	Program evaluated by Mount Sinai School of Medicine (NYC) Global Health Program 	19 US-volunteers have already travelled to and have contributed to MINDS 	Partnerships at academic institutions in the US (Amherst College, Mount Sinai School of Medicine, Wesleyan University, Yale University, Brandeis University, Cornell University, University of Texas, and University of Massachusetts) 	Implemented 4 research studies in partnership with Mount Sinai School of Medicine and Wesleyan University.											
New England Wild Flower Society	http://www.newenglandwild.org	508-877-7630	EIN 04-2104768	Headquarters 180 Hemenway Road	Framingham	MA	01701	USA	Environment, Garden Clubs	The mission of New England Wild Flower Society is to conserve and promote the regions native plants to ensure healthy, biologically diverse landscapes.	the Plant Conservation Volunteers, certificate studies in native plant horticulture and botany, over 150 classes/courses/field trips for families and adults, teach-the-teacher workshops in Go Botany, and six annual internships in conservation and horticulture.	Founded in 1900 as the Society for the Protection of Native Plants, New England Wild Flower Society is the nations oldest plant conservation organization and a recognized leader in native plant conservation, horticulture, and education. The Societys headquarters, Garden in the Woods, is a renowned native plant botanic garden in Framingham, Massachusetts, that attracts visitors from all over the world. From this base, 25 staff and more than 700 volunteers work throughout New England to monitor and protect rare and endangered plants, collect and preserve seeds to ensure biological diversity, detect and control invasive species, conduct research, and offer a range of educational programs. The Society also operates a native plant nursery at Nasami Farm in western Massachusetts and has seven sanctuaries in Maine, Massachusetts, New Hampshire, and Vermont that are open to the public.	200 students; 20,000 visitors to Garden in the Woods; and region wide 3,500 members.	monitoring and protecting rare and endangered plants, and helping citizens conserve, promote, and learn to value our regions's native plants	every county, in every state in New England								
