name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Geographic areas served	Programs	Target demographics	Direct beneficiaries per year	Youth Leadership Task Force	National Schools of Character Program	National Schools of Character Expectations	From Competition to Meeting a Standard	An Achievable Path to Excellence
Multicultural Career Intern Program	http://	(202) 939-7700	EIN 52-1263933	3145 Hiatt Pl Nw	Washington	DC	20010	USA		The mission of mcip and its public school affiliate, chec, is to strive to become a model professional learning community that respects and responds to the diverse needs of our under-served students by preparing them for the academic rigors of college and as leaders in the quest for social justice. A professional learning community is a collaborative academic environment in which the administrative staff and teachers in a school continuously seek and share learning and then act on what they learn. The goal is to enhance their effectiveness as professionals to benefit student education. The results of this research-based approach is that students experience decreased dropout rate and fewer classes "skipped", lower rates of absenteeism, increased learning that is distributed more equitably in a smaller sized school, greater academic gains than in traditional schools, and smaller achievement gaps between students from different backgrounds.			Teen parent and child development center - a national association forthe education of young children (naeyc) accredited program that is runby a team of certified early childhood educators and maintains a goldstar rating, the districts highest early childhood credential. Thecenter's staff meets the needs of infants, toddlers, and their teenparents by providing cognitive age-appropriate activities, casemanagement, and parenting classes for teen parents. In addition to thedaily provision of quality childcare service and teen parentingsupport, the center is missioned to work with fathers and grandparentsto strengthen families and provide intergenerational programming.   after school, summer and immersion - provides academically at-risk students with extra tutoring services, self-paced instructional support and a dedicated homework drop-in center. The daily rigor of the instructional program is interspersed with activities that promote health and wellness, communication skills and leadership development. Athletics, drama and dance are core components of the program. Additionally, as part of mcips mission to develop cultural ambassadors and leaders in the quest for social justice, select students are awarded the opportunity to travel abroad. The goal of this initiative is to immerse chec students in another culture and to expand their knowledge of the world around them. These travel opportunities are often themed-based with a focus on either the environment or a social justice issue. In addition, these students agree to host cultural ambassadors from the other country, in school and in their home. Hosting periods range from two weeks to two months. International visitors not only get to experience an american high school with its great multicultural makeup, but also get to live in an american household. The goal of this interaction is for students from both countries to know about each other and expand their cultural knowledge.   building trades - the bt program introduces students to basic carpentry, drafting, masonry, and the use of computer aided design (autocad) software applications. The development of visualization skills, sketching, and the use of software programs used in computer aided drafting are a main focus. High quality individual work, teamwork, cooperative learning strategies, and problem solving approaches are an integral part of the course material. In addition, an intensive week long follow-up course further develops skills introduced in the autocad/design and engineering class.   community organization program - chec was designed with the community in mind, by providing easy access to the community up to eighteen hours per day, seven days per week, for education, community meetings, entertainment, and sports events, without disrupting or interfering with school activities, providing a perfect blend of school and community. Community organizations provide contributions in support of various activities that benefit students and adults holistic, social, and physical development needs. The contributions towards this program are used in support of facility maintenance, security, av technical, and management oversight support. Events occurring after hours in the evenings and weekends benefit students and adults who participate in extracurricular activities such as dance, soccer, meetings, and special occasion activities. Delinquency prevention - this initiative encompasses two important programs: gang and substance abuse prevention and intervention and the parental involvement center. The gang and substance abuse prevention and intervention program - is a part of an intensive community-wide effort through before, during and after school programs for vulnerable at-risk youth. The program staff provide the youth with leadership and team building activities, family strengthening strategies, outreach support, academic and career mentoring, street law education, male responsibility instruction, and substance abuse prevention education. The gang and substance abuse prevention and intervention program is provided year-round in a consistent, supportive and a reproach-free environment. The parental involvement center - provides year-round services for parents in the community through english as a second language, instruction and referrals, counseling, acculturation assistance, ged preparation, immigration and naturalization assistance and translation and interpretation services. The center regularly hosts workshops that inform parents about reform initiatives at bell bemulticultural high school and about emerging adolescent development issues. The staff also provides onsite counseling and home visits to students who exhibit disciplinary problems at school. Early college program an innovative and bold approach to leveling the economic playing field for college-ready and college-bound students of limited resources. It is based on the principle that academic rigor, combined with the opportunity to save time and money, is a powerful motivator for students to work hard and meet serious intellectual challenges. The program blends high school and college in a rigorous yet supportive program by compressing the time it takes to complete a high school diploma and the first two years of college. Approximately 80 high school students a year now take university courses on the campus of the community college of the district of columbia. In place since 2004, the early college program has increased our daily attendance rates, graduation rates, and college-going and completion rates. Scholarship gala - mcip hosts an annual scholarship fundraising effort for the senior class. Spearheaded by mcip's board of directors and chec's corporate advisory counsel, the amigos, support garnered throughout the school year culminates in the annual scholarship gala. Gala attendees support the scholarship fund through ticket sales and a silent auction. Guest tables range from $2,500 - $20,000 and are recognized in the gala program, the organizational website and the official event support banner. In 2014, mcip received in-kind contributions of event space and catering services supporting the scholarship gala that totaled $30,000. Mcip directs and monitors the allocated awards to the respective colleges upon student acceptance and enrollment. Direct payments to the college ensures that donations are used specifically for higher education.							
Survivors and Advocates for Empowerment (SAFE), Inc.	http://www.dcsafe.org	202-408-1476	EIN 41-2226446	PO Box 7412	Washington	DC	20044	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing, Human Service Organizations, Victims Services	SAFE, Inc.'s mission is to ensure the safety and self-determination of domestic violence survivors in Washington, DC through emergency services, court advocacy and system reform.	We worked hard this year to provide 24-hour in-person services to victims of domestic violence through our Response Line, and provided immediate crisis shelter to 320 families within an hour of a violent incident.	DC Metro Area	The On-Call Advocacy Program (OCAP) Response Line provides immediate crisis intervention services in person or via phone for domestic violence victims 24-hours a day, 7 days a week.  OCAP Advocates are available to meet with a victim at a safe location to provide tangible resources, or speak with them on the phone.  The Metropolitan Police Department requires officers to offer OCAP services to every domestic violence victim they speak with and to call our Response Line from the scene of domestic violence crime on the victims behalf.  An OCAP Advocate can provide safety planning; legal information; immediate crisis shelter; help securing the victims home; emergency financial assistance for food, bus fare, and supplies for babies and children; access to the Emergency Temporary Protection Order (ETPO) process; and next-day follow-up from a SAFE Advocate.  SAFE's Court Advocacy Program he Court Advocacy Program (CAP) provides court-based advocacy services to between 20 and 30 victims every business day over 4,000 clients each year.  Advocates work with victims throughout their court case to ensure that the legal remedies they seek enhance their overall safety, and to provide resources, information and referrals as the survivors situation changes over time. CAP advocates can provide: information and education about how to petition for a Civil Protection Order; assistance drafting petitions for Temporary and Civil Protection Orders; general legal information; referral to a pro bono attorney; safety planning assistance; public benefits and social services referrals; emergency financial assistance; emergency cell phones; diapers, formula, and baby supplies; court accompaniment for victims; emotional support; and assistance with any other portion of the court or social services system.	SAFE serves women, men and teens in the DC Metro Area. We work with any victim of domestic violence seeking our services entirely free of charge, but our clients are primarily single mothers living at or below the poverty line. Over sixty percent of the families we serve live East of the Anacostia River in DC, and 95% are women.	In 2010, SAFE helped 5,479 victims of domestic violence reach immediate safety and begin to rebuild their lives.					
Latin American Youth Center, Inc.	http://www.layc-dc.org	(202) 319-2225	EIN 52-1023074	1419 Columbia Rd  Nw	Washington	DC	20009	USA	Children & Youth, Employment Preparation & Procurement, Human Services, Job Training, Personal Social Services, Youth Centers & Clubs	Incorporated as a 501 (c)(3) in 1974, the Latin American Youth Center was founded by first-generation Latino immigrants in 1969 to address a void of culturally sensitive programs targeting an emerging Latino community in the District of Columbia. LAYC has evolved, in response to need, into a client-centered multi-cultural, multi-service center which today serves over 3,500 youth and families annually. LAYC''s vision is of a world with strong youth in strong families with strong futures. This vision feeds LAYC''s mission to support youth and families in their determination to live, work, and study with dignity, hope, and joy.			LAYC is an innovative non-profit that has founded three public charter schools; fostered social entrepreneural ventures; and created unique and valued partnerships among community based organizations, corporations, and family foundations. What started as a small voluntary single service site has evolved into a year-round, nationally recognized, multi-service youth and family development center with a 30 + -year history of unparalleled service. Most recently, LAYC began replicating its successful model in Montgomery and Prince George's Counties in Maryland. LAYC remains grounded in its commitment to youth development, defined as guiding youth through a process of holistic self-growth through the provision of services, supports and opportunities to create a safe, culturally sensitive, fun and goal-oriented learning community. A volunteer Board of Directors, including youth and alumni, governs LAYC, which is organized into five program clusters: Educational Enhancement; Social Services; Workforce Investment and Social Enterprises (WISE); Art & Media; and Advocacy & Public Policy. LAYC operates six days a week, except for residential programs, which operate 7 days a week, 24 hours a day.							
STUDENT MOVEMENT FOR REAL CHANGE	http://www.thinkimpact.org	(530) 758-8600	EIN 75-3066439	1807 18th St. Nw Second Floor	Washington	DC	20009	USA	Children & Youth, Human Services, International, International Development, Youth Development Programs	ThinkImpacts mission is toconnect American college students and young adults with developing countries toalleviate poverty through leadership and entrepreneurship.			Kenya Water ProjectMashlati Primary School/Buffelshoek TrustJoining Hands Pen-Pal Program							
STUDENTS FOR SENSIBLE DRUG POLICY FOUNDATION	http://ssdp.org/	(202) 393-5280	EIN 52-2296291	1623 Connecticut Ave. Nw Suite 300	Washington	DC	20009	USA	Children & Youth, Civil Rights, Leadership Development, Mental Health				In 2007 SSDP expanded our Campus Change Campaign, designed to help SSDP activists change punitive drug policies on their campuses. With training from the SSDP national staff, over the course of the year many SSDP chapters ran highly successful campaigns: The University of California - Berkeley SSDP chapter convinced their student government to create a scholarship fund for students who lose their financial aid due to a drug conviction.							
International Lifeline Fund	http://www.lifelinefund.org	202 986 4719	EIN 81-0629010	1730 Connecticut Ave, NW Ste B1	Washington	DC	20009	USA	Water	OUR VISION IS SIMPLE. WE ARE PASSIONATE ABOUT CREATING A WORLD IN WHICH NO ONE IS FORCED TO DRINK CONTAMINATED WATER OR EXPOSE THEMSELVES, THEIR FAMILIES AND THEIR ENVIRONMENT TO THE HARMS ASSOCIATED WITH COOKING ON AN OPEN FIRE.	- 30,000 stoves made and distributed in Uganda - 206 boreholes drilled serving 150,000 people - 14,400 stoves distributed in Haiti - 17,000 stoves distributed in Kenya	East Africa and Haiti	UGANDA:  1) Humanitarian and commercial stove programs  2) Clean water initiatives   KENYA: Fuel efficient stove program in refugee camps  HAITI - commercial stove program to combat deforestation in Haiti	Displaced persons in East Africa and Haiti	300,000					
American Institute For Contemporary German Studies John Hopkins Univ	http://www.aicgs.org	(202) 332-9312	EIN 52-1309525	1755 Massachusetts Ave Nw	Washington	DC	20036	USA	International, International, Foreign Affairs & National Security, International Studies	Education and research in german affairs			Daad/aicgs fellowship program (see statement of program service accomplishments attached)  erp german & american relationship in change (see statement of program service accomplishments attached)  business and economics program (see statement of program service accomplishments attached)  see attached list of 15 additional programs and the amount expended on each program.							
LATIN AMERICA WORKING GROUP EDUCATION FUND	http://www.lawg.org	202-546-7010	EIN 11-3657128	2029 P Street NW Suite 301	Washington	DC	20036	USA	Civil Rights, International, Promotion of International Understanding	The LAWGEF leads a coalition of humanitarian, nongovernmental, faith-based, labor, environmental and grassroots organizations and active citizens around the country to promote a just foreign policy towards Latin America and the Caribbean.		The United States and Latin America	Promoting human rights in U.S. policy towards Latin America, with a special focus on Mexico, Colombia, Honduras and Guatemala; supporting the Colombian peace process; encouraging normalized relations and dialogue between the United States and Cuba; protecting the rights of migrants from Central America to the United States; promoting transparency in U.S. military programs to Latin America and the Caribbean; & and promoting increased and well-targeted humanitarian, disaster relief and development assistance for the region.	change U.S. foreign policy toward Latin America.	to dramatically change U.S. policy towards Cuba					
Machik Corp	http://machik.org	(202) 536-4858	EIN 03-0377568	1609 Connecticut Ave Nw Ste 400	Washington	DC	20009	USA	Education, Public & Societal Benefit	Machik's primary purpose is to incubate social innovation in tibet and to strengthen communities through programs for sustainable communities, the summer enrichment program (sep), women's empowerment, youth leadership, social entrepreneurship and governance. The organization prioritizes community-based initiatives that draw on socially innovative and entrepreneurial solutions to education, environmental protection, women's empowerment, economic development and health issues, and so on. Machik also engages in research that serves the purpose of the overall mission of the organization.			Machik corp (or machik) founded the award winning ruth walter chungba primary school in the rural community of chungba on the eastern edge of the tibetan plateau. The school provides free education and boarding for over 700 rural tibetan children in both primary and middle school. The children's parents are almost all illiterate subsistence farmers and nomads. These students are the first literate generation in the history of this remote community. Since the school first opened in 2002, these rural children have been the top performers in the county in tibetan. Graduates of the primary school place highly in both tibetan and chinese language testing, thereby showing the vital importance of mother-tongue based bilingual education. Machik also continues to support the non-teaching staff support and the middle school graduates to attend high school in other counties. Machik began preparations to support the first group of high school graduates from chungba to attend university.   machik facilitated the 9th annual summer enrichment program that provided a unique and effective summer learning program for tibetan rural students from across the tibetan plateau to learn english, tibetan, music, art, health, social business, math, science and so on. Also, sep convened 23 tibetan, chinese, canadian and american volunteer teachers to instruct the students and create an innovative environment of learning and care. Sep is the first summer program to bring together tibetans, chinese and global citizens in a unique way to create new encounters for greater understanding.   tgp was co-convenor of another forum on a key policy issue for tibetans which is conservation. It was held at the harvard shanghai center with tibetans, chinese, and global participants. The event built on past successes in opening a truly new space for tibetans, chinese and the international community to gather and to discuss urgent issues in tibet.							
New Beginnings Ministries	http://		EIN 31-1487823	3442 22nd St Se	Washington	DC	20020	USA	Protestant, Religion											
The Master Chorale Of Washington, Inc.	http://masterchorale.org		EIN 52-6078320	1200 29th St Nw Suite LL2	Washington	DC	20007	USA	Arts & Culture, Arts Education, Cultural & Ethnic Awareness, Singing & Choral Groups	The Master Chorale of Washington is fully committed to:--Serving the Greater Washington Community by providing high quality,engaging choral art experiences in the Kennedy Center Concert Hall that enrich the lives of a widely diverse population--Administering community outreach programs that foster better understanding between people of different cultures--Organizing national and international touring opportunities that foster better understanding between people of different cultures--Providing enriching educational opportunities for its singers, its audience members, and the under-served youth of the District of Columbia Public Schools--Maintaining a level of artistic standards for both live performances and recordings that is equal to that of the finest choruses in the world--Maintaining a high quality professional staff and volunteer base to support its mission										
Commission On Presidential Debates	http://debates.org	(202) 872-1020	EIN 52-1500977	1200 New Hampshire Avenue Nw	Washington	DC	20036	USA	Civil Rights, Voter Education & Registration, Voting Rights	Organize general election presidential and vice presidential debates			Organize, produce, finance and publicize the general election debates for candidates for president and vice president of the united states of america and other voter education activities.							
Open Arms Housing, Inc	http://www.openarmshousing.org	202 525 3467	EIN 	57 O St NW	Washington	DC	20001	USA		The mission of Open Arms Housing, Inc. is to provide permanent housing with a welcoming and supportive environment to women who are homeless.	Since opening in June 2009 15 residents have been housed. All remain housed, all have financial benefits they are entitled to, all chose their apartment units and moved in voluntarily.			Single adult women who have experienced at least one year of homelessness or at least 4 episodes of homelessness in the last three years. Open Arms Targets homeless women who have been identified as vulnerable by the Department of Human Services.	18					
Washington Humane Society (The Society for the Prevention Of Cruelty to Animals)	http://washhumane.org	(202) 723-5730	EIN 53-0219724	7319 Georgia Ave NW	Washington	DC	20012	USA	Animal Protection & Welfare, Animals	The mission of the Washington Humane Society is to protect animals in the District of Columbia from cruelty and harm.			The Washington Humane Society's programs include Humane Law Enforcement, Humane Education, Low Cost Spay/Neuter, Community Outreach and an extensive Adoption program. We work to enforce the anti-cruelty laws in the District of Columbia through investigation and prosecution of animal abuse. Our Humane Education Department teaches compassion and respect for animals in schools everyday. WHS operates the District's only low cost Spay/Neuter clinic and spayed and neutered over 3,000 animals last year. Animal adoptions have risen every year for the last 15 years and over 3,500 animals found loving new homes last year.							
Genetic Alliance Inc	http://www.geneticalliance.org	(202) 966-5557	EIN 52-1571905	4301 Connecticut Ave Nw Ste 404	Washington	DC	20008	USA	Birth Defects & Genetic Diseases, Health	Genetic alliance engages individuals, families, and communities to transform health.			Genetic alliance provides interactive tools to create, manage and disseminate information to educate individuals, families and communities. The goal of this work is empowering individuals through genetics and genomics to take charge of their health.   translational research endeavors of genetic alliance include the genetic alliance registry and biobank, a cross disease clinical data and biological sample repository. This area also includes programs to examine the readiness of genomic applications' integration into health.							
AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC	http://www.acscan.org	202-661-5700	EIN 52-2340031	901 E St Nw Ste 500	Washington	DC	20004	USA	Health	The american cancer society cancer action network, inc. (acs can) is the nonprofit, nonpartisan advocacy affiliate of the american cancer society, dedicated to eliminating cancer as a major health problem. Acs can works to encourage lawmakers, candidates and government officials to support laws and policies that will make cancer a top national priority. Acs can gives ordinary people extraordinary power to fight cancer. For more information, visit www. Acscan. Org.			Cancer prevention-advocacy programs in support of preventing cancer occurrence and reducing the risk. Grants to affiliates: $15,741  cancer detection & treatment-advocacy programs in support of finding cancer before it is clinically apparent and providing information & education about cancer treatments for cure, recurrence, symptom management, & pain control. Grants to affiliates: $4,853  cancer patient support-advocacy programs in support of programs to assist cancer patients & their families and ease the burden of cancer for them. Grants to affiliates: $8,048							
Children & Charity International	http://		EIN 75-3121647	1614 17th St Nw Apt 306	Washington	DC	20009	USA	Human Service Organizations, Human Services											
Physicians Committee For Responsible Medicine Inc	http://www.pcrm.org		EIN 52-1394893	5100 Wisconsin Ave Nw Ste 400	Washington	DC	20016	USA	Animal Protection & Welfare, Animals, Food, Nutrition	The Physicians Committee for Responsible Medicine (PCRM), founded in 1985, is headquartered in Washington, D.C.  PCRM consists of approximately 5,000 physicians and 100,000 lay members.   Activities of the organization include promoting humane education and urging alternatives to the use of animals in medical school curricula, sponsoring public education campaigns on nutrition, and conducting nutrition research.										
JUBILEE HOUSING INC	http://www.jubileehousing.org	202 299 1240	EIN 52-0986261	1640 Columbia Rd. N.W.	Washington	DC	20009	USA	Children & Youth, Homeless & Housing, Homeowners & Tenants Associations, Housing & Shelter, Human Services, Youth Development	Since 1973, Jubilee Housing has fulfilled its mission in the Adams Morgan area of Washington, DC of providing safe, affordable rental housing for people with low to very low-incomes. Jubilee Housing is more than bricks and mortar it is a context for people who are living in profound poverty to have the opportunity to rebuild their lives. It is a place where the basic human need for a home is met for those whose income levels have excluded them from most other housing options except living in a shelter,  which is certainly not home in any life-giving way. The housing offered by Jubilee enables more than 850 individuals and families to maintain a home in a supportive and caring environment. In addition to providing stable, long-term housing, Jubilee Housing also offers services that encourage its residents self development, self sufficiency and active participation in all areas of residential, community and civic life. Staff counselors work daily with residents by offering long-term support, crisis intervention, community building and referrals to Jubilees sister service agencies.		Washington, DC-MD-VA-WV	The primary focus of Jubilee Housing is to maintain affordable rents for low to very-low income individuals and families living in the Adams Morgan area of the District of Columbia. In contrast to most new affordable housing projects, which target low- to middle-income households between 40-60 percent of Area Median Income, Jubilee Housing holds rent at levels that are affordable for people earning 25 percent of Area Median Income. The majority of its budget is used to maintain rent affordability by offsetting the difference between rental revenue and the total cost of operations. Were rents to be set at a level that would sustain the total cost of operations, it would mean increases of more than 75 percent per household, an action that would be tantamount to displacing the vast majority of households into the suburbs, or worse yet onto the streets.   Resident Programs & Services are also a hallmark of the Jubilee Housing mission. Services include pro-active rent counseling, drop-in case management, a variety of resident empowerment and community organizing initiatives and preferential referral access to a broad network of social services (described in more detail in the Partnership section of the proposal).   In addition to supportive long-term housing, a new transitional living program called the Jubilee Initiative, now offers residents a highly structured path to financial self-sufficiency in three years. Growing out of increased resident interest in home ownership, it employs a financial literacy curriculum to help residents establish a working budget, eliminate debt, and accumulate savings to prepare the way for market level housing options, including home ownership. Currently twenty-one families are participating in this innovative program.  Resident organizing initiatives form in response to concerns that residents raise about various issues facing community life at Jubilee Housing. For instance, in response to public safety issues that have risen at and around the Ritz building, residents requested a meeting with staff to address their concerns. The meeting evolved into regular monthly sessions with the residents of the building to discuss ways to promote a healthier living environment. The process has led to the emergence of a Safety Coalition among neighborhood agencies including the police department, the Mayor's Office of Neighborhood Services and others. With the help of the Enterprise Foundation, meetings are facilitated so that resident leaders are identified and encouraged to take ownership in the process of improving conditions of the housing community.							
Potomac Riverkeeper Incorporated	http://www.potomacriverkeeper.org	(202) 222-0707	EIN 54-1982624	1100 15th Street, NW 11th floor	Washington	DC	20005	USA	Environment, Water, Water Resources, Wetlands Conservation & Management	The mission of Potomac Riverkeeper, Inc. (PRK) is to stop pollution and to restore clean water in the Potomac and Shenandoah Rivers and their tributaries through enforcement and community engagement. Potomac Riverkeeper was founded in 2000 and first staffed in 2003. PRK is a member of the Waterkeeper Alliance. Potomac Riverkeeper was formed by leading regional environmental groups and environmental leaders who wanted the strong advocacy and enforcement on the Potomac for which Riverkeepers are known. Potomac Riverkeeper fills a niche in the region as an on-the-water presence and a strong voice for and defender of the river and its tributaries,			Potomac Riverkeeper has two Riverkeepers (Potomac and Shenandoah) who are on-the-water defenders and advocates for the river. PRK's main programs are: Clean Water Enforcement Program. The goals of the Clean Water Enforcement Program are to 1) identify and prioritize major pollution problems on the Potomac and its tributaries; 2) seek polluter compliance with environmental laws; 3) promote law reform; and 4) promote government accountability for enforcement and compliance.  Healthy Rivers = Healthy Communities Program. Goals of this program are to 1) prevent pollution; 2) raise community awareness; 3) build partnerships to help achieve other strategic objectives; and 4) engage members and the public.							
Lucky Dog Animal Rescue	http://www.luckydoganimalrescue.org		EIN 30-0559037		Washington	DC	20007	USA	Animal Protection & Welfare, Animals	Lucky Dog Animal Rescue is a non-profit organization dedicated to rescuing homeless and abandoned animals, primarily dogs from high-kill shelters and owners who can no longer care for them. By working with committed volunteers, foster homes, local veterinarians, trainers, and boarding facilities, we are able to rescue hundreds of animals every year, provide them with loving temporary care, and find them well-matched, carefully screened forever homes. We also serve as a resource to our community and all pet owners by providing education and information on responsible pet ownership, including the importance of spay/neuter, positive behavior training, and good nutrition.	From our founding in May, 2009 through August, 2011, we have rescued 3,100 dogs!									
William Penn House	http://www.williampennhouse.org	(202) 543-5560	EIN 52-0846718	515 East Capitol St Se	Washington	DC	20003	USA	Civil Rights, Education, Leadership Development, Religion	William Penn House -*  Is a Quaker center for exploring and making visible the Quaker Testimonies of peace, community, simplicity, equality and truth,*  Nurtures and celebrates those who "Speak Truth to Power" in pursuit of peace and social justice* Has a special ministry to youth* Connects visitors from the United States and around the world with the service and witness resources of Washington D.C.* Serves as a communication center for Friends'' meetings in the Washington area* Is a hospitality center on Capitol Hill that can provide lodging for up to 30 people, and rooted and grounded in Quaker faith and practice.			Washington Quaker WorkcampsService learning and seminar opportunities, Teachers of Peace, Eco-workcamps; topics include homelessness, HIV/AIDS, environmental issues, and racism.							
Teatro De La Luna -The Moon Theatre	http://www.teatrodelaluna.org	202-882-6227	EIN 52-1739966	4020 Georgia Avenue, NW	Washington	DC	20011	USA	Arts & Culture, Arts Education, Cultural & Ethnic Awareness, Single Organization Support, Theater	To promote Hispanic culture and foster cross-cultural understanding between the Spanish- and English-speaking communities of our region via Spanish-language theater and bilingual theatrical activities.   La Luna's educational program, Experience Theater, has the mission to (1) expose children to bilingual theater, (2) explore areas of cultural and ethnic heritages; (3) provide positive Hispanic role models to students, (4) provide students with a safe environment in which to explore areas of self-identity, and (5) engender a life-long interest in theater.	The Experience Theater program has been in operation since 1996, and has reached out to well over 10,000 area school children through in-school performances, bilingual workshops and classes, our annual Young People's Poetry Marathon in Spanish and in-school residencies.	Washington DC metropolitan area	The experience theater program presents plays in spanish in a traveling theater format to more than 10,000 youth and children in the district of columbia. It exposes students to theater in spanish, explores cultural and ethnic heritages, provides hispanic role models to students, develops cross-cultural understanding, provides students the opportunity to explore their identity, and engages them in live theater in hopes of promoting theater, arts, and cultural appreciation.   the international theater festival provides access to the district of columbia and surrounding residents to plays produced in latin america and spain. The festival brings top quality theater to the area in spanish with simultaneous interpretations in english. The six week event brings together latin america's finest actors, musicians, directors and technicians in the dc area. By spotlighting well-known subjects and authors, teatro de la luna introduces new generations to live theater. The children's festival is a fiesta for the entire family.   every year teatro de la luna produces two adult or family oriented plays performed at the gunston theater in arlington virginia. These plays are directed by the in-house director mario marcel, and english translation is available for the guests. Teatro de la luna offers a monthly series of play readings performed by professional actors, as well as training for upcoming actors. Main stage productions promote and foster hispanic playwriters and make their work accessible to the non-spanish speaking community.		Elementary and secondary schools in Washington, DC, Northern Virginia and metropolitan Maryland.					
Citizens for Global Solutions Education Fund	http://www.globalsolutions.org		EIN 52-6081813	418 7th St Se	Washington	DC	20003	USA	Arms Control & Peace, International, International Human Rights, International Peace & Security	Citizens for Global Solutions Education Fund works to build political will in the United States by educating Americans about our global interdependence, communicating global concerns to public officials, and developing proposals to create, reform, and strengthen international institutions such as the United Nations.			Five main program areas:U.S. Global Engagement:  Promoting a multilateral foreign policy. We advocate for a foreign policy that makes us stronger and safer through teamwork, cooperation, and effective global institutions.Peace and Security:  Advocating collaborative approaches to prevent and resolve conflicts and establish effective peace operations. We promote an empowered, efficient and accountable UN peacekeeping capacity to meet the challenges posed to the world by post-conflict regions.International Law and Justice:  Strengthening laws and institutions that protect human rights and help nations resolve disputes peacefully. We promote U.S. cooperation with the International Criminal Court to prevent atrocities and help bring to justice future Hitlers, Pol Pots, and Idi Amins.International Institutions:  Proposing reforms to make international decision-making more effective, transparent, accountable, and democratic. We seek practical reforms to improve the United Nations and support a UN democracy caucus, encouraging democratic nations to lead UN decision-making bodies.Health and Environment:  Supporting global cooperative efforts to confront environmental and public health challenges. We want to see the U.S. resume its leadership role in protecting the global environment. We promote the establishment of an international system to help countries work together to protect the environment and manage shared natural resources.							
Atlas Network (Atlas Economic Research Foundation)	http://www.AtlasNetwork.org	(202) 449-8449	EIN 94-2763845	1201 L Street NW, 2nd Floor	Washington	DC	20005	USA	Civil Rights, Education	To discover, develop, and support ''intellectual entrepreneurs'' who support the Atlas vision of a society of free and responsible individuals.The Atlas Economic Research Foundation serves as a catalyst and connector to link free-market organizations and individuals to the ideas, people and resources they need to promote a free society.		more than 480 countries	start-up grants, training programs, and other assistance, on a region-by-region basis.	free market think tanks and intellectual entrepreneurs						
Washington Yu Ying Public Charter School	http://www.washingtonyuying.org	(202) 635-1950	EIN 20-4464054	220 Taylor Street, NE	Washington	DC	20017	USA	Education, Educational Services, Primary & Elementary Schools	Inspiring and preparing young people to create a better world by challenging them to reach their full potential in a nurturing Chinese/English educational environment.	Since inception in 2008, Yu Ying has meet all of it's DC Public Charter School Board annual goals and has done well on state standardized testing. On the 2015 PARCC assessment, 56.1% of Yu Ying 3rd to 5th grade students performed on or above grade level in Math and 65.6% performed on or above grade level in Reading., out-performing all public immersion schools in the city. These results are impressive because the PARCC does not measure student proficiency in other languages, so Yu Ying students are performing above the state average, while learning core content in a second language.	Washington, DC	A full 50/50 English-Mandarin immersion program implementing the International Baccalaureate Program, Yu Ying is a public charter elementary school in the nation's capital.	Educate DC's elementary school children	551 students.					
