name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Geographic areas served	Programs	Direct beneficiaries per year
Tau Beta Pi Association Inc	http://		EIN 88-0332423	4505 S Maryland Parkway Box 4206	Las Vegas	NV	89154	USA							
Volunteers in Medicine of Southern Nevada	http://www.vmsn.org	(702) 967-0530	EIN 39-2072453	1240 N. Martin Luther King Blvd	Las Vegas	NV	89106	USA	Community Clinics, Health	Our mission is to provide quality health care and support to those without access within a culture of caring.	VMSN supports this mission by targeting and serving residents living at or below 200% of the Federal Poverty Level, who do not qualify for Medicaid/Medicare and are unable to obtain affordable health insurance coverage through public or private means. We provide these underserved residents free medical, dental, social and behavioral health care services, including access to diagnostic testing and medications to over 2,250 unduplicated patients per year. VMSN engages a wide and diverse network of volunteer medical and non-medical support staff who donate nearly 24,000 hours of service and provide over 5,000 primary and specialty medical care appointments each year. VMSN delivers these critical services at two VMSN-owned and operated clinics in Southern Nevada: The Paradise Park Clinic (opened in 2010) and the Ruffin Family Clinic (opened in 2015).  Due to client demand, the opening of the additional clinic in 2015, and an increased pool of dedicated volunteers, VMSN saw a 190% increase in the number of client visits from 2010 to 2015.    With this increased demand and capacity, and our continually growing collaborative network of volunteers, community partners, education institutions, and donors such as [Funder Name], our goal is to provide over 7,500 patient visits per year in [year]. This will equate to a 40% increase in the number of clients served annually. We estimate these services will provide over $4 million per year in donated medical care and medication administered to our most disadvantaged and underserved residents.	provide access to health care to the Southern Nevadas working families who are either not eligible for  Medicaid/Medicare or cannot obtain affordable health insurance coverage.	501(c)3 nonprofit organization	We opened our first clinic at Paradise Park in January of 2010. With our primarily volunteer staff, VMSN clinics provide free adult and pediatric primary care, preventive, chronic and acute care, newborn checkup and immunizations, diagnostic tests, medications, breast, cervical and colorectal cancer screenings to Southern Nevada residents. We will help prevent acute hospitalization, reduce hospital costs and decrease taxpayer burdens. Most importantly, we will care for the neglected and unseen members of our community who are hurting.	2,000 patients
Old Church Ministries, Inc.	http://		EIN 88-0372137	1800 Edmond G-132	Las Vegas	NV	89146	USA	Blind & Visually Impaired Centers, Disabilities, Senior Centers, Seniors	Old Church Ministries has various programs to assist with the elderly or anyone else who needs assistance.					
ACCEPT	http://www.acceptonline.org	775-786-5886	EIN 88-0409948	580 W 5TH Street, Suite 1A	Reno	NV	89503	USA	Health, Public Health	Our mission is to empower underserved individuals and families by providing public health services and resources through community partnerships serving a multicultural population with emphasis on the African American community.					
Foundation For An Independent Tomorrow	http://www.lasvegasfit.org	(702) 367-4348	EIN 88-0377684	1931 Stella Lake St.	Las Vegas	NV	89106-2142	USA	Centers to Support the Independence of Specific Populations, Employment Preparation & Procurement, Job Training, Vocational Counseling	FIT  Foundation for an Independent Tomorrow provides job training, coaching, and support based on job seekers individual needs and the skills employers tell us they are looking for. FIT graduates get jobs, and employers get great results. FIT works!		Individuals seeking employment to gain independence	Las Vegas	FIT  Foundation for an Independent Tomorrow provides job training, coaching, and support based on job seekers individual needs and the skills employers tell us they are looking for. FIT graduates get jobs, and employers get great results. FIT works!  We have two programs currently: One aimed to helped those with criminal backgrounds and another to help those unemployed/underemployed gain assistance to find a lasting career path to eliminate the need for social assistance.	1300
Pta Nevada Congress-Lincoln School	http://		EIN 23-7046158	3010 Berg St	North Las Vegas	NV	89030	USA							
The Animal Foundation	http://animalfoundation.com	(702) 384-3333	EIN 88-0144253	655 N Mojave Rd	Las Vegas	NV	89101	USA	Animal Protection & Welfare, Animals	To promote humane treatment of animals by operating an open-admission regional shelter and providing lost and found services, rabies observation, foster and adoption services, affordable vaccination clinic, low cost spay and neuter, community education, and humane and sensitive euthanasia.				Organization operates a regional animal shelter to house and care for stray and unwanted animals until they can be placed for adoption or in some cases euthanized. In 2014, the organization took in 33,982 animals. Of the animals received in 2014, 44% were adopted/rescued, 41% were euthanized, and 15% were returned to their owners.   organization offers animals for adoption at low prices in an attempt to save the lives of unwanted animals and to reduce euthanasia at the shelter. In 2014, 14,977 animals were adopted/rescued.   organization operates a clinic to spay and neuter animals moving from the shelter into adoptions, and to offer low-cost spay and neuter and vaccination services for the dogs and cats in the community. In 2014, approximately 15,042 animals were spayed and neutered.	
Wee Paws Animal Sanctuary	http://	5013250766	EIN 38-3740136		Pahrump	NV	89048	USA							
Clark County Museum Guild	http://	(702) 455-0104	EIN 88-0136205	1830 S Boulder Hwy	Henderson	NV	89002	USA		The mission of the clark county museum guild is to support the preservation of southern nevada history and culture through advocacy, education, community engagement and fundraising, all in support of the clark county museum.				During the year ended june 30, 2011, the organization sponsored events, raised money and was able to contribute capital and other resources to its single client, the clark county museum.	
Stop Dui Inc	http://	(702) 459-8663	EIN 88-0312216	3321 Sunrise Ave Ste 107	Las Vegas	NV	89101	USA	Crime & Law, Crime Prevention	Organization is dedicated to				Organization provides victim impact panels which are comprised of innocent dui victims who share their personal experience of how their loved one was killed or injured. Or how they, themselves, were injured and how this crime impacted their lives. Graphic photos are included in the presentation. The purpose of the victim impact panel is to provide an opportunity for the offenders to see and hear the reality of dui with the hope of reducing recidivism. The stop dui victim impact panel has received accolades from the local, state & national level including the white house. Schedules can be found at www. Stopdui. Org.   organization provides assistance to innocent victims of impaired drivers. Stop dui victim advocates provide support groups & one on one interaction with victims that address sudden violent death, injury, grieving, recovery & the judicial system. Advocates act as liasons on behalf of the victims with law enforcement & the judicial system. Needy innocent victims receive immediate and direct financial assistance for expenses such as mortgage/rent, funeral, utilities, food, medical equipment, airfar  stop dui participates in & sponsors numerous community safety awareness programs each year. Anti-dui messages are provided through public service announcements, billboards, bus shelters, news stories & more. The stop dui speakers bureau is comprised of innocent dui victims & law enforcement. Presentations are made to schools, churches, civic organizations & others. Stop dui supports and participates with sobriety check points, donates dui equipment & provides financial support for dui educationa	
Simmaron Research Inc	http://www.simmaronresearch.org	(775) 298-0030	EIN 45-2191464	948 Incline Way	Incline Vlg	NV	89451	USA	AIDS, AIDS Research, Health	To conducting research on etiology and pathogenesis of postinfectious cronic fatigue syndrome and related neuroimmune and other disorders.				Prepilot studies and pilot studies working with the national institute of health, columbia university's mailman school of public health, griffith university in australia and wisconsin viral to study evidence of immune abnormalities in cerebrospinal fluid, epidemiological survey, assess clinical intervention for new or long-term patients, and investigation into cardiomyopathy with unknown cause in 4 subjects know to have cfs. Over 500 patients and matched controls are involved in these projects, and the results of one study has been published in the journal of molecular biology.   contract clinical research services with sierra internal medicine. Sierra internal medicine has ammased an incredible biological bank of cerebrospinal fluid and other tissue samples from chronic fatigue syndrome patients. 60 cfs smaples were provided from sierra internal medicine and matched with 60 control cfs samples to be assesed for novel pathogens and other biological markers.	
Rotary Club Of Carson City Foundation	http://		EIN 94-2952454	Po Box 504	Carson City	NV	89702	USA	Mens Service Clubs	PUBLIC SERVICE					
Las Vegas Sports Initiative	http://	(702) 373-5329	EIN 14-1901158	6584 Palmyra Ave	Las Vegas	NV	89146	USA	Soccer, Sports	Soccer instruction to youths through tournament play as well as soccer clinics				Organization provides places and times for the instruction and play of	
Goodie Two Shoes Foundation	http://www.goodietwoshoes.org	(702) 617-4027	EIN 20-8862386	10620 Southern Highlands Pkwy #110-474	Las Vegas	NV	89141	USA	Human Service Organizations, Philanthropy, Public Foundations	The Goodie Two Shoes Foundation provides disadvantaged children or children in crisis with new shoes and socks as well as other items deemed essential for good health and positive development.	The Goodie Two Shoes Foundation strives to outfit 10,000 children annually with new shoes and socks.		Southern Nevada	What makes the Goodie Two Shoes Foundation different? Our programming is based on teh premise that we don't just provide a child in need witha new pair of shoes. Rather, we measure their feet on -site to ensure proper fit. We pair them one-on-one with a community volunteer whom takes a special interest and walks them throguht the process. We make them the center of attention,and. most importantly, we EMPOWER them with choice; by giving them the opportunity to select any pair of shoes they want from our traveling inventory of high-quality athletic shoes, just like the ones their friends at school might be wearing.  In the short-term, our programming provides simple necessities in a fun and exciting atmosphere. But long after the recipients outgrow their Goodie Two Shoes of choice, we hope the children remember their positive interaction with a caring community volunteer, and the feelings of EMPOWERMENT, which came with making an unrestrained, positive choice and draw on that experience when making decisions in the future.	10,000
Td4him Foundation Inc	http://		EIN 31-1689460	930 Tahoe Blvd Ste 802 # 900	Incline Vlg	NV	89451	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations, Private Independent Foundations						
Desert Bighorn Council	http://		EIN 23-7277844	910 Ambrose Dr	Las Vegas	NV	89123	USA							
Caring Place	http://thecaringplacenv.org	(702) 277-9918	EIN 72-1610057	4425 S Jones Blvd	Las Vegas	NV	89103	USA	Health, Public Health	Provide services to support mind,				Provide services to support mind,body and soul to complement conventional cancer treatments. The programs and services are designed to support, educate and empower individuals and their families	
South Tahoe Swim Team	http://tahoeswimclub.com	(530) 541-1046	EIN 95-3605769	Po Box 5741	Stateline	NV	89449	USA	Sports, Swimming & Other Water Recreation	Coach youth swimming				Affiliated with usa swimming, pacific swimming and zone 4, team has 40 to 60 children involved in year-round competitive swimming	
Wild Horse Preservation League	http://		EIN 04-3616888	Po Box 1958	Dayton	NV	89403	USA	Animals, Wildlife Preservation & Protection						
Those Left Behind Foundation, Inc.	http://www.thoseleftbehindfoundation.org		EIN 27-2365618	10040 W Cheyenne Ave St  170-116	Las Vegas	NV	89129	USA	Animal Protection & Welfare, Animals, Human Service Organizations, Public & Societal Benefit	Our mission is three fold. We began this foundation to provide a home for the pets of people entering assisted living facilities or hospice and can no longer care for their animals. We also act as a rescue organization, providing help for animals that have been abandoned, abused, and unwanted. The third aspect of the foundation is education for the community, teaching young and old alike the importance of caring for our animals and the impact such actions can have on society. In short, we are here for "Those Left Behind."				Helping Our Pets in Emergencies. We will work with families faced with unexpected medical issues by taking care of their pets on a short term instead of the pet being left at home or having to be put in a shelter or boarding. All our animals live in homes we do not shelter or kennel.	
Happy Home Animal Sanctuary	http://www.happyhomeanimalsanctuary.org		EIN 38-3778085	PO Box 742 Amber G Snethen	Searchlight	NV	89046	USA	Animal Protection & Welfare, Animals						
Southern Nevada Parrot Educationrescue & Rehoming Society	http://		EIN 20-8527741	8183 Mosaic Harbor Ave	Las Vegas	NV	89117	USA	Animal Protection & Welfare, Animals						
Join Inc	http://		EIN 88-0364361	1201 Terminal Way Ste 104	Reno	NV	89502	USA	Job Training						
Sunrise Seniors Foundation	http://		EIN 94-3264588	3101 S Maryland Pky 314	Las Vegas	NV	89109	USA	Philanthropy, Philanthropy, Voluntarism & Grantmaking Foundations						
Carson Swim Club	http://www.tigersharks.org		EIN 23-7044228	Po Box 1876	Carson City	NV	89702	USA		To train and help children in swimming technique and competition				Swim meets and daily swimming workouts and training. Swim meets include national, state, and regional competitions. Total number of participants 75-100 during summer months.	
HopeLink of Southern Nevada	http://www.link2hope.org	(702) 566-0576	EIN 94-3202139	178 Westminster Way	Henderson	NV	89015	USA	Community & Neighborhood Development, Economic Development, Homeless & Housing, Housing Expense Reduction Support, Human Services	Hopelink of southern nevada (hopelink) is a nevada nonprofit organization established in 1991 to provide services primarily in henderson since that time, hopelink has significantly expanded programs and services, with programs which now serve henderson, boulder city, and the larger las vegas/clark county community. Hopelink's mission is to build a better community by preventing homelessness, keeping families intact, and promoting self-sufficiency. The two main departments of the agency are housing and basic needs and family support services. Each with dedicated case managers who work with individuals and families to try to address the many areas of need clients face. Housing services runs the gamut from emergency shelter to long-term subsidized housing, with a focus on homelessness prevention and transition from homelessness.		families, individuals, and seniors	Henderson, Nevada	a Family Resource Center, Community Programs and Outreach, Family Support Services, Supportive Housing, Financial Stability Assistance Program, Employment Assistance, Food and Hygiene Necessities, and much more.	over 8,000 individuals/families in Southern Nevada.
FRIENDS OF THE LAUGHLIN PUBLIC LIBRARY OF NEVADA INC	http://		EIN 94-3060696	PO Box 32225	Laughlin	NV	89028	USA							
Helping Citizens Org.	http://		EIN 47-0878532	545 N Rainbow Blvd Ste 250	Los Angeles	CA	89107	USA	Alliances & Advocacy, Arts & Culture						
Raptor Research Foundation Inc	http://raptorresearchfoundation.org	(775) 846-7244	EIN 23-7037266	3874 Zoe Ln	Reno	NV	89519	USA	Animals	The raptor research foundation (rrf) is an international scientific society whose primary goal is the accumulation and dissemination of scientific information about raptors.				To coordinate, educate, direct and conduct research in the biology and management of birds of prey.	
Special Recreation Services, Inc.	http://www.camplotsafun.com	775-827-3866	EIN 94-2665378	3660 Baker Lane Suite 103	Reno	NV	89509	USA	Camps, Developmentally Disabled Centers, Disabilities, Human Services, Physical Fitness & Community Recreational Facilities, Sports	Special Recreation Services, Inc. is a non-profit dedicated to improving the quality of life for children and adults who have developmental disabilities through programs designed to improve cognitive skills, physical development and emotional well-being.				Camp lotsafun provides individuals with developmental and neurologial disabilities the opportunity to experience the adventure of attending camp in a wilderness setting	
Southern Nevada Fencing Center	http://	(702) 241-4313	EIN 88-0379092	284 E Lake Mead Pkwy	Henderson	NV	89015	USA	Amateur Sports, Sports	The purpose of the organization is to advance the sport of fencing in southern nevada.				Holding instructional tournaments for youth.	
The Legends Kids First Inc	http://www.thelegends.org	702-462-2680	EIN 94-3330150	Attn: CEO/President	Henderson	NV	89002	USA	Basketball, Sports	We provide support in schools dealing with bullying and cultural differences. We are dedicated to empowering disadvantaged individuals, families, and communities to build healthy life styles, strong minds and productive lives by offering guidance, tools, and support so that all may achieve full potential.	We have had very small sponsors to help keep our programs going. We have many volunteers that go out and raise funds for our youth programs and very blessed to still be able to run them. Our goal is to raise funds to be able to purchase transportation to take our youth to professional sports games, amusement parks and my passion to reach out to our senior citizens that may need assistance.	Special needs, bullying intervention, foster care programs and Health/Education	Inner cities communities in Nevada	The Legends Kids First is a 501C.3 non-profit organization. Donations are tax deductible. Donations go to programs such as obesity intervention; diabetes awareness, and speaking in communities and local schools on subject such as bullying and health and education.	over 1500 youth dealing with diabetes
WomELLE for a Cause	http://womelle.com	702-747-3054 	EIN 81-2558707	3315 E RUSSELL RD STE A4-442	Las Vegas	NV	89120	USA		Our mission is to improve the lives of women through programs leading to social and economic empowerment. We envision a world where women have the resources and opportunities they need to reach their full potential and live their dreams. WomELLE for a Cause inspires women from all races of life to live their dreams while helping less fortunate women to live theirs. This is accomplished through hands-on opportunities, awareness and advocacy efforts, and financial supportor any combination of these actions.		Women		emergency bills pay, back to school, find work	
Carestream Inc	http://www.carestreamcharity.com		EIN 46-5197073	9931 W. Charleston #1 c/o Julie Johnson	Las Vegas	NV	89117	USA		Carestream provides free haircuts and supplies too the homeless children, men and women. We prepair those in need for school and employment opportunities.	In our first year we provided hair cuts to over 500 people in need. Along with clothing drives, shoe drives and food drives.	children, men and women	Las Vegas and Henderson	Free Haircuts, clothing, school supplies and food.	1500 children, men and women in preporation for school and employment.
Blind Center of Nevada	http://www.blindcenter.org	702-642-6000	EIN 88-6005096	1001 N Bruce St	Las Vegas	NV	89101	USA	Blind & Visually Impaired Centers, Centers to Support the Independence of Specific Populations, Disabilities, Eye Diseases, Blindness & Vision Impairments, Health, Job Training, Vocational Rehabilitation	The Blind Center of Nevadahelping the blind and visually impaired to see both their individual worth and their amazing potential.		the blind and visually impaired	Las Vegas, NV	The Blind Center of Nevada assists blind and visually impaired persons of all ages in reaching their highest physical, social, intellectual, and economic potential. To achieve these objectives there are three focus areas: personal development, social interaction and meaningful employment.	
National Association Of Miniature Enthusiasts	http://		EIN 94-2612230	1185 Sharon Way	Reno	NV	89509	USA	Arts & Culture, Arts, Culture & Humanities, Visual Arts	The National Association of Miniature Enthusiasts was founded in 1972 by Allegra Mott to promote the craft of miniature making through the association and friendship of its artisans, craftsmen and collectors. NAME is an educational, non-profit organization dedicated to the miniature collector and builder through sharing ideas and experiences among its members. Our goal is to link people of like minds in order to share our love of the hobby that captivates us.					
Soldiers And Families First	http://		EIN 26-3737122	2285 Jade Ave	Sandy Valley	NV	89019	USA	Human Service Organizations						
Calvary Lutheran Church	http://		EIN 88-0122506	2152 Eagle Sticks Dr	Henderson	NV	89012	USA							
Vineyard Christian Fellowship Carson Reno	http://		EIN 88-0204778	480 Clear Creek Ave	Carson City	NV	89701	USA							
Greater Las Vegas Chamber Of Commerce Foundation Inc	http://lvchamberfoundation.com	(702) 641-5822	EIN 88-0344399	575 Symphony Park Avenue No 100	Las Vegas	NV	89106	USA	Chambers of Commerce & Business Leagues	The mission of the greater las vegas chamber of commerce foundation is to build southern nevada communities capacity to lead, educate and develop talent. The foundation offers signature programs that cultivate business and community leaders at every stage of their development and career and is dedicated to making southern nevada an incomparable destination for business leaders, entrepreneurs and todays most promising talent.				Leadership institute of las vegas - to build the leadership capacity of the community by providing emerging and experienced business leaders with exceptional education, skills development and volunteer opportunities.   vegas young profesionals - to cultivate future business and community leaders by providing young professionals outstanding education and skills development opportunities while connnecting them to career-enhancing professional and community networks.   jumpstart vegas - to nurture and support the startup ecosystem by providing entrepreneurs the resources, connections and skills they need to create viable, scalable and sustainable businesses.	
Girl Scouts of Southern Nevada	http://www.girlscoutsnv.org	702-385-3677	EIN 88-0060273	2941 Harris Avenue	Las Vegas	NV	89101	USA	Children & Youth, Education, Girl Scouts of the U.S.A.	Girl Scouts of Southern Nevada builds girls of courage, confidence, and character, who make the world a better place. Through a variety of informal educational programs school-age girls get to practice life skills such as budgeting, decision making, communication, problem solving, community service, and leadership.			Southern Nevada	Traditional Troops and Groups still serve the majority; there are eight drop-in centers which provide daily after school program; five sports clubs and that number is growing rapidly; there is program for individual members which provides opportunities to participate on their own schedule, there is a girls summer camp available for non-members, too. GSFC serves girls in the 52,000 square miles that makes up southern Nevada including those girls in mining outposts and ranching communities.	
Envision Performing Arts Inc	http://www.envisionarts.org		EIN 26-1374149	10580 N. McCarran Blvd. #115-122	Reno	NV	89503	USA	Arts & Culture, Performing Arts	eNVision is dedicated to the pursuit of excellence. Excellence: Going above and beyond the standard; surpassing greatness. Its members, over the years, will strive for perfection and continue an outstanding reputation. They will maintain high standards of performance, dedication, respect, pride, enthusiasm and hard work: standards that will sustain a very successful organization that promotes the arts throughout Nevada.	We have expanded local opportunities for local school ensembles to 4 events where they can receive feedback from professionals from around the country. Our entertainment group has over 20 events a year entertaining the local audiences. Our members are now over 90% of the local coaches working with local middle and high school programs.			Indoor Guard & Percussion Programs. Summer Guard, Dance and Percussion Programs. Entertainment Guard and Percussion Program.	
Feeding Pets of the Homeless	http://www.petsofthehomeless.org	775-841-7463	EIN 26-3010540	116 East 7th St., Suite 204	Carson City	NV	89701	USA	Animal-Related, Animal Services, Animals, Veterinary Services	Pets of the Homeless believes in the healing power of companion pets and of the human/animal bond which is very important in the lives of many homeless.  They find solace, protection and companionship through their pets.  They care for their pets on limited resources so they themselves have less.   Our task, nationwide, is to feed and provide basic emergency veterinary care to their pets and thus relive the anguish and anxiety of the homeless who cannot provide for their pets.	Since 2008, our collection sites have collected 351.2 tons of pet food and supplies which were distributed to the homeless and poor with pets through food banks, soup kitchens, and churches.	Homeless with companion pets.	US and Canada	Pet Food, Emergency Veterinary Care, Wellness Clinics, Sleeping Crates to Homeless Shelters	1,555 pets with veterinary care,  collection sites took 197,337 pounds of pet food to food banks across the country
Lend A Hand Of Boulder City	http://		EIN 88-0250959	400 Utah St	Boulder City	NV	89005	USA		PROVIDE ASSISTANCE TO DISABLED, FRAIL OR ELDERLY					
Quilts 4 Cancer	http://		EIN 88-0506863	PO Box 4702	Pahrump	NV	89041	USA	Gift Distribution						
OfficerDown.US	http://OfficerDown.US	(702) 769-2122	EIN 47-1217527	6655 Caporetto Ln. #101	N. Las Vegas	NV	89107	USA		We do ONLY LEO related fundraisers. You can start one or we can. We're here to help. Recent tragedies of officers killed in action, and the outpouring of public support as they are reported in the media, have brought to light a problem  there is no easy way for people to come together online to provide the immediate financial support for their families. Many fundraisers require people to drive to a bank to provide a faceless donation, which just isnt the way to go in the 21st century. So a group of us came together, along with a technology team, to spend the time and money to fix this both now and for the future.  While much press is (appropriately and deservedly!) given to officers who have made the ultimate sacrifice in the line of duty, there are countless others who are injured and who also need help as they go through the recovery process. And there are families who need help for years as they continue to piece their lives together. We support all who have served, including their families, regardless of injury and without a time limit. The community is here for you always.  OfficerDown.us is a registered nonprofit with a mission to provide a place where people can reach out to help those who have spent their lives helping others. To protect and serve isnt just a job, and those who dedicate their lives to live by the code are our family. Its up to us to come together as a crowd to support the officers, the families and the departments who sacrifice so much to help others and preserve our community every day, every night.	$230,000 raised	any and all relations to Law Enforcement	the United States	national online crowdfunding, helping families of officers in need or who have been killed or injured while dedicating their lives to protecting & serving the community. We also provide fundraising services for spouses, children, coworkers, Departments, K-9, equestrian, or the community as it relates to Law Enforcement.	approximately 100 families or organizations through simple online fundraisers.
Assistance League of Las Vegas Sanford & Co	http://www.lasvegas.assistanceleague.org	(702) 870-2002	EIN 88-0137831	6446 W Charleston Blvd	Las Vegas	NV	89146	USA	Children & Youth, Children & Youth Services, Emergency Assistance, Human Services	Assistance League of Las Vegas is a philanthropic organization that provides programs and services to enrich the lives of children in need.Our programs are:Operation School Bell, Kids on the Block, andAssistance League Community Outreach		Low income children (grades K-8) in Clark County Nevada	Clark County, NV	Operation school bell provides annually new clothing to title one students in the clark county school district. Clothing includes new jackets, shoes, two outfits, socks, underwear, hygiene kit and a book. If the child is in a uniform school we give them two uniforms and a weekend outfit. These items were provided to over 8300 children from families with extreme need. Program hope high assists clark county high school students who are at risk, encouraging them to stay in school. We provided them with sleeping bags, bus passes, fast food gift cards, bath towels, washcloths, and personal items. We assisted 417 high school students. For make a difference day we collected reading books that were distributed to the elementary schools in clark county.   community programs/identifies and fills needs in clark county through short and long term programs including: 1)assistance league closet/provides emergency clothing to students attending at risk, and low income schools. In addition, the auxiliary supports als closet by donating clothing items to at-risk schools. 644 new and 70 slightly used items were donated to allv in 2013/2014. 2)bear program/provides stuffed teddy bears to traumatized children through local agencies. These bears are used to give comfort and help children communicate. Rose warren volunteer program to assist the teacher as needed in the classroom setting. Layette program/provides layettes to low income expectant parents. Number of recipients for the above programs was over 8,200.   pocket books program provides approximately 104,000 pocket books to 120 schools annually. There are 18 copyrighted titles of pocket books which are written (in both english and spanish), illustrated and published by auxiliary members. They are small enough for the children to take home and read with their families.   1)angels assistance program provides the following: a. 100 tray favors to two (2) area hospital pediatric wards seven (7) times per year for major holidays. These goodie bags include coloring books, crayons, crafts and puzzles for children hospitalized during the holidays of halloween, thanksgiving, christmas, valentines day, st. Patricks day, easter and the 4th of july. B. Memory boxes are delivered to six (6) area hospitals which are given to families who have suffered the loss of a newborn. The memory box contains (1) a hand-made gown and bonnet which are made for different sized infants; (2) a book on grief in both english and spanish; and (3) a hand-made angel pin. 132 memory boxes were delivered to the hospitals in 2013/2014. C. Shadow buddies are dolls provided to area pediatric oncologists to give to children who are scheduled to undergo a procedure so the doctor can explain what the child can expect, and the child is allowed to keep the buddy with them during treatment. Approximately 80 delivered in 2013/2014. D. Approximately 300 blankets and 300 health care kits are provided to hospitals to give to indigent mothers who have given birth in the hospital. 2)kids on the block puppets provides skits on issues of physical, emotional and cultural differences to third graders.	
Nevada Youth Soccer Association	http://	(702) 870-3024	EIN 88-0151320	2605 S Decatur Blvd Ste 114	Las Vegas	NV	89102	USA		Provide opportunities for youth to play soccer in nevada.				Hosted statewide tournaments and sponsored teams to compete in nationals and regionals.   sponsored olympic development program to prepare talented youth to compete in the olympics.   a competitive league for boy and girls ages 10-13.	
Faith Farm	http://		EIN 23-7332835	Non Profit Accounting Services	Las Vegas	NV	89107	USA							
Las Vegas Art Museum	http://		EIN 88-0100500	3065 S Jones Blvd Ste 100	Las Vegas	NV	89146	USA	Art Museums, Arts & Culture						
U S Missionary Corps Inc	http://		EIN 75-3218110	6283 Mount Rainier Ave	Las Vegas	NV	89156	USA	Personal Social Services						
INTERNATIONAL PROBLEM GAMBLING CENTER	http://www.gamblingproblems.com	(702) 363-3633	EIN 20-1861496	6865 Casa Linda Dr	Las Vegas	NV	89103	USA	Gambling Addiction, Mental Health	Treatment of gambling addiction				We provided treatment services to problem gamblers and their families through group therapy, individual counseling and crisis care services. We run a 6 week intensive outpatient program and followup therapy once the program is completed.	
Pet Network Humane Society	http://		EIN 94-3162646	401 Village Blvd	Incline Vlg	NV	89451	USA	Animal Protection & Welfare, Animals						
Spirit Therapies	http://spirittherapies.org/		EIN 51-0436828	9140 La Madre	Las Vegas	NV	89149	USA	Developmentally Disabled Centers, Disabilities	Spirit Therapies is a non-profit therapeutic riding center that positively impacts the lives of the physically and mentally challenged through connecting with trained therapy horses, certified instructors, and compassionate volunteers.		the physically and mentally challenged	Las Vegas Nevada	Therapeutic Riding, Equine Assisted Learning, and Horses Healing Heroes	
Nevada Council Of The Blind	http://		EIN 23-7338118	364496	North Las Vegas	NV	89036	USA	Unknown						
Grant A Gift Autism Foundation	http://www.grantagiftautismfoundation.org	(702) 564-2453	EIN 80-0350583	8550 W Desert Inn Rd Ste 102-343	Las Vegas	NV	89117	USA	Autism, Disabilities, Health	Our mission is to assist in enhancing each autistic child's development while supporting the family unit and promoting a lifetime of inclusion in the community in hopes of improving each family's quality of life.				Finding hope in autism - community care programcommunity care program dedicated to helping children receive diagnostic and support services (including speech, occupational, and behavior therapy) not covered by insurance.   buds program - building up and developing social play/life skillschildiren ages 6-12 are given an opportunity to gain much needed skills and learn how to interact with peers in a nurturing environment ultimately creating future success in their relationships, the workplace, and the community. Parents also gain the necessary skills to accelerate their child's development for a better quality of life.   sibling social group is designed for elementary, middle and high school siblings of children diagnosed with autism spectrum disorder. Groups meet monthly and serve as a support system and learning experience to improve the well-being of these siblings.	
Southern Nevada Public Television	http://www.vegaspbs.org	(702) 799-1010	EIN 23-7169328	3050 E Flamingo Rd	Las Vegas	NV	89121	USA	Arts & Culture, Television	To secure financial and volunteer support for production and promotion partnerships that magnify the community impact of vegas pbs media services				As snpt supports the vegas pbs global online advanced learning program, we partner with dozens of partners including the department of employment training & rehabilitation, area health education centers, pbs teacherline, nevada governor's office, and the southern nevada health district. These partnerships allow us to provide online educational services to nevada. Our biggest partnership program is with the southern nevada health district where we are offering food safety training for food handlers in southern nevada. Per the agreement with the health district, customers log onto the learning management system and purchase the health card course. Snpt receives $20 per enrollment. The funds received from the health cards is transferred to vegas pbs in support of magnifying vegas pbs' (continued on sch o) mission to support and distribute media content that improves education.   provide financial support to support vegas pbs to support it's mission to improve people's lives by creating and distributing media content that improves health and education; strengthening community institutions; providing universal access to the arts; and fostering civic engagement.	
Hemophilia Treatment Center of Nevada	http://	775-657-8981	EIN 	540 W Plumb Lane Suite 200	Reno	NV	89509	USA		The Hemophilia Treatment Center of Nevada is Nevada's only federally recognized Hemophilia Treatment Center. HTCNV provides family-centered,state of the art medical and psycho-social services, education and research to persons with inherited bleeding disorders. The HTCNV provides services statewide with offices in Reno and Las Vegas. We also provide periodic satellite clinics northeast and central Nevada.		Patients from birth to death		The Hemophilia Treatment Center of Nevada is Nevada's only federally recognized Hemophilia Treatment Center. HTCNV provides family-centered,state of the art medical and psycho-social services, education and research to persons with inherited bleeding disorders. We currently have two locations one in Reno and one in Las Vegas located at 3121 S Maryland Pkwy suite 206 Las Vegas NV, 89109	
Lighthouse Assembly Of God	http://		EIN 88-0361100	Po Box 924	Silver Spgs	NV	89429	USA							
Las Vegas Chinese Christian Church Incorporated	http://		EIN 88-0362807	8978 W Nevso Dr	Las Vegas	NV	89147	USA	Christianity, Religion						
