name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Brattleboro Hockey Educational Trust Inc	http://		EIN 03-0335220	220 Hale Rd	Brattleboro	VT	05301	USA							
Upper Valley Community Band	http://www.uvcb.org	(603) 359-1375	EIN 03-0273022	Po Box 4378	White Riv Jct	VT	05001	USA		Music recreation, education and community service				Winter and spring concerts at lebanon opera house, march concert at state house in montpelier, vermont, participation in the boston festival of bands in june, summer concerts and parades for various nh and vt towns.	
Womens International Bowling Congress	http://		EIN 51-0221902	23 Fairview Dr	Essex Jct	VT	05452	USA							
KINGDOM ANIMAL SHELTER INC	http://www.kingdomanimalshelter.com	802-741-7387	EIN 01-0800510	PO Box 462	St Johnsbury	VT	05819	USA	Animal Protection & Welfare, Animals	The purpose of the Kingdom Animal Shelter is to facilitate the placement of stray and unwanted animals and pets in desirable homes; to establish and maintain an animal shelter and associated procedures which promote the health, care and handling, and prevent over population and the prevention of cruelty to animals. The animals in our care, our guests are never euthanized merely because we lack space or because the animals stay with us has exceeded a predefined amount of time.			Caledonia County, parts of Essex and Orange counties		
Outright Vermont	http://www.outrightvt.org	(802) 865-9677	EIN 03-0323843	PO Box 5235	Burlington	VT	05402	USA	Children & Youth, Children & Youth Services, Civil Rights, Lesbian & Gay Rights, LGBTQ	The mission of Outright Vermont is to build safe, healthy, and supportive environments for gay, lesbian, bisexual, transgender, queer, and questioning youth, ages 13-22. Outright''s goal is to make Vermont the safest, most supportive, and most empowering state for queer youth in the United States.				Our youth center is based in Burlington and is open five days a week from 10:00am - 6:00pm. It includes a drop in space with a wireless internet lab with computers, lending library, and safer sex supplies. The youth center is also home to weekly Friday Night support groups. Outright also provides the SASS Academy, our HIV prevention and sexual health workshop geared specifically towards queer youth. Outright offers Orasure and Oraquick HIV testing, counseling, and referral services anonymously and at no cost. Outright also offers Gendertopia, a gender-based after school program. Gender and Java, a workshop about gender and gender expression, is offered at our Burlington space and has traveled all over Vermont. In addition, Outright provides substance-free monthly social and support groups in Burlington and Rutland and provides quarterly events in Brattleboro.	
Carlos Otis Stratton Mountain Clinic Inc	http://		EIN 23-7122057	Po Box 617	Stratton Mtn	VT	05155	USA		Emergency & Medical Services for the Local Community					
United States Power Squadrons	http://		EIN 03-6007258	6 Van Patten Pkwy	Burlington	VT	05408	USA							
Association For Cerebral Palsy Serving People With Disabilities	http://	(802) 223-6149	EIN 23-7440898	P O Box 751	Montpelier	VT	05601	USA	Birth Defects & Genetic Diseases, Health	Serving people with disabilities				Connect people with cp to needed resources and information.	
Lakes Region Youth Orchestra Inc	http://		EIN 22-3087599	Po Box 252	Weston	VT	05161	USA							
Middlebury Volunteer Ambulance Association Inc	http://www.middlebury911.org	(802) 388-3286	EIN 23-7085925	55 Collins Dr	Middlebury	VT	05753	USA	Emergency Medical Services & Transport, Health	Ambulance service.				To provide emergency medical services and ambulance service to the community.	
Bennington Free Library	http://www.benningtonfreelibrary.org	(802) 442-9051	EIN 03-0181067	101 Silver St	Bennington	VT	05201	USA		The bennington free library provides materials and services that will meet the educational, informational, cultural and recreational needs of the community.				Provided public library services to residents of all ages in bennington, shaftsbury, woodford, pownal, and arlington, vermont	
Jericho Congregational Church	http://		EIN 03-0301380	Po Box 1022	Jericho Ctr	VT	05465	USA							
Young Tradition Vermont Inc	http://www.youngtraditionvermont.org		EIN 27-0338133	Po Box 163	Fairfax	VT	05454	USA	Education, Scholarships, Scholarships & Student Financial Aid	Inspire young to traditional music & dan				Activites to inspire interest in traditional music and dance- 18 petting zoo installations with 200 insturments & 1800 children 24 concerts & pediatric sessions for 780 attendees  instructional activities- 12 fiddle sessions 5 day music camp workshops classes loaning insturments and public school partnership for 583 children & 51 instructors and guests  provide performance opportunities- concerts of young adults students and instructors and collaborating organizations 135 students adults & instructorsweekend dance & music et  other program services	
Craftsbury Chamber Players Inc	http://www.craftsburychamberplayers.org		EIN 03-6013080	252 College St	Burlington	VT	05401	USA	Arts & Culture, Music	Performing arts				Provide concerts across vermont including childrens programming	
Vajradhatu	http://		EIN 74-2696448	Po Box 204	Burlington	VT	05402	USA							
United Way of Chittenden County	http://www.unitedwaycc.org	8028647541	EIN 03-0217229	412 Farrell Street Suite 200	South Burlington	VT	05403	USA		We exist to build a stronger Chittenden County in order to improve peoples' lives.  We believe in a shared vision for this community that is absolutely achievable if and when public and private sectors, and community members at large, join together in a shared responsibility for achieving that vision.  It cannot be achieved by philanthropy alone. It takes partnership with educators, business leaders, nonprofits, health care providers, law enforcement, government, parents -- EVERYONE working together.		This year, we will invest:  $2,000,000 in 64 programs at 30 United Way member agencies  $354,500 to support community convening, strategic initiatives and volunteer mobilization  $945,500 leveraged from grants, program fees and other income  $60,000 for Vermont 2-1-1 (50,000 calls expected this year from Vermonters who need help finding help  30% from Chittenden County)  $8,000 in special response funding to meet emergency needs of local nonprofits or to support strategic planning and merger discussions  $430,000 in donor designations passed through to other United Ways or nonprofit organizations  $2,000,000 in-kind value of over 112,000 volunteer hours worked by more than 6,500 people we connected to volunteer opportunities at over 265 local nonprofits	Chittenden County, Vermont	We focus all of our work in three areas:  Education, Income and Health.  In those three areas, we make Program Investments, we Mobilize Volunteers and we convene and participate in Strategic Initiatives that take more than one entity. For a complete description of our investmenst in all three for 2012, go to http://www.unitedwaycc.org/assets/Forms--PDFs/Investment-Portfolio-Published-Version-2012.smaller.pdf	Mobilizing the Community  Lasting Change  Employers participating in Working Bridges are seeing improved retention, advancement and financial stability of their workers (Strategic Initiative)  Every school district in Chittenden County is implementing a shared attendance policy that has resulted in improvements in graduation rates (Chittenden County Truancy Project  Strategic Initiative)  Childcare centers serve our most vulnerable children healthy snacks and hot meals (Childcare Food  Community Partnership)  Burlingtons downtown business district is safer and more welcoming for everyone (Street Outreach  Strategic Initiative)  Free income tax preparation and financial literacy education provided at the workplace is improving financial stability (EITC Outreach and Volunteer Income Tax Assistance  Strategic Initiative)
Rutland Residential Care, Inc.	http://		EIN 22-3115054	160 Allen Street	Rutland	VT	05701	USA	Human Services, Residential Care & Adult Day Programs						
Run Vermont Inc	http://www.runvermont.org	(802) 863-8412	EIN 03-0315418	1 Main St	Burlington	VT	05401	USA	Community & Neighborhood Development, Economic Development	Run vermont, inc. Is committed to the promotion of running as a life long activity through complementary programs that celebrate the athletic spirit, are recognized nationally, and are embraced by the vermont community.				Memorial day weekend events including sports & fitness expo open to the public and a marathon and relay race for 7,500 runners using 1,700 volunteers.   youth programs include the ready set run program which encourages youth to exercise regularly and practice good nutritional habits. During the marathon weekend, a series of youth races are held, involving approximately 800 youth.   other events include first run on new year's day, half-marathon unplugged in early april, island vines 10k in the fall, marathon training classes and event consulting.	
Breast Cancer Action Group	http://		EIN 03-0330167	201 Rollin Irish Rd	Westford	VT	05494	USA	Cancer						
Funeral Ethics Organization Inc	http://www.funeralethics.org		EIN 54-2080728	PO Box 145	Hinesburg	VT	05461	USA	Civil Rights, Consumer Protection	To promote ethical dealings in all death-related transactions by working for better understanding of ethical issues among funeral, cemetery, and memorial industry practitioners, law enforcement, organ and tissue procurement organizations, and state agencies, as well as better understanding between these and the general public.					
Addison County Crisis Pregnancy Ctr	http://	(802) 388-7272	EIN 03-0301366	52 Merchants Row Suite B	Middlebury	VT	05753	USA	Health, Reproductive Health Care, Reproductive Rights	Counseling and education				Services provided include free pregnancy tests, peer counseling, abstinence education, education on pregnancy related issues & clothing for maternity and baby needs	
Theatre Group Ltd	http://		EIN 03-0231251	1735 Ripton Rd	Lincoln	VT	05443	USA							
Nightingale Institute For Health And The Environment	http://		EIN 04-3364812	PO Box 30	Newport	VT	05855	USA	Health, Nursing						
NorthWoods Stewardship Center	http://www.northwoodscenter.org		EIN 03-0346759	PO Box 220	East Charleston	VT	05833	USA	Children & Youth, Education, Educational Services, Environment, Environmental Education, Natural Resources Conservation & Protection, Youth Development Programs	The mission of the Center is to empower new generations to appreciate, understand and wisely use the land through science, education, and action..				NorthWoods offers standards-based education programs for students K-College, outdoor recreation, community workshops on topics ranging from natural history to sustainable energy use, summer camps for ages 6-18, a youth conservation service corps, land management services, and research on water quality, small mammals, amphibians, and birds.	
Farrar Park Association	http://		EIN 23-7309800	141 Old County Rd	Weston	VT	05161	USA							
Vermonts Camp Takumta	http://www.takumta.org		EIN 03-0362578	Po Box 459	South Hero	VT	05486	USA	Cancer	To provide a safe, loving place where children from vermont and new york who have, or have had cancer can play, swim, share, and heal. Camp t-k-t is where kids go to reclaim a childhood robbed by cancer.				To provide a safe, loving place where children from vermont and new york who have, or have had cancer can play, swim, share, and heal. Camp t-k-t is where kids go to reclaim a childhood robbed by cancer.	
Isle La Motte Hist Soc Inc	http://		EIN 03-6016510	Po Box 18	Isle La Motte	VT	05463	USA							
GREEN MOUNTAIN LIBRARY CONSORTIUM	http://www.gmlc.org	(802) 674-9113	EIN 26-2685328	PO Box 264	Middlebury	VT	05753	USA	Education	Vermont Libraries, Working Together  In late 2007, a group of approximately 15 libraries joined together to provide downloadable audio book service to the State of Vermont. The Green Mountain Library Consortium was born from these initial meetings, and now has over 140 members from public, school, academic and special libraries, with a service population of over 400,000.  Our mission is to provide Vermont's libraries with access to goods and services otherwise unattainable, through the power of partnerships and collective purchasing. This is summed up in the consortium's tagline: Vermont Libraries, Working Together.	The Literary Culture of Vermont	11,000 library patrons all across Vermont	Across the state of Vermont	A Digital Library of ebooks and digital audiobooks available 24/7/365 remotely all over Vermont.	We have served 33,440 Vermonters in the last 8 years, circulating almost 9,000 titles  approximately 400,000 times.
Vermont Governors Council On Physical Fitness	http://www.vermontfitness.org	(802) 878-2077	EIN 22-2547249	Tom Clavelle 21 Littlefield Drive	Shelburne	VT	05482	USA		Promote physical activity to all vermonters				The 2014 corporate cup was held on may 15, 2014 and there were 3,916 participants  the vermont senior games association hosts a variety of competitive games (including track & field, cycling, bowling, basketball, tennis, table tennis, golf and more) for male and female athletes ages 50+. It also promotes personal fitness through our move for well-being program. During the 2013 season 365 athletes participated in the competitive games and 100+ peoples participated in the move program  the 2014 worksite wellness conference was held on march 27, 2014 in burlington. Vt governor peter shumlin presented worksite wellness awards to 91 employers for their programs. 350 people attended the conference, which included workshops, exhibits, educational sessions, and roundtable discussions.	
Craftsbury Public Library Inc	http://		EIN 03-0271632	Po Box 74	Craftsbury Cm	VT	05827	USA		COMMUNITY PUBLIC LIBRARY					
Grace Christian School Corporation	http://	(802) 447-2233	EIN 04-3368587	104 Kocher Dr	Bennington	VT	05201	USA	Education, Elementary & Secondary Schools, Literacy	Partnering with parents to				Grace christian is a non-denominational state recognized school for grades k-12 serving approx 200 students.	
Copley Hospital Inc	http://www.copleyvt.org	(802) 888-4231	EIN 03-0179423	528 Washington Hwy	Morrisville	VT	05661	USA	General Hospitals, Health	To oversee and coordinate the provision of services, to provide leadership in implementing the vision promoting wellness and to assure clear access to services regardless of ability to pay.				Copley hospital provides quality medical healthcare regardless of race, creed, sex, national origin, handicap, age or ability to pay. Although reimbursement is critical to the hospital, it is recognized that not all individuals possess the ability to purchase essential medical services. Further, our mission is to serve the community with respect to providing healthcare services and healthcare education in keeping with the hospital's commitment to serve all members of its community. The hospital offers free care and or subsidized care, care provided to persons covered by governmental programs at below cost, and health activities and programs to support the community and are considered where the need and/or individual's inability to pay coexists. These activities include a variety of services in the form of seminars, workshops, clinics, and screenings at minimal or no charge.	
Global Community Center Connection	http://		EIN 22-3178018	PO Box 367	Moscow	VT	05662	USA	International, International Peace & Security						
Meeting Waters YMCA	http://www.meetingwatersymca.org	802-463-4769	EIN 03-0214294	66 Atkinson Street	Bellows Falls	VT	05101	USA	Young Mens or Womens Associations	Building strong communities by inspiring all to develop healthy spirit, mind and body.			greater Brattleboro, Bellows Falls, Springfield and Fall Mountain regions	School-age child care programs - see attached  day camp programs - see attached  activate windham county public health initiative - see attached	
Poultney Rescue Squad Inc	http://		EIN 23-7101382	Po Box 76	Poultney	VT	05764	USA	Disaster Aid, Search & Rescue Squads						
Vermont Associates For Training & Development Inc	http://vermontassociates.org	(802) 524-3200	EIN 03-0288192	Po Box 107	St Albans	VT	05478	USA	Employment Preparation & Procurement, Job Training	To assist mature workers to become the best qualified candidate for jobs consistent with their interests and abilities. The organization also works with employers and community organizations to develop and increase the employment opportunities available to mature workers.				See schedule o in program year 2014, a4td served participants as a national grantee. Participants worked for the community at many unique nonprofit organizations. Participants received paid training in addition to their community service assignments.	
Independent Assemblies Of God	http://		EIN 03-0311627	Rr 1 Box 323	Derby	VT	05829	USA							
Holy Cross Senior Housing Corp	http://		EIN 03-0353626	412 Farrell Street	South Burlington	VT	05403	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors						
Groton Senior Community Center Inc	http://		EIN 22-2815667	31 Checchi St Apt 6	Groton	VT	05046	USA							
Woodstock Union High School Endowment Association	http://		EIN 03-0302470	Po Box 118	Woodstock	VT	05091	USA							
Fairfield Community Center Assn Inc	http://		EIN 03-0338566	124 School St	E Fairfield	VT	05448	USA	Community Recreational Centers, Sports	Provide pre and after school daycare services as well as adult services				Summer camp serve approximately 75 children  senior meals serves approximately 40 people	
Greater Rockingham Area Endowment Trust Inc	http://		EIN 22-2678013	Hospital Court	Bellows Falls	VT	05101	USA		Endowment Fund in Support of Greater Rockingham Area Service, Inc - Private Foundation					
Employees Community Action Council	http://	(802) 662-6392	EIN 03-6010836	326 Ibm Road Building 862	Williston	VT	05495	USA		To act as a focal point for charitable giving through the ecac, an association of the employees of general dynamics ots, at participating sites. This includes the disbursement of funds to deserving 501c3 or 4 charitable organizations in the members communities who participate in charitable and community service activities.				Provided funding for 501c3 or 4 organizations	
Brattleboro Nursery School Inc	http://www.brattleboronurseryschool.org	(802) 257-7281	EIN 03-6004150	Po Box 264	Brattleboro	VT	05302	USA		Brattleboro nursery school serves 20 children ages 3 to 5 years per year, including 5 students enrolled in the head start celebrate, the diverse education program is designed to stimulate creative expressive & dramatic play to foster developmental learning. Before and after school care is available & is an extension of the regular educational programing				The brattleboro nursery school, inc. Serves 20 children ages 3 to 5 years per year, including 5 students enrolled in the head start celebrate, the diverse education program is designed to stimulate creative expressive & dramatic play to foster developmental learning. Before and after school care is available & is an extension of the regular educational programing	
Association Of Notre Dame Clubs Inc	http://		EIN 31-1075476	27 Mechanic St	N Bennington	VT	05257	USA							
Emerge-Family Advocates	http://www.visitationcoop.org	(802) 296-7663	EIN 03-0353358	PO Box 1224	White River Junction	VT	05001	USA	Child Abuse Prevention, Crime & Law, Domestic Violence, Human Service Organizations, Single Parent Agencies, Spouse Abuse Prevention	Emerge Family Advocates seeks to help families function in a healthy way, primarily by providing the safe and neutral settings and services that help children exercise their right to the best possible relationship with both parents.				Supervised Visitation and Exchange Services	
All Breed Rescue Inc	http://allbreedrescuevt.com	802 489-5889	EIN 26-3849438	491 Industrial Avenue	Williston	VT	05495	USA	Animal Protection & Welfare, Animals	All Breed Rescue is a compassionate, non-profit rescue dedicated to saving highly adoptable dogs from high kill shelters and placing them in loving homes in the Northeast.Established in 1996; All Breed Rescue has rescued over 6,000 dogs from high kill shelters and has grown a vast network of volunteers and fosters in the process. As a compassionate non profit dog rescue, we work within the community through local schools, colleges and businesses to raise awareness of who we are and where we are going. As we aim for the future, we look to our community to aid us in saving more abused, frightened and neglected dogs of any breed, size and age through basic training, socializing and networking. It's with these actions we are able to place these abandoned dogs in caring fosters and loving homes here in the generous Northeast.   What sets All Breed Rescue apart:      Well-established, founded in 1996     501c3 Non-profit organization     Licensed with the State of Vermont     Over 6000 dogs rescued.	Save dogs from High Kill shelters in the South and NYC	586 dogs were adopted in 2015 with a 2% return rate.	Vermont and the Northeast	We provide vetting, transportation, high quality food, socialization and training as necessary to help find these dogs their forever homes	2015 Accomplishments      Finding forever homes for a total of 586 dogs     Return rate for adoptions below 3%     Expand our connection with NYC Shelters to re-home 150 dogs      Updates to our shelter including an outdoor kennel thanks to a grant from Maddie's Foundation     Provide spay/neuter,  heart worm and as required medical treatment for all our pups....including emergencies!     Partner with trainers for additional  training for  our pups prior to adoption     Partnering with the Lyric Theater Company during their production of 'Legally Blond'  featuring  our own rescue 'Joey'.      Dine out events with the following local restaurants: Chilli's, Texas Road House, The Rotisserie, Magnolia's, Juniors, Pizzeria Uno, and The Scuffer Steak and Ale House     Partnering with Pinnacle Properties and Nate's Automotive for the annual Christmas Tree sale      Adoption event partners and hosts: ASPCA/ Subaru Share the Love, Tony's Tack, Petco, PetSmart, Pet Advantage     Fundraising partners:  Pure Barre, Ali and Annie, Studio Two/Higher Ground
Pta Vermont Congress	http://		EIN 03-0335854	42 Herrick Ave	Milton	VT	05468	USA							
AKP FOUNDATION INC	http://www.akpfoundation.org		EIN 27-2557126	65 E Branch Farms	Manchester	VT	05255	USA	Health	To provide young adults with the means to use adventure sports to assist, inspire and energize a comeback from invasive cancer treatments.	At AKP we believe that the best way to build confidence is to take healthy risks. The purpose of the AKP Foundation is to build the confidence of young adults who have suffered physically altering trauma due to cancer by helping them find adventure through adaptive sports. Physical trauma can take a toll on ones spirit and finances. Through AKP, chosen applicants will acquire personal grants or attend group retreats that will help facilitate their personal comebacks in life.		United States of America	Grants for Adventure Sports and Retreats	
SPRING HILL HORSE RESCUE INC	http://www.springhillrescue.com	802-775-1098	EIN 02-0537086	175 Middle Road	Clarendon	VT	05759	USA	Animal Protection & Welfare, Animals	Giving equines a second chance for a good life and educating horse owners and professionals who work in the animal welfare field and law enforcement on proper horse care, health and handling as a means of prevention and education.	equines and other animals in need	30 horses, 3 pigs, 6 chickens, 2 turkeys, 1 dog, 1 cat, 1 Zebu, 1 goat at our farm and numerous horses in the field	Vermont	rescue, rehabilitation, and re-homing; as well as providing large animal humane agents across the state of Vermont.	We have rescued and re-homed over 1000 horses since being founded in 2000.
Grassroot Soccer	http://www.grassrootsoccer.org	(802) 649-2900	EIN 43-1957920	198 Church Street P.O. Box 712	Norwich	VT	05055	USA	Children & Youth, Health, Public Health, Soccer, Sports, Youth Development Programs	Grassroot Soccer (GRS) is an international adolescent health organization that educates, inspires and mobilizes young people to overcome their greatest health challenges and live healthier, more productive lives. GRS uses the power of soccer to connect young people with the mentors, information, and health services they need to thrive, and empowers adolescents to make educated choices about pressing health challenges such as HIV & AIDS, sexual health, gender-based violence, and malaria. GRS's evidence-based programs, led by trained local Coaches, incorporate soccer into dynamic lessons about health and wellness that engage young people and break down cultural barriers. With proven results and a constant focus on research and innovation, GRS has reached over 1.8 million young people in nearly 50 countries with adolescent-friendly health education.			Grassroot Soccer operates flagship sites in South Africa, Zambia and Zimbabwe and as a technical assistance partner have helped design and launch sustainable projects in Botswana, Ethiopia, Kenya, Lesotho, Malawi, Namibia, Sudan, Tanzania, Guatemala and the Dominican Republic.	Other activities - see attached statement 1  research & development - see attached statement 1  educating children - see attached statement 1	Ten evaluations in seven countries have shown the GRS program to have positive impact on knowledge, attitudes, stigma, and communication related to HIV. One study in Zimbabwe found that after participating in the GRS curriculum.      * The percentage of students who could list three people they could talk to about HIV increased from 33% to 72%      * The percentage of students who knew where to go for help for HIV related problems increased from 47% to 76%      * The percentage of students who said they would feel comfortable providing emotional support for an HIV positive classmate increased from 52% to 73%      * The percentage of students who believe condoms were effective increased from 49% to 71%
Hugh Obrian Youth Foundation	http://		EIN 22-2485367	161 Heather Ln	Rutland	VT	05701	USA							
Wake Robin Residents Association Incorporated	http://		EIN 03-0338892	200 Wake Robin Dr	Shelburne	VT	05482	USA	Unknown						
Vermont Land Trust Inc	http://vlt.org	(802) 223-5234	EIN 03-0264836	8 Bailey Ave	Montpelier	VT	05602	USA	Environment, Farmland Preservation, Food, Forest Conservation, Land Resources Conservation	The vermont land trust works with individuals, organizations, and communities to conserve land for the future of vermont. Since 1977, vlt has permanently conserved more than 544,000 acres. This land includes more than 790 working farms, hundreds of thousands of acres of productive forestland, and numerous parcels of community lands. This conservation work changes the lives of families, invigorates farms, launches new businesses, maintains scenic vistas, encourages recreational opportunities, and fosters a renewed sense of community.				Conservation workto protect farms and forests from the pressures of development, the vermont land trust uses conservation easements - a legal tool that limits development on productive farmland and forestland, and other meaningful natural and community places. While some landowners choose to donate their development rights, many others sell them for full or partial value. Landowners continue to own, manage, and pay taxes on the land and can sell their land; however, the conservation easement permanently remains on the property.   stewardship workwhen the vermont land trust conserves land, it promises to look after it forever. The more successful we are at conserving land, the greater our stewardship responsibility. Partnership is at the core of our stewardship program. In an average year, our stewardship staff will visit 100% of conserved parcels and meet with nearly 90 percent of the 1,300-plus owners of land conserved with vlt. During these visits with landowners, staff will often walk the land and discuss issues such as whether any significant land-use changes are planned. By building these relationships, we believe we reduce the number of violations of conservation easement terms.   atlas timberlands projectthe atlas timberlands project is a joint undertaking of the vermont land trust and the nature conservancy. Together, the two organizations own and manage approximately 23,000 acres of timberland in the northern green mountains. The management of this land provides direct experience with the challenges of owning and managing timberland for economic and biodiversity values. This experience has a direct impact on our ability to understand and address concerns of owners of conserved timberland. All of the land is open to the public for hiking, hunting, and other non-motorized recreation.   the brewster uplands conservation trust is a project to manage 1,000+ acres for public access recreation and educational purposes.	
Putney Community Center Incorporated	http://		EIN 22-3307140	Po Box 337	Putney	VT	05346	USA	Human Service Organizations, Human Services						
National League Of American Pen Women, Inc.	http://members.aol.com/penwomen/pen.htm		EIN 51-0239051	Rr 2 Box 2041	Vergennes	VT	05491	USA	Arts & Culture, Arts, Culture & Humanities, Arts Services	Membership in the League is comprised of Active, Associate, International Affiliates and Honorary members engaged in creative work in one or more of the three comprehensive membership classifications: Art, Letters, and Music.					
Vermont State 4-H Foundation	http://	(802) 476-6191	EIN 03-6010151	86 Summer St	Barre	VT	05641	USA		Education of 4-h programs				4h animal projects carry out 4h animal science projects serving over 1600 youths, including dairy, horse, and sheep projects  state 4h projects to carry out leadership programs such as state day, teen congress, citizenship wash, focus, leader trianing reaching over 2000 youth.   natural resources projects conducting statewide programs. For over 2000 youth.	
White River Valley Players Inc	http://		EIN 03-0275088	Po Box 192	Rochester	VT	05767	USA	Arts & Culture, Theater						
Havurah The Addison County Jewish Community Inc	http://		EIN 03-0286020	Po Box 823	Middlebury	VT	05753	USA	Judaism, Religion						
The International Society For Ecology And Culture	http://www.isec.org.uk		EIN 94-3128274	Po Box 36	East Hardwick	VT	05836	USA	Economic Development, Environment, Food, International, International Economic Development, Microfinance, Unknown	ISEC''s mission is to promote biological as well as cultural diversity by strengthening communities and local economies worldwide.  When founded in 1975, ISEC focused on bringing information to balance the idealized images of the consumer culture suddenly rushing into Ladakh, or "Little Tibet", which had just been opened to tourism and development.  Over the years the focus of the organization has increasingly shifted from Ladakh to the world at large.				Our major programs include:   Local Food, which seeks to support local food economies  while simultaneously tackling the destructive policies that sustain the global industrial food system.  Global-to-Local Education, which disseminates a broad critique of the global economy, while laying out the benefits of and practical steps towards economic localization, cultural diversity, and smaller scale.  This program includes lectures, seminars, articles and book chapters, as well as the production and distribution of ISEC's books, videos and other publications.    Roots of Change, a community-based study, discussion and action program, with a curriculum revealing the root causes of today's social, economic, and enviromental crises, along with systemic solutions.  The Ladakh Project, our 30-year effort to counter the impact of conventional development in this Himalayan region, while exploring more sustainable patterns of development based on local resources, indigenous knowledge, and appropriate technologies.	
Grounds for Health	http://www.groundsforhealth.org	(802) 241-4146	EIN 03-0367185	92 S. Main St. #2	Waterbury	VT	05676	USA	Ambulatory & Primary Health Care, Community Health Systems, Health, Health Care	Grounds for Health's mission is to cultivate partnerships with coffee-farming communities to reduce the unacceptably high rate of cervical cancer in low-resource settings.	Women, families, and communities		Coffee-growing communities in Latin America and Africa	Cervical cancer screening, training of local doctors and nurses, community education and outreach, capacity building	Women screened as a result of Grounds for Health programs: 44,630+ Community Health Promoters Trained:655 Doctors & Nurses Trained: 345 Number Health Centers Equipped: 54
Northern Community Investment Corp	http://www.ncic.org	(802) 748-5101	EIN 02-0318035	51 Depot Sq Ste 2	St Johnsbury	VT	05819	USA	Economic Development, Urban & Community Economic Development	To generate and preserve jobs and other social and economic benefits for carroll, coos and grafton counties of new hampshire, and caledonia, essex, and orleans counties of vermont through prudent investment and lending.				Economic & community development under title vii of the federal economic opportunity act of 1964, providing financial assistance within special impact area (northern vt & nh) through direct investments, loans, loan guarantees & leasing	
Hamerman-Moody Scholarship Foundation Inc	http://		EIN 06-6074891	816 One Mile Rd	Charlotte	VT	05445	USA							
Putney Mountain Association Incorporated	http://www.putneymountain.org		EIN 03-0316666	Po Box 953	Putney	VT	05346	USA	Environment, Land Resources Conservation	The putney mountain association believes there is a vital link between human beings and the natural environment. Our primary objectives are to strengthen that link by preserving undeveloped land on windmill ridge in southeastern vermont for the benefit and enjoyment of present and future generations and to protect the natural habitat and wildlife corridor of the area.				Mounted a successful major fundraising campaign to acquire a significant 144 acre tract of land which anchors the southern portion of the windmill hill nature reserve and trail, the acquisition also linked putney mountain lands with the silvio o. Conte national fish and wildlife refuge resulting in 500 acres of contiguous conserved land.   stewardship of 395 acres open to the public for hiking and nature viewing including the putney mountain hawk watch on the summit. Stewardship includes payment of all related property tax and insurance.   education and outreach to members and the public through printing of our biannual newsletter and offering lectures and nature walks led by those knowledgable in various fields.	
Carving Studio And Sculpture Center	http://		EIN 03-0325486	Po Box 495	West Rutland	VT	05777	USA	Arts & Culture, Visual Arts						
Dorset Parent Volunteers Inc	http://		EIN 23-7383047	130 School Dr	Dorset	VT	05251	USA							
Bridgewater Fast Squad	http://		EIN 03-0320052	Po Box 122	Bridgewater	VT	05034	USA							
Congregation Of Temple Sinai Inc	http://		EIN 03-6012816	5 Sandalwood Dr	So Burlington	VT	05403	USA							
Vergennes Area Rescue Squad	http://	(802) 877-3683	EIN 03-0264720	Po Box 11	Vergennes	VT	05491	USA		Ambulance services				The vergennes area rescue squad is a non profit volunteer organization providing rescue and emergency transport services to residents of northern addison county. Community outreach services are provided for cpr training, and saftey education.	
Hartland Adventure Club	http://		EIN 03-0322656	PO Box 237	Hartland	VT	05048	USA	Child Day Care, Children & Youth						
Rural Community Transportation Inc	http://www.riderct.org	(802) 748-8170	EIN 03-0333610	1677 Industrial Pkwy	Lyndonville	VT	05851	USA	Human Services, Transportation Assistance	The mission of rct is to encourage the use, development and support of public transportation; to provide coordinated, consolidated, non-duplicative transportation services; and to promote the planning and development of public transporation for the northeast kingdom.				Operation of fixed public transportation routes as well as non-fixed routes open to the public, in addition to direct trips under reimbursement from other agencies or programs, including medicaid.   to provide charter bus services to the residents in northeastern vermont.	
Barton Chambers Apartments Inc	http://	(802) 525-3907	EIN 23-7385650	Po Box 248	Barton	VT	05822	USA		To provide low cost elderly housing				To provide 47 units of federally subsized housing to the elderly	
