name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Programs	Results	Target demographics	Direct beneficiaries per year	Geographic areas served	 	
Toastmasters International	http://www.toastmasters.org		EIN 94-2930304	2509 E Monta Ave	Muskogee	OK	74403	USA	Community Service Clubs	The mission of a Toastmasters Club is to provide a mutually supportive and positive learning environment in which every member has the opportunity to develop communication and leadership skills, which in turn foster self-confidence and personal growth.							
Joy in the Cause	http://joyinthecause.org/	918-998-0538	EIN 46-3724136	3939 S. Harvard Ave. Suite 185	Tulsa	OK	74135	USA	Health, Voluntary Health Associations & Medical Disciplines	Joy in the Cause is a non-profit 501c3 charity whose mission is to provide care, compassion, and joy one personal act of kindness at a time, helping those with life altering illness and special needs.	home, hospital, nursing home, and hospice visits, care packages, gift cards and money cards, utility payments, even visits from our therapy dog Mavis Pearl!  Purpose Project:  Support for Senior Heroes.  Joy To The Rescue Project Kids in Crisis:  Equipping first responders with backpacks of comfort and hope that are delivered to children in crisis.   Hope Visits:  Home, Hospital, Hospice visits and adoptions.  Care package deliveries made weekly.  Military Project:  Bringing support to our veterans and service men and women	30,000 care packages have been given out in the last 3 years.  Thousands of volunteer hours spent on visits, helping with care package assembly, work on each JITC project, events,  and creating hand made outfits that go on each special stuffed Mavis Pearl dog and hand made blessing quilts.  The stuffed Mavis dog is the calling card of Joy In The Cause.	people with life-altering illnesses, end of life stage, and persons in crisis	over 5,000 individuals and families	Oklahoma		
Heritage Hall Affiliated Fund Occf Inc	http://		EIN 73-1506204	Po Box 1146	Oklahoma City	OK	73101	USA	Philanthropy, Private Independent Foundations	Support the Oklahoma City Community Foundation and Heritage Hall school.							
World Baseball Outreach Inc	http://wbokidz.org	918-764-9188	EIN 20-5428244	6209 S 107th East Ave	Tulsa	OK	74131	USA		Providing faith based mentoring and encouragement to under served youth, while building enduring relationships and preparing tomorrows community leaders through baseball.  WBO Objectives Our Objective is to secure funding for World Baseball Outreach to: a) actively engage and spark a new excitement in our youth. b) Equip our youth with Christ-like values, strong leadership skills and enduring relationships through our Christian mentors. c) Provide inner city youth baseball/softball clinics. d) Build and help maintain playing fields to provide a safe and fun playing environment. e) Provide baseball or softball equipment to everyone in need.	Reviving Baseball in Inner Cities (RBI), after school homework help, nutrition and fitness programs	Increase in number of student athletes performing at higher levels in school with decrease number of absenteeism, suspensions, and drug use.	under served youth	900 boys and girls and their families	Tulsa, Oklahoma and the Dominican Republic		
Green Country Hamfest Incorporated	http://		EIN 73-1445820	Po Box 470132	Tulsa	OK	74147	USA									
Brian Mccallum Ministries Inc	http://		EIN 73-1394123	6119 E 91st Street	Tulsa	OK	74137	USA	Christianity, Religion								
Animal Rescue Foundation Inc	http://	(918) 607-4933	EIN 73-1374403	S0 30x 471483	Tulsa	OK	74147	USA	Animal Protection & Welfare, Animals	Rescue unwanted animals and put them up for adoption							
Associated Charities Of Blackwell	http://		EIN 73-1477008	Po Box 375	Blackwell	OK	74631	USA	Emergency Assistance, Human Services								
Adorning The Bride Of Christ Association	http://		EIN 73-1530480	2508 N Terry Ave	Bethany	OK	73008	USA	Christianity, Religion								
Gotebo Gospel Lighthouse	http://		EIN 23-7100484	Local	Gotebo	OK	73041	USA									
Latimer County Housing Authority	http://		EIN 73-1137800	Po Box 432	Stigler	OK	74462	USA									
Malawi Orphan Ministries	http://		EIN 20-8617531	Po Box 66	Ada	OK	74821	USA	Christianity, Religion								
Grand Lake Baptist Church	http://		EIN 73-1131432	98th Street At 59 Highway	Grove	OK	74344	USA									
PROJECT SAFE INC	http://www.projectsafeok.com	(405) 273-9953	EIN 73-1264293	PO Box 465	Shawnee	OK	74802	USA	Human Services, Victims Services	Assistance to victims of domestic violence and sexual assault.	Providing assistance to victims of domestic violence and sexual assault. A 24 hour crisis hotline and emergency shelters are also provided.						
Green Country Volunteer Fire Department Inc	http://		EIN 73-1333452	Po Box 112	Sand Springs	OK	74063	USA	Disaster Aid, Fire Prevention								
Acmi House, Inc.	http://www.intellisys.net/acmihouse		EIN 73-1153163	PO Box 397	Altus	OK	73521	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing, Hot Lines & Crisis Intervention, Housing & Shelter, Mental Health	ACMI House was established August 1, 1980 as a result of interest and efforts of the Altus Air Force Base, local churches, civic organizations, a number of concerned individuals, and a local association of church people known as "Associated Christian Ministries, Inc." (ACMI). The program not only provides shelter, but also educates clients and families on prevention of sexual assault and available alternatives to domestic violence. This includes offering services (i.e., counseling, guidance, referral) to victims of domestic violence and/or sexual assault as well as perpetrators of domestic violence.							
Questers Inc	http://		EIN 52-1764948	3516 S Rolling Oaks Dr	Tulsa	OK	74107	USA									
Junior Welfare League Of Enid Inc	http://	(580) 234-0624	EIN 73-0654492	123 N Grand St	Enid	OK	73701	USA	Women, Womens Service Clubs	To promote social welfare in the community	Grants and allocations are made to various agencies and organizations in the community for the promotion of social welfare.						
Lakeview Cathedral Incorporated	http://		EIN 73-1333176	Po Box 994	Wagoner	OK	74477	USA									
American Osteopathic Association Auxiliary	http://		EIN 36-6076548	110 Ne 4TH	Moore	OK	73160	USA									
4-H Clubs & Affiliated 4-H Organizations	http://	(405) 262-0155	EIN 73-1535976	Po Box 519	El Reno	OK	73036	USA	Children & Youth, Youth Development - Agricultural	The purpose of this foundation shall be to promote, encourage, support, assist with finances, and enrich 4-h programs in canadian county, oklahoma; to assist in acquainting the general public with 4-h and its purposes; to cooperate in every proper way with the national, state, and county extension service in the promotion of 4-h education programs for youth and adults; to do and perform all proper acts necessary to carry the express purposes into full force and effect.	Farm animals						
On The Rock Ministries Inc	http://www.therockbville.com	(918) 336-2636	EIN 73-1536924	Po Box 442	Bartlesville	OK	74005	USA	Protestant, Religion	To provide an opportunity to the community for enriched christian growth through a diverse spectrum of activities that include recreation, tutoring and mentoring.	After school programs - providing a safe place for students to spend time in recreational activities, study hall and character building activities. In 2014, there were an average of 1,800 and 2,000 students per week participated in our after school programs.   mentoring - providing one-on-one as well as group setting opportunities to interact with elementary through high school aged students to direct them in recreational and character building activities. Additional tutoring using computers in a small group setting with a one to one ratio for students and mentors, focusing on math and language arts. This program is limited to students in the third, fourth and fifth grades.   bike trip - a week long, high adventure, 200 mile summer bike trip in various cross country locations where students learn self-confidence and receive positive encouragement. A goal is to help them achieve more than they thought possible. Between 20 and 25 students participate during the week along with 15 to 20 counselors. Many more students and adults assist in the fundraising and preparation for the trip.						
Humane Society Of Grove And Grand Lake Inc	http://		EIN 73-1229887	Po Box 451205	Grove	OK	74345	USA	Animal Protection & Welfare, Animals	1 - caring for stray and abused animals2 - spay and neuter clinics	Care of stray and abused animals  spay and nueter clinics						
Tau Beta Sigma Honorary Band Sorority	http://		EIN 51-0215664	PO Box 849	Stillwater	OK	74076	USA									
Community Center For Self-Unfoldmen	http://		EIN 54-1763592	704 Summit Ridge Ct	Tahlequah	OK	74464	USA									
3 Percent, Artisans of Oklahoma Foundation	https://www.facebook.com/3percentartisansofoklahomafoundation/	918-894-8586	EIN 81-2962863	24130 E 145th St S	Coweta	OK	74429	USA		As a disabled veteran with PTSD, I found comfort and peace in working with my hands and creating amazing art out of raw material or vintage articles. I found it therapeutic learning new trades and putting my creative side to work by welding, cabinetry, restoration, and painting. By keeping myself busy with my hands, it kept my mind off of the past and put it to good use in the Now! We want nothing more than to be able to offer the same therapeutic projects to our brave men and women battling with PTSD and disabilities.     3 %, Artisans of Oklahoma Foundation will offer many forms of instructions including: painting, restoration of antiques, woodworking, carpentry, leather work, welding and blacksmithing. We start by teaching individuals to sketch their imagination out on paper, planning the logistics of the project, and then following up with producing the article imagined. While doing all of this, I am also instructing principles based off of Lean Six Sigma philosophy.	We teach the Veterans how to skitch out their designs and then build it via, woodworking, welding, blacksmithing, antique restoration and painting.		Disabled Veterans focus on the "Now" by building unique rustic industrial/southern decor, fixtures and furniture		Coweta, OK		
Tulsa Dream Center Inc	http://www.tulsadreamcenter.org	(918) 430-9984	EIN 73-1610216	200 W. 46th Street North	Tulsa	OK	74126	USA	Children & Youth, Community Recreational Centers, Food, Food Banks & Pantries, Sports, Youth Centers & Clubs, Youth Community Service Clubs	Tulsa Dream Center cares for the whole person -- spirit, soul, and body -- by providing professional health services, emergency food and clothing assistance, social services and educational opportunties, and recreational leagues and positive role models for low-income, at-risk youth.	To reach families in a depressed community with a message of hope and restoration and to bring economic development by implementing programs that will help develop other life skills.						
Duncan Regional Hospital Health Foundation	http://www.drhhealthfoundation.org	(580) 251-6640	EIN 20-2772056	1407 N Whisenant Dr	Duncan	OK	73533	USA	Health	To act as a resource for duncan regional hospital and for the health, wellness, and the health care needs of the residents of southwest oklahoma.	The organization supports duncan regional hospital.						
Oklahoma Home And Community Education Inc	http://		EIN 73-6095748	201 W Grant Ave Rm 7	Pauls Valley	OK	73075	USA									
Rsvp Of Central Oklahoma Inc	http://www.rsvpokc.org		EIN 73-1076184	7401 Ne 23rd St	Oklahoma City	OK	73141	USA	Philanthropy, Voluntarism Promotion	To link volunteers aged 55 and over with essential community needs in central oklahoma.	Provided program to utilize volunteer services of retired senior citizens.						
Native American Childrens Alliance	http://nativechildalliance.org	(918) 683-5291	EIN 84-1585177	9242 S Sheridan Rd Ste K	Tulsa	OK	74133	USA	Child Abuse Prevention, Children & Youth, Crime & Law, Domestic Violence, Family Violence Shelters, Homeless & Housing, Mental Health, Sexual Assault Services	To promote, serve & advocate for the protection of all native american children in north american communities as a national cross-mentoring organization.	Provide training & support for the development of native american child advocacy centers, multi-disciplinary team development & other culturally appropriate advocacy services for children who are the victims of child abuse. The national cross mentoring conferences provide training, information sharing and networkingamong tribes & native communitiesw to heklp promote the best practices for child protection. Consultation, publications, research & training to promote tribal communities response to child victimization in indian country.						
Reproductive Services	https://reproductiveservices.com	(210) 824-9939	EIN 74-1747301	6136 E 32nd Place	Tulsa	OK	74135	USA	Community Clinics, Health	Page 1, part i, 1 and page 2, part iii, 1: mission statement as a nonprofit charitable and educational organization, nova health systems assists individuals and families as they make significant decisions about their reproductive lives through the provision of reasonably priced counseling, educational, and medical services.	Reproductive Services provides medical abortions, surgical abortions, adoption resources, ultrasounds, gynecological examinations and pregnancy testing to women in need in a compassionate environment. We provide detailed education on all services. We also have various birth control options and resources for the community as well.		women make personal choices for their lives		the health services field		
Pryor Youth Organization, Inc.	http://		EIN 73-1445316	PO Box 622	Pryor	OK	74362	USA	Children & Youth, Children & Youth Services								
Gods Way Church Inc	http://		EIN 73-1325796	311 East Ponotoc	Roff	OK	74865	USA									
Elite Repeat Serving Stillwater Inc	http://		EIN 41-2037712	711 S Main St	Stillwater	OK	74074	USA		Operate a resale operation for recycling of clothing, furniture, and other household items, provide in-kind donations to selected indigent clients, and maintain a friendly atmosphere for those who want to volunteer.							
Ponca City Meals-On-Wheels Inc	http://		EIN 51-0178740	328 Virginia Ave	Ponca City	OK	74601	USA		Providing nutritious meals special prepared dietetic meals	Furnishing nutritous meals & specially prepared dietetic meals to residents of the ponca city area who demonstrate need for these services						
National Association Of Miniature Enthusiasts	http://		EIN 31-1459344	8124 Azalea Ave	Oklahoma City	OK	73132	USA	Arts & Culture, Arts, Culture & Humanities, Visual Arts	The National Association of Miniature Enthusiasts was founded in 1972 by Allegra Mott to promote the craft of miniature making through the association and friendship of its artisans, craftsmen and collectors. NAME is an educational, non-profit organization dedicated to the miniature collector and builder through sharing ideas and experiences among its members. Our goal is to link people of like minds in order to share our love of the hobby that captivates us.							
Brush Creek Youth Ranch Inc	http://		EIN 73-1069906	5387 S Sheridan Rd	Tulsa	OK	74145	USA	Human Services, Residential Care & Adult Day Programs								
Bethel Evangelistic Center	http://		EIN 73-1132812	Po Box 6124	Tulsa	OK	74148	USA									
Hugs Project Incorporated	http://www.TheHugsProject.com	405-651-8359	EIN 35-2249092	720 W. Wilshire, Suite 105	Oklahoma City	OK	73116	USA	Citizen Participation, Human Services, Military & Veterans Organizations, Veterans, Women, Womens Service Clubs	Our mission is to give a hug (handmade item of warmth or cooling depending on season) to every American serving in the Middle East. We want every deployed troop to know we support their mission to protect our freedoms & to provide freedom to the people of the Middle East. This is our way of saying Thank you, we appreciate you for serving our country.	Prepare care packages for shipment to war zones for active militarypersonnel. Each care package contains food, personal hygiene items,and hand-sewn items.						
St Bernard Development Residence Council	http://		EIN 72-1247376	4607 Casper Dr	Oklahoma City	OK	73111	USA	Community & Neighborhood Development, Economic Development								
Happy Hearts Christian Daycare Inc First Assembly Of God Church	http://		EIN 73-1503564	1103 Mcarthur Ln	Mcalester	OK	74501	USA	Child Day Care, Children & Youth								
Friends Of Donald W Reynolds Community Center And Library Inc	http://		EIN 73-1323552	1515 W Main St	Durant	OK	74701	USA									
Starbase Oklahoma Inc	http://www.starbaseok.org	(918) 833-7757	EIN 73-1445844	9131 E Viper St	Tulsa	OK	74115	USA	Education	Programs to encourage the study of careers in science, technology, engineering and math, stem program providing students with instruction, materials and supplies in school districts throughout oklahoma	Provide student programs to encourage the study of careers in science, technology, engineering and math providing the materials, supplies and certified teacher instruction in 107 school districts in oklahoma						
Mission To Internationals Inc	http://		EIN 73-1099488	Po Box 1867	Stillwater	OK	74076	USA	Protestant, Religion								
Northwest Rogers County Fire Protection District	http://		EIN 73-1159008	6601 E 400 Rd	Oologah	OK	74053	USA									
Panhandle Bible Center Incorporated	http://		EIN 73-6158340	1901 N Lelia St	Guymon	OK	73942	USA									
Full Gospel Bible Way	http://		EIN 23-7076892	1925 S Mckinley Ave	Oklahoma City	OK	73108	USA									
Grey Oaks Equine Sanctuary	http://www.greyoaksfarm.org	580.220.9399	EIN 	1536 Bear Hollow Road	Wilson	OK	73463	USA	Animals	Our Mission To provide refuge for equine that might otherwise be abandoned, slaughtered or suffer abuse and neglect. Our sanctuary provides shelter,  rehabilitation, and long term to end of life care. We also offer basic education to anyone interested in learning how to take care of equine either already in their care or if they are considering adding an equine member to their family.  Our Philosophy  We believe that the most stress free world for animals is one that mimics their natural environment as closely as possible. Horses were not meant to spend 23 hours a day in stalls. In the wild, horses roam free, and bond together with their herd... that is what they do here too!  Horses are grazing animals and were meant to live primarily on forage. Here in southern Oklahoma, we are blessed with a fairly mild climate. Our horses can comfortably live outdoors all year round with minimal blanketing, and they are supplemented with high quality free choice hay during the winter.  To complement our pastures and hay, we feed the horses with high quality feeds. With high levels of energy from fat and low levels from rapidly digestible starch, readily available minerals, and high quality all plant protein ingredients, it is specially designed to meet the energy, mineral and protein needs of our retired equine friends.	sanctuary, how to care for horses, aged care for equine		at risk equine	5 equine	Red River Valley of Oklahoma		
Ira Kellman Ministries Inc	http://		EIN 73-1084816	PO Box 35187	Tulsa	OK	74153	USA	Protestant, Religion								
Sheridan Avenue Christian Church	http://		EIN 73-6064572	315 S Sheridan Rd	Tulsa	OK	74112	USA									
Avedis Foundation	http://		EIN 73-1347360	3903 N Harrison St	Shawnee	OK	74804	USA	General Hospitals, Health	Avedis foundation is a catalyst and facilitator of change through strategic investments and partnerships to improve the health and quality of life in pottawatomie county.	Providing contributions to various medical, educational, and charitable organizations to measurably improve the health, wellness, and quality of life for the people ofpottawatomie county and surrounding communities.						
Lottawatah Fire Dept Inc	http://		EIN 73-1267601	Po Box 523	Checotah	OK	74426	USA									
Grand Lake Festivals Inc	http://		EIN 73-1529352	Po Box 451590	Grove	OK	74345	USA	Arts & Culture, Music	American country music festival	Annual american heritage music festival attened by approximately 3000 people  annual cajun music festival attended by approximately 2500 people  fiddle instruction work camp attended by approximately 1000 people						
Oklahoma Performing Arts	http://		EIN 73-1479893	9524 E 81stst	Tulsa	OK	74133	USA	Arts & Culture, Arts Services, Children & Youth, Performing Arts, Symphony Orchestras, Youth Development Programs	developing and empowering character through classical arts training, community service programs and presentations.							
Oklahoma Orthopedic And Arthritis Foundation, Inc.	http://		EIN 73-1001248	1111 N. Dewey	Oklahoma City	OK	73103	USA	Health, Specialty Hospitals								
Claremore Main Street Inc	http://		EIN 61-1415635	419 W Will Rogers Blvd	Claremore	OK	74017	USA	Economic Development								
Bikers Making A Difference Leflore County Club	http://		EIN 06-1830300	Po Box 511	Panama	OK	74951	USA	Philanthropy, Public Foundations								
Oklahoma Christian Home Inc	http://		EIN 73-0659160	906 N Boulevard	Edmond	OK	73034	USA									
Calm Waters Center for Children and Families Inc	http://www.calmwaters.org	405-841-4800	EIN 73-1561707	4334 Nw Expy Ste 101	Ok City	OK	73116	USA	Counseling, Mental Health	...Helping children and families in their grief journey caused by death, divorce or other significant loss.	SERVICES OFFERED  Calm Waters was founded in 1992, by a nine-year old boy whose father had just died, and his mother, in partnership with the Baptist Medical Center Outpatient Counseling Department. In 1999, CW achieved 501(c)(3) status. In FY10, CW served approximately 3,000 children, youth and adults whose lives have been affected by death, divorce, and other major grief issues, including incarceration, deployment, deportation and foster care. Calm Waters provides a variety of services, including:  Free Center-Based Grief and Divorce Support Groups are offered to children ages 3  18 and their parents/guardians, and to young adults 19  25 years old. Because childrens abilities to understand and express feelings vary with age, children meet in developmentally-appropriate groups. Led by trained facilitators, participants are guided through a curriculum filled with art and play activities, and discussions aimed at developing healthy coping skills. Adults find support as they meet with other adults, share their concerns and learn from each other how to help themselves and their children through turbulent times. Young adults find peer support in their own group. Groups are curriculum-based, and promote healing in a safe, supportive environment. Divorce groups are held weekly for eight weeks, while grief groups are ongoing, with participants attending twice per month. All children who attend CW support groups must be accompanied by at least one adult.  School-based Support Groups contain the same components as Center-based support groups, but serve students in public schools (pre-k through 12th Grade). Parents do not attend. A wider variety of grief issues are addressed, including incarceration, deportation or the deployment of a loved one, and foster care concerns.  Parenting Through Divorce Seminars focus on keeping children out of the middle of divorce. Offered every two to three weeks, this four-hour, court-approved seminar educates parents on the effects of divorce on children, encourages responsible parenting and facilitates the development of important skills such as communication and conflict management.   Hurting Children Need Hope Counselor/Educator Grief Training day-long workshops teach counselors and educators about grief in children. CEUs provided.  Volunteer Facilitators lead grief and divorce support groups. Facilitators attend a hands-on training covering the nature of grief, small group interaction and CW support group curriculum.    Additional Services 	In-service Training Programs 	Crisis Interventions  After the death of a student, teacher or other community member 	Grief Training Workshops geared toward tribal and rural communities throughout Oklahoma 	Speakers Bureau - Presentations on children and divorce, children and grief, single parenting, co-parenting, communication and more 	Creating New Traditions  Annual one-night grief support groups for families trying to cope during the holidays 	College student intern and practicum opportunities and mentoring	Currently Calm Waters is celebrating 21 years of serving the greater Oklahoma City community.	Grieving children between the ages of 3-18 and their families.		Greater Oklahoma City metro area.		
Stephens County Honor Guard	http://		EIN 27-1896785	Rt 2 Box 5 A	Comanche	OK	73529	USA	Military & Veterans Organizations, Veterans								
Independent Assemblies Of God	http://		EIN 23-2085732	Po Box 2246	Tulsa	OK	74101	USA									
Homelife Association	http://www.homelifeok.org	(918) 745-1114	EIN 73-1165020	5127 S Lewis Ave Ste 2	Tulsa	OK	74105	USA	Group Homes, Human Services	To provide residential services for adults with developmental disabilities.	Supported living program - provided services to individuals with developmental disabilities living in their own homes or apartments. Services included personal and home care, transportation, medication administration, skill development, and budget and funds management. Focus of services is increased independence and community involvement.   group home program - operated two group homes for individuals with developmental disabilities. Provided individuals with the support necessary to live in the community while learning daily living skills, medication administration, and funds management.   hts and in-home program - provided services to individuals with developmental disabilities living in their own homes or with family members. Services included personal and home care, transportation, medication administration, skill development, and budget and funds management. Focus of services is increased independence and community involvement.						
Wright Christian Academy	http://	(918) 438-0922	EIN 73-1346484	11391 E Admiral Pl	Tulsa	OK	74116	USA	Education, Primary & Elementary Schools	Provide academic, physical, social and spiritual training to students	Provide academic, physical, social and spiritual training to students						
Pets Without Parents Inc	http://		EIN 73-1531499	Po Box 2020	Blanchard	OK	73010	USA	Animal Protection & Welfare, Animals								
Moore High School Alumni Association Inc	http://		EIN 73-1345344	Po Box 7916	Moore	OK	73153	USA									
Latchkey Child Services Inc	http://		EIN 73-1400064	1141 N Robinson Ave Ste 404	Oklahoma City	OK	73103	USA	Child Day Care, Children & Youth								
Moore Beautiful Inc	http://		EIN 73-1608636	Po Box 7367	Moore	OK	73153	USA	Disaster Aid, Disaster Preparedness & Relief Services								
Dogs As Family Inc	http://www.dogsasfamily.com	405-771-4742	EIN 26-4297812	PO Box 13457	Oklahoma City	OK	73113	USA	Animal Protection & Welfare, Animals	Dogs As Family, Inc. is a 501(c)3, non-profit, all volunteer organization located in Oklahoma City, Oklahoma.  Our mission - to rescue, provide sanctuary, rehabilitate, and find loving, forever homes for dogs that have been neglected, are stray, abused or just unwanted.	Friends of Lexington Program (our dogs are taken to maximum security prison for basic obedience training, general dog knowledge regarding caring for a pet, neuter/spay knowledge and trapping of  homeless dogs.		rescue, provide sanctuary, rehabilitate, and find loving, forever homes for dogs that have been neglected, are stray, abused or just unwanted.		Oklahoma City and surrounding areas, Oklahoma		
Blazes Tribute Equine Rescue	http://		EIN 43-2024364	17667 Markita Dr	Jones	OK	73049	USA	Animal Protection & Welfare, Animals								
Triple O Ranch Equine Sanctuary	http://tripleoranchequinesanctuary.org		EIN 45-1387692	Po Box 822	Wister	OK	74966	USA	Animal Protection & Welfare, Animals	To save horses	To rescue and save severely neglected or abused horses						
Vintage Housing Inc	http://	(918) 664-9000	EIN 73-1473840	5950 E 31st St	Tulsa	OK	74135	USA	Homeless & Housing, Housing Development, Construction & Management	Develop & provide affordable housing for the elderly taking advantage of the various government programs enacted to assist in their goal.	Develop & provide affordable housing for the elderly taking advantage of the various government programs enacted to assist in their goal.						
Civil Air Patrol 35092 Tahlequah Cadet Squadron	http://www.capnhq.gov/		EIN 51-0201576	1012 Mike	Tahlequah	OK	74464	USA	Disaster Aid, Disaster Preparedness & Relief Services, Human Service Organizations, Human Services	For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.							
Small Paws Rescue Inc	http://www.smallpawsrescue.org	(918) 638-5854	EIN 73-1576021	3316 S 72nd West Ave	Tulsa	OK	74107	USA	Animal-Related, Animals	Small paws rescues and cares for bichon frise and bichon mix dogs of any age and medical condition. The dogs are provided with shelter,food, veterinarian care and human companionship. Then the dogs are permanently placed into prescreened appropriate homes.	Small paws rescue, inc. Found and rescued several hundred dogs (approximately 400)during the year. They paid for the rescues and the veterinary services required for the animals rescued and found appropriate adoptive homes for many of the animals rescued.						
Eastern Oklahoma Donated Dental Services	http://eodds.org		EIN 41-2103655	3741 South Peoria	Tulsa	OK	74105	USA	Health, Human Services, Personal Social Services, Public Health	The provision of free complete restorative dental services, preventative dental education, and free oral/denture health care supplies to economically disadvantaged, dentally challenged disabled or elderly eastern Oklahomans.	free complete restorative andpreventive dental care to eastern Oklahomans who are mentally/physically disabled or elderly livingliving on fixed incomes without any savings, IRA's, etc...who have no other means to pay for dental care.				918 and 539 area codes		
Honoring Americas Warriors Inc	http://		EIN 47-1637199	518 Memorial Rd Ne	El Reno	OK	73036	USA	Human Service Organizations								
Daughters Of The Union 1861-1865 National Society	http://		EIN 23-7185156	4000 Morgan	Bartlesville	OK	74006	USA									
Gospel Celebration Ministries Inc	http://		EIN 73-1410084	Po Box 26742	Oklahoma City	OK	73126	USA									
Hope House Of Mcalester Inc	http://	(918) 426-0559	EIN 20-8588399	Po Box 3041	Mcalester	OK	74502	USA	Homeless & Housing, Homeless Shelters	Provide shelter for homeless women and their children	To provide shelter for homeless women and their children						
National Uterine Fibroids Foundation	http://www.nuff.org		EIN 91-2037235	Po Box 1362	Enid	OK	73702	USA	Health, Public Health, Specifically Named Diseases Research	The National Uterine Fibroids Foundation (NUFF), founded in 2000, began as a grassroots organization in 1998 and grew out of the need for women to gain access to objective, scientifically and medically based, information about treatment options for uterine fibroids BEYOND the hysterectomy.   As an organization, NUFF has five  mission goals:   1.  To provide information to the public about the diagnosis of, and treatment options for, uterine fibroids and related conditions of the reproductive systems, and the right to receive informed consent from medical providers;  2.  To advocate for the rights of all women to maintain independent choice in the matter of deciding upon treatment options;  3.  To facilitate research studies conducted on the cause of, treatment options for, and patient outcomes associated with treatment of uterine fibroids and related medical conditions;  4. To promote alternative to hysterectomy in an effort to reduce the number of unnecessary hysterectomies performed on women each year in the United States;  5.  To provide support to internet developed women''s health groups that provide services to women recovering from treatment choices that resulted in a negative outcome and/or reduced Quality of Life related to uterine fibroids and/or other conditions of their reproductive systems.	NUFF's programs include a toll free helpline, educational brochures, an online support group, and the continuing development of a website portal for information dissemination.  In addition, we host public lectures on uterine fibroids and treatment options.  NUFF also assists women and physicians in developing an internet presence that is medically related to uterine fibroids through website development or support group maintenance.						
WASHINGTON COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS	http://www.wcspca.org	918-336-1577	EIN 73-6107239	16620 State Highway 123	Bartlesville	OK	74006	USA	Animal Protection & Welfare, Animals	We are an open access shelter whose mission is to protect the welfare of the animals we come in contact with, and to promote the humane treatment and well being of these animals.  We serve the animals, citizens and communities of Washington County.  We do this by:   1.  Providing shelter and medical care for stray, abandoned or surrendered animals in our community:  2.  Responding with personal commitment, humane sensitivity, compassion, and technical skill to the needs of these animals.  3.  Actively promoting suitable adoptions of the animals.  4.  Encouraging the spaying and neutering of dogs and cats through the Washington County SPCA programs:  GCSNAP and Alley Cat Alliance, to ensure the animal overpopulation problem be kept to a minimum; and  5.  Helping to prevent cruelty to animals by promoting education in the community.	city impound services for Bartlesville, Ochelata and Copan; low cost spay/neuter services to area pets; community awareness programs on the prevention of pet overpopulation and pet care; shelter facility for unwanted pets; adoption programs for unclaimed animals		protect the welfare of the animals we come in contact with, and to promote the humane treatment and well being of these animals.  We serve the animals, citizens and communities of Washington County	2745 homeless animals and 385 area pets	Washington County, Oklahoma		
Ponca City Arts And Humanities Council Inc	http://		EIN 73-1337160	Po Box 2422	Ponca City	OK	74602	USA	Arts & Culture, Arts & Humanities Councils & Agencies								
