name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Results	Target demographics	Programs	Direct beneficiaries per year	Geographic areas served
Pastoralist Child Foundation	http://www.pastoralistchildfoundation.org	(973) 980-7860	EIN 46-2346090	51 Clark Street	Glen Ridge	NJ	07028	USA	Education, Health, Philanthropy	Pastoralist Child Foundation works to eradicate FGM (female genital mutilation) and forced early marriages of girls in Samburu and Maasai Mara, Kenya. We sponsor girls' education at the primary and secondary levels, as well as provide educational workshops for all members of the community.	In 2015, Pastoralist Child Foundation provided 4 day workshops for a total of 200 girls during school holidays. We have also sponsored 5 girls to receive full scholarships to attend private secondary boarding schools. Pastoralist Child Foundation visits primary schools to educate about FGM, forced early marriage, teen pregnancy and HIV/AIDS. We also distribute reusable/washable sanitary napkins so that girls don't miss school days during their periods. We partner with other local nonprofits/NGOs and grassroots organizations to provide educational workshops for members of the local communities to raise awareness about FGM, forced early marriage, teen pregnancy, HIV/AIDS, the female reproductive system and avoiding gender-based violence against girls and women.	eradicate harmful tribal practices that harm girls and prevent them from attending school	sponsoring girls' education at the primary and secondary levels; mobilization and sensitization workshops for all community members to help them understand the importance of girls' education, HIV/AIDS prevention, teen pregnancy, child rights, female reproductive system, self-awareness, self-confidence	200 girls attended educational workshops as a Rite of Passage to replace Female Genital Mutilation (FGM); 5 students receive full annual educational scholarships to attend private secondary boarding schools.	Samburu County, Kenya
Pediatric Angel Network Inc.	http://www.pediatricangelnetwork.com		EIN 27-2909248	POB 213	Mendham	NJ	07945	USA	Health, Human Service Organizations, Pediatrics	Pediatric Angel Network, Inc. is a nonprofit providing relief and hope to families with an ill or disabled child during a difficult time.  Our vision is of a country where no family feels alone during a child's illness or disability and by raising one family up at a time we are building a stronger and healthier community and ultimately, a stronger and healthier nation.		families with financial and material resourses during an acute crisis with a sick or disabled child	financial grants, medical supplies, child life social workers, referrals, youth mentoring program, holiday programs, fundraisers.	56 families	with the United States
Under My Wing Avian Refuge AKA Under My Wing AKA UMWAR	http://wwwundermywing.org	973-702-7770	EIN 26-1470517	1243 Rte 23 North	Wantage	NJ	07461	USA	Animal Protection & Welfare, Animal Training, Animals, Bird Sanctuaries	Under My Wing 's mission is to provide a safe permanent residence to tormented and unwanted exotic birds and maintain their lifelong care. In addition Under My Wing, provides services to the avian community, in general via education, hands-on training, and community service outreach with programs specifically designed to equip prospective bird parents who wish to adopt with as much knowledge and insight as we have about our adoptable birds.  Vision  One of our main goal for 2017 is to meet the needs of our supporters by adopting a policy to meet their need and maintain their support. Complete new building construction and continue to extend care for the unwanted bird population presently and in the future. Create an outdoor park setting an environment for individuals to enjoy the challenge of bird study, listing, or watching. Expand our staff and volunteer program. Obtain accreditation by the American Sanctuary Association. Continue to educate the general public and potential bird owners about important issues of avian welfare at a higher level. Develop a support program for individuals grieving over the loss of their companion bird.	We continually make a significant difference in the lives of the exotic birds entrusted to our care as well as fulfill to full to capacity the mission set forth in our bylaws, strengthen the weak areas of our operation and expand operation not to exceed beyond our means as well as implementing a strategic plan intended to meet all programmatic, organizational, operational, and community efforts.   Between 2007 and 2016  Under My Wing took in over hundreds of unwanted, neglected, abused and foreclosed property birds. Began networking and aiding NJSPCA on cases of animal abuse investigation and helped to resolve issues. We established programs such as; Pennies For Parrots and other existing programs in order to reach the population beyond the local community.  The founder and husband purchased 10.5 acres in Wantage NJ to establish the future home of the sanctuary and have endowed the property to the organization.  We have received the public support via donations and service from our community and other organizations over the years and recently to help us with opening land space and making the ground ready for new building construction.  Please visit our fundraising page and see construction pictures and videos. http://www.undermywingavianrefuge.org		http://www.undermywing.org/programs.html		New Jersey and beyond
Center For Hope And Safety (formerly Shelter Our Sisters)	http://hopeandsafetynj.org	201-498-9247	EIN 22-2184949	12 Overlook Ave., Ste. A	Rochelle Park	NJ	07662	USA	Domestic Violence, Family Violence Shelters, Homeless & Housing	Center for hope and safety, inc. 's mission is to assist women and children who are victims of domestic violence, including emotional, economic, sexual and physical abuse. The agency provides emergency and transitional housing, emotional support, and a diversified continuum of services focused on safety, empowerment, and self-sufficiency. Through community partnerships, sos raises awareness, provides services, and educates community members about domestic violence.			Emergency shelter: core and support servicescenter for hope and safety, inc. Offers the community a 24-hour hotline for information and referral. The emergency shelter program provides safe and confidential shelter to victims of domestic violence by offering women food and shelter and support through individual/group counseling, case management, legal advocacy, housing options, work-readiness training and bilingual services. The program houses up to 36 women and children for an average length of stay of two months. Special programs include hispanic outreach, project self-sufficiency which assists with job readiness skills; a follow-up program which provides continued case management and a trusting link to help families successfully reintegrate into communities; domestic violence liaison who consults with dyfs families. An agency volunteer program enhances our services with trained volunteers and mentors. Community education and training includes programs to organizations, businesses, colleges and local agencies.   the transitional housing (th) program addresses the need for adequate, safe and affordable housing with continued support services for 46 women and children at any one time who have the opportunity to reside in one of our nine apartments, for a maximum of 2 years. All of the six homes are located throughout bergen county in suburban communities. The purpose of the th is to provide women with the time they need to build their independent living skills, and to afford them the opportunity to seek employment and secure permanent housing.   children's programming:the agency is dedicated to providing services throughout all of our programs that address the needs of children who have experienced domestic violence. We work with children to heal from their abuse and to learn appropriate ways of communicating and dealing with conflict, while building self-confidence and self-esteem. Sos has two primary children's programs. 1) the children's program at the emergency shelter includes preschool activities, after school programming, individual and group art therapy, arrangement of school transfers, referrals to community services, tutoring, and social-recreational activities. 2) the community based program is project child, a creative arts therapy program which strives to build confidence, hope, independence, love, and direction. The program provides children a safe place to express their emotions, to explore non-violent ways of managing personal power, to be empowered to make choices, to experience personal respect and to heal from the effects of abuse. This program also provides counseling for the non-offending parent and transportation for the children.		
Actors Shakespeare Company at New Jersey City University	http://	201-200-2390	EIN 22-3841383	2039 Kennedy Blvd	Jersey City	NJ	07305	USA	Arts & Culture, Theater	STUDY & PRODUCTION OF SHAKESPEARE & CLASSIC					Northern New Jersey
Celebrate New Jersey	http://www.celebratenj.org	732-333-0462	EIN 30-0383808	49 Ford Avenue	Freehold	NJ	07728	USA	Children & Youth, Children & Youth Services	Through unique educational programs and creative initiatives, Celebrate NJ! promotes the best of New Jersey for generations to come,	More than 40,000 children in New Jersey have participated in our school programs to date.  Hundreds of thousands of NJ residents have been exposed to Celebrate NJ! promotional initiatives (365 Reasons to Celebrate NJ! contest, poster contests, etc.)	New Jersey students ages 9 through 14, and their families and teachers.	4th Grade New Jersey Studies Writing Contest STEP (Science Technology & Environment Program for Middle Schools The Classroom Connection (pen pal program for Grades 3-5)	Each year approximately 10,000 students participate in the Celebrate NJ! programs.	New Jersey
Artworks Trenton	http://www.artworkstrenton.org	609-394-9436	EIN 22-1803117	19 Everett Alley	Trenton	NJ	08611	USA	Arts & Culture, Visual Arts	Artworks, Trenton's downtown arts center, connects community, culture and creativity through the arts.		connect community, culture and creativity through the arts.	exhibits, interactive art events, such as Art All Night and Art All Day, and arts education.	over 25,000 residents and visitors to explore not only their own creativity, but the rich art destination that is Trenton.	Trenton, NJ
CTC Academy, Inc - Fair Lawn and Oakland Campuses	http://ctcacademy.org	(201) 797-7440	EIN 22-1508549	29-01 Berkshire Road	Fair Lawn	NJ	07410	USA	Birth Defects & Genetic Diseases, Education, Health, Rehabilitative Care, Special Education	CTC Academy provides educational and therapeutic services for children with developmental disabilities. A multi-sensory approach is utilized in a nurturing and caring environment to enrich the lives of students and maximize their potential while lending support to their families.		Provide education and therapies for children ages 18 months to 21 years old.	Special education instruction - educational services for children with developmental disabilities.   extraordinary services - therapeutic services for children with developmental disabilities.   other programs - early enrichment program (eep), sib chat, kids club, family fusion, and programs for parents.		New Jersey - Bergen, Hudson, Essex, Morris Counties.
You Can NOT Be Replaced	http://www.youcannotbereplaced.com	908-433-6273	EIN 45-4743268	PO Box 64	Sea Girt	NJ	08750	USA		You Can NOT Be Replaced focuses on encouraging the growth and strength of youth and families by promoting the irreplaceable value of each individual. Redefining success as using your gifts and talents for others.'	We began as grassroots. We slowly crept into the community with wristbands and attending events hosted by other organizations. Through play and relationship building we established a presence with the kids. Our ranges of ages are from 7th and 8th graders to college students.   From May until October we attended events and held our own events for our high school and college students. In June we designed character cards which are strong character traits that promote daily intentional shifts towards healthy habits.   By August we had designed a Find your Passion model that redefines success as using your gifts and talents for others, which essentially redefines failure as well. We were the largest team Color Run has seen across the country with over 250 runners. In September we created a line of surf shirts designed by our daughter and produced by Jetty life Surf Company.   Our daughter Emily received the Southern Athletic Collegial Community and Character award for her work with YCNBR. Our sales of distribution of free wristbands grew monthly to 1,000 per month with our year total of 12, 000.   We then experienced the devastation of Hurricane Sandy in our town and switched gears into storm relief. We ran one of our towns distribution centers for 3 months with a donation from a company that produced our shirts. We collected donations for another pending nonprofit until January 1st totaling over $30,000 and handled the distribution of those funds.   We then received a grant from Robin Hood foundation for $35,000. $30,000 for families, $5,000 for town events that incorporate a need with counselors present. Robin Hood stated our handling of the funds as exemplary and gave us an additional grant of $40,000.   So far we have helped over 90 families and the funds should be completely dispensed by July. We have taken no administrative costs or fees from any of the funds.    In November our daughter Emily was named a semifinalist in the Coach Wooden Citizen cup for the nation as a sophomore.   In February we began school assemblies in North Jersey and will continue until May of this year when our events begin again. In March we were on the Diocese of Trentons Catholic Corner and Emily was on the teen show Real Faith TV. We recently developed Five rules for a goal focused life and Filter words for decision making. That program can be used for all ages but was initially designed for 7th and 8th graders.    We are on the Prevention Coalition, the Monmouth County Suicide coalition and we are growing to help our local Alliance. We are hoping to have our school program Vetted within the next couple months and are developing an out of the box program for faculty that uses team building and personality relationship styles .	Young people 15-22 with a projected expansion to 7th and 8th grade students	Local events and trips for high school and college students, school assemblies, parent education, faculty workshops	90 families were helped with Robin Hood funds through us as of 5/7/2013	USA; focused on NJ. Events are in Monmouth County NJ
VOLUNTEER CENTER OF SOUTH JERSEY	http://www.sjvolunteers.org/	856-415-9084	EIN 22-3462373	1400 Tanyard Rd	Sewell	NJ	08080	USA	Human Service Organizations, Human Services	The Volunteer Centers mission is to change lives, empower families, and improve our community through volunteerism and the support of local non-profit organizations.  The Volunteer Center promotes volunteerism in the region and connects both individuals and businesses with opportunities to serve. The Center also achieves its mission by creating best practice tools and by offering educational, consulting, and other support services to help our non-profit partners grow and serve the community.		Connect Volunteers and Nonprofits	Family Volunteering Campaign, Spruce Up South Jersey, SJWorks, Volunteer Resource Network	100+ Nonprofits and ovr 1,000 Volunteers	7 Counties that make South Jersey (Atlantic, Burlington, Camden, Cape May, Cumberland, Gloucester, Salem)
Edpowerment Inc	http://www.edpowerment.org	(201) 788-1088	EIN 27-2017667	10 Coldstream Ln	U Saddle Riv	NJ	07458	USA	International, International Relief	Recognizing that governments and communities often cannot or fail to provide the poorest of families with educational opportunities, EdPowerment seeks to fill this gap.  Through personal involvement, local and global networking, and collaboration with other organizations, we seek to open educational channels for otherwise forgotten young people. Working closely with school administrators, community organizers and leaders of NGOs with common goals, EdPowerment provides:   -a variety of programs from classroom learning to private school sponsorships.  -long-term, comprehensive support required in order for each student to turn his or her education into an income-producing job or career.  -educational outreach programs to support young people struggling with disabilities or needing remedial help.  -support for students families in cases of extraordinary need.	Currently we have 30 students in our Long Term Sponsorship Program.  4 of which are in University programs, 6 which just graduated from secondary school, and the rest in other secondary school levels.    We have 60 students at Kilimahewa Education Center receiving education from 4 Tanzanian professional educators and eating a nutritious meal each day as well as participating in enrichment activities.   We have built a well at the Kilimahewa Education Center that provides water to the school and the surrounding community.  We have hosted 4 educational workshops on Autism that served over 415 people and have built a network for families to go to for help.   We have built a playground for the Gabriella Children's Rehabilitation Center and brought in professionals in the field of Autism to educate center staff on best practices.    We have built a preschool classroom, teachers quarters, and new kitchen at a local primary school to ensure that children can eat lunch and preschoolers can come to school for much needed early childhood interventions.	EdPowerment Inc. is an umbrella organization for several initiatives, all of which address the educational need of impoverished and educationally disadvantaged populations - who have little to no access to government or other support programs.	EdPowerment Inc. is an umbrella organization for several initiatives, all of which address the educational need of impoverished and educationally disadvantaged populations - who have little to no access to government or other support programs.   Our main programs are:  Our LongTerm School Sponsorship program "sponsors" young people who otherwise would not be able to pursue formal education. For each individual that we support, we provide all school tuition, fees and other necessities for as long as he or she is able to progress in his or her course of studies. We thereby allow capable and determined young people to pursue the highest educational degrees possible for their career goals. In this way, today's disenfranchised youth will become tomorrow's community leaders.  We support and fund the Kilimahewa Women and Childrens Centre for Education which began as a community-based organization in Moshi, Tanzania, founded on September 28, 2006 by local citizens who made it their mission to help underprivileged students in the area. As of the 2011 school year, about 60 students, mostly ranging in age from 14 to 18 attend the school. These children are struggling to access a secondary education because of a variety of economic and social factors. At Kilimahewa they continue to learn and can potentially access post-secondary education through a qualifying test system.   Our third program Autism Connects Tanzania (ACT)s educates Tanzanian families, organizations, and schools about intellectual disabilities, create a national network to better serve this special population and works to protect children with intellectual disabilities from harm.	The children and community members of the Samburai Ward located in the Kilimanjaro Region of Northern Tanzania. -The families, children, teachers, caregivers and government leaders of Tanzania that are impacted by intellectual disabilities that attend our conferences and spread their knowledge to their villages.	Currently we target the Samburai Ward located in the Kilimanjaro Region of Northern Tanzania.
Wagner Farm Arboretum Inc	http://www.wfafnj.org	(908) 755-9401	EIN 05-0605106	197 Mountain Ave	Warren Township	NJ	07059	USA	Botanical Gardens & Arboreta, Environment, Environmental Education, Food, Food Banks & Pantries	To maintain a conservancy for study			To maintain a conservancy of study		
Uofn Student Mobilization Centre Of Youth With A Mission	http://www.uofnsmc.net	(608) 222-2401	EIN 54-1882074	801 Asbury Ave Ste Rm/ste 508	Ocean City	NJ	08226	USA	Children & Youth, Christianity, Education, Educational Services, Religion, Religion-Related, Youth Development - Religious Leadership	International missons outreach for college students.			To provide faculty and students an opportunity to intigrate cross-cultural religous work into their field of studies.		
New Jersey Planning Officials	http://www.NJPO.org		EIN 22-1665871	PO Box 7113	Warren	NJ	07060	USA	Chambers of Commerce & Business Leagues, Community & Neighborhood Development, Economic Development	The New Jersey Planning Officials conducts meetings and prints publications to assist municipal planning officials in the performance of their duties		Planning and Zoning Board of Adjustment members to make better land use decisions	the basic accreditation program as stipulated by New Jersey law as well as publishing  topical and timely articles in our Planner periodical.	900+ board members receive certification.	New Jersey
BIKUR CHOLIM OF LAKEWOOD INC	http://	(732) 905-3020	EIN 22-3251871	1450 Walden Ave	Lakewood	NJ	08701	USA	Human Service Organizations, Human Services	Medical & medical related aid			Organization provides medical and medical related aid. The organization provides individuals with funds and other help to pay medical and medical related expenses both direct and indirect.		
National Life Center Inc	http://	(856) 848-1819	EIN 52-1052094	686 N Broad St	Woodbury	NJ	08096	USA		Services to pregnant women			The agency provides pregnancy services to women, including assisting women in having a baby instead of having an abortion, counseling, doctor and hospital referrals, and promotingwelfare of pregnant women through a referral service and a telephone hot line.		
CHASE for Life	http://www.chaseforlife.org	888-547-4460	EIN 	655 Little Silver Point Rd.	Little Silver	NJ	07739	USA		To empower anyone with a hand on a child in the basic lifesaving skills needed to sustain a life in an emergency until help arrives...for FREE!	We have saved countless lives since our inception.  Unintentional injury is the leading cause of death in children under the age of 14.  Car accidents lead this depressing statistic followed by DROWNING & CHOKING.  If you are educated in basic lifesaving skills you can save a life....you don't have to be certified....you have to be proactive!	We don't discriminate...our goal is to remove the barriers that prevent people from getting educated in infant/child CPR & Choking Maneuvers. We target all demographics and communities. We educated anyone that has a hand on a child from siblings to grandparents to caretakers, babysitters/nanny's, neighbor's, etc. for FREE!			Entire Nation
Latin American Legal Defense and Education Fund	http://www.laldef.org	(609) 688-0881	EIN 20-2484231	669 Chambers St Suite B	Trenton	NJ	08611	USA	Civil Rights, Crime & Law, Ethnic &  Immigrant Centers, Human Services, Immigration, Legal Services, Minority Rights	TO DEFEND AND PROMOTE THE CIVIL RIGHTS OF THE LATIN AMERICAN COMMUNITY AND FACILIATE ITS ACCESS TO HEALTH CARE AND EDUCATION, AND  ADVANCE CROSS-CULTURAL UNDERSTANDING IN OUR REGION.		LATIN AMERICAN LOW INCOME IMMIGRANT FAMILIES	The Mercer County Area Community ID Card; Health Care Outreach (Puerta de Salud); Youth mentoring program (FUTURO); Citizenship and legal clinics; Tax return preparation services, JobsMercer workforce development a job placement.	2,000+	Mercer County area, New Jersey
Deirdre O Brien Child Advocacy Center Inc	http://www.deirdreshouse.org	(973) 631-5000	EIN 22-3308574	8 Court St	Morristown	NJ	07960	USA	Child Abuse Prevention, Children & Youth, Children & Youth Services, Counseling, Crime & Law, Domestic Violence, Mental Health, Protection Against Abuse	To provide services to child victims of abuse and/or neglect, and for children who have witnessed domestic violence.			Child advocacy - includes the following programs:1. Medical program - enables children suspected of having been physically and/or sexually abused to receive medical evaluation and short-term follow-up treatment. Services are provided at the center by a pediatric doctor and nurse in a child-friendly medical room. 2. Digitally recorded forensic interviews and trial preparation - interviews by law eforcement personnel with child victims regarding allegations of abuse and neglect. Deirdre's house is the only site in morris county where a child victim of abuse and/or neglect can be digitally interviewed by law enforcement, medically examined and treated, and clinically counseled all under one roof. 3. Dear (day education arts recreation) camp - provides wholesome and fun camping experiences to children who have suffered abuse or neglect or witnessed domestic violence. Referrals are provided by partnering non-profit organizations. The children select the camps of interest to them. Scholarships of up to $500 per child are provided for the summer experience. 4. Shine (scholarships helping inspire new expectations) - a program that awards morris county child victims scholarship funds to participate in mainstream community programs or lessons such as art, dance, music, or sports. Scholarships of up to $500 are available. 5. Healing fund - provides funding to assist child victims and their families with crisis and emergency situations, medical health and hygiene costs, and appropriate family and/or school activities. 6. Volunteer program - recruits, trains, monitors, and evaluates a bank of dedicated men and women who lend their helping hands in a variety of capacities in and around the center.   counseling services - provides the following services:1. Individual and family counseling in english and spanish - licensed counselors provide individual and family counseling to child victims, non-offending caregiver (noc's), and survivors of abuse. A comprehensive program of supportive listening, crisis intervention, counseling, case management, support during court proceedings and other case related events, and follow-up are provided. 2. Spanish speaking counseling program - focuses on parents and children of latino families living in morris county who have experienced, or are at risk for abuse or family violence. General counseling services are also available in spanish. 3. Child respite care program - provides on-site respite care for children ages 2-17 while their non-offending caregiver (noc) is pursuing legal protection for the family or related court matters. The goal is to improve the attendance of noc's at necessary legal proceedings. 4. Group counseling - the program provides clinical group counseling for parents and children  various child abuse prevention programs focusing on community education and awareness, including bi-annual conferences on emerging issues regarding child abuse.		
Healthcare Communication & Marketing Association	http://thehcma.org	215-550-8181	EIN 	19 Mantua Road	Mt. Royal	NJ	08061	USA		The Healthcare Communication & Marketing Association, Inc. (HCMA) is a non-profit, national association of healthcare marketing, communications and education professionals dedicated to enhancing and optimizing the careers of its members. The HCMA recognizes excellence in marketing, communications and education that impacts and improves health.					National
Family Promise Of Monmouth County Inc	http://familypromisemc.org	(732) 495-1050	EIN 22-3674477	Po Box 70	Middletown	NJ	07748	USA	Homeless & Housing, Homeless Shelters, Human Service Organizations, Human Services	Financial and emotional support for homeless families			Shelter program: provides rent, security, education, transportation,child care for homeless families after leaving the organization, including step up program.   new beginnings: provides rent and security for homeless families after leaving the organization.   aftercare: provides aftercare services for the homeless families  rapid rehousing case worker		
Prosperous E.V.E	http://www.prosperous-eve.org	201-800-4383	EIN 46-0801914	322 Montgomery St 2fl	Passaic	NJ	07055	USA		E.V.E is a non-profit organization that is dedicated to providing basic developmental supplies to the children of Colombia including school supplies, food, and clothing. In addition, E.V.E is committed to raising up humanitarians across the world to help bear the burdens of Colombia and its people.		The children of Colombia			
PEDIATRIC HYDROCEPHALUS FOUNDATION INC	http://www.phfkids.org	(732) 634-1283	EIN 26-4582806	66 Caroline Street 2nd Floor	Woodbridge	NJ	07095	USA	Brain Disorders, Health	Said organization is organized exclusively for charitable, educational and scientific purposes, including, for such purposes, the making of distributions to organizations that qualify as exempt organizations under section 501(c) (3) of the internal revenue code, or the corresponding section of any future federal tax code. Said corporation will adhere to the aforementioned purposes while providing education to the public about hydrocephalus and raising funds to support educational efforts and scientific research into potential cures and treatment options for those afflicted with hydrocephalus.		the Hydrocephalus community	Educating the community by raising the level of awareness about this incurable brain condition.  Provide support to the families, friends and children who are diagnosed with Hydrocephalus.  Advocate on behalf of members of the the Hydrocephalus community and work with policy makers at the State and Federal level to raise awareness and pus for more research and support in the fight against Hydrocephalus.	Hydrocephalus Research by donating over $300,000 since 2009.	the United States
Surflight Theatre / Joseph P. Hayes Theatre, Inc.	http://www.surflight.org	609-492-9477	EIN 22-2331679	PO Box 1155 201 Engleside Avenue	Beach Haven	NJ	08008	USA	Arts & Culture, Theater	The mission of Surflight Theatre is to provide high quality professional live theatre to the vacationers of Long Beach Island and the people of Southern New Jersey, while providing training to young theatre performers and technicians. Our aim is to engage, entertain and foster appreciation of live theatre for adults, teens and children. Our MainStage employs the finest theatre artists available to present first quality productions of Broadway musicals and plays. Our Childrens Theatre provides entertainment for ages 3-10 and launches what we hope is a lifelong interest in the performing arts.Our educational arm includes the Joseph P. Hayes Intern and Apprentice Program and the Surflight Theatre Arts Resource School, and Surflight To-Go, a touring educational theatre company.			Surflight theatre has a rich and local history serving over 75,000 every 16 week season. Surflight also serves as a training ground for students interested in pursuing a career in the theatre. Surflight has been building an outreach program that annually performs performs to over 25,000 elementary and middle school students in the tristate area.		
Change A Life Uganda	http://www.changealifeuganda.org		EIN 20-8675968	46 Oakmont Lane	Jackson	NJ	08527	USA	Children & Youth, Children & Youth Services, Education, Educational Services, International, International Development	ChangeALife Uganda is a nondenominational nonprofit 501(C) 3 tax-exempt charitable organization, helping the lives of disadvantaged children and families in Uganda.		children and families	Education is the cornerstone of our mission: We provide education for children through school-based programs. We also reach out to their families to help them become self-sufficient through income-generating projects and access to quality healthcare.		Migyera and Nabbingo, Uganda
Pass It Along Inc	http://www.passitalong.org		EIN 80-0018706	60 Blue Heron Rd	Sparta	NJ	07871	USA	Philanthropy, Philanthropy, Charity & Voluntarism Promotion, Voluntarism Promotion	To awaken, validate and nourish the innate desire to 'give back' by mobilizing youth as community partners.					
Court Appointed Special Advocates of Cumberland, Gloucester, and Salem County	http://www.wespeakupforchildren.org	856-521-0734	EIN 	694 Hardingville Road	Monroeville	NJ	08343	USA		Every abused and neglected child in Cumberland, Gloucester and Salem Counties deserve a safe, permanent and nurturing home. Court Appointed Special Advocates (CASA) ensures that a court empowered, independent volunteer is able to voice timely and objective recommendations on behalf of the child. Our ONLY interest is the child's best interest.					
City Green Inc	http://citygreenonline.org	(973) 800-8197	EIN 20-1065250	Po Box 748	Ringwood	NJ	07456	USA	Botanical Gardens & Arboreta, Environment, Environmental Education, Garden Clubs	Urban community gardens as a			Education in public health		
Homeless Animal Lifeline	http://www.halrescue.org		EIN 56-2464136	PO Box 237	Manalapan	NJ	07726	USA	Animal Protection & Welfare, Animals	Homeless Animal Lifeline (HAL) is an all-volunteer organization located in New Jersey and comprised of dedicated people who are committed to helping animals, their caregivers, and promoting kindness and compassion toward all animals.					
The Underground Railroad To Success, Inc.	http://		EIN 26-3967698	46 Wedgewood Dr Ste 130	Verona	NJ	07044	USA							
Passage Theatre Company	http://www.passagetheatre.org	609-392-0766	EIN 22-2679031	205 East Front Street	Trenton	NJ	08611	USA		VISION  At its best, theater transforms  inspires understanding of the rich diversity of the human experience, gives voice to the silent, and dignity to the dispirited. Through the creation and production of theater, we chart a passage to grace - in ourselves, in others, and throughout our community.  MISSION  Passage Theatre Company is committed to the creation and production of socially relevant new plays and community devised arts programming that transforms the lives of individuals and community.      Passage Creates new work in order to advance and diversify the art-form and our collective culture, affording emerging and established playwrights a platform for sharing diverse perspectives on complex and important issues.     Passage Produces theater with professionalism and integrity, affording professional, emerging and youth actors the rare opportunity to breathe life into new characters and speak their truths to inspire, educate and entertain diverse audiences.     Passage Educates youth and adults of all ages and backgrounds to explore, fully realize and share their greatest creative potential and the potential of community through the power of expression - onstage, in the classroom, in their neighborhoods and across the nation.     Passage Aspires to achieve national prominence as a creative force for advancing the art form, as a model for transforming community through arts and in transforming lives through the power of theatre.			Production of theatre and education with professionalism and integrity.		
Friends of India Society Inc	http://www.foisnj.org	856-293-1970	EIN 20-5594106	PO Box 72	Millville	NJ	08332	USA	Arts & Culture, Children & Youth, Cultural & Ethnic Awareness, Youth Community Service Clubs	To preserve and promote rich indian culture and traditions through various events in the south jersey region.			Presentation of music and dance programs from local and international artists, indian and national festivals and events, organize book bag project for children.		
Homes for Veterans A Nj Non Profit Corporation	http://www.homesforveterans.us	(201) 488-9002	EIN 45-2149057	105 Highland Ave	Harrington Park	NJ	07640	USA		To specially adapt the homes of disabled veterans for free		Disabled Veterans	Homes for Veterans specially adapts the homes of disabled veterans for free	20 disabled veterans	National
Center For Faithjustice	http://www.faithjustice.org	609.498.6216	EIN 20-8035033	24 Rossa Ave	Lawrenceville	NJ	08648	USA	Children & Youth, Education, Educational Services, Protestant, Religion, Roman Catholic, Youth Community Service Clubs	The Center for FaithJustice provides transformative experiences of faith in action, builds community, serves those in need, educates for justice, and empowers people to change the world.	In Summer 2013, 655 middle school, high school and college students, along with their facilitators, contributed more than 16,000 hours of community service and engaged in an equal amount of justice education and faith formation.	teens put faith into action through service and social justice education	JusticeworX, ServiceworX, LeaderworX, FaithJustice Xperience	650 teens learn, build community, grow closer to God, and put their faith into action through direct service	New Jersey, Pennsylvania, West Virginia
New Jersey Conservation Foundation	http://www.njconservation.org	1-888-LANDSAVE	EIN 22-6065456	170 Longview Rd Suite	Far Hills	NJ	07931	USA	Animals, Environment, Land Resources Conservation, Protection of Endangered Species, Water, Water Resources, Wetlands Conservation & Management	The mission of New Jersey Conservation Foundation is to preserve New Jersey''s land and natural resources for the benefit of all.			Land cquisition: recently acquired land in West Milford, Wickecheoke Creek Preserve (Stockton area), Gloucester, Atlantic and Salem counties that are critical for water, open space and productive farmland.Stewardship:at the Franklin Parker Preserve in the pine barrens, we are conducting prescribed burns to reduce catastrophic fires; restoring Atlantic White Cedar; developing a 10-year management plan, wetlands restoration, and providing public access.Policy: working on the Highlands Regional Master Plan and Emergency Highlands Rules; co-leading efforts to renew the Garden State Preservation Trust; working with the NJ Office of Smart growth on a proposed series of planning area changes in the Delaware Bayshore regionto re-designate ecologically important areas from suburban planning areas to environmentally sensitive planning.Garden State Greenways, which ties together NJCF's core programs of land acquisition, stewaradship, public policy and strategic partners by providing visual and quantitative information for planning for land conservation organizations, non-conservation groups, and state and local governments.Farmland preservation in the Highlands for which we received $1 million from the State Agriculture Development Committee for use in the Musconetcong Valley in Warren County.		
New Jersey Chapter Of The American Artists Professional League Inc	http://		EIN 22-2106704	6 Elmwood Dr	Toms River	NJ	08755	USA							
Easterseals New Jersey, Inc.	http://www.eastersealsnj.org	(732) 257-6662	EIN 22-1508591	25 Kennedy Blvd, Suite 600	East Brunswick	NJ	08816	USA	Health, Human Service Organizations, Mental Health, Rehabilitative Care, Residential Mental Health Treatment	Easterseals New Jersey enables people with disabilities and special needs and their families to live, learn, work and play in their communities with equality, dignity and independence.			Easterseals New Jersey provides outreach, residential, camping and recreation, adult day, community support, employment, fiscal intermediary services, information and referral, personal assistant and family and children services to individuals and families with disabilities and special needs.		Statewide
