name	url	telephone	tax_num	street	locality	region	postcode	country	Causes	Mission	Target demographics	Direct beneficiaries per year	Geographic areas served	Programs	Results
Alumni Association - School Of Nursing	http://		EIN 22-3003814	70 Middle St	Lewiston	ME	04240	USA							
Society For Preservation & Encourmt Of Barbershop Quartet Singing Amer	http://		EIN 01-6023554	103 Rabbit Rd	Durham	ME	04222	USA							
Whitney Brookside Corporation	http://	(207) 597-2442	EIN 01-0382451	Po Box 482	Canton	ME	04221	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors	The corporation's primary mission is to promote the welfare of elderly families by providing affordable housing in canton, maine.				The corporation provide 20 units of affordable housing to elderly tenants in canton, maine.	
Old Town-Orono Ymca Foundation	http://www.ymca.net		EIN 22-3160786	472 Stillwater Ave	Old Town	ME	04468	USA	Children & Youth, Human Services, Young Mens or Womens Associations	Providing financial support for activities involving all members of the old town / orono ymca.				Providing financial support for activities involving all members of the old town / orono ymca.	
Acadia Center	http://acadiacenter.org/	207-236-6470	EIN 01-0518193	P O Box 583 8 Summer Street	Rockport	ME	04856-0583	USA	Energy Resources Conservation & Development, Environment, Forest Conservation	Acadia Center is a non-profit, research and advocacy organization committed to advancing the clean energy future. Acadia Center is at the forefront of efforts to build clean, low carbon and consumer friendly economies. Acadia Centers approach is characterized by reliable information, comprehensive advocacy and problem solving through innovation and collaboration.  Acadia Center is the new name of Environment Northeast (ENE). Although the  name and logo have changed, the staff, programs and commitment to results continues unchanged. Over the past 15 years, Environment Northeast (ENE) has built a successful track record of providing solutions to advance state and regional efforts to promote effective clean energy and climate policy. The new Acadia Center brand more accurately reflects the organizations geographic scope and evolving approach.	Achieve a clean energy economy. Acadia Centers overarching focus is developing a clean energy economy that offers real world solutions to the climate crisis.		We work at the state and regional levels on targeted initiatives and model practices with national significance.		
West Quoddy Marine Research Station	http://		EIN 01-0369815	PO Box 9	Lubec	ME	04652	USA							
Forest Society Of Maine	http://		EIN 02-0413555	115 Franklin Street	Bangor	ME	04401	USA	Environment						
Elim Assembly Of God	http://		EIN 01-0439068	Po Box 888	Bath	ME	04530	USA							
Richmond Eldercare Coalition	http://	(207) 737-8911	EIN 01-0494481	Po Box 145	Richmond	ME	04357	USA	Human Services, Seniors, Supportive Housing for Older Adults	To provide residential and adult day care for the elderly as well as transportation when needed.				To provide residential and adult day care for the elderly as well as transportation when needed.	
Deck House	http://		EIN 01-0416879	Rr 1 Box 3280	Edgecomb	ME	04556	USA	Education, Secondary & High Schools						
Kennebec Estuary Land Trust	http://www.kennebecestuary.org	(207) 442-8400	EIN 01-0446468	Po Box 1128	Bath	ME	04530	USA	Environment, Land Resources Conservation	Conserve, restore and instill appreciation of the land and water resources of the kennebec estuary to benefit today's communities and future generations.				The land protection program is the cornerstone program of kelt serving the membership and regional landowners in the kennebec estuary. Kelt has a community-based approach to land protection which is guided by a strategic approach focusing on identifying lands with the highest natural resources values. Kelt manages a land protection program that works with dedicated volunteers, landowners, municipalities, other environmental organizations and state agencies to achieve successful outcomes.   the stewardship program is dedicated to the perpetual care of the preserves and conservation easements held by the kennebec estuary land trust. The program manages all administration, oversight and planning of these properties in compliance with the land trust alliance standards & practices. This work includes annual easement monitoring, ecological monitoring, trail maintenance and property upgrades.   the outreach and education program is vital to kelt by creating and coordinating opportunities in the community to educate and inform members, landowners and the general public about kelt's mission, goals, and benefit to the kennebec estuary region. This program establishes effective communication tools that include brochures, newsletters, website, email blasts, education workshops, and events. This ongoing program continues to build support and interest from the community.	
Nathan And Henry B Cleaves Law Library	http://www.cleaves.org	(207) 773-9712	EIN 01-0511596	142 Federal Street	Portland	ME	04101	USA	Education, Libraries	To serve the educational, historical and legal research needs of its members and of the general public, and to maintain historic artifacts.				Acquire and maintain books and other publications  provide law library services to members and to the general public.	
Nec Foundation	http://		EIN 01-0471240	P.O. Box 913	Bangor	ME	04402	USA	Mental Health, Substance Abuse Treatment						
Euphrates Archaelogy Incorporated	http://		EIN 74-2828927	PO Box 1688	Bucksport	ME	04416	USA	Arts & Culture, Humanities						
Cumberland County Domestic Abuse Intervention Project	http://		EIN 01-0482435	222 Saint John St Ste 140	Portland	ME	04102	USA	Crime & Law, Domestic Violence, Protection Against Abuse						
Autism Society Of Maine	http://www.asmonline.org	(800) 273-5200	EIN 01-0407346	72 Main St Ste B	Winthrop	ME	04364	USA	Centers to Support the Independence of Specific Populations, Family Services, Human Services	The autism society of maine provides education and resources to support the valued lives of individuals on the autism spectrum and their families.				Dissimination of information and educating the public about autism.   the autism information specialist program (ais) - contract with asm and provide varying degrees of expertise. Some may attend meetings with parents of children with autism or provided a presentation on autism to agencies. The society is committed to increasing the understanding of autism sprectrum disorders.	
Alternative Services Northeast Inc	http://		EIN 31-1446324	1567 Lisbon Street	Lewiston	ME	04240	USA	Human Services, Seniors, Supportive Housing for Older Adults						
The Circle of Giving	http://www.thecircleofgiving.org	207-329-5676	EIN 86-1176005	81 Beaver Dam Rd	N Waterboro	ME	04061	USA	Health	The mission of The Circle of Giving is to provide assistance and support to patients with cancer, along with their loved ones and caregivers. By helping lessen the burdens during this difficult time, we allow the patient the freedom and dignity to concentrate on healing.			Maine, New Hampshire		
F A S T Inc	http://		EIN 22-3118810	616 High St	Bath	ME	04530	USA	Education						
New England Special Activities Resources	http://		EIN 04-3091714	165 Emmons Rd	Kennebunk	ME	04043	USA	Unknown	Scholarships for therapy horse riding				Group members participate in a variety of activities to further the exempt purposes of the organization throughout new england	
Amateur Athlete Support Foundation	http://		EIN 04-3349462	PO Box 426	Portland	ME	04112	USA	Federated Giving Programs, Philanthropy						
Cape Elizabeth Land Trust Inc	http://www.capelandtrust.org	(207) 767-6054	EIN 22-2736834	330 Ocean House Rd	Cape Eliz	ME	04107	USA	Environment, Land Resources Conservation	The cape elizabeth land trust permanently conserves and provides stewardship for lands and easements located in cape elizabeth, maine				Permanent conservation and stewardship of lands and easements that provide a public benefit of public access/recreation, protection of natural resources, scenic value of historical importance.	
Yarmouth Senior Housing Inc	http://	(207) 829-4354	EIN 01-0340560	Po Box 163	Yarmouth	ME	04096	USA		To enhance human dignity in yarmouth maine by providing safe, comfortable, carefree and affordable homes for some of its elder citizens.				Yarmouth senior housing owns real estate consisting of 28 residential rental units available for affordable low income housing for the elderly.	
First Pentecostal Church Of Millinocket Inc	http://		EIN 01-0481127	48 Spruce St	E Millinocket	ME	04430	USA							
Demolay & Pinetree Youth Foundation	http://www.pinetreeyouth.org	(207) 251-9626	EIN 23-7007195	17 Legros Ln	Arundel	ME	04046	USA							
Eastern Agency On Aging	http://www.eaaa.org	(207) 941-2865	EIN 01-0328376	450 Essex St	Bangor	ME	04401	USA	Centers to Support the Independence of Specific Populations, Senior Centers, Seniors	It is the mission of eastern area agency on aging to be the best source of information, options and services for seniors, adults with disabilities and caregivers.				Community services including outreach, information and assistance, home visits, clinics and health insurance counseling.   family caregiver and alzheimer respite programs offer information, assistance, support, appropriate referrals to anyone who is providing unpaid assistance to a senior and those with alzheimers.   the nutrition program provides good nutrition to seniors who otherwise might not eat a balanced diet. The program includes congregate meals and in-home dining.   other programs designed to benefit the elderly.	
Beyond The Mountain, Inc.	http://		EIN 04-3226824	166 Pine Hill Rd	Berwick	ME	03901	USA	Education						
United Ostomy Association	http://		EIN 01-0466727	467 Wing Rd	Hermon	ME	04401	USA							
Foundation For The Advancement Of Education	http://	(207) 846-6770	EIN 01-0470496	251 Main Street	Yarmouth	ME	04096	USA	Arts & Culture, Arts, Culture & Humanities	Raising educational aspirations of young students in maine, the united states, and elsewhere by providing early information and inspiration through workshops, scholarships, and other educational programs.				Provided college aspirations workshops for over 4000 elementary and middle school students. Discussed college, colleges, college majors, and the opportunity of higher education. Provided supplemental informational resources and coordinated other college information events including the college knowledge bowl and vip programs. Awarded college aspirations scholarships to over 400 elementary and middle school students. Met with community members to engage them in supporting early aspirations in their community. Served students in rural and under-inspired communities.   supported a youth sports, education, and aspirations program (maya lacrosse) for 300 youths in six economically-challenged communities in guatemala.	
Bahais Of Southwest Harbor Town	http://		EIN 01-0511138	PO Box 5000	Southwest Hbr	ME	04679	USA							
Wreaths Across America	http://www.wreathsacrossamerica.org	877-385-9504	EIN 20-8362270-001	4 Point Street PO Box 249	Columbia Falls	ME	04623	USA	Arts & Culture, Historical Organizations	To Remember, Honor, & Teach about the service and sacrifices made by our veterans to protect the freedoms we enjoy each and every day.	remember, honor, and teach about the service and sacrifice of our veterans	placement of over 900,000 wreaths in 2015.	all 50 states	the annual wreath-laying program at over 1000+ participating locations nationwide.	
Wayfinder Schools	http://www.thecommunityschool.org	(207) 236-3000	EIN 01-0217639	Po Box 65	New Gloucestr	ME	04260	USA	Human Services, Residential Care & Adult Day Programs	To offer a relational learning program that transforms the nature of a high school education. We provide students with the skills and experience necessary to discover their strengths, connect with families, practice personal responsibility, and contribute to their communities.				In the 9-month residential program a team of teachers and overnight residentail counselors guide 15 students toward a state approved high school diploma. Graduation requirements include student centered academics, residential living requirements, work program, experiential learing expeditions and post graduation plans. 40% of our students have gone on to post secondary education, and 40% have entered the work force immediately upon graduation.   passages program for teen parents matches students with individual teacher/counselor who work with the students in their own homes on 24 core skill areas, including both traditional academics and parenting life skills. 13 students graduated from the pasages program during the year.   the community schools are currently working with the restorative justice project of the mid coast to establish a restorative justice institute for fellow educators. The institute will be based on the opportunity farm campus. The restorative justice institute will allow members of the community schools, along with their colleagues from mid coast restorative justice, to train other schools in the use of restorative justice practices, thereby increasing high school retention rates in maine and serving as a model to other states.	
Voice For Animals	http://www.voiceforanimals.net	(207) 583-4322	EIN 01-0456905	Po Box 34	Harrison	ME	04040	USA		To promote sensitivity and caring for animals through education and other lawful means and to share our knowledge of related issues with others to promote understanding and compassion for animals and humans.				For many years we have been trapping ferals for spay, neuter and vaccination and returning them to their colonies, while adopting out the strays who are sociable. There are several kinds of people who are feeding these animals, and we provide some support for food and shelter. We are moving towards assisting low-income people to spay and neuter their pets in order to prevent the future growth of feral colonies. While we feel we have done much good work in that area, we are moving towards spay/neutering owned cats to prevent stray and feral cats in the targeted neighborhoods. Those families who apply for our services are scrutinized carefully to determine their low income status(e. G. Disability, tanf, fuel assistance, food stamps, low income housing, unemployment, etc. ) last year we spayed and neutered 33 cats in targeted areas; this year we plan to up that number to 25. Outreach occurs locally through rabies clinics,spay and neuter clinics, and adoption events in areas of the greatest need, fundraising events, "letters to the editor" for local newspapers and vfa's own regular newsletter have also helped to develop an effective local presence regarding our services in the targeted areas. In addition, vfa board members are in constant contact with local aco's who are able to help directly connect vfa with those who need our services. At this time, vfa is working on developing an on line presence in order to broaden and improve outreach efforts as well. While we feel that there is much good work being done at this time, we would like to improve in the following ways: 1. Increase our ability to offer low/no cost spay and neutering for pets who live in low income homes. 2. Improve outreach to communities via increased number of events. 3. Grow our community volunteer base. The volunteer base is not just for spay/neuter issues as our mission statement involves us in as many ways as possible with all animals in need. To that end it is our goal to have a sanctuary/shelter to address the cat issue, which still remains a problem in new england, as well as dogs that come up from the south on almost a daily basis. And remembering our mandate, we wish also to be a sanctuary for farm animals in need, including horses	
Calson Union Church	http://		EIN 51-0210263	R D 1	Caribou	ME	04736	USA							
Hospice Of Western Maine	http://		EIN 01-0377603	14 Portand St	Fryeburg	ME	04037	USA							
Santa Claus Fund	http://	(207) 729-6014	EIN 01-6028918	Po Box 278	Brunswick	ME	04011	USA	Gift Distribution, Human Services	Provide christmas to underpriviledged children				Provided toys, hats, mittens & scarves to needy children helped 328 boys and 298 girls	
Fulbright Academy	http://www.FulbrightAcademy.org	207-799-3098	EIN 13-4226367	PO Box 284	Cape Elizabeth	ME	04107	USA	Alumni Associations, Education, International, Leadership Development, Technology	The Fulbright Academy of Science & Technology (FAST) is an international organization established by alumni of the prestigious Fulbright Exchange Program and other members of the science and technology community. Since 2003, FAST has facilitated dialogue among scholars and created opportunities for alumni to share their knowledge and better serve society.	(1) The 300,000 Alumni of the Fulbright Exchange Program   (2) The 6,000+ annual grantees  (3) Institutions that employ or train/educate Fulbrighters  (4) Institutions or Individuals that work with Fulbrighters	500+ participants in our person-to-person activities and the 50+ institutional members of FAST	Global	FAST has two major programs: study committees and public education/networking events. The Study Committees are funded by outside entities or conducted in partnership with universities and research institutes, and they bring together an international group of experts to address a particular issue. The networking events include the Fulbright Forum, a smaller meeting that generally attracts scientists and professionals from a particular region, and the annual FAST Research Conference, which attracts a worldwide participation. FAST also produces a newsletter, which is distributed electronically to thousands of people around the world.	Conferences and programs on five continents during our first five years. Others value our work, as shown by in-kind contributions of $100,000-200,000/year from institutional partners.
Chrysalis Place	http://		EIN 01-0456167	Po Box 542	Gardiner	ME	04345	USA							
Belfast Ice Rink	http://		EIN 01-0493151	44 Bayview Street	Belfast	ME	04915	USA	Environment, Parks & Playgrounds						
Family Planning Association of Maine, Inc.	http://www.mainefamilyplanning.org	207-622-7524	EIN 01-0317679	43 Gabriel Drive	Augusta	ME	04330	USA	Family Planning, Health, Reproductive Health Care, Reproductive Rights	The Family Planning Association of Maine (FPA) was founded over 40 years ago to assure access to high-quality, affordable reproductive health services and information for all Maine people regardless of age, race, sex, national origin, sexual orientation, creed, religious affiliation, or socio-economic status.	Mainers			birth control supplies, pregnancy testing and options counseling, STI testing, teen pregnancy prevention programming, and reproductive rights advocacy.	
New Marblehead Seniors Housing Corporation	http://	(207) 553-7777	EIN 01-0353352	307 Cumberland Ave	Portland	ME	04101	USA		To provide low income housing				Provide subsidized low-income housing to the elderly.	
Trout Unlimited	http://		EIN 52-1766027	112 Bayview St	Camden	ME	04843	USA	Environment, Natural Resources Conservation & Protection, Pollution Abatement & Control, Water, Water Resources, Wetlands Conservation & Management	Founded in 1959, TU is the leading conservation organization dedicated to conserving, protecting, and restoring, North America's trout and salmon fisheries and their watersheds. Our 100,000 members are organized into 450 local chapters nationwide.  These volunteer chapters are the "watchdogs" of their local rivers and streams.  They conduct stream restoration projects, monitor legislation, and fight for "fish friendly" policies with state and local officials.  Through its Washington DC-based national headquarters, TU conducts valuable scientific and economic research to foster more enlightened trout and salmon management practices, lobbies to strengthen environmental legislation like the Clean Water Act and Endangered Species Act, and provides a voice for its 100,000 members.					
Brunswick Area Respite Program	http://		EIN 22-3128999	41 Greenwood Rd Ste 2	Brunswick	ME	04011	USA	Chambers of Commerce & Business Leagues						
Millinocket Housing Corp	http://	(207) 723-4301	EIN 51-0168119	2 Fern Street	Millinocket	ME	04462	USA	Homeless & Housing, Senior Citizens Housing & Retirement Communities, Seniors	To provide low cost housing for the needy				Millinocket housing coproration provides rural development subsidized housing (80 units) to senior citizens and handicapped indviduals.	
Portland Trails	http://www.trails.org	207-775-2411	EIN 01-0463028	305 Commercial St	Portland	ME	04101	USA	Environment, Land Resources Conservation, Recreation & Sports, Sports	Create and maintain a 50-mile network of trails in Greater Portland.   Engage the participation of neighborhoods, schools, and the business community in trail use and land stewardship.  Make Greater Portland a model for people-powered recreation and transportation.			Greater Portland (ME)	In 2014, portland trails continued our work on building and maintaining trails, using community volunteers to do much of the work. We choose to engage local volunteers in order to foster a sense of place and ownership of local natural areas and public places. We focused on extending the stroudwater trail to smiling hill farm in westbrook. We purchased 14 acres of land on the presumpscot estuary in falmouth and we facilitated a open spaces visioning process that took place in all of portland's neighborhoods. Our school ground greening coalition worked with teachers , parents, students and other school personnel to create schoolyards that support the creative play and environmental learning of students and community members of all ages.	
Hampden Childrens Day Committee	http://		EIN 22-2588518	Po Box 322	Hampden	ME	04444	USA							
Kennebec Valley Trails Inc	http://		EIN 01-0490776	Po Box 144	Skowhegan	ME	04976	USA	Unknown						
Pathways Inc	http://pathwaysmaine.com	(207) 795-4085	EIN 01-0331728	368 Minot Avenue Po Box 1267	Auburn	ME	04211	USA	Education, Special Education	Pathways, inc. Provides services, support and advocacy for all individuals with disabilities to enhance the quality of their lives.				To provide the opportunity for employment (work support) in an integrated setting to adults with cognitive and physical disabilities.   to provide community support to adults with cognitive and physical disabilities.   to provide toddlers & infants with quality, inclusive early childhood experiences.   to provide other services such as case management, work support and preschool programs for individuals with cognitive and physical disabilities	
Mid-Coast Solid Waste Corporation	http://		EIN 52-1886687	PO Box 1016	Rockport	ME	04856	USA	Environment, Pollution Abatement & Control						
Maine Association Of Directors Of Services For Children With Excepti	http://www.madsec.org	(207) 626-3380	EIN 01-0365436	50 Industrial Dr	Augusta	ME	04330	USA	Human Service Organizations, Human Services	Madsec provides support to its members, opportunities for professional growth to maine educators, and leadership in shaping policies and practices which impact the quality of education for children with disabilities.				To provide a support network for existing special education directors by organizing and making available a variety of workshop, training sessions and other staff development activities.	
Mahoosuc Land Trust Inc	http://		EIN 01-0447619	Po Box 981	Bethel	ME	04217	USA	Environment, Land Resources Conservation	To protect and conserve land and traditional land uses including farming, recreation, significant habitats, scenery and water resources for the benefit of the public. The Organization facilitates community-based conservation.					
Maine Organic Farmers & Gardeners Association	http://www.mofga.org	(207) 568-4142	EIN 01-6048322	Po Box 170	Unity	ME	04988	USA	Food	The purpose of the association is to help farmers and gardeners grow organic food, protect the environment, recycle natural resources, increase local food production, support rural communities, and illuminate for consumers the connection between healthful food and environmentally sound growing practices.				To demonstrate how to promote traditional rural practices through the annual common ground country fair and ongoing educational programs; serves approximately 55,000 clients.   periodicals & publications are produced to members & the general public to address the environmental, nutritional, and rurual values; approximately 4,500 members served with publication of mofga.   activities carried out for members & the general public to fulfill the purposes described on part iiia; to assist farmers and gardeners in organic methods; serves approximately 4,500 clients.   to certify program for organically grown livestock & produce. It provides an apprentice program to assist individuals in learning about organic farming and gardening; approximately 4,500 clients served.	
Common Dreams, Inc	http://www.commondreams.org	207.775.0488	EIN 20-3368194	PO Box 443	Portland	ME	04112-0443	USA	Civil Rights, Civil Rights, Social Action & Advocacy	To inform. To inspire. To ignite change for the common good.	Progressive thinkers and activists.		USA and international.	Common Dreams publishes a diverse mix of breaking news, insightful views, and press releases covering issues that resonate with progressives in every corner of the globe. We compile the latest, most relevant writings in one easy-to-access online location, and present it in a clean, uncomplicated format, uninterrupted by pop-ups or gimmicks.  Over the years, weve published the work of some of the worlds brightest visionaries and most courageous advocates for change. The writings of Nelson Mandela, Naomi Klein, Al Gore, Arundhati Roy, Robert F. Kennedy, Jr., the late Molly Ivins, and many, many others have appeared on our homepage, alongside the heartfelt sentiments and piercing insights of lesser-known, regular folks whose inspirational words and creative ideas might otherwise have vanished into the black hole of unpublished works.  Common Dreams makes sure that the critical issues and ideas for the future are not drowned out in the ceaseless noise and dis-information that calls itself "the news" in most of the corporate media.  We are dedicated to bringing our millions of readers honest, independent news and analysis every day of the year.	
Breaking Ground	http://www.breaking-ground.org		EIN 51-0628198	104 Neal Street	Portland	ME	04101	USA	International, International Relief	MISSION Enabling Cameroonian communities to break ground on sustainable, locally initiated projects.   CORE VALUES  We believe that a community development project can only effectively address the needs of a population if it is conceived, planned, and implemented by the community for whom it is intended.   Furthermore, we believe that a projects long-term sustainability is reliant on the deep-seated investment of the local population, and that this investment cannot be fostered through the work of a foreign entity like ourselves, but must develop organically through a collective recognition of the identified problem and a commitment to solve it.   Thus, Breaking Ground sees the role for outsiders in development as providers of funding and strategic resources to assist locally-initiated projects. By empowering Cameroonian communities to realize their own grassroots projects, we enable truly sustainable, bottom-up development.   OUR UNIQUE APPROACH  Breaking Ground takes two approaches to empowering grassroots development initiative:   Community Partnership Program: We provide seed funding to the locally-initiated projects of mobilized communities.   Small Enterprise Development Program: We provide training and resources to increase the ability of individuals and families to earn money through their primary income-generating activities, better enabling them to invest in their own local initiatives.				WOMENS ENTREPRENEURIAL PROGRAM:   Founded in 2007, Breaking Grounds Womens Entrepreneurial Program (WEP) provides women with critical business skills and the confidence to put them to use. In collaboration with the locally-based Community Research and Development Center (COREDEC), we offer a seven-week business course that incorporates topics such as feasibility studies, basic marketing, cost analysis, and leadership, among others.   Many WEP participants have no personal finances and have no experience in approaching banks for loans. The WEPs classes have become renowned and respected in the community and have helped many women overcome their fear of the banking system and apply directly for a loan.  However, there are still many women who struggle to qualify for bank loans, often because they are single or widowed mothers with no assets. In response to this, Breaking Ground established a program of providing micro-grants to selected participants at the end of each class cycle. To date, Breaking Ground has provided start-up grants to twenty-two female-run business in Ngaoundr, ranging from raising poultry to selling books.	We have made a tangible impact in the lives of over 35,000 Cameroonians.
MCLAUGHLIN GARDEN	http://mclaughlingarden.org	207-743-8820 	EIN 01-0509638	97 Main St	South Paris	ME	04281	USA	Botanical Gardens & Arboreta, Environment	The McLaughlin Foundation stewards the McLaughlin gardens and homestead, a significant cultural site in Maine, for the benefit of this and future generations.	Three target audiences have been identified for the current strategic plan:  Teens, seniors, and tourists.  A regional high school is very close by and programming is in development to reach this target audience.  The school has an excellent technical program and most students begin careers immediately after graduating.  Seniors are the second priority target as those residing in this area have few, if any, activities to enhance their quality of life after retiring.  The Garden offers significant opportunities for seniors to contribute their knowledge and experience as well as their time.  This is why the Garden has been so successful as, with only 2 staff members, volunteers must fill significant leadership roles that would otherwise be filled by middle and upper management.  Lastly, tourism is a significant economic driver of the area and the Garden is committed to contributing to the economic vitality of the Oxford Hills area.	Approximately 20,000 people visit the Garden each year.	Primarily southwestern Maine and more broadly through tourism.	High School Program "Teen Challenge" - ties nature to the state teaching standards and supports teachers by providing all resources for meeting standards in the arts, science, writing, and math that they have difficulty meeting.  Steward Program - a volunteer program which provides meaningful ways for seniors to contribute to their communities and remain active and engaged.  Historic Preservation Program - maintains the unique and threatened history of the remote, rural southwestern Maine.  Heritage Horticulture Program - preserving unique and local varieties of plants.	We have come a long way in 11 years.  We have purchased the entire site and restored most of the home and barn.  The gardens are in great shape and the volunteer program is strong.
Camden First Aid Association	http://	(207) 236-7171	EIN 01-6020038	C/o Hjs Po Box 190	Camden	ME	04843	USA	Disaster Aid, First Aid	Ambulance service				Prior to its closure, camden first aid association provided emergency/ambulance service to residents of a four town area. The expenses listed above were negotiated amounts paid on outstanding bills of unsecured creditors.	
Housing Foundation Phase 1 & 2	http://	(207) 866-4634	EIN 23-7046663	353 Main St	Orono	ME	04473	USA		To provide low-income housing.				To provide low-income housing	
Mid Coast Hunger Prevention Program Inc	http://www.mchpp.org/	(207) 725-2716	EIN 01-0492643	84a Union St	Brunswick	ME	04011	USA	Unknown	The mission of mid coast hunger prevention program is to provide food assistance, nutrition, education and referral services to households living at or below poverty in the greater brunswick area.				Food pantry/food bank - provides food assistance to households living at or below poverty. Served 1,209 households in 8 towns.   soup kitchen - provides a free, balanced lunch mon - fri to persons at risk of hunger in the greater brunswick area. Served 37,921 meals.   workshops - education workshops designed to empower clients to become more self sufficient.	
PROGRESS CENTER INC	http://www.progresscentermaine.org	207-743-8049	EIN 	35 Cottage Street	Norway		04268	United Kingdom	Mental Health, Residential Mental Health Treatment	Our mission is to promote independence and freedom of choice for people we serve.			Western/Central Maine		We are innovative and operate with outcome measures in all areas of our work. This allows us to document success in our supports to people. In addition it promotes better use of our funding and utilization of our time.   One example of this system is in our day/community support programs. We determined that people wanted to experience better health and wanted to be in their community more often. To increase their value as contributing members of their community and to enhance their chances of full integration we embarked on two goals: physical fitness and volunteerism.  People now (2009) volunteer over 50% of their time and spend 25% of their time on fitness. This happens in a variety of ways from gym membership to trail hiking.   As innovators we began a couple of projects this year to address our needs for employment and the area need for a community kitchen.  In 2010 we will enter our third year of our famers food collaborative, an innovative food purchasing and delivery business. The Oxford Hills Food Collaborative supports local food producers and allows for over 12 local farms and food producers to sell their products through our marketing and delivery services. The collaborative also offers employment and volunteer opportunities to people we support in fully integrated settings within our community.  We began a program called the Community Table, Helping Hands - Helping Others. This is a program to feed those in need. Currently we provide meals out of a local church however we are in the midst of a building project at our Cottage Street address; we are building a fully licensed commercial kitchen. This addition will not only support our Community Table project but will meet an identified community need for a certified kitchen to support farmers and food producers. The rental of this multi-purpose licensed commercial kitchen will help to support our projects.   We support over 150 people. It is our hope that these highlights of the past year will encourage you to visit our web site to view our annual results of surveys and outcomes.
Friends Of Feral Felines	http://	(207) 797-3014	EIN 01-0500759	Po Box 8137	Portland	ME	04104	USA	Animal Protection & Welfare, Animals	Aid stray cat colonies by providing food and health care. Foster cats prior to release or adoption and educate the public on issues concerning cat over-population.				Humanely reduce the number of feral cats in communities through trapping, neutering, and then releasing them back to their colony sites (a method called trap-neuter-return or tnr). Provide feral feline colonies with food and water regularly and monitor them for new, sick, or injured members who need medical attention. Find shelter for cats, and foster and socialize kittens to prepare them for adoption.	
Coalition For Sensible Energy	http://		EIN 01-0461003	PO Box 366	Bucksport	ME	04416	USA	Energy Resources Conservation & Development, Environment						
WOMEN UNLIMITED	http://www.womenunlimited.org	(800) 281-5259	EIN 01-0434603	79 Leighton Road Suite 5 Second Floor	Augusta	ME	04330	USA	Civil Rights, Economic Development, Employment Preparation & Procurement, Job Training, Women, Womens Rights	Women Unlimited strives to improve the economic well-being of Maine's women, minorities and displaced workers by providing access to, and support in trade, technical, and transportation careers				Base programs - provide training, employment referral, support services, technical assistance for women and minorities in trade, technical, and transportation careers in the state of maine. Base programs - provide training, employment referral, support services, technical assistance for women and minorities in trade, technical, and transportation careers in the state of maine.   ojt - monitoring the on-the-job training program which provides specific training for women & minorities on highway & bridge projects in the state of maine. The ojt consultant monitors ojt registration, training, support services for participants, and provides assistance to contractors regarding the ojt participants.   corrections and safety training- women unlimited reaches out to incarcerated individuals who are interested in careers in trades, transportation, and technology. We bring certified instructors into prisons teaching construction math, blueprint reading, and hand and power tools introductory courses.	
Maine Housing And Building Materials Exchange	http://www.mainebme.org	(207) 650-6218	EIN 01-0438695	45 Fisher Rd	Bowdoinham	ME	04008	USA	Homeless & Housing, Housing Support	To benefit low income homeowners new and recycled buildings materials at an affordable price and to educate low income homeowners on product awareness, construction materials and installation.				We provide new and recycled building material to low income homeowners at 75% of retail value. Educate low income homeowners on product awareness and construction materials.	
Childrens Books Online The Rosetta Project	http://www.childrensbooksonline.org	(207) 323-2213	EIN 01-0542490	Po Box 808	Searsport	ME	04974	USA	Arts & Culture, Arts Education, Children's Museums, Education, Libraries	To acquire antique illustrated children's books and post them online in several languages for kids to read and enjoy.				To acquire antique illustrated children's books and post them online in several languages for kids to read and enjoy.	
American Legion Foundation Holding & Endowment Corp Of Geo E Kirk-25	http://		EIN 01-6019366	Po Box 723	Bar Harbor	ME	04609	USA							
West Side Child Development Ctr	http://		EIN 51-0142559	251B Danforth St	Portland	ME	04102	USA	Education, Elementary & Secondary Schools, Literacy						
Three Rivers Land Tr	http://www.3rlt.org	(207) 450-1224	EIN 01-0539771	Po Box 295	Alfred	ME	04002	USA	Environment, Land Resources Conservation	To maintain, support, and enhance the working landscape of farms and forests and such valued natural resources as lakes, rivers, streams, wetlands, historic sites, scenic places, and wildlife habitat in the inland municipalities of york county, maine.				Publish a twice yearly newsletter providing information to the public about the land trust's activities, properties, conservation, and local agriculture.   establish an active outreach program to involve woodlot owners, farmers, land owners and the public to support the organization mission statement.	
Hospital Chaplaincy Service Inc	http://		EIN 23-7068803	2912 Western Ave	Newburgh	ME	04444	USA							
Petit Manan Ambulance Corps Inc	http://	(207) 546-2254	EIN 23-7349157	18 School Street	Milbridge	ME	04658	USA	Emergency Medical Services & Transport, Health	Ambulance service				Ambulance service	
